,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Didube,Vake,Varketili,€,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
21,21-02-2020 22:17:43,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,,21,нет,Тбилиси,1 гр,0.0036,2379,907,82,37,True,,,,,,,,,,,,1G -- AK-47 -> Sativa
22,21-02-2020 22:17:43,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,3,нет,Тбилиси,1 гр,0.005,3215,1226,110,50,,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
23,21-02-2020 22:17:43,Tbilisi,LYHBG,Playboy,1g MDMA - !!!NEW!!! - Purity 93%,True,1,нет,Тбилиси,1 гр,0.011,7009,2672,240,109,,,,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
24,21-02-2020 22:17:43,Tbilisi,OX85,amnesia420,1g PURPLE HAZE Sativa THC 19% / BTC -10% sale,True,1,нет,Тбилиси,1 гр,0.0035,2508,956,86,39,,,,,,,,,,,,,1g PURPLE HAZE Sativa THC 19% / BTC -10% sale
25,21-02-2020 22:17:43,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0172,12217,4657,419,190,,,,,,,,,,,,,Cocaine Pure VHQ 1g
26,21-02-2020 22:17:43,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,1,нет,Тбилиси,1 гр,0.0222,14146,5392,485,220,,,,,,,,,,,,,"Cocaine, 1g"
27,21-02-2020 22:17:43,Tbilisi,YOI,Hashland,HASH Mexicana 1 g SALE -10% for bitcoin.,True,5,нет,Тбилиси,1 гр,0.0064,4512,1724,155,,,,,,,65,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
28,21-02-2020 22:17:43,Tbilisi,Z5UFK,Vein,Hashish Ice-o-lator 1g,True,9,нет,Тбилиси,1 гр,0.0076,4887,1863,168,76,,,,,,,,,,,,,Hashish Ice-o-lator 1g
29,21-02-2020 22:17:43,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,7,нет,Тбилиси,1 гр,0.0101,6430,2451,220,100,,,,,,,,,,,,,Ketamine 1g
30,21-02-2020 22:17:43,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,1,нет,Тбилиси,1 гр,0.009,5723,2181,196,89,,,,,,,,,,,,,Ketamine 1g.
31,21-02-2020 22:18:36,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,4,нет,Тбилиси,1 гр,0.004,2572,980,88,40,,,,,,,,,,,,,"LSD - 250 ug, 1piece"
32,21-02-2020 22:18:36,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0454,32150,12255,1102,500,,,,,,,,,,,,,Metadon VHQ 1 24/7
33,21-02-2020 22:18:36,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,3,нет,Тбилиси,1 гр,0.0191,12153,4632,417,189,,,,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
34,21-02-2020 22:18:36,Tbilisi,UJP9,420Inc,THC Snow Buds Only 1G (THC 23+%),True,7,нет,Тбилиси,1 гр,0.0046,3022,1152,104,47,,,,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
35,21-02-2020 22:18:36,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,4,нет,Тбилиси,1 гр,0.0191,12796,4877,439,199,,,,,,,,,,,,,VHQ BEST Cocaine 1g.
36,21-02-2020 22:18:36,Tbilisi,TDSHF,THC,Weed From Gali(THC 23%) 1gr,True,1,нет,Тбилиси,1 гр,0.0048,3215,1226,110,50,,,,,,,,,,,,,Weed From Gali(THC 23%) 1gr
37,21-02-2020 22:18:36,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0163,10931,4167,375,170,,,,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
38,21-02-2020 22:18:36,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,1,нет,Тбилиси,1 гр,0.0187,12153,4632,417,189,,,,,,,,,,,,,Kokain HQ 1g.
39,21-02-2020 22:18:36,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.0179,11510,4387,395,179,,,,True,,,,,,,,,Kokain KOLUMBIA 1g
40,21-02-2020 22:18:36,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0408,28935,11030,992,450,,,,,,,,,,,,,Metadon 1gr
41,21-02-2020 22:18:36,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.0399,25720,9804,882,400,,,,,,,,,,,,,"Metadon, 1gr"
42,21-02-2020 22:18:36,Tbilisi,9VLN,AlienShop,✨ 1g. MDMA ✨,True,1,нет,Тбилиси,1 гр,0.011,7009,2672,240,109,,,,,,,,,,,,,✨ 1g. MDMA ✨
43,21-02-2020 22:18:36,Tbilisi,9VLN,AlienShop,❄1g. New COCAINE!!❄,True,2,нет,Тбилиси,1 гр,0.0181,11574,4412,397,180,,,,,,,,,,,,,❄1g. New COCAINE!!❄
44,21-02-2020 22:18:36,Tbilisi,9VLN,AlienShop,💩1g. New Hush Gorilla Glue Premium💩,True,2,нет,Тбилиси,1 гр,0.007,4437,1691,152,69,,,,,,,,,,,,,💩1g. New Hush Gorilla Glue Premium💩
45,21-02-2020 22:18:36,Tbilisi,JVZTQ,partyshop,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0235,15111,5760,518,235,,,,,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
46,21-02-2020 22:18:36,Tbilisi,0WE,Khachapuri,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,2 гр,0.0072,4859,1857,167,,,,,,,70,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
47,21-02-2020 22:18:36,Tbilisi,7R3WM,RastaShop,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,2,нет,Тбилиси,2 гр,0.0082,5273,2010,181,82,True,,,,,,True,,,,,,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
48,21-02-2020 22:18:36,Tbilisi,ABOAB,ProGrow,2G -- AK-47 -> Sativa,True,12,нет,Тбилиси,2 гр,0.0067,4437,1691,152,69,True,,,,,,,,,,,,2G -- AK-47 -> Sativa
49,21-02-2020 22:18:36,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,4,нет,Тбилиси,2 гр,0.008,5080,1936,174,79,,,,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
50,21-02-2020 22:18:36,Tbilisi,SF03,CRAZYFROG,"2gr mexica sativa марихуана шишки ,Оплата BITCOIN -10% Скидка.",True,5,нет,Тбилиси,2 гр,0.007,4501,1716,154,70,,,,,,,,,,,,,"2gr mexica sativa marihuana shishki ,Oplata BITCOIN -10% Skidka."
51,21-02-2020 22:18:36,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,2 гр,0.0363,23148,8824,794,360,,,,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
52,21-02-2020 22:18:36,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0347,22827,8701,783,355,True,,,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
53,21-02-2020 22:18:36,Tbilisi,Z9UT,Rainbow,KALI MIST 2G,,3,нет,Тбилиси,2 гр,0.01,6430,2451,220,100,True,,,,,,,,,,,,KALI MIST 2G
54,21-02-2020 22:18:36,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,6,нет,Тбилиси,2 гр,0.0181,11574,4412,397,180,,,,,,,,,,,,,Ketamine 2 g
55,21-02-2020 22:18:36,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,7,нет,Тбилиси,2 гр,0.0071,4501,1716,154,70,,,,,,,,,,,,,"LSD - 250 ug, 2 pieces"
56,21-02-2020 22:18:36,Tbilisi,UJP9,420Inc,Pineapple Express 2G pressed buds only (hydro),True,2,нет,Тбилиси,2 гр,0.0083,5466,2083,187,85,,,,,,,,,,,,,Pineapple Express 2G pressed buds only (hydro)
57,21-02-2020 22:18:36,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,5,нет,Тбилиси,2 гр,0.0354,25077,9559,860,390,,,,,,,,,,,,,VHQ BEST Cocaine 2g.
58,21-02-2020 22:18:36,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0348,22441,8554,769,349,,,,True,,,,,,,,,Kokain KOLUMBIA 2g
59,21-02-2020 22:18:36,Tbilisi,0WE,Khachapuri,🍃 2гр ГАШИШ 🍃,True,3,нет,Тбилиси,2 гр,0.0105,7073,2696,243,110,,,,,,,,,,,,,🍃 2gr GAShISh 🍃
60,21-02-2020 22:18:36,Tbilisi,18FB,Mr.Green Tbilis,3 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,1,нет,Тбилиси,3 гр,0.0109,7716,2941,265,120,,,,,,,,,,,,,3 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
61,21-02-2020 22:18:36,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0245,15754,6005,540,245,,,,,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
62,21-02-2020 22:18:36,Tbilisi,X4ZM,ZYX,White Widow ! 3G ! grainded,True,8,нет,Тбилиси,3 гр,0.0072,4630,1765,159,72,,,,,,,,,,,,,White Widow ! 3G ! grainded
63,21-02-2020 22:18:36,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.01,6366,2426,218,99,,,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
64,21-02-2020 22:18:36,Tbilisi,WLV7F,AGsgrowgro,metadon sirop 4ml,True,1,нет,Тбилиси,4 гр,0.0067,4308,1642,148,67,,,,,,,,,,,,,metadon sirop 4ml
65,21-02-2020 22:18:36,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.016,10224,3897,351,159,,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
66,21-02-2020 22:18:36,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0156,9967,3799,342,155,,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
67,21-02-2020 22:19:38,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0857,54656,20834,1874,850,,,,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
68,21-02-2020 22:19:38,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0176,11253,4289,386,175,,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
69,21-02-2020 22:19:38,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,3,нет,Тбилиси,5 гр,0.0151,9645,3677,331,150,,,,,,,,,,,,,"LSD - 250 ug, 5 pieces"
70,21-02-2020 22:19:38,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,5,нет,Тбилиси,5 гр,0.016,10224,3897,351,159,,,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
71,21-02-2020 22:19:38,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,3,нет,Тбилиси,5 гр,0.0155,9902,3775,340,154,,,,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
72,21-02-2020 22:19:38,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0201,13503,5147,463,210,,,,,,,,,,,,,gashish evro 5g
73,21-02-2020 22:19:38,Tbilisi,0WE,Khachapuri,🍃 5гр ГАШИШ 🍃,True,1,нет,Тбилиси,5 гр,0.0259,17361,6618,595,270,,,,,,,,,,,,,🍃 5gr GAShISh 🍃
74,21-02-2020 22:19:38,Tbilisi,0WE,Khachapuri,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.031,20826,7959,714,,,,,,,300,,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
75,21-02-2020 22:19:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,17,нет,Тбилиси,10 гр,0.0267,17168,6544,589,267,,,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
76,21-02-2020 22:19:38,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,1,нет,Тбилиси,10 гр,0.0302,19290,7353,661,300,,,,,,,,,,,,,"LSD - 250 ug, 10 pieces"
77,21-02-2020 22:19:38,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light",True,2,нет,Тбилиси,10 гр,0.0318,22505,8579,772,350,,,,,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light"
78,21-02-2020 22:19:38,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0383,25720,9804,882,400,,,,,,,,,,,,,gashish evro 10g
79,21-02-2020 22:19:38,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,7,нет,Тбилиси,10 гр,0.0086,6109,2328,209,95,,,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
80,21-02-2020 22:19:38,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size",True,3,нет,Тбилиси,20 гр,0.067,45011,17157,1543,700,,,,,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size"
81,21-02-2020 22:19:38,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0744,49962,19044,1713,777,,,,,,,,,,,,,Gashish Evro 20gr
82,21-02-2020 22:19:38,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,3,5,Тбилиси,0.27 гр,0.0202,12860,4902,441,200,,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
83,21-02-2020 22:19:38,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,2,5,Тбилиси,0.35 гр,0.0237,15111,5760,518,235,,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
84,21-02-2020 22:19:38,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0605,38580,14706,1323,600,,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
85,21-02-2020 22:19:38,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.0399,25720,9804,882,400,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
86,21-02-2020 22:19:38,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0549,35365,13481,1213,550,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
87,21-02-2020 22:19:38,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.024,15432,5882,529,240,,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
88,21-02-2020 22:19:38,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.025,16075,6128,551,250,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
89,21-02-2020 22:19:38,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1361,96451,36765,3307,1500,,,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
90,21-02-2020 22:19:38,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.025,16075,6128,551,250,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
91,21-02-2020 22:19:38,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.025,16075,6128,551,250,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
92,21-02-2020 22:19:38,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0199,12796,4877,439,199,,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
93,21-02-2020 22:19:38,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.025,16075,6128,551,250,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
94,21-02-2020 22:19:38,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0199,14082,5368,483,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
95,21-02-2020 22:19:38,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.019,13439,5123,461,209,,,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
96,21-02-2020 22:19:38,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.019,13439,5123,461,209,,,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
97,21-02-2020 22:19:38,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.025,16075,6128,551,250,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
98,21-02-2020 22:19:38,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0181,12860,4902,441,200,,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
99,21-02-2020 22:19:38,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2681,190000,87429,6570,,,,,,,,,,,,,,reagent 25i nbome. 5gr
100,21-02-2020 22:19:38,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2722,192902,73530,6614,3000,,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
101,21-02-2020 22:20:03,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0493,31443,11985,1078,489,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
102,21-02-2020 22:20:03,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0807,52000,23928,1798,,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
103,21-02-2020 22:20:03,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0699,45011,17157,1543,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
104,21-02-2020 22:20:03,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0398,25656,9779,880,399,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
