,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Gldani,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
14,14,27-03-2020 14:23:55,Tbilisi,edfbad0151,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%),True,4,нет,Тбилиси,2 гр,0.0112,6298,2296,207,80.0,,,,,,,,,,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%)
15,15,27-03-2020 14:23:55,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,True,3,нет,Тбилиси,2 гр,0.0111,6219,2267,205,79.0,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
16,16,27-03-2020 14:23:55,Tbilisi,4a91350669,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,2,нет,Тбилиси,2 гр,0.0126,7085,2583,233,90.0,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
17,17,27-03-2020 14:23:55,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,2 гр,0.0112,6298,2296,207,80.0,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
18,18,27-03-2020 14:23:55,Tbilisi,bb1791277e,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,7,нет,Тбилиси,2 гр,0.0111,6219,2267,205,79.0,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
19,19,27-03-2020 14:23:55,Tbilisi,bb1791277e,2 gr Stardawg Auto WEED PRESED BUDS !! thc 21%,True,2,нет,Тбилиси,2 гр,0.0119,6691,2440,220,85.0,,,,,,,,,,2 gr Stardawg Auto WEED PRESED BUDS !! thc 21%
20,20,27-03-2020 14:23:55,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,True,5,нет,Тбилиси,2 гр,0.0111,6219,2267,205,79.0,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
21,21,27-03-2020 14:23:55,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,3,нет,Тбилиси,2 гр,0.0112,6219,2267,205,79.0,,,True,,,,,,,2g super Skunk top class buds. Indica
22,22,27-03-2020 14:23:55,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,2,нет,Тбилиси,2 гр,0.051,29836,10877,982,379.0,,,,,,,,,,Kokain HQ 2g.
23,23,27-03-2020 14:23:55,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,1,нет,Тбилиси,3 гр,0.0149,8266,3014,272,105.0,,,,,,,,,,3x Extasy Duracell 223mg MDMA
24,24,27-03-2020 14:23:55,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбоооом!!! 3 штуки,True,1,нет,Тбилиси,3 гр,0.0063,3868,1424,127,,,,,45.0,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 3 shtuki
25,25,27-03-2020 14:23:56,Tbilisi,4be7861731,metadon sirop 4ml,,1,нет,Тбилиси,4 гр,0.0094,5274,1923,174,67.0,True,,,,,,,,,metadon sirop 4ml
26,26,27-03-2020 14:23:56,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0225,12517,4563,412,159.0,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
27,27,27-03-2020 14:23:56,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.022000000000000002,12202,4449,401,155.0,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
28,28,27-03-2020 14:23:56,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0408,25191,9184,829,320.0,,,,,,,,,,"5 Grm MDMA , Purity A +++"
29,29,27-03-2020 14:23:56,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0368,21491,7913,707,,,,,250.0,,,,,,5 gr mdma (skidka v bitkoin 5%)
30,30,27-03-2020 14:23:56,Tbilisi,f4d1c31614,5g MDMA (IMPORTED),True,2,нет,Тбилиси,5 гр,0.0539,31489,11480,1036,400.0,,,,,,,,,,5g MDMA (IMPORTED)
31,31,27-03-2020 14:23:56,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0248,13776,5023,453,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
32,32,27-03-2020 14:23:56,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.006999999999999999,4330,1579,142,55.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
33,33,27-03-2020 14:23:56,Tbilisi,0dec0e1c48,10 gr georgian weed. Wholesale,,1,нет,Тбилиси,10 гр,0.0279,15666,5711,515,199.0,True,,,,,,,,,10 gr georgian weed. Wholesale
34,34,27-03-2020 14:24:50,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica-,,3,нет,Тбилиси,10 гр,0.0335,18815,6859,619,239.0,True,,,,,,,,,10 gr marijuana buds. -indica-
35,35,27-03-2020 14:24:50,Tbilisi,64284550d9,10G ---> ONLY BUDS,True,1,нет,Тбилиси,10 гр,0.0295,16532,6027,544,210.0,,,,,,,,,,10G ---> ONLY BUDS
36,36,27-03-2020 14:24:50,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,2,нет,Тбилиси,10 гр,0.055999999999999994,31410,11451,1033,399.0,True,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
37,37,27-03-2020 14:24:50,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0512,28734,10476,945,365.0,,True,,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
38,38,27-03-2020 14:24:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0375,21019,7663,692,267.0,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
39,39,27-03-2020 14:24:50,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0108,6691,2440,220,85.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
40,40,27-03-2020 14:24:50,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0539,31489,11480,1036,400.0,,,,,,,,,,gashish evro 10g
41,41,27-03-2020 14:24:50,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2551,157445,57400,5180,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
42,42,27-03-2020 14:24:50,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.051,31489,11480,1036,400.0,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
43,43,27-03-2020 14:24:50,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.15 G,True,нет,5,Тбилиси,0.15 гр,0.0213,11808,4305,389,150.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.15 G
44,44,27-03-2020 14:24:50,Tbilisi,f8a875c191,0.25G - METADON - VHQ,True,18,5,Тбилиси,0.25 гр,0.0248,13776,5023,453,175.0,,,,,,,,,,0.25G - METADON - VHQ
45,45,27-03-2020 14:24:50,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.0709,39361,14350,1295,500.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
46,46,27-03-2020 14:24:50,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0283,15744,5740,518,200.0,,,,,,,,,,✨✨2gram. MDMA✨✨
47,47,27-03-2020 14:24:50,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.0523,29049,10590,956,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
48,48,27-03-2020 14:24:50,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0836,46446,16933,1528,590.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
49,49,27-03-2020 14:24:50,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0561,31489,11480,1036,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
50,50,27-03-2020 14:24:50,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0279,15666,5711,515,199.0,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
51,51,27-03-2020 14:24:50,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0772,43297,15785,1425,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
52,52,27-03-2020 14:24:50,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0279,15666,5711,515,199.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
53,53,27-03-2020 14:24:50,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0279,15666,5711,515,199.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
54,54,27-03-2020 14:24:50,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0279,15666,5711,515,199.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
55,55,27-03-2020 14:24:50,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0279,15666,5711,515,199.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
56,56,27-03-2020 14:24:50,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0279,15666,5711,515,199.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
57,57,27-03-2020 14:24:50,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0279,17240,6285,567,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
58,58,27-03-2020 14:24:50,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0425,23617,8610,777,300.0,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
59,59,27-03-2020 14:24:50,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0279,15666,5711,515,199.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
60,60,27-03-2020 14:24:50,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 5 G,True,нет,5,Тбилиси,5 гр,0.2126,118083,43050,3885,1500.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 5 G
61,61,27-03-2020 14:24:50,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,13,Тбилиси,5 гр,0.0255,15744,5740,518,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
62,62,27-03-2020 14:24:50,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3079,190000,87429,6262,,,,,,,,,,,reagent 25i nbome. 5gr
63,63,27-03-2020 14:24:50,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3827,236167,86100,7770,3000.0,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
64,64,27-03-2020 14:24:50,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1232,68410,24940,2251,869.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
65,65,27-03-2020 14:24:50,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0269,14957,5453,492,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
66,66,27-03-2020 14:25:27,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0693,38495,14034,1267,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
67,67,27-03-2020 14:25:27,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,7,Тбилиси,5 гр,0.0268,14879,5424,490,189.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
68,68,27-03-2020 14:25:27,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1263,70850,25830,2331,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
69,69,27-03-2020 14:25:27,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0982,55106,20090,1813,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
70,70,27-03-2020 14:25:27,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0449,25191,9184,829,320.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,71,27-03-2020 14:25:27,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1123,62978,22960,2072,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,72,27-03-2020 14:25:27,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3122,175157,63858,5763,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
73,73,27-03-2020 14:25:27,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2054,114069,41586,3753,1449.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
74,74,27-03-2020 14:25:27,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0523,29049,10590,956,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
75,75,27-03-2020 14:25:27,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0424,23538,8581,774,299.0,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
76,76,27-03-2020 14:25:27,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0849,47155,17191,1551,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
77,77,27-03-2020 14:25:27,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1531,94467,34440,3108,1200.0,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
78,78,27-03-2020 14:25:27,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1543,86595,31570,2849,1100.0,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
79,79,27-03-2020 14:25:27,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2806,157445,57400,5180,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
80,80,27-03-2020 14:25:27,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2834,157445,57400,5180,2000.0,,,,,,,,,,SUBOXIN - HQ - 100 G.
81,81,27-03-2020 14:25:27,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3508,196806,71750,6475,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
82,82,27-03-2020 14:25:27,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2126,118083,43050,3885,1500.0,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
83,83,27-03-2020 14:25:27,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6455,362123,132020,11914,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
84,84,27-03-2020 14:25:27,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0524,590417,215250,19425,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
85,85,27-03-2020 14:25:27,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1927,669140,243950,22015,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
86,86,27-03-2020 14:25:27,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0255,15744,5740,518,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
87,87,27-03-2020 14:25:27,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0281,15744,5740,518,200.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
88,88,27-03-2020 14:25:27,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,50 гр,0.0348,21491,7913,707,,,,,250.0,,,,,,Rabota na marki (kur'er)
89,89,27-03-2020 14:25:27,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0281,15744,5740,518,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
90,90,27-03-2020 14:25:27,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0351,19681,7175,648,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
91,91,27-03-2020 14:25:27,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.1239,1180835,430500,38850,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
92,92,27-03-2020 14:26:48,Batumi,99accec7c7,METHADONE 0.25 THE BEST QUALITY VHQ,,8,нет,Батуми,0.25 гр,0.0281,15744,5740,518,200.0,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
93,93,27-03-2020 14:26:48,Batumi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 грамм",,3,нет,Батуми,0.7 гр,0.0167,10316,3798,339,,,,,120.0,,,,True,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gramm"
94,94,27-03-2020 14:26:48,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,1,нет,Батуми,1 гр,0.0383,23617,8610,777,300.0,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
95,95,27-03-2020 14:26:48,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,8,нет,Батуми,1 гр,0.0242,14957,5453,492,190.0,,,,,,,,True,,NZT-52 limited 1 g muka
96,96,27-03-2020 14:26:48,Batumi,c72111ac1a,NZT-52 limited 2г мука,,3,нет,Батуми,2 гр,0.0434,26766,9758,881,340.0,,,,,,,,True,,NZT-52 limited 2g muka
97,97,27-03-2020 14:26:48,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,22,нет,Батуми,2 гр,0.0057,3543,1292,117,45.0,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
98,98,27-03-2020 14:26:48,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 4 штуки!!!,,5,нет,Батуми,4 гр,0.0089,5511,2009,181,70.0,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 4 shtuki!!!
99,99,27-03-2020 14:26:48,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,7,нет,Батуми,6 гр,0.0121,7479,2727,246,95.0,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
100,100,27-03-2020 14:26:48,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3087,173189,63140,5698,2200.0,,,,,,,,True,,[100g] SPAIN HASH
101,101,27-03-2020 14:26:48,Batumi,f8a875c191,METADON - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.0322,17870,6515,588,227.0,,,,,,,True,,,METADON - BATUMI - 0.27 G
102,102,27-03-2020 14:26:48,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0255,15744,5740,518,200.0,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
103,103,27-03-2020 14:26:48,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2834,157445,57400,5180,2000.0,,,,,,,,True,,SUBOXIN - HQ - 100 G.
104,104,27-03-2020 14:26:48,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2126,118083,43050,3885,1500.0,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
105,105,27-03-2020 14:26:48,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0128,7872,2870,259,100.0,,,,,,,,True,,kur'er v Batumi
