,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Varketili,Saburtalo,Zahesi,Дигоми,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
13,25-06-2020 15:23:06,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,4,нет,Тбилиси,1 гр,0.0061,4099,1582,140,59,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
14,25-06-2020 15:23:06,Tbilisi,ABOAB,ProGrow,1G ---> Wow VHQ(BTC-%Sale),,25,нет,Тбилиси,1 гр,0.0061,4099,1582,140,59,,,True,,,,,,,,1G ---> Wow VHQ(BTC-%Sale)
15,25-06-2020 15:23:06,Tbilisi,LYHBG,Playboy,1G --... BoLiVian Coke ...-- 1G,True,7,нет,Тбилиси,1 гр,0.031,20770,8016,709,299,,,,,,,,,,,1G --... BoLiVian Coke ...-- 1G
16,25-06-2020 15:23:06,Tbilisi,BB6E,WEEDSH0P,1гр new!! OG kush марихуана BUDS 23% thc если платите с бтк скидка 10% 49реално !,True,9,нет,Тбилиси,1 гр,0.0062,4168,1609,142,60,,,,,,,,,,,1gr new!! OG kush marihuana BUDS 23% thc esli platite s btk skidka 10% 49realno !
17,25-06-2020 15:23:06,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,4,нет,Тбилиси,2 гр,0.0102,6877,2654,235,99,,,True,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
18,25-06-2020 15:23:06,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,True,12,нет,Тбилиси,2 гр,0.0113,7641,2949,261,110,True,,True,True,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
19,25-06-2020 15:23:06,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,1,нет,Тбилиси,2 гр,0.0123,8336,3217,285,120,,,True,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
20,25-06-2020 15:23:06,Tbilisi,3Y9,HIGHTHC,2 г Skunk #1 марихуана шишки тгк 29% VHQ,,2,нет,Тбилиси,2 гр,0.0123,8336,3217,285,120,,,True,,,,,,,,2 g Skunk #1 marihuana shishki tgk 29% VHQ
21,25-06-2020 15:23:06,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,12,нет,Тбилиси,2 гр,0.009,6113,2359,209,88,,,,,,,,,,,2gr HYBRID buds
22,25-06-2020 15:23:06,Tbilisi,8B31,GEOWEEDSHOP,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,4,нет,Тбилиси,2 гр,0.0077,5210,2011,178,75,,,,,,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
23,25-06-2020 15:23:06,Tbilisi,QVK5,Galiak,Bubba Kush 2G Super strong indica dominant weed 100%шишки!,,2,нет,Тбилиси,2 гр,0.0108,7294,2815,249,105,,,,,True,,,,,,Bubba Kush 2G Super strong indica dominant weed 100%shishki!
24,25-06-2020 15:23:06,Tbilisi,A3I9,Joookerrr,марки н-боом 2 шт.,,7,нет,Тбилиси,2 гр,0.0036,2431,938,83,35,,,True,,,,,,,,marki n-boom 2 sht.
25,25-06-2020 15:23:06,Tbilisi,1MZLP,WeedbooM,🍁 2gr Hybrid Weed Indica Buds VHQ ❤,,2,нет,Тбилиси,2 гр,0.0087,5905,2279,202,85,,,True,,,,,,,,🍁 2gr Hybrid Weed Indica Buds VHQ ❤
26,25-06-2020 15:23:06,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,True,33,нет,Тбилиси,3 гр,0.0089,6044,2332,206,87,,True,,,,,,,,,3 gr georgian weed. Package on magnet
27,25-06-2020 15:23:06,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,2,нет,Тбилиси,3 гр,0.0046,3057,1180,104,44,,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
28,25-06-2020 15:23:06,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 3 gr Indica dominant Buds,,4,нет,Тбилиси,3 гр,0.0071,4793,1850,164,69,,True,,,,,,,,,AKTsIJa! SUPER TsENA! 3 gr Indica dominant Buds
29,25-06-2020 15:23:06,Tbilisi,9VLN,AlienShop,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,True,2,нет,Тбилиси,3 гр,0.0119,7989,3083,273,115,,,True,,,,,,,,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
30,25-06-2020 15:23:06,Tbilisi,1MZLP,WeedbooM,🍁 4gr Hybrid Weed Indica Buds VHQ ❤,,2,нет,Тбилиси,4 гр,0.0144,9725,3753,332,140,,,True,,True,,,,,,🍁 4gr Hybrid Weed Indica Buds VHQ ❤
31,25-06-2020 15:23:06,Tbilisi,2LY77,SveetWeed,5 + GRAMM NEW BEASTWEED,True,2,нет,Тбилиси,5 гр,0.0098,7294,2815,249,105,,,,,,,,,,,5 + GRAMM NEW BEASTWEED
32,25-06-2020 15:23:06,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,1,нет,Тбилиси,5 гр,0.0224,16672,6434,569,240,,,,,,,,,,,5g. marihuana shishki Critical
33,25-06-2020 15:23:06,Tbilisi,8B31,GEOWEEDSHOP,5gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,11,нет,Тбилиси,5 гр,0.0072,4793,1850,164,69,,,,,,,,,,,5gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
34,25-06-2020 15:23:06,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,9,нет,Тбилиси,5 гр,0.0182,12157,4692,415,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
35,25-06-2020 15:23:06,Tbilisi,5LZ,ExtraShop,5г. GEO Марихуана бошки,True,9,нет,Тбилиси,5 гр,0.0139,10350,3995,354,149,,,,,,,,,,,5g. GEO Marihuana boshki
36,25-06-2020 15:24:31,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,5 гр,0.0051,3821,1475,131,55,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
37,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,марки н-боом 5шт.,True,6,10,Тбилиси,5 гр,0.0067,4515,1743,154,65,,,True,,,,,,,,marki n-boom 5sht.
38,25-06-2020 15:24:31,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,True,9,нет,Тбилиси,10 гр,0.0246,16602,6408,567,239,,,,,,,,,,,10 gr georgian weed. Package on magnet
39,25-06-2020 15:24:31,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,24,нет,Тбилиси,10 гр,0.0134,8961,3458,306,129,,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
40,25-06-2020 15:24:31,Tbilisi,2LY77,SveetWeed,11+ GRAMM BEASTWEED NEW,True,1,нет,Тбилиси,11 гр,0.0168,12504,4826,427,180,,,,,,,,,,,11+ GRAMM BEASTWEED NEW
41,25-06-2020 15:24:31,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0467,34733,13405,1186,500,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
42,25-06-2020 15:24:31,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр,True,10,нет,Тбилиси,15 гр,0.0093,6252,2413,214,90,,,,,,,,,,,Silver haze leaves list'ja 15gr
43,25-06-2020 15:24:31,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2075,138932,53620,4745,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
44,25-06-2020 15:24:31,Tbilisi,6P9R,RickNMorty,New !!! VHQ Ketamine Imported!! New!!! 0.25G,True,нет,10,Тбилиси,0.25 гр,0.0067,4515,1743,154,65,,,,,,,,,,,New !!! VHQ Ketamine Imported!! New!!! 0.25G
45,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",True,нет,4,Тбилиси,0.5 гр,0.0093,6252,2413,214,90,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
46,25-06-2020 15:24:31,Tbilisi,6P9R,RickNMorty,New !!! VHQ Ketamine Imported!! New!!! 0.5G,True,нет,10,Тбилиси,0.5 гр,0.0113,7641,2949,261,110,,,,,,,,,,,New !!! VHQ Ketamine Imported!! New!!! 0.5G
47,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" VHQ (1 штука)",True,нет,6,Тбилиси,1 гр,0.0046,3126,1206,107,45,,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
48,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (2гр)",True,нет,9,Тбилиси,2 гр,0.0093,6252,2413,214,90,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
49,25-06-2020 15:24:31,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,3,Тбилиси,2 гр,0.0218,14588,5630,498,210,,,,,,,,,,,✨✨2gram. MDMA✨✨
50,25-06-2020 15:24:31,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.0383,25633,9893,875,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
51,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),True,нет,9,Тбилиси,2.2 гр,0.0087,5854,2267,201,,,,,,,75,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
52,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,8,Тбилиси,3 гр,0.0123,8336,3217,285,120,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
53,25-06-2020 15:24:31,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0601,40221,15523,1374,579,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
54,25-06-2020 15:24:31,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,6,Тбилиси,4 гр,0.0411,27786,10724,949,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
55,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),True,нет,10,Тбилиси,4 гр,0.0123,8336,3217,285,120,,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
56,25-06-2020 15:24:31,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0257,17367,6703,593,250,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
57,25-06-2020 15:24:31,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0565,38206,14746,1305,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
58,25-06-2020 15:24:31,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0278,18756,7239,641,270,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
59,25-06-2020 15:24:31,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0288,19450,7507,664,280,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
60,25-06-2020 15:24:31,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0283,19103,7373,652,275,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
61,25-06-2020 15:24:31,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0247,16672,6434,569,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
62,25-06-2020 15:24:31,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0288,19450,7507,664,280,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
63,25-06-2020 15:24:31,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0278,18756,7239,641,270,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
64,25-06-2020 15:24:31,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0205,15213,5871,520,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
65,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,9,Тбилиси,5 гр,0.018,12157,4692,415,175,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
66,25-06-2020 15:24:31,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0278,18756,7239,641,270,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
67,25-06-2020 15:24:31,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1542,104199,40215,3559,1500,,,,,,,,,,,Gerojn (sirets) 5 gr
68,25-06-2020 15:24:31,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2556,190000,87429,6537,,,,,,,,,,,,reagent 25i nbome. 5gr
69,25-06-2020 15:24:31,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2803,208398,80430,7118,3000,,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
70,25-06-2020 15:24:31,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0996,66618,25711,2275,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
71,25-06-2020 15:25:44,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0996,66618,25711,2275,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
72,25-06-2020 15:25:44,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,9,Тбилиси,5 гр,0.0197,13199,5094,451,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
73,25-06-2020 15:25:44,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,9,Тбилиси,5 гр,0.0508,33969,13110,1160,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
74,25-06-2020 15:25:44,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0925,62519,24129,2135,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
75,25-06-2020 15:25:44,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0565,38206,14746,1305,550,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
76,25-06-2020 15:25:44,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.072,48626,18767,1661,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
77,25-06-2020 15:25:44,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0432,29176,11260,997,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
78,25-06-2020 15:25:44,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0822,55573,21448,1898,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
79,25-06-2020 15:25:44,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,10,Тбилиси,10 гр,0.0339,22924,8847,783,330,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
80,25-06-2020 15:25:44,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2287,154562,59652,5279,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
81,25-06-2020 15:25:44,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,True,нет,8,Тбилиси,10 гр,0.0103,6947,2681,237,100,,,,,,,,,,,Marki n-boom 10 sht.
82,25-06-2020 15:25:44,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,True,нет,2,Тбилиси,10 гр,0.2261,152825,58982,5220,2200,,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
83,25-06-2020 15:25:44,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1619,108298,41797,3699,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
84,25-06-2020 15:25:44,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.0819,54809,21153,1872,789,,,,,,,,,,,💘✨10gram MDMA ✨💘
85,25-06-2020 15:25:44,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,8,Тбилиси,10 гр,0.0383,25633,9893,875,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
86,25-06-2020 15:25:44,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,11 гр,0.0454,30443,11786,1045,,,,,,,390,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
87,25-06-2020 15:25:44,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.1402,104199,40215,3559,1500,,,,,,,,,,,✨💘20g MDMA💘✨
88,25-06-2020 15:25:44,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0622,41610,16059,1421,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
89,25-06-2020 15:25:44,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1335,90236,34826,3082,1299,,,,,,,,,,,50 gr georgian weed. Package on magnet
90,25-06-2020 15:25:44,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.2569,173596,66998,5929,2499,,,,,,,,,,,100 gr georgian weed. Package on magnet
91,25-06-2020 15:25:44,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2467,166718,64344,5694,2400,,,,,,,,,,,100 gr marijuana buds
92,25-06-2020 15:25:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2056,138932,53620,4745,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
93,25-06-2020 15:25:44,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.257,173665,67025,5932,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
94,25-06-2020 15:25:44,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6065,409849,158179,13998,5900,,,,,,,,,,,180 gr marihuana persoalno
95,25-06-2020 15:25:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4729,319544,123326,10914,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
96,25-06-2020 15:25:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.771,520995,201075,17795,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
97,25-06-2020 15:25:44,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8738,590461,227885,20167,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
98,25-06-2020 15:25:44,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0187,13893,5362,475,200,,,,,,,,,,,KURYER..500RUB.+BONUS
99,25-06-2020 15:25:44,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0206,13893,5362,475,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
100,25-06-2020 15:25:44,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0257,17367,6703,593,250,,,,,,,,,,,Rabota na marki (kur'er)
101,25-06-2020 15:25:44,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5559,1041990,402150,35589,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
