,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Varketili,Vake,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,desc_en
85,02-08-2020 13:46:35,Batumi,XUYA,MRweed,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,1,нет,Батуми,5 гр,0.0222,20559,7801,683,280,,,,,,,,,True,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
86,02-08-2020 13:46:35,Batumi,Z9UT,Rainbow,Super Critical 10G,,1,нет,Батуми,10 гр,0.0392,33042,12537,1097,450,,,,,,,,True,,Super Critical 10G
87,02-08-2020 13:46:35,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,1,4,Батуми,10 гр,0.046,38407,14524,1276,,,,440,,,,,True,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
88,02-08-2020 13:46:35,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,нет,4,Батуми,0.3 гр,0.0264,22028,8358,731,300,,,,,,,,,True,METADON - 0.30 - SALE
89,02-08-2020 13:46:35,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0324,27060,10233,899,,,,310,,,,,,True,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
90,02-08-2020 13:46:35,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0408,34043,12874,1131,,,,390,,,,,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
91,02-08-2020 13:46:35,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0079,7343,2786,244,100,,,,,,,,,True,kur'er v Batumi
92,02-08-2020 13:46:35,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0198,18357,6965,609,250,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
93,02-08-2020 13:46:35,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0198,18357,6965,609,250,,,,,,,,,True,Ischu kur'era v Gruzii!
94,02-08-2020 13:46:35,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0174,14685,5572,488,200,,,,,,,,,True,Kur'er Batumi na marihuanu
95,02-08-2020 13:46:35,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.3185,1101392,417900,36563,15000,,,,,,,,,True,Vakansija optovogo kur'era na mef
96,02-08-2020 13:46:35,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0436,36713,13930,1219,500,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
