,Unnamed: 0,time_stamp,region,sell_code,description,Didube,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Saburtalo,Дигоми,Nadzaladevi,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
26,26,23-06-2020 00:49:20,Tbilisi,7bd1a5deba,11+ GRAMM BEASTWEED NEW,,4,нет,Тбилиси,11 гр,0.0165,12507,4826,428,,True,180.0,,,,,,,,,,11+ GRAMM BEASTWEED NEW
27,27,23-06-2020 00:49:20,Tbilisi,8528108b62,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0459,34742,13405,1188,,True,500.0,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
28,28,23-06-2020 00:49:20,Tbilisi,ae784bef73,Silver haze leaves листья 15гр,,12,нет,Тбилиси,15 гр,0.0091,6254,2413,214,,True,90.0,,,,,,,,,,Silver haze leaves list'ja 15gr
29,29,23-06-2020 00:49:20,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2037,138967,53620,4751,,True,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
30,30,23-06-2020 00:49:20,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,нет,4,Тбилиси,0.5 гр,0.0091,6254,2413,214,,True,90.0,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
31,31,23-06-2020 00:49:20,Tbilisi,54915c4374,"Extazzy ""Gucci"" VHQ (1 штука)",,нет,7,Тбилиси,1 гр,0.0045,3127,1206,107,,True,45.0,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
32,32,23-06-2020 00:49:20,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (2гр)",,нет,9,Тбилиси,2 гр,0.0091,6254,2413,214,,True,90.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
33,33,23-06-2020 00:49:20,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0376,25639,9893,877,,True,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
34,34,23-06-2020 00:49:20,Tbilisi,54915c4374,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),,нет,9,Тбилиси,2.2 гр,0.0085,5837,2258,200,75.0,True,,,,,,,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
35,35,23-06-2020 00:49:57,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0376,25639,9893,877,,True,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
36,36,23-06-2020 00:49:57,Tbilisi,54915c4374,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),,нет,9,Тбилиси,2.2 гр,0.0085,5837,2258,200,75.0,True,,,,,,,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
37,37,23-06-2020 00:49:57,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (3 грамма)",,нет,9,Тбилиси,3 гр,0.0121,8338,3217,285,,True,120.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
38,38,23-06-2020 00:49:57,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.059000000000000004,40231,15523,1376,,True,579.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
39,39,23-06-2020 00:49:57,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,6,Тбилиси,4 гр,0.0404,27793,10724,950,,True,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
40,40,23-06-2020 00:49:57,Tbilisi,54915c4374,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),,нет,10,Тбилиси,4 гр,0.0121,8338,3217,285,,True,120.0,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
41,41,23-06-2020 00:49:57,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0252,17371,6703,594,,True,250.0,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
42,42,23-06-2020 00:49:58,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0555,38216,14746,1307,,True,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,43,23-06-2020 00:49:58,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0272,18761,7239,641,,True,270.0,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
44,44,23-06-2020 00:49:58,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0283,19455,7507,665,,True,280.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
45,45,23-06-2020 00:49:58,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0277,19108,7373,653,,True,275.0,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
46,46,23-06-2020 00:49:58,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0242,16676,6434,570,,True,240.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,47,23-06-2020 00:49:58,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0283,19455,7507,665,,True,280.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,48,23-06-2020 00:49:58,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0272,18761,7239,641,,True,270.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,49,23-06-2020 00:49:58,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0201,15217,5871,520,,True,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,50,23-06-2020 00:49:58,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,10,Тбилиси,5 гр,0.0177,12160,4692,416,,True,175.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
51,51,23-06-2020 00:49:58,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0272,18761,7239,641,,True,270.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
52,52,23-06-2020 00:49:58,Tbilisi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Тбилиси,5 гр,0.1513,104225,40215,3564,,True,1500.0,,,,,,,,,,Gerojn (sirets) 5 gr
53,53,23-06-2020 00:49:58,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2508,190000,87429,6501,,True,,,,,,,,,,,reagent 25i nbome. 5gr
54,54,23-06-2020 00:49:58,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2752,208451,80430,7127,,,3000.0,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,55,23-06-2020 00:49:58,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.0977,66635,25711,2278,,True,959.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
56,56,23-06-2020 00:49:58,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,9,Тбилиси,5 гр,0.0194,13202,5094,451,,True,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
57,57,23-06-2020 00:49:58,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,9,Тбилиси,5 гр,0.0498,33977,13110,1162,,True,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
58,58,23-06-2020 00:49:58,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0908,62535,24129,2138,,True,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
59,59,23-06-2020 00:49:58,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0555,38216,14746,1307,,True,550.0,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
60,60,23-06-2020 00:49:58,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0706,48638,18767,1663,,True,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
61,61,23-06-2020 00:49:58,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0424,29183,11260,998,,True,420.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
62,62,23-06-2020 00:49:58,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0807,55587,21448,1901,,True,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
63,63,23-06-2020 00:49:58,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,10,Тбилиси,10 гр,0.0333,22930,8847,784,,True,330.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
64,64,23-06-2020 00:49:58,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2245,154601,59652,5286,,True,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
65,65,23-06-2020 00:49:58,Tbilisi,54915c4374,Марки н-боом 10 шт.,,нет,9,Тбилиси,10 гр,0.0101,6948,2681,238,,True,100.0,,,,,,,,,,Marki n-boom 10 sht.
66,66,23-06-2020 00:49:58,Tbilisi,54915c4374,Сирец (геройн) очень сильный 10 гр,,нет,2,Тбилиси,10 гр,0.222,152864,58982,5227,,True,2200.0,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
67,67,23-06-2020 00:49:58,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.1589,108325,41797,3704,,True,1559.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,68,23-06-2020 00:49:58,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,,нет,5,Тбилиси,10 гр,0.0804,54822,21153,1874,,True,789.0,,,,,,,,,,💘✨10gram MDMA ✨💘
69,69,23-06-2020 00:49:58,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,8,Тбилиси,10 гр,0.0376,25639,9893,877,,True,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
70,70,23-06-2020 00:50:55,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0611,41621,16059,1423,,True,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
71,71,23-06-2020 00:50:55,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,,нет,5,Тбилиси,50 гр,0.1311,90259,34826,3086,,True,1299.0,,,,,,,,,,50 gr georgian weed. Package on magnet
72,72,23-06-2020 00:50:55,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,,нет,4,Тбилиси,100 гр,0.2522,173639,66998,5937,,True,2499.0,,,,,,,,,,100 gr georgian weed. Package on magnet
73,73,23-06-2020 00:50:55,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2422,166760,64344,5702,,True,2400.0,,,,,,,,,,100 gr marijuana buds
74,74,23-06-2020 00:50:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2018,138967,53620,4751,,True,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
75,75,23-06-2020 00:50:55,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2523,173709,67025,5939,,True,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
76,76,23-06-2020 00:50:55,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.5954,409953,158179,14017,,True,5900.0,,,,,,,,,,180 gr marihuana persoalno
77,77,23-06-2020 00:50:55,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,,нет,4,Тбилиси,200 гр,0.4328,295305,113943,10097,,True,4250.0,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
78,78,23-06-2020 00:50:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4642,319624,123326,10928,,True,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
79,79,23-06-2020 00:50:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7569,521126,201075,17818,,True,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
80,80,23-06-2020 00:50:55,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8578,590610,227885,20193,,True,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,81,23-06-2020 00:50:55,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0184,13897,5362,475,,True,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
82,82,23-06-2020 00:50:55,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0202,13897,5362,475,,True,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
83,83,23-06-2020 00:50:55,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0252,17371,6703,594,,True,250.0,,,,,,,,,,Rabota na marki (kur'er)
84,84,23-06-2020 00:50:55,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5276,1042253,402150,35636,,True,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
85,85,23-06-2020 00:52:35,Batumi,be97026d1d,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,10,нет,Батуми,0.25 гр,0.0132,9262,3582,317,119.0,,,,,,,,,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
86,86,23-06-2020 00:52:35,Batumi,f8a875c191,METADON - 0.25 - SALE,,1,10,Батуми,0.25 гр,0.0306,20845,8043,713,,,300.0,,,,,,,,True,,METADON - 0.25 - SALE
87,87,23-06-2020 00:52:35,Batumi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1513,104225,40215,3564,,,1500.0,,,,,,,,True,,Gerojn (sirets) 5 gr
88,88,23-06-2020 00:52:35,Batumi,3b3ba4f5a5,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,2,Батуми,10 гр,0.0424,29183,11260,998,,,420.0,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
89,89,23-06-2020 00:52:35,Batumi,54915c4374,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2219,152864,58982,5227,,,2200.0,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
90,90,23-06-2020 00:52:35,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1641,112990,51992,3866,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
91,91,23-06-2020 00:52:35,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2597,178900,82321,6121,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
92,92,23-06-2020 00:52:35,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,6948,2681,238,,,100.0,,,,,,,,True,,kur'er v Batumi
93,93,23-06-2020 00:52:35,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,17371,6703,594,,,250.0,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
94,94,23-06-2020 00:52:35,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,17371,6703,594,,,250.0,,,,,,,,True,,Ischu kur'era v Gruzii!
95,95,23-06-2020 00:52:35,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,2,Батуми,1 гр,0.0202,13897,5362,475,,,200.0,,,,,,,,True,,Kur'er Batumi na marihuanu
96,96,23-06-2020 00:52:35,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.527,1042253,402150,35636,,,15000.0,,,,,,,,True,,Vakansija optovogo kur'era na mef
97,97,23-06-2020 00:52:35,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0504,34742,13405,1188,,,500.0,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
