,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Didube,Vazisubani,€,Saburtalo,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
25,02-06-2020 13:29:16,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,3,2,Тбилиси,4 гр,0.014,9760,3766,336,140,,,,True,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
26,02-06-2020 13:29:16,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.0699,48798,18830,1681,700,,,,,,,,,,"""Kief"" Weed trichomes 5G"
27,02-06-2020 13:29:16,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0549,38341,14795,1320,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
28,02-06-2020 13:29:16,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0235,16382,6322,564,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
29,02-06-2020 13:29:16,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.024,16731,6456,576,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
30,02-06-2020 13:29:16,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,8,Тбилиси,5 гр,0.023,16034,6187,552,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
31,02-06-2020 13:29:16,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.024,16731,6456,576,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
32,02-06-2020 13:29:16,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.024,16731,6456,576,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
33,02-06-2020 13:29:16,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.023,16034,6187,552,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
34,02-06-2020 13:29:46,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.024,16731,6456,576,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
35,02-06-2020 13:29:46,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.023,16034,6187,552,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
36,02-06-2020 13:29:46,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0199,15267,5891,526,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
37,02-06-2020 13:29:46,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,нет,2,Тбилиси,5 гр,0.0252,17428,6725,600,250,,,,,,,,,,MARIXYANA - INDICA - 5 G.
38,02-06-2020 13:29:46,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0235,16382,6322,564,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
39,02-06-2020 13:29:46,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2476,190000,87429,6553,,,,,,,,,,,reagent 25i nbome. 5gr
40,02-06-2020 13:29:46,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2725,209134,80700,7202,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
41,02-06-2020 13:29:46,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0968,66853,25797,2302,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
42,02-06-2020 13:29:46,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0192,13245,5111,456,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
43,02-06-2020 13:29:46,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0493,34089,13154,1174,489,,,,,,,,,,💘✨5g. MDMA ✨💘
44,02-06-2020 13:29:46,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,5 гр,0.0187,12897,4977,444,185,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
45,02-06-2020 13:29:46,Tbilisi,EIH4,San4oPan4o,!! Гашиш !! Hash 6g !!! BTC SALE 5%!!!!,True,нет,1,Тбилиси,6 гр,0.0459,32695,12616,1126,469,,,,,,,,,,!! Gashish !! Hash 6g !!! BTC SALE 5%!!!!
46,02-06-2020 13:29:46,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0899,62740,24210,2161,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
47,02-06-2020 13:29:46,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.04,27885,10760,960,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
48,02-06-2020 13:29:46,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0699,48798,18830,1681,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,02-06-2020 13:29:46,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.042,29279,11298,1008,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,02-06-2020 13:29:46,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0799,55769,21520,1921,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
51,02-06-2020 13:29:46,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2223,155108,59853,5342,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
52,02-06-2020 13:29:46,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,2,Тбилиси,10 гр,0.1573,108680,41937,3743,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
53,02-06-2020 13:29:46,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0372,25724,9926,886,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
54,02-06-2020 13:29:46,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0317,21959,8474,756,315,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
55,02-06-2020 13:29:46,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,2,Тбилиси,20 гр,0.5046,348557,134500,12004,5000,,,,,,,,,,METADON - 20 G.
56,02-06-2020 13:29:46,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0604,41757,16113,1438,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
57,02-06-2020 13:29:46,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1298,90555,34943,3119,1299,,,,,,,,,,50 gr georgian weed. Package on magnet
58,02-06-2020 13:29:46,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2497,174209,67223,6000,2499,,,,,,,,,,100 gr georgian weed. Package on magnet
59,02-06-2020 13:29:46,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2398,167307,64560,5762,2400,,,,,,,,,,100 gr marijuana buds
60,02-06-2020 13:29:46,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1998,139423,53800,4802,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,02-06-2020 13:29:46,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2498,174279,67250,6002,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,02-06-2020 13:29:46,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5895,411297,158710,14165,5900,,,,,,,,,,180 gr marihuana persoalno
63,02-06-2020 13:29:46,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4596,320672,123740,11044,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,02-06-2020 13:29:46,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7494,522836,201750,18006,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,02-06-2020 13:29:46,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8493,592547,228650,20407,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,02-06-2020 13:29:46,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0182,13942,5380,480,200,,,,,,,,,,KURYER..500RUB.+BONUS
67,02-06-2020 13:29:46,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.02,13942,5380,480,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
68,02-06-2020 13:29:46,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.025,17428,6725,600,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
69,02-06-2020 13:30:44,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5125,1045671,403500,36012,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
70,02-06-2020 13:32:18,Batumi,A3I9,Joookerrr,Марки н-БоооооооМ 4 шт,,2,нет,Батуми,4 гр,0.0056,3904,1506,134,56,,,,,,,True,,,Marki n-BoooooooM 4 sht
71,02-06-2020 13:32:18,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.22,153365,59180,5282,2200,,,,,,,,True,,[100g] SPAIN HASH
72,02-06-2020 13:32:18,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,2,Батуми,5 гр,0.0225,16034,6187,552,230,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
73,02-06-2020 13:32:18,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0411,29279,11298,1008,420,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
74,02-06-2020 13:32:18,Batumi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,2,Батуми,20 гр,0.5049,348557,134500,12004,5000,,,,,,,,True,,METADON - 20 G.
75,02-06-2020 13:32:18,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.162,112990,51992,3897,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
76,02-06-2020 13:32:18,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2566,178900,82321,6171,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
77,02-06-2020 13:32:18,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0091,6971,2690,240,100,,,,,,,,True,,kur'er v Batumi
78,02-06-2020 13:32:18,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0227,17428,6725,600,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
79,02-06-2020 13:32:18,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0227,17428,6725,600,250,,,,,,,,True,,Ischu kur'era v Gruzii!
80,02-06-2020 13:32:18,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.02,13942,5380,480,200,,,,,,,,True,,Kur'er Batumi na marihuanu
81,02-06-2020 13:32:18,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0278,19409,7513,668,,,,250,,,,,True,,Rabota na marki (kur'er)
82,02-06-2020 13:32:18,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5133,1045671,403500,36012,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
83,02-06-2020 13:32:18,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.05,34856,13450,1200,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
84,02-06-2020 13:33:34,Kutaisi,EIH4,San4oPan4o,Cocaine 2g !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0303,21541,8312,742,309,,,,,,,,,True,Cocaine 2g !!! BTC SALE 5%!!!!
85,02-06-2020 13:33:34,Kutaisi,EIH4,San4oPan4o,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!,,3,нет,Кутаиси,3 гр,0.0191,13594,5246,468,195,,,,,,,,,True,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!
86,02-06-2020 13:33:34,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0278,19409,7513,668,,,,250,,,,,,True,Rabota na marki (kur'er)
