,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Nadzaladevi,Дигоми,€,Didube,Saburtalo,Gldani,Vake,Old Tbilisi (Старый город),Авлобари,Varketili,Батуми,Центр,Кутаиси,desc_en
17,14-07-2020 08:07:13,Tbilisi,GYO,Hakeem,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,True,1,нет,Тбилиси,1 гр,0.0052,3891,1499,133,55,,,,,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
18,14-07-2020 08:07:13,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 1G🍭🍭🍭,True,1,нет,Тбилиси,1 гр,0.012,8136,3134,278,115,,,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 1G🍭🍭🍭
19,14-07-2020 08:07:13,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,True,4,нет,Тбилиси,1 гр,0.0072,4806,1852,164,,,,60,,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
20,14-07-2020 08:07:13,Tbilisi,BB6E,WEEDSH0P,"2 g Super Lemon Haze auto , марихуана BUDS thc 25% если платите с бтк скидка .5%",True,1,нет,Тбилиси,2 гр,0.0115,7782,2998,266,110,,,,,,,,,,,,,,"2 g Super Lemon Haze auto , marihuana BUDS thc 25% esli platite s btk skidka .5%"
21,14-07-2020 08:07:13,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,8,нет,Тбилиси,2 гр,0.0125,8490,3270,290,120,,,,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
22,14-07-2020 08:07:13,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,2,нет,Тбилиси,2 гр,0.0125,8490,3270,290,120,,,,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
23,14-07-2020 08:07:13,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,2 гр,0.0125,8490,3270,290,120,,,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
24,14-07-2020 08:07:13,Tbilisi,3Y9,HIGHTHC,2 г Skunk #1 марихуана шишки тгк 29% VHQ,True,2,нет,Тбилиси,2 гр,0.0104,7075,2725,242,100,,,,,,,,,,,,,,2 g Skunk #1 marihuana shishki tgk 29% VHQ
25,14-07-2020 08:07:13,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,1,нет,Тбилиси,2 гр,0.0092,6226,2398,213,88,,,,,,,,,,,,,,2gr HYBRID buds
26,14-07-2020 08:07:13,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,7,нет,Тбилиси,2 гр,0.0104,7782,2998,266,110,,True,,True,,,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
27,14-07-2020 08:07:13,Tbilisi,BB6E,WEEDSH0P,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,3,нет,Тбилиси,2 гр,0.0125,8490,3270,290,120,,,,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
28,14-07-2020 08:07:13,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,3,нет,Тбилиси,2 гр,0.0104,7782,2998,266,110,,,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
29,14-07-2020 08:07:13,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 2gram,True,2,нет,Тбилиси,2 гр,0.009,6721,2589,230,95,,,,,,,,,,,,,,Northern Lights Regular [budsonly] 2gram
30,14-07-2020 08:07:13,Tbilisi,9R7SU,ClownBaroN,2.2G Peppermint Kush ( 26% ^THC^VHQ) FROM EUROPE,,2,нет,Тбилиси,2.2 гр,0.0112,7570,2916,259,107,,,,,True,,,,,,,,,2.2G Peppermint Kush ( 26% ^THC^VHQ) FROM EUROPE
31,14-07-2020 08:07:13,Tbilisi,3TGJ9,Elegant,3g. марихуана шишки Critical,True,1,нет,Тбилиси,3 гр,0.0123,9197,3543,314,130,,,,,,,,,,,,,,3g. marihuana shishki Critical
32,14-07-2020 08:07:13,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,46,нет,Тбилиси,3 гр,0.0058,3891,1499,133,55,,,,,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
33,14-07-2020 08:07:13,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan,,1,нет,Тбилиси,3 гр,0.0036,2405,927,82,34,,,,,,True,,,,,,,,Marijuana Super Skunk leaves 3g plan
34,14-07-2020 08:07:13,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,2,нет,Тбилиси,5 гр,0.0271,18394,7085,629,260,,,,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
35,14-07-2020 08:07:57,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,2,нет,Тбилиси,5 гр,0.0282,19102,7358,653,270,,,,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
36,14-07-2020 08:07:57,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,2,нет,Тбилиси,5 гр,0.0185,13796,5314,472,195,,,,,,,,,,,,,,5g. marihuana shishki Critical
37,14-07-2020 08:07:57,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",,1,нет,Тбилиси,5 гр,0.0228,16980,6540,580,240,,True,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
38,14-07-2020 08:07:57,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,3,нет,Тбилиси,5 гр,0.0209,14150,5450,484,200,,,,,,,True,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
39,14-07-2020 08:07:57,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,5 гр,0.0052,3891,1499,133,55,,,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
40,14-07-2020 08:07:57,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,2,нет,Тбилиси,10 гр,0.0455,31837,12263,1088,450,,,,,,,,,,,,,,Gashish Evro 10gr
41,14-07-2020 08:07:57,Tbilisi,3TGJ9,Elegant,12g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0313,23347,8993,798,330,,,,,,,,,,,,,,12g. marihuana shishki Critical
42,14-07-2020 08:07:57,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,True,8,нет,Тбилиси,15 гр,0.0068,4599,1771,157,65,,,,,,,,,,,,,,Silver haze leaves list'ja 15gr sale
43,14-07-2020 08:07:57,Tbilisi,HWUW,opiopi,GABAGAMA 40 SHTUK,True,1,нет,Тбилиси,40 гр,0.0052,3537,1363,121,50,,,,,,,,,,,,,,GABAGAMA 40 SHTUK
44,14-07-2020 08:07:57,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2106,141496,54500,4837,2000,,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
45,14-07-2020 08:07:57,Tbilisi,A3I9,Joookerrr,То ли алфа пвп то ли апвп (но ооочень сильные кристаллы) 0.3,True,нет,4,Тбилиси,0.3 гр,0.0109,8136,3134,278,115,,,,,,,,,,,,,,To li alfa pvp to li apvp (no ooochen' sil'nye kristally) 0.3
46,14-07-2020 08:07:57,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,4,Тбилиси,1 гр,0.037,24829,9570,849,,,,310,,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
47,14-07-2020 08:07:57,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭,True,нет,10,Тбилиси,2 гр,0.023,15565,5995,532,220,,,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭
48,14-07-2020 08:07:57,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gram,True,нет,10,Тбилиси,3 гр,0.0142,10612,4088,363,150,,,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gram
49,14-07-2020 08:07:57,Tbilisi,7U9YP,ChitosPizz,Кристаллы Синие мощные 3гр,True,нет,1,Тбилиси,3 гр,0.0626,46694,17985,1596,660,,,,,,,,,,,,,,Kristally Sinie moschnye 3gr
50,14-07-2020 08:07:57,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,2,Тбилиси,4 гр,0.0417,28299,10900,967,400,,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
51,14-07-2020 08:07:57,Tbilisi,R4156,bestchoice,марихуана пудра высокое качество 4грам,True,нет,10,Тбилиси,4 гр,0.0062,4599,1771,157,65,,,,,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
52,14-07-2020 08:07:57,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0261,17687,6813,605,250,,,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
53,14-07-2020 08:07:57,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,4,Тбилиси,5 гр,0.0574,38911,14988,1330,550,,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
54,14-07-2020 08:07:57,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,2,6,Тбилиси,5 гр,0.0282,19102,7358,653,270,,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
55,14-07-2020 08:07:57,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,2,5,Тбилиси,5 гр,0.0292,19809,7630,677,280,,,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
56,14-07-2020 08:07:57,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0287,19456,7494,665,275,,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
57,14-07-2020 08:07:57,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,1,4,Тбилиси,5 гр,0.025,16980,6540,580,240,,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
58,14-07-2020 08:07:57,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0292,19809,7630,677,280,,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
59,14-07-2020 08:07:57,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0282,19102,7358,653,270,,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
60,14-07-2020 08:07:57,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0208,15494,5968,530,219,,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
61,14-07-2020 08:07:57,Tbilisi,6P9R,RickNMorty,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 5G On Iron Magnet,True,нет,2,Тбилиси,5 гр,0.1565,106122,40875,3628,1500,,,,,,,,,,,,,,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 5G On Iron Magnet
62,14-07-2020 08:07:57,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0282,19102,7358,653,270,,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
63,14-07-2020 08:07:57,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2547,190000,87429,6493,,,,,,,,,,,,,,,reagent 25i nbome. 5gr
64,14-07-2020 08:07:57,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2846,212244,81750,7256,3000,,,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
65,14-07-2020 08:07:57,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭,True,нет,5,Тбилиси,5 гр,0.0522,35374,13625,1209,500,,,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭
66,14-07-2020 08:07:57,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,5 гр,0.0238,16019,6174,547,,,,200,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
67,14-07-2020 08:07:57,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0939,63673,24525,2177,900,,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
68,14-07-2020 08:07:57,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0574,38911,14988,1330,550,,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
69,14-07-2020 08:07:57,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.073,49524,19075,1693,700,,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
70,14-07-2020 08:08:26,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0438,29714,11445,1016,420,,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,14-07-2020 08:08:26,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0835,56598,21800,1935,800,,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,14-07-2020 08:08:26,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2322,157414,60631,5381,2225,,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
73,14-07-2020 08:08:26,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0524,35241,13583,1204,,,,440,,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
74,14-07-2020 08:08:26,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0465,31237,12039,1068,,,,390,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
75,14-07-2020 08:08:26,Tbilisi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",True,нет,3,Тбилиси,11 гр,0.0476,31957,12317,1092,,,,399,,,,,,,,,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
76,14-07-2020 08:08:26,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0617,45986,17713,1572,650,,,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
77,14-07-2020 08:08:26,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2504,169795,65400,5804,2400,,,,,,,,,,,,,,100 gr marijuana buds
78,14-07-2020 08:08:26,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2608,176870,68125,6046,2500,,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
79,14-07-2020 08:08:26,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6156,417413,160775,14269,5900,,,,,,,,,,,,,,180 gr marihuana persoalno
80,14-07-2020 08:08:26,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8869,601357,231625,20557,8500,,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,14-07-2020 08:08:26,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.019,14150,5450,484,200,,,,,,,,,,,,,,KURYER..500RUB.+BONUS
82,14-07-2020 08:08:26,Tbilisi,LGRP8,Walker12,Ишем куриера в тбилиси!! срочно!! толко марихуана!!,True,1,нет,Тбилиси,1 гр,0.0157,10612,4088,363,150,,,,,,,,,,,,,,Ishem kuriera v tbilisi!! srochno!! tolko marihuana!!
83,14-07-2020 08:08:26,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0261,17687,6813,605,250,,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
84,14-07-2020 08:08:26,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0209,14150,5450,484,200,,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
85,14-07-2020 08:08:26,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0261,17687,6813,605,250,,,,,,,,,,,,,,Rabota na marki (kur'er)
86,14-07-2020 08:08:26,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0522,35374,13625,1209,500,,,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
87,14-07-2020 08:08:26,Tbilisi,X4ZM,ZYX,Работа курьером,True,нет,1,Тбилиси,10 гр,0.019,14150,5450,484,200,,,,,,,,,,,,,,Rabota kur'erom
88,14-07-2020 08:08:26,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5793,1061219,408750,36278,15000,,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
89,14-07-2020 08:08:26,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0522,35374,13625,1209,500,,,,,,,True,True,,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,14-07-2020 08:09:49,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,7,5,Батуми,0.3 гр,0.0316,21224,8175,726,300,,,,,,,,,,,True,,,METADON - 0.30 - SALE
91,14-07-2020 08:09:49,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,14,нет,Батуми,2 гр,0.0044,2971,1145,102,42,,,,,,,,,,,True,,,Melkie shishki (Indica) 2g
92,14-07-2020 08:09:49,Batumi,5HQU,LIKEaBOSS,ASTRAL 3g,,2,нет,Батуми,3 гр,0.0256,19102,7358,653,270,,,,,,,,,,,True,,,ASTRAL 3g
93,14-07-2020 08:09:49,Batumi,GGVQZ,KARAVANos,Мощные шишки Y-Griega (Sativa) 5г,,1,нет,Батуми,5 гр,0.0365,24762,9538,846,350,,,,,,,,,,,True,,,Moschnye shishki Y-Griega (Sativa) 5g
94,14-07-2020 08:09:49,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.037,24829,9570,849,,,,310,,,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
