,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,€,Saburtalo,Zahesi,Varketili,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,desc_en
35,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),True,нет,9,Тбилиси,2.2 гр,0.0087,5816,2261,201,,,75,,,,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
36,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,6,Тбилиси,3 гр,0.0124,8295,3228,286,120,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
37,29-06-2020 02:48:44,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0773,51155,19906,1764,740,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
38,29-06-2020 02:48:44,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,6,Тбилиси,4 гр,0.0414,27651,10760,954,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
39,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),True,нет,9,Тбилиси,4 гр,0.0124,8295,3228,286,120,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
40,29-06-2020 02:48:44,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0258,17282,6725,596,250,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
41,29-06-2020 02:48:44,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0569,38021,14795,1311,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
42,29-06-2020 02:48:44,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0279,18665,7263,644,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
43,29-06-2020 02:48:44,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0289,19356,7532,668,280,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
44,29-06-2020 02:48:44,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0284,19010,7398,656,275,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
45,29-06-2020 02:48:44,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0248,16591,6456,572,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
46,29-06-2020 02:48:44,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0289,19356,7532,668,280,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
47,29-06-2020 02:48:44,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0279,18665,7263,644,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,29-06-2020 02:48:44,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0206,15139,5891,522,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,9,Тбилиси,5 гр,0.0181,12097,4708,417,175,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
50,29-06-2020 02:48:44,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0279,18665,7263,644,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
51,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1551,103693,40350,3576,1500,,,,,,,,,,Gerojn (sirets) 5 gr
52,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,марки н-боом 5шт.,True,нет,9,Тбилиси,5 гр,0.0067,4493,1749,155,65,,,,,,,,,,marki n-boom 5sht.
53,29-06-2020 02:48:44,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2583,190000,87429,6552,,,,,,,,,,,reagent 25i nbome. 5gr
54,29-06-2020 02:48:44,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.282,207385,80700,7152,3000,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,29-06-2020 02:48:44,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,7,Тбилиси,5 гр,0.1295,85719,33356,2956,1240,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
56,29-06-2020 02:48:44,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,15,Тбилиси,5 гр,0.0209,13826,5380,477,200,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
57,29-06-2020 02:48:44,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0931,62216,24210,2146,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
58,29-06-2020 02:48:44,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0569,38021,14795,1311,550,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
59,29-06-2020 02:48:44,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0724,48390,18830,1669,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,29-06-2020 02:48:44,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0434,29034,11298,1001,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,29-06-2020 02:48:44,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0827,55303,21520,1907,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
62,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,10,Тбилиси,10 гр,0.0341,22812,8877,787,330,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
63,29-06-2020 02:48:44,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.23,153811,59853,5304,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
64,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,True,нет,7,Тбилиси,10 гр,0.0103,6913,2690,238,100,,,,,,,,,,Marki n-boom 10 sht.
65,29-06-2020 02:48:44,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,True,нет,2,Тбилиси,10 гр,0.2275,152082,59180,5245,2200,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
66,29-06-2020 02:48:44,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.259,171438,66712,5912,2480,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
67,29-06-2020 02:48:44,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,15,Тбилиси,10 гр,0.0418,27651,10760,954,400,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
68,29-06-2020 02:48:44,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,11 гр,0.0455,30241,11759,1043,,,390,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
69,29-06-2020 02:48:44,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0835,55303,21520,1907,800,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
70,29-06-2020 02:49:34,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2068,138257,53800,4768,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
71,29-06-2020 02:49:34,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2585,172821,67250,5960,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
72,29-06-2020 02:49:34,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6101,407858,158710,14065,5900,,,,,,,,,,180 gr marihuana persoalno
73,29-06-2020 02:49:34,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4756,317991,123740,10966,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
74,29-06-2020 02:49:34,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7755,518463,201750,17879,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
75,29-06-2020 02:49:34,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8789,587591,228650,20263,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
76,29-06-2020 02:49:34,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0188,13826,5380,477,200,,,,,,,,,,KURYER..500RUB.+BONUS
77,29-06-2020 02:49:34,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0207,13826,5380,477,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
78,29-06-2020 02:49:34,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0259,17282,6725,596,250,,,,,,,,,,Rabota na marki (kur'er)
79,29-06-2020 02:49:34,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5651,1036926,403500,35759,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
80,29-06-2020 02:51:48,Batumi,Z9UT,Rainbow,Super Critical 10G,,4,нет,Батуми,10 гр,0.0517,34564,13450,1192,500,,,,,,,,True,,Super Critical 10G
81,29-06-2020 02:51:48,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 - SALE,,5,10,Батуми,0.25 гр,0.0261,17282,6725,596,250,,,,,,,,,True,METADON - 0.25 - SALE
82,29-06-2020 02:51:48,Batumi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.155,103693,40350,3576,1500,,,,,,,,,True,Gerojn (sirets) 5 gr
83,29-06-2020 02:51:48,Batumi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2273,152082,59180,5245,2200,,,,,,,,,True,Sirets (gerojn) ochen' sil'nyj 10 gr
84,29-06-2020 02:51:48,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.169,112990,51992,3897,,,,,,,,,,True,❥ Tvoj! GAShISh Marokko 500 gramm ♥
85,29-06-2020 02:51:48,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2676,178900,82321,6170,,,,,,,,,,True,❥Tvoj! GAShISh Marokko 1000 gramm ♥
86,29-06-2020 02:51:48,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,6913,2690,238,100,,,,,,,,,True,kur'er v Batumi
87,29-06-2020 02:51:48,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0235,17282,6725,596,250,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
88,29-06-2020 02:51:48,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0235,17282,6725,596,250,,,,,,,,,True,Ischu kur'era v Gruzii!
89,29-06-2020 02:51:48,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,2,Батуми,1 гр,0.0207,13826,5380,477,200,,,,,,,,,True,Kur'er Batumi na marihuanu
90,29-06-2020 02:51:48,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5639,1036926,403500,35759,15000,,,,,,,,,True,Vakansija optovogo kur'era na mef
91,29-06-2020 02:51:48,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0517,34564,13450,1192,500,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
