,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Didube,Nadzaladevi,Varketili,Vazisubani,Old Tbilisi (Старый город),Авлобари,Батуми,€,Центр,Кутаиси,desc_en
10,08-06-2020 06:30:45,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,10,нет,Тбилиси,10 гр,0.0241,16403,6417,569,239,True,,True,,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
11,08-06-2020 06:30:45,Tbilisi,03F3,geoshop,10 gr марихуана листья top гибрид,,1,нет,Тбилиси,10 гр,0.0101,6863,2685,238,100,,,,True,,,,,,,10 gr marihuana list'ja top gibrid
12,08-06-2020 06:30:45,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0458,34316,13425,1191,500,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
13,08-06-2020 06:30:45,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2034,137264,53700,4762,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
14,08-06-2020 06:30:45,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0214,14413,5639,500,210,,,,,,,,,,,✨✨2gram. MDMA✨✨
15,08-06-2020 06:30:45,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,7,Тбилиси,3 гр,0.0589,39738,15546,1379,579,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
16,08-06-2020 06:30:45,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0403,27453,10740,952,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
17,08-06-2020 06:30:45,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.0706,48042,18795,1667,700,,,,,,,,,,,"""Kief"" Weed trichomes 5G"
18,08-06-2020 06:30:45,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0554,37748,14768,1310,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
19,08-06-2020 06:30:45,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,8,Тбилиси,5 гр,0.0237,16129,6310,560,235,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
20,08-06-2020 06:30:45,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0242,16472,6444,571,240,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
21,08-06-2020 06:30:45,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,7,Тбилиси,5 гр,0.0232,15785,6176,548,230,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
22,08-06-2020 06:30:45,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0242,16472,6444,571,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
23,08-06-2020 06:30:45,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.0242,16472,6444,571,240,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
24,08-06-2020 06:30:45,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0232,15785,6176,548,230,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
25,08-06-2020 06:30:45,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0201,15030,5880,521,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
26,08-06-2020 06:30:45,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,нет,2,Тбилиси,5 гр,0.0255,17158,6713,595,250,,,,,,,,,,,MARIXYANA - INDICA - 5 G.
27,08-06-2020 06:30:45,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0237,16129,6310,560,235,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
28,08-06-2020 06:30:45,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2537,190000,87429,6592,,,,,,,,,,,,reagent 25i nbome. 5gr
29,08-06-2020 06:30:45,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2749,205896,80550,7143,3000,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
30,08-06-2020 06:30:45,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0976,65818,25749,2283,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
31,08-06-2020 06:30:45,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0193,13040,5102,452,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
32,08-06-2020 06:30:45,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,10,Тбилиси,5 гр,0.0498,33561,13130,1164,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
33,08-06-2020 06:30:45,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0907,61769,24165,2143,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
34,08-06-2020 06:31:39,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0403,27453,10740,952,400,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
35,08-06-2020 06:31:39,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0706,48042,18795,1667,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
36,08-06-2020 06:31:39,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0423,28825,11277,1000,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
37,08-06-2020 06:31:39,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0806,54906,21480,1905,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
38,08-06-2020 06:31:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,нет,1,Тбилиси,10 гр,0.0269,18325,7169,636,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
39,08-06-2020 06:31:39,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2243,152706,59741,5298,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
40,08-06-2020 06:31:39,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1587,106997,41859,3712,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
41,08-06-2020 06:31:39,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.0823,55455,21695,1924,808,,,,,,,,,,,💘✨10gram MDMA ✨💘
42,08-06-2020 06:31:39,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0376,25325,9908,879,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
43,08-06-2020 06:31:39,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0355,24021,9398,833,350,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
44,08-06-2020 06:31:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 20шт. вес таблетки 450mg,True,нет,1,Тбилиси,20 гр,0.0514,35002,13694,1214,510,,,,,,,,,,,Extasy GUCCI 20sht. ves tabletki 450mg
45,08-06-2020 06:31:39,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,2,Тбилиси,20 гр,0.509,343160,134250,11905,5000,,,,,,,,,,,METADON - 20 G.
46,08-06-2020 06:31:39,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.1374,102948,40275,3572,1500,,,,,,,,,,,✨💘20g MDMA💘✨
47,08-06-2020 06:31:39,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.061,41111,16083,1426,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
48,08-06-2020 06:31:39,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1309,89153,34878,3093,1299,,,,,,,,,,,50 gr georgian weed. Package on magnet
49,08-06-2020 06:31:39,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.2519,171511,67098,5950,2499,,,,,,,,,,,100 gr georgian weed. Package on magnet
50,08-06-2020 06:31:39,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2419,164717,64440,5714,2400,,,,,,,,,,,100 gr marijuana buds
51,08-06-2020 06:31:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2016,137264,53700,4762,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
52,08-06-2020 06:31:39,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.252,171580,67125,5953,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
53,08-06-2020 06:31:39,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5947,404928,158415,14048,5900,,,,,,,,,,,180 gr marihuana persoalno
54,08-06-2020 06:31:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4636,315707,123510,10953,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
55,08-06-2020 06:31:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7559,514739,201375,17858,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
56,08-06-2020 06:31:39,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8567,583371,228225,20239,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
57,08-06-2020 06:31:39,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0183,13726,5370,476,200,,,,,,,,,,,KURYER..500RUB.+BONUS
58,08-06-2020 06:31:39,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0202,13726,5370,476,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
59,08-06-2020 06:31:39,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5256,1029479,402750,35715,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
60,08-06-2020 06:33:23,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,5,Батуми,5 гр,0.0227,15785,6176,548,230,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
61,08-06-2020 06:33:23,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,2,Батуми,10 гр,0.0415,28825,11277,1000,420,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
62,08-06-2020 06:33:23,Batumi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,2,Батуми,20 гр,0.5089,343160,134250,11905,5000,,,,,,,True,,,,METADON - 20 G.
63,08-06-2020 06:33:23,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1659,112990,51992,3920,,,,,,,,True,,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
64,08-06-2020 06:33:23,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2627,178900,82321,6207,,,,,,,,True,,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
65,08-06-2020 06:33:23,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,6863,2685,238,100,,,,,,,True,,,,kur'er v Batumi
66,08-06-2020 06:33:23,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,17158,6713,595,250,,,,,,,True,,,,Rabota kladmenom. Tol'ko shishki.
67,08-06-2020 06:33:23,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,17158,6713,595,250,,,,,,,True,,,,Ischu kur'era v Gruzii!
68,08-06-2020 06:33:23,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.0202,13726,5370,476,200,,,,,,,True,,,,Kur'er Batumi na marihuanu
69,08-06-2020 06:33:23,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0286,19491,7600,676,,,,,,,,True,250,,,Rabota na marki (kur'er)
70,08-06-2020 06:33:23,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5254,1029479,402750,35715,15000,,,,,,,True,,,,Vakansija optovogo kur'era na mef
71,08-06-2020 06:33:23,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0504,34316,13425,1191,500,,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
72,08-06-2020 06:34:33,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0286,19491,7600,676,,,,,,,,,250,,True,Rabota na marki (kur'er)
