,time_stamp,region,sell_code,sell_name,description,Saburtalo,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Didube,Gldani,Old Tbilisi (Старый город),Vake,Авлобари,Varketili,Батуми,Центр,desc_en
23,08-07-2020 10:01:44,Tbilisi,8B31,GEOWEEDSHOP,5gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,,24,нет,Тбилиси,5 гр,0.0074,4980,1877,169,,True,69,,,,,,,,,5gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
24,08-07-2020 10:01:44,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",,True,2,нет,Тбилиси,5 гр,0.0233,17321,6528,587,,,240,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
25,08-07-2020 10:01:44,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,True,,2,нет,Тбилиси,5 гр,0.0267,18043,6800,611,,,250,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
26,08-07-2020 10:01:44,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,,4,нет,Тбилиси,10 гр,0.0139,9310,3509,315,,True,129,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
27,08-07-2020 10:01:44,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,,,2,нет,Тбилиси,10 гр,0.0465,32477,12240,1100,,True,450,,,,,,,,,Gashish Evro 10gr
28,08-07-2020 10:01:44,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,True,,1,нет,Тбилиси,10 гр,0.0107,7217,2720,244,,,100,,,,,,,,,Marki n-boom 10 sht.
29,08-07-2020 10:01:44,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,,1,нет,Тбилиси,12 гр,0.0485,36086,13600,1222,,True,500,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
30,08-07-2020 10:01:44,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,,,8,нет,Тбилиси,15 гр,0.0069,4691,1768,159,,True,65,,,,,,,,,Silver haze leaves list'ja 15gr sale
31,08-07-2020 10:01:44,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,,1,нет,Тбилиси,60 гр,0.2152,144344,54400,4888,,True,2000,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
32,08-07-2020 10:01:44,Tbilisi,NLKH,STARS,A PVP Белая мука высшего качества 0.33 г.,,,нет,7,Тбилиси,0.33 гр,0.0139,9382,3536,318,,True,130,,,,,,,,,A PVP Belaja muka vysshego kachestva 0.33 g.
33,08-07-2020 10:01:44,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,,нет,3,Тбилиси,3 гр,0.0968,64883,24453,2197,,True,899,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
34,08-07-2020 10:02:46,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,,нет,4,Тбилиси,4 гр,0.0426,28869,10880,978,,True,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
35,08-07-2020 10:02:46,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,,нет,10,Тбилиси,5 гр,0.0266,18043,6800,611,,True,250,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
36,08-07-2020 10:02:46,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,,нет,5,Тбилиси,5 гр,0.0586,39695,14960,1344,,True,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
37,08-07-2020 10:02:46,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,,нет,6,Тбилиси,5 гр,0.0288,19486,7344,660,,True,270,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
38,08-07-2020 10:02:46,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,,нет,5,Тбилиси,5 гр,0.0298,20208,7616,684,,True,280,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
39,08-07-2020 10:02:46,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,,нет,6,Тбилиси,5 гр,0.0293,19847,7480,672,,True,275,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
40,08-07-2020 10:02:46,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,,нет,4,Тбилиси,5 гр,0.0256,17321,6528,587,,True,240,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
41,08-07-2020 10:02:46,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,,нет,7,Тбилиси,5 гр,0.0298,20208,7616,684,,True,280,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
42,08-07-2020 10:02:46,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,,нет,6,Тбилиси,5 гр,0.0288,19486,7344,660,,True,270,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
43,08-07-2020 10:02:46,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,,нет,2,Тбилиси,5 гр,0.0212,15806,5957,535,,True,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
44,08-07-2020 10:02:46,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,,нет,3,Тбилиси,5 гр,0.0288,19486,7344,660,,True,270,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
45,08-07-2020 10:02:46,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,,нет,2,Тбилиси,5 гр,0.255,190000,87429,6438,,True,,,,,,,,,,reagent 25i nbome. 5gr
46,08-07-2020 10:02:46,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,,нет,2,Тбилиси,5 гр,0.2906,216516,81600,7332,,,3000,,,True,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
47,08-07-2020 10:02:46,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,,нет,1,Тбилиси,10 гр,0.0959,64955,24480,2200,,True,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,08-07-2020 10:02:46,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,,нет,10,Тбилиси,10 гр,0.0586,39695,14960,1344,,True,550,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
49,08-07-2020 10:02:46,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,,нет,2,Тбилиси,10 гр,0.0746,50520,19040,1711,,True,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
50,08-07-2020 10:02:46,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,,нет,5,Тбилиси,10 гр,0.0448,30312,11424,1026,,True,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
51,08-07-2020 10:02:46,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,,нет,3,Тбилиси,10 гр,0.0852,57738,21760,1955,,True,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,08-07-2020 10:02:46,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,,нет,1,Тбилиси,10 гр,0.2371,160582,60520,5438,,True,2225,,,,,,,,,Amfetamin [White] [Import] 10G
53,08-07-2020 10:02:46,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,,нет,1,Тбилиси,11 гр,0.0473,31772,11934,1075,390,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
54,08-07-2020 10:02:46,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",,,нет,1,Тбилиси,15 гр,0.063,46912,17680,1589,,True,650,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
55,08-07-2020 10:02:46,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,,нет,1,Тбилиси,100 гр,0.2557,173213,65280,5866,,True,2400,,,,,,,,,100 gr marijuana buds
56,08-07-2020 10:02:46,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,,1,1,Тбилиси,100 гр,0.2664,180430,68000,6110,,True,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
57,08-07-2020 10:02:46,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,,нет,1,Тбилиси,180 гр,0.6286,425814,160480,14420,,True,5900,,,,,,,,,180 gr marihuana persoalno
58,08-07-2020 10:02:46,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,,нет,3,Тбилиси,10000 гр,0.9057,613461,231200,20774,,True,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
59,08-07-2020 10:02:46,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,,2,нет,Тбилиси,1 гр,0.0194,14434,5440,489,,True,200,,,,,,,,,KURYER..500RUB.+BONUS
60,08-07-2020 10:02:46,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,,1,нет,Тбилиси,1 гр,0.0266,18043,6800,611,,True,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
61,08-07-2020 10:02:46,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,,нет,1,Тбилиси,1 гр,0.0213,14434,5440,489,,True,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
62,08-07-2020 10:02:46,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,,нет,3,Тбилиси,1 гр,0.0266,18043,6800,611,,True,250,,,,,,,,,Rabota na marki (kur'er)
63,08-07-2020 10:02:46,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,,нет,1,Тбилиси,400 гр,1.6128,1082579,408000,36660,,True,15000,,,,,,,,,Vakansija optovogo kur'era na mef
64,08-07-2020 10:02:46,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,,нет,3,Тбилиси,1000 гр,0.0533,36086,13600,1222,,,500,,,True,True,,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
65,08-07-2020 10:06:32,Batumi,5HQU,LIKEaBOSS,Golosa(GHS)+ DOS-vi-DOS 2g,,,7,нет,Батуми,2 гр,0.0194,14434,5440,489,,,200,,,,,,,True,,Golosa(GHS)+ DOS-vi-DOS 2g
66,08-07-2020 10:06:32,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,,нет,5,Батуми,11 гр,0.0473,31772,11934,1075,390,,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
67,08-07-2020 10:06:32,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,,нет,4,Батуми,11 гр,0.051,34216,12852,1158,420,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
68,08-07-2020 10:06:32,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,,нет,1,Батуми,500 гр,0.1668,112990,51992,3828,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
69,08-07-2020 10:06:32,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,,нет,1,Батуми,1000 гр,0.2641,178900,82321,6061,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
70,08-07-2020 10:06:32,Batumi,42AF,Leningrad6,курьер в Батуми,,,1,нет,Батуми,1 гр,0.0097,7217,2720,244,,,100,,,,,,,True,,kur'er v Batumi
71,08-07-2020 10:06:32,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,,1,нет,Батуми,5 гр,0.0242,18043,6800,611,,,250,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
72,08-07-2020 10:06:32,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,,1,нет,Батуми,50 гр,0.0242,18043,6800,611,,,250,,,,,,,True,,Ischu kur'era v Gruzii!
73,08-07-2020 10:06:32,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,,нет,1,Батуми,1 гр,0.0213,14434,5440,489,,,200,,,,,,,True,,Kur'er Batumi na marihuanu
74,08-07-2020 10:06:32,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,,нет,1,Батуми,400 гр,1.6128,1082579,408000,36660,,,15000,,,,,,,True,,Vakansija optovogo kur'era na mef
75,08-07-2020 10:06:32,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,,нет,2,Батуми,1000 гр,0.0533,36086,13600,1222,,,500,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
