,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Vazisubani,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,€,Кутаиси,desc_en
28,01-06-2020 04:59:45,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 1 гр,True,нет,20,Тбилиси,1 гр,0.0381,25471,9738,868,360,,,,,,,,,,Gerojn (sirets) 1 gr
29,01-06-2020 04:59:45,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,4,Тбилиси,2 гр,0.0224,14858,5681,506,210,,,,,,,,,,✨✨2gram. MDMA✨✨
30,01-06-2020 04:59:45,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,7,Тбилиси,2 гр,0.0394,26107,9981,889,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
31,01-06-2020 04:59:45,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,7,Тбилиси,3 гр,0.0618,40965,15662,1395,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
32,01-06-2020 04:59:45,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0423,28301,10820,964,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,01-06-2020 04:59:45,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,1,2,Тбилиси,4 гр,0.0148,9905,3787,337,140,True,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
34,01-06-2020 05:01:15,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.0741,49526,18935,1687,700,,,,,,,,,,"""Kief"" Weed trichomes 5G"
35,01-06-2020 05:01:15,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0582,38914,14878,1326,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
36,01-06-2020 05:01:15,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0249,16627,6357,566,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
37,01-06-2020 05:01:15,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0254,16980,6492,578,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
38,01-06-2020 05:01:15,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,8,Тбилиси,5 гр,0.0243,16273,6222,554,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
39,01-06-2020 05:01:15,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0254,16980,6492,578,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
40,01-06-2020 05:01:15,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.0254,16980,6492,578,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
41,01-06-2020 05:01:15,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0243,16273,6222,554,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
42,01-06-2020 05:01:15,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0211,15495,5924,528,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
43,01-06-2020 05:01:15,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,нет,2,Тбилиси,5 гр,0.0267,17688,6763,603,250,,,,,,,,,,MARIXYANA - INDICA - 5 G.
44,01-06-2020 05:01:15,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0249,16627,6357,566,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
45,01-06-2020 05:01:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2583,190000,87429,6478,,,,,,,,,,,reagent 25i nbome. 5gr
46,01-06-2020 05:01:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2886,212256,81150,7230,3000,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
47,01-06-2020 05:01:15,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1025,67851,25941,2311,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
48,01-06-2020 05:01:15,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0203,13443,5140,458,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
49,01-06-2020 05:01:15,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0523,34598,13227,1178,489,,,,,,,,,,💘✨5g. MDMA ✨💘
50,01-06-2020 05:01:15,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,5 гр,0.0198,13089,5004,446,185,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
51,01-06-2020 05:01:15,Tbilisi,EIH4,San4oPan4o,!! Гашиш !! Hash 6g !!! BTC SALE 5%!!!!,True,нет,1,Тбилиси,6 гр,0.0486,33183,12686,1130,469,,,,,,,,,,!! Gashish !! Hash 6g !!! BTC SALE 5%!!!!
52,01-06-2020 05:01:15,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0952,63677,24345,2169,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
53,01-06-2020 05:01:15,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0423,28301,10820,964,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
54,01-06-2020 05:01:15,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0741,49526,18935,1687,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
55,01-06-2020 05:01:15,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0444,29716,11361,1012,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
56,01-06-2020 05:01:15,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0847,56602,21640,1928,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
57,01-06-2020 05:01:15,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2354,157423,60186,5362,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
58,01-06-2020 05:01:15,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,2,Тбилиси,10 гр,0.1666,110302,42171,3757,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
59,01-06-2020 05:01:15,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0394,26107,9981,889,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
60,01-06-2020 05:01:15,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0336,22287,8521,759,315,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
61,01-06-2020 05:01:15,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,2,Тбилиси,20 гр,0.5344,353760,135250,12050,5000,,,,,,,,,,METADON - 20 G.
62,01-06-2020 05:01:15,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.064,42380,16203,1444,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
63,01-06-2020 05:01:15,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1375,91907,35138,3131,1299,,,,,,,,,,50 gr georgian weed. Package on magnet
64,01-06-2020 05:01:15,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2644,176809,67598,6023,2499,,,,,,,,,,100 gr georgian weed. Package on magnet
65,01-06-2020 05:01:15,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.254,169805,64920,5784,2400,,,,,,,,,,100 gr marijuana buds
66,01-06-2020 05:01:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2116,141504,54100,4820,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
67,01-06-2020 05:01:15,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2645,176880,67625,6025,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,01-06-2020 05:01:15,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6243,417437,159595,14219,5900,,,,,,,,,,180 gr marihuana persoalno
69,01-06-2020 05:01:54,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4867,325459,124430,11086,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
70,01-06-2020 05:01:54,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7936,530640,202875,18075,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
71,01-06-2020 05:01:54,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8994,601392,229925,20485,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
72,01-06-2020 05:01:54,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0192,14150,5410,482,200,,,,,,,,,,KURYER..500RUB.+BONUS
73,01-06-2020 05:01:54,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0212,14150,5410,482,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
74,01-06-2020 05:01:54,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0265,17688,6763,603,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
75,01-06-2020 05:01:54,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 1100 $ в месец залог 200$ | Rick And Morty Need DG Sallary from 1100$ prepay 200$,True,нет,1,Тбилиси,1 гр,0.0212,14150,5410,482,200,,,,,,,,,,rik i morti ishit kuriera zp ot 1100 $ v mesets zalog 200$ | Rick And Morty Need DG Sallary from 1100$ prepay 200$
76,01-06-2020 05:01:54,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6016,1061280,405750,36150,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
77,01-06-2020 05:03:03,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.25 гр",,2,нет,Батуми,0.25 гр,0.0053,3538,1353,121,50,,,,,,True,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.25 gr"
78,01-06-2020 05:03:03,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,2,1,Батуми,0.5 гр,0.009,6014,2299,205,85,,,,,,True,True,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
79,01-06-2020 05:03:03,Batumi,A3I9,Joookerrr,Марки н-БоооооооМ 4 шт,,3,нет,Батуми,4 гр,0.0059,3962,1515,135,56,,,,,,True,,,,Marki n-BoooooooM 4 sht
80,01-06-2020 05:03:03,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2326,155654,59510,5302,2200,,,,,,,True,,,[100g] SPAIN HASH
81,01-06-2020 05:03:03,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,3,Батуми,5 гр,0.0238,16273,6222,554,230,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
82,01-06-2020 05:03:03,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0435,29716,11361,1012,420,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
83,01-06-2020 05:03:03,Batumi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,2,Батуми,20 гр,0.5338,353760,135250,12050,5000,,,,,,,True,,,METADON - 20 G.
84,01-06-2020 05:03:03,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1688,112990,51992,3853,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
85,01-06-2020 05:03:03,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2673,178900,82321,6100,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
86,01-06-2020 05:03:03,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7075,2705,241,100,,,,,,,True,,,kur'er v Batumi
87,01-06-2020 05:03:03,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,17688,6763,603,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
88,01-06-2020 05:03:03,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,17688,6763,603,250,,,,,,,True,,,Ischu kur'era v Gruzii!
89,01-06-2020 05:03:03,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0293,19637,7488,669,,,,,,,,True,250,,Rabota na marki (kur'er)
90,01-06-2020 05:03:03,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6,1061280,405750,36150,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
91,01-06-2020 05:03:03,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0529,35376,13525,1205,500,,,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
92,01-06-2020 05:04:54,Kutaisi,EIH4,San4oPan4o,Cocaine 2g !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,2 гр,0.032,21862,8358,745,309,,,,,,,,,True,Cocaine 2g !!! BTC SALE 5%!!!!
93,01-06-2020 05:04:54,Kutaisi,EIH4,San4oPan4o,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!,,3,нет,Кутаиси,3 гр,0.0202,13797,5275,470,195,,,,,,,,,True,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!
94,01-06-2020 05:04:54,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0293,19637,7488,669,,,,,,,,,250,True,Rabota na marki (kur'er)
