,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Saburtalo,Zahesi,Varketili,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
33,33,30-06-2020 21:14:46,Tbilisi,54915c4374,"Extazzy ""Gucci"" VHQ (1 штука)",True,нет,3,Тбилиси,1 гр,0.0046,3099,1177,106,44.0,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
34,34,30-06-2020 21:14:46,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (2гр)",True,нет,9,Тбилиси,2 гр,0.0094,6340,2408,216,90.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
35,35,30-06-2020 21:16:14,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (2гр)",True,нет,9,Тбилиси,2 гр,0.0094,6340,2408,216,90.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
36,36,30-06-2020 21:16:14,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,10,Тбилиси,2 гр,0.0524,35150,13348,1198,499.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
37,37,30-06-2020 21:16:14,Tbilisi,54915c4374,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),True,нет,9,Тбилиси,2.2 гр,0.0087,5924,2254,203,,,,,,75.0,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
38,38,30-06-2020 21:16:14,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,6,Тбилиси,3 гр,0.0125,8453,3210,288,120.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
39,39,30-06-2020 21:16:14,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,20,Тбилиси,3 гр,0.0787,52831,20063,1801,750.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
40,40,30-06-2020 21:16:14,Tbilisi,dd631c4acf,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,True,нет,3,Тбилиси,3 гр,0.0126,8453,3210,288,120.0,,,,,,,,,,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
41,41,30-06-2020 21:16:14,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,6,Тбилиси,4 гр,0.0416,28177,10700,960,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
42,42,30-06-2020 21:16:14,Tbilisi,54915c4374,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),True,нет,9,Тбилиси,4 гр,0.0125,8453,3210,288,120.0,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
43,43,30-06-2020 21:16:14,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.026000000000000002,17610,6688,600,250.0,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
44,44,30-06-2020 21:16:14,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0572,38743,14713,1320,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
45,45,30-06-2020 21:16:14,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0281,19019,7223,648,270.0,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
46,46,30-06-2020 21:16:14,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0291,19724,7490,672,280.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
47,47,30-06-2020 21:16:14,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0286,19371,7356,660,275.0,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
48,48,30-06-2020 21:16:14,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0249,16906,6420,576,240.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
49,49,30-06-2020 21:16:14,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0291,19724,7490,672,280.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
50,50,30-06-2020 21:16:14,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0281,19019,7223,648,270.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
51,51,30-06-2020 21:16:14,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0207,15427,5858,526,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
52,52,30-06-2020 21:16:14,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,9,Тбилиси,5 гр,0.0182,12327,4681,420,175.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
53,53,30-06-2020 21:16:14,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0281,19019,7223,648,270.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
54,54,30-06-2020 21:16:14,Tbilisi,54915c4374,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1559,105662,40125,3601,1500.0,,,,,,,,,,Gerojn (sirets) 5 gr
55,55,30-06-2020 21:16:14,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2549,190000,87429,6518,,,,,,,,,,,reagent 25i nbome. 5gr
56,56,30-06-2020 21:16:14,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2835,211324,80250,7202,3000.0,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,57,30-06-2020 21:16:14,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,7,Тбилиси,5 гр,0.1311,87981,33411,2999,1249.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
58,58,30-06-2020 21:16:14,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,14,Тбилиси,5 гр,0.021,14088,5350,480,200.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
59,59,30-06-2020 21:16:14,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0936,63397,24075,2161,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
60,60,30-06-2020 21:16:14,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0572,38743,14713,1320,550.0,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
61,61,30-06-2020 21:16:14,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0728,49309,18725,1681,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,62,30-06-2020 21:16:14,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0437,29585,11235,1008,420.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,63,30-06-2020 21:16:14,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0832,56353,21400,1921,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,64,30-06-2020 21:16:14,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,9,Тбилиси,10 гр,0.0343,23246,8828,792,330.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
65,65,30-06-2020 21:16:14,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2313,156732,59519,5342,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
66,66,30-06-2020 21:16:14,Tbilisi,54915c4374,Сирец (геройн) очень сильный 10 гр,True,нет,2,Тбилиси,10 гр,0.2287,154971,58850,5282,2200.0,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
67,67,30-06-2020 21:16:14,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2624,176033,66848,6000,2499.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,68,30-06-2020 21:16:14,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,15,Тбилиси,10 гр,0.042,28177,10700,960,400.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
69,69,30-06-2020 21:18:01,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,20,Тбилиси,20 гр,0.084,56353,21400,1921,800.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
70,70,30-06-2020 21:18:01,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2495,169059,64200,5762,2400.0,,,,,,,,,,100 gr marijuana buds
71,71,30-06-2020 21:18:01,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2079,140883,53500,4802,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,72,30-06-2020 21:18:01,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2599,176103,66875,6002,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
73,73,30-06-2020 21:18:01,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6133,415604,157825,14165,5900.0,,,,,,,,,,180 gr marihuana persoalno
74,74,30-06-2020 21:18:01,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4782,324030,123050,11044,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
75,75,30-06-2020 21:18:01,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7796,528310,200625,18006,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
76,76,30-06-2020 21:18:01,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8836,598751,227375,20407,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
77,77,30-06-2020 21:18:01,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0189,14088,5350,480,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
78,78,30-06-2020 21:18:01,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0208,14088,5350,480,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,79,30-06-2020 21:18:01,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.026000000000000002,17610,6688,600,250.0,,,,,,,,,,Rabota na marki (kur'er)
80,80,30-06-2020 21:18:01,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5734,1056620,401250,36012,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
81,81,30-06-2020 21:24:27,Batumi,3b3ba4f5a5,Мощные шишки NORTHERN LIGHTS (INDICA) 1г,,1,нет,Батуми,1 гр,0.0057,3874,1471,132,55.0,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 1g
82,82,30-06-2020 21:24:27,Batumi,3c4662c591,Super Critical 10G,,4,нет,Батуми,10 гр,0.0468,31699,12038,1080,450.0,,,,,,,,,True,Super Critical 10G
83,83,30-06-2020 21:24:27,Batumi,f8a875c191,METADON - 0.25 - SALE,,5,10,Батуми,0.25 гр,0.0263,17610,6688,600,250.0,,,,,,,,True,,METADON - 0.25 - SALE
84,84,30-06-2020 21:24:27,Batumi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.156,105662,40125,3601,1500.0,,,,,,,,True,,Gerojn (sirets) 5 gr
85,85,30-06-2020 21:24:27,Batumi,54915c4374,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2288,154971,58850,5282,2200.0,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
86,86,30-06-2020 21:24:27,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1668,112990,51992,3876,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
87,87,30-06-2020 21:24:27,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2641,178900,82321,6137,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
88,88,30-06-2020 21:24:27,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7044,2675,240,100.0,,,,,,,,True,,kur'er v Batumi
89,89,30-06-2020 21:24:27,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0236,17610,6688,600,250.0,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
90,90,30-06-2020 21:24:27,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0236,17610,6688,600,250.0,,,,,,,,True,,Ischu kur'era v Gruzii!
91,91,30-06-2020 21:24:27,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0208,14088,5350,480,200.0,,,,,,,,True,,Kur'er Batumi na marihuanu
92,92,30-06-2020 21:24:27,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5742,1056620,401250,36012,15000.0,,,,,,,,True,,Vakansija optovogo kur'era na mef
93,93,30-06-2020 21:24:27,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.052000000000000005,35221,13375,1200,500.0,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
