,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Nadzaladevi,Didube,Gldani,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,€,Кутаиси,desc_en
11,29-05-2020 05:57:54,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 200ug from California 2pc🌈🌈🌈🧞‍♀️,,4,нет,Тбилиси,2 гр,0.0093,6328,2413,215,89,,,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 200ug from California 2pc🌈🌈🌈🧞‍♀️
12,29-05-2020 05:57:54,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,True,9,нет,Тбилиси,3 гр,0.0125,8461,3226,287,119,,,,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
13,29-05-2020 05:57:54,Tbilisi,3TGJ9,Elegant,3g. марихуана шишки Critical,True,2,нет,Тбилиси,3 гр,0.0142,10665,4067,362,150,,,,,,,,,,,,,3g. marihuana shishki Critical
14,29-05-2020 05:57:54,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!,,2,нет,Тбилиси,3 гр,0.0337,23463,8946,797,330,,,,,True,,,,,,,,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!
15,29-05-2020 05:57:54,Tbilisi,9VLN,AlienShop,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,,2,нет,Тбилиси,3 гр,0.0121,8177,3118,278,115,True,,,,,,,,,,,,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
16,29-05-2020 05:57:54,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 4 шт. вес таблетки 450mg,True,3,нет,Тбилиси,4 гр,0.0111,7608,2901,258,107,,,,,,,,,,,,,Extasy GUCCI 4 sht. ves tabletki 450mg
17,29-05-2020 05:57:54,Tbilisi,EIH4,San4oPan4o,!!Critical Kush 5g!! !!! BTC SALE 5% !!!,,2,нет,Тбилиси,5 гр,0.0244,16993,6479,577,239,,,True,,,,,,,,,,!!Critical Kush 5g!! !!! BTC SALE 5% !!!
18,29-05-2020 05:57:54,Tbilisi,7LHWP,GEOBUDS,5 gr georgian weed. Package on magnet,,1,нет,Тбилиси,5 гр,0.0145,9883,3768,336,139,,,True,,,,,,,,,,5 gr georgian weed. Package on magnet
19,29-05-2020 05:57:54,Tbilisi,BB6E,WEEDSH0P,5gr NORTHEN LIGHTS marijuana LEAVES листя если платите с бтк скидка 10% !!,True,1,нет,Тбилиси,5 гр,0.0061,4195,1599,142,59,,,,,,,,,,,,,5gr NORTHEN LIGHTS marijuana LEAVES listja esli platite s btk skidka 10% !!
20,29-05-2020 05:57:54,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0184,12443,4744,422,175,,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
21,29-05-2020 05:57:54,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,2,нет,Тбилиси,5 гр,0.0263,17775,6778,603,250,,,,,,,,,,,,,MARIXYANA - INDICA - 5 G.
22,29-05-2020 05:57:54,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,10 гр,0.0207,14149,5395,480,199,,,,True,,,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
23,29-05-2020 05:57:54,Tbilisi,03F3,geoshop,10 gr марихуана листья top гибрид,True,11,нет,Тбилиси,10 гр,0.0104,7110,2711,241,100,,,,,,,,,,,,,10 gr marihuana list'ja top gibrid
24,29-05-2020 05:57:54,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,1,нет,Тбилиси,10 гр,0.0454,31996,12200,1086,450,,,,,,,,,,,,,Gashish Evro 10gr
25,29-05-2020 05:57:54,Tbilisi,HWUW,opiopi,GABAGAMA 20 SHTUK,True,6,нет,Тбилиси,20 гр,0.0034,2560,976,87,36,,,,,,,,,,,,,GABAGAMA 20 SHTUK
26,29-05-2020 05:57:54,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0777,55246,21064,1875,777,,,,,,,,,,,,,Gashish Evro 20gr
27,29-05-2020 05:57:54,Tbilisi,HWUW,opiopi,GABAGAMA 50 SHTUK,True,2,нет,Тбилиси,50 гр,0.0076,5688,2169,193,80,,,,,,,,,,,,,GABAGAMA 50 SHTUK
28,29-05-2020 05:57:54,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1894,142202,54220,4827,2000,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
29,29-05-2020 05:57:54,Tbilisi,HWUW,opiopi,GABAGAMA 150 shtuk,True,1,нет,Тбилиси,150 гр,0.0175,13154,5015,447,185,,,,,,,,,,,,,GABAGAMA 150 shtuk
30,29-05-2020 05:57:54,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,5,Тбилиси,2 гр,0.0221,14931,5693,507,210,,,,,,,,,,,,,✨✨2gram. MDMA✨✨
31,29-05-2020 05:57:54,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,7,Тбилиси,2 гр,0.0388,26236,10004,891,369,,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
32,29-05-2020 05:57:54,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,7,Тбилиси,3 гр,0.0609,41168,15697,1398,579,,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
33,29-05-2020 05:59:08,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0417,28440,10844,965,400,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
34,29-05-2020 05:59:08,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,1,Тбилиси,4 гр,0.0146,9954,3795,338,140,True,,,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
35,29-05-2020 05:59:08,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.0729,49771,18977,1690,700,,,,,,,,,,,,,"""Kief"" Weed trichomes 5G"
36,29-05-2020 05:59:08,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0573,39106,14911,1328,550,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
37,29-05-2020 05:59:08,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0245,16709,6371,567,235,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
38,29-05-2020 05:59:08,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.025,17064,6506,579,240,,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
39,29-05-2020 05:59:08,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,8,Тбилиси,5 гр,0.024,16353,6235,555,230,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
40,29-05-2020 05:59:08,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,1,Тбилиси,5 гр,0.0166,11305,4310,384,159,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
41,29-05-2020 05:59:08,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.025,17064,6506,579,240,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
42,29-05-2020 05:59:08,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.025,17064,6506,579,240,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
43,29-05-2020 05:59:08,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.024,16353,6235,555,230,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
44,29-05-2020 05:59:08,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0207,15571,5937,529,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
45,29-05-2020 05:59:08,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0245,16709,6371,567,235,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
46,29-05-2020 05:59:08,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,4,Тбилиси,5 гр,0.026,17775,6778,603,250,,,,,,True,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
47,29-05-2020 05:59:08,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.253,190000,87429,6453,,,,,,,,,,,,,,reagent 25i nbome. 5gr
48,29-05-2020 05:59:08,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2841,213304,81330,7241,3000,,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
49,29-05-2020 05:59:08,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1009,68186,25998,2315,959,,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
50,29-05-2020 05:59:08,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.02,13509,5151,459,190,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
51,29-05-2020 05:59:08,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,3,Тбилиси,5 гр,0.0514,34768,13257,1180,489,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
52,29-05-2020 05:59:08,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0937,63991,24399,2172,900,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
53,29-05-2020 05:59:08,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0417,28440,10844,965,400,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
54,29-05-2020 05:59:08,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0729,49771,18977,1690,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
55,29-05-2020 05:59:08,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0437,29863,11386,1014,420,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
56,29-05-2020 05:59:08,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0833,56881,21688,1931,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
57,29-05-2020 05:59:08,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2317,158200,60320,5370,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
58,29-05-2020 05:59:08,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.164,110847,42264,3763,1559,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
59,29-05-2020 05:59:08,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0388,26236,10004,891,369,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
60,29-05-2020 05:59:08,Tbilisi,7LHWP,GEOBUDS,20 gr georgian weed. Package on magnet,True,нет,10,Тбилиси,20 гр,0.0416,28369,10817,963,399,,,,,,,,,,,,,20 gr georgian weed. Package on magnet
61,29-05-2020 05:59:08,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.526,355506,135550,12069,5000,,,,,,,,,,,,,METADON - 20 G.
62,29-05-2020 05:59:08,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.063,42590,16239,1446,599,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
63,29-05-2020 05:59:08,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,6,Тбилиси,50 гр,0.1353,92360,35216,3135,1299,,,,,,,,,,,,,50 gr georgian weed. Package on magnet
64,29-05-2020 05:59:08,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2603,177682,67748,6032,2499,,,,,,,,,,,,,100 gr georgian weed. Package on magnet
65,29-05-2020 05:59:08,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.25,170643,65064,5793,2400,,,,,,,,,,,,,100 gr marijuana buds
66,29-05-2020 05:59:08,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2083,142202,54220,4827,2000,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
67,29-05-2020 05:59:08,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2604,177753,67775,6034,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,29-05-2020 06:00:01,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6136,419497,159949,14241,5900,,,,,,,,,,,,,180 gr marihuana persoalno
69,29-05-2020 06:00:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4784,327066,124706,11103,4600,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
70,29-05-2020 06:00:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.78,533259,203325,18103,7500,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
71,29-05-2020 06:00:01,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8839,604360,230435,20516,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
72,29-05-2020 06:00:01,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0189,14220,5422,483,200,,,,,,,,,,,,,KURYER..500RUB.+BONUS
73,29-05-2020 06:00:01,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0208,14220,5422,483,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
74,29-05-2020 06:00:01,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.026,17775,6778,603,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
75,29-05-2020 06:00:01,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 1100 $ в месец залог 200$ | Rick And Morty Need DG Sallary from 1100$ prepay 200$,True,нет,1,Тбилиси,1 гр,0.0208,14220,5422,483,200,,,,,,,,,,,,,rik i morti ishit kuriera zp ot 1100 $ v mesets zalog 200$ | Rick And Morty Need DG Sallary from 1100$ prepay 200$
76,29-05-2020 06:00:01,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5741,1066518,406650,36206,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
77,29-05-2020 06:03:47,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.0029,1991,759,68,28,,,,,,,,,True,,,,Batumi n-booom 2 shtuki
78,29-05-2020 06:03:47,Batumi,A3I9,Joookerrr,Марки н-боооом!!! 10 шт.,,1,нет,Батуми,10 гр,0.0104,7110,2711,241,100,,,,,,,,,True,,,,Marki n-boooom!!! 10 sht.
79,29-05-2020 06:03:47,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2288,156423,59642,5310,2200,,,,,,,,,,True,,,[100g] SPAIN HASH
80,29-05-2020 06:03:47,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,нет,1,Батуми,0.5 гр,0.0088,6044,2304,205,85,,,,,,,,,,True,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
81,29-05-2020 06:03:47,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0428,29863,11386,1014,420,,,,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
82,29-05-2020 06:03:47,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1653,112990,51992,3838,,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
83,29-05-2020 06:03:47,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2617,178900,82321,6076,,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
84,29-05-2020 06:03:47,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7110,2711,241,100,,,,,,,,,,True,,,kur'er v Batumi
85,29-05-2020 06:03:47,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0236,17775,6778,603,250,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
86,29-05-2020 06:03:47,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0236,17775,6778,603,250,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
87,29-05-2020 06:03:47,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0286,19565,7475,664,,,,,,,,,,,True,250,,Rabota na marki (kur'er)
88,29-05-2020 06:03:47,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5741,1066518,406650,36206,15000,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
89,29-05-2020 06:03:47,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.052,35551,13555,1207,500,,,,,,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,29-05-2020 06:05:02,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0499,34484,13148,1171,485,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
91,29-05-2020 06:05:02,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,3 гр,0.0336,23463,8946,797,330,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!
92,29-05-2020 06:05:02,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0286,19565,7475,664,,,,,,,,,,,,250,True,Rabota na marki (kur'er)
