,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,€,Nadzaladevi,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
67,67,08-03-2020 07:17:57,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0671,40443,15053,1342,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
68,68,08-03-2020 07:17:57,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0745,47262,17591,1568,700.0,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
69,69,08-03-2020 07:18:55,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1209,81021,30156,2688,1200.0,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
70,70,08-03-2020 07:18:55,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1063,67450,25105,2237,999.0,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
71,71,08-03-2020 07:18:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2217,135035,50260,4479,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,72,08-03-2020 07:18:55,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2239,135035,50260,4479,2000.0,,,,,,,,,,SUBOXIN - HQ - 100 G.
73,73,08-03-2020 07:18:55,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2772,168794,62825,5599,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
74,74,08-03-2020 07:18:55,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.168,101276,37695,3359,1500.0,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
75,75,08-03-2020 07:18:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.51,310581,115598,10302,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
76,76,08-03-2020 07:18:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8315,506381,188475,16797,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
77,77,08-03-2020 07:18:55,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9423,573899,213605,19037,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
78,78,08-03-2020 07:18:55,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0202,13504,5026,448,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
79,79,08-03-2020 07:18:55,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0151,10128,3770,336,150.0,,,,,,,,,,Rabota na marki (kur'er)
80,80,08-03-2020 07:18:55,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0222,13504,5026,448,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
81,81,08-03-2020 07:18:55,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0277,16879,6283,560,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
82,82,08-03-2020 07:18:55,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6781,1012763,376950,33594,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
83,83,08-03-2020 07:19:46,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,25,нет,Батуми,1 гр,0.0202,13504,5026,448,200.0,,,,,,,True,,,NZT-52 limited 1 g muka
84,84,08-03-2020 07:19:46,Batumi,3ee37c89bb,ORANGE PUNCH [1g],,4,нет,Батуми,1 гр,0.0067,4051,1508,134,60.0,,,,,,,True,,,ORANGE PUNCH [1g]
85,85,08-03-2020 07:19:46,Batumi,c72111ac1a,NZT-52 limited 2г мука,,13,нет,Батуми,2 гр,0.0363,24306,9047,806,360.0,,,,,,,True,,,NZT-52 limited 2g muka
86,86,08-03-2020 07:19:46,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 2G,,5,нет,Батуми,2 гр,0.0111,6752,2513,224,100.0,,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
87,87,08-03-2020 07:19:46,Batumi,3ee37c89bb,ТРАВА ORANGE PUNCH [2g],,1,нет,Батуми,2 гр,0.0055,3376,1257,112,50.0,,,,,,,True,,,TRAVA ORANGE PUNCH [2g]
88,88,08-03-2020 07:19:46,Batumi,012f23b5ea,Power Africa 2.5 g,,2,нет,Батуми,2.5 гр,0.0106,7089,2639,235,105.0,,,,,,,True,,,Power Africa 2.5 g
89,89,08-03-2020 07:19:46,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.0277,16879,6283,560,250.0,,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
90,90,08-03-2020 07:19:46,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1663,101276,37695,3359,1500.0,,,,,,,True,,,Skunk! 50 gr.
91,91,08-03-2020 07:19:46,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,5,Батуми,0.27 гр,0.0302,18230,6785,605,270.0,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
92,92,08-03-2020 07:19:46,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0202,13504,5026,448,200.0,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
93,93,08-03-2020 07:19:46,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2239,135035,50260,4479,2000.0,,,,,,,True,,,SUBOXIN - HQ - 100 G.
94,94,08-03-2020 07:19:46,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.168,101276,37695,3359,1500.0,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
95,95,08-03-2020 07:19:46,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.005,3376,1257,112,50.0,,,,,,,True,,,kur'er v Batumi
96,96,08-03-2020 07:19:46,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0252,16879,6283,560,250.0,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
97,97,08-03-2020 07:19:46,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0151,10128,3770,336,150.0,,,,,,,True,,,Rabota na marki (kur'er)
98,98,08-03-2020 07:19:46,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0252,16879,6283,560,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
99,99,08-03-2020 07:19:46,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6781,1012763,376950,33594,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
100,100,08-03-2020 07:19:46,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0554,33759,12565,1120,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
101,101,08-03-2020 07:21:13,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0151,10128,3770,336,150.0,,,,,,,,,True,Rabota na marki (kur'er)
