,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Дигоми,Saburtalo,Vake,Old Tbilisi (Старый город),Vazisubani,Nadzaladevi,€,Авлобари,Батуми,Центр,desc_en
17,17,20-06-2020 15:45:22,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,True,1,нет,Тбилиси,2 гр,0.0515,34717,13423,1185,499.0,,,,,,,,,,,,Cocaine Pure VHQ 2 g
18,18,20-06-2020 15:45:22,Tbilisi,54915c4374,марки н-боом 2 шт.,,3,нет,Тбилиси,2 гр,0.0036,2435,942,83,35.0,,,True,,,,,,,,,marki n-boom 2 sht.
19,19,20-06-2020 15:45:22,Tbilisi,aeb8abccb9,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,3,нет,Тбилиси,2 гр,0.0088,5914,2287,202,85.0,,,,True,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
20,20,20-06-2020 15:45:22,Tbilisi,0dec0e1c48,3 gr georgian weed. Package on magnet,True,26,нет,Тбилиси,3 гр,0.009000000000000001,6053,2340,207,87.0,,,,,,,,,,,,3 gr georgian weed. Package on magnet
21,21,20-06-2020 15:45:22,Tbilisi,e56bb6ca93,АКЦИЯ! СУПЕР ЦЕНА! 3 gr Indica dominant Buds,True,11,нет,Тбилиси,3 гр,0.0071,4801,1856,164,69.0,,,,,,True,,,,,,AKTsIJa! SUPER TsENA! 3 gr Indica dominant Buds
22,22,20-06-2020 15:45:22,Tbilisi,aeb8abccb9,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,3,нет,Тбилиси,4 гр,0.0144,9740,3766,333,140.0,,True,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
23,23,20-06-2020 15:45:22,Tbilisi,8528108b62,5g. марихуана шишки Critical,True,2,нет,Тбилиси,5 гр,0.0225,16697,6456,570,240.0,,,,,,,,,,,,5g. marihuana shishki Critical
24,24,20-06-2020 15:45:22,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0182,12175,4708,416,175.0,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
25,25,20-06-2020 15:45:22,Tbilisi,d04eeb6525,5г. GEO Марихуана бошки,True,1,нет,Тбилиси,5 гр,0.013999999999999999,10366,4008,354,149.0,,,,,,,,,,,,5g. GEO Marihuana boshki
26,26,20-06-2020 15:45:22,Tbilisi,e56bb6ca93,АКЦИЯ! СУПЕР ЦЕНА! 5gr marijuana buds -indica- (КЛАДИ НА МАГНИТАХ),True,11,нет,Тбилиси,5 гр,0.0102,6888,2663,235,99.0,,,,,,,,,,,,AKTsIJa! SUPER TsENA! 5gr marijuana buds -indica- (KLADI NA MAGNITAH)
27,27,20-06-2020 15:45:22,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,5 гр,0.0052,3826,1480,131,55.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
28,28,20-06-2020 15:45:22,Tbilisi,54915c4374,марки н-боом 5шт.,True,4,10,Тбилиси,5 гр,0.0067,4522,1749,154,65.0,,,True,,,,,,,,,marki n-boom 5sht.
29,29,20-06-2020 15:45:22,Tbilisi,e56bb6ca93,АКЦИЯ! СУПЕР ЦЕНА! 10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),True,11,нет,Тбилиси,10 гр,0.0205,13845,5353,473,199.0,,,,,,,,,,,,AKTsIJa! SUPER TsENA! 10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
30,30,20-06-2020 15:45:22,Tbilisi,e56bb6ca93,"Отходы, листья и шишки. 🍃 Leafs and Buds (Good for making bubble hash)",True,9,нет,Тбилиси,10 гр,0.0098,6540,2529,223,94.0,,,,,,,,,,,,"Othody, list'ja i shishki. 🍃 Leafs and Buds (Good for making bubble hash)"
31,31,20-06-2020 15:45:22,Tbilisi,83f3d55917,Химка !! 10 г %%5%% скидка новинка !!!!,,2,нет,Тбилиси,10 гр,0.0064,4522,1749,154,65.0,,,,,,,True,,,,,Himka !! 10 g %%5%% skidka novinka !!!!
32,32,20-06-2020 15:45:22,Tbilisi,7bd1a5deba,11+ GRAMM BEASTWEED NEW,True,4,нет,Тбилиси,11 гр,0.0169,12523,4842,428,180.0,,,,,,,,,,,,11+ GRAMM BEASTWEED NEW
33,33,20-06-2020 15:45:22,Tbilisi,8528108b62,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0469,34786,13450,1188,500.0,,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
34,34,20-06-2020 15:45:22,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2082,139145,53800,4751,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
35,35,20-06-2020 15:46:12,Tbilisi,54915c4374,"Extazzy ""Gucci"" VHQ (1 штука)",True,нет,10,Тбилиси,1 гр,0.0047,3131,1211,107,45.0,,,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
36,36,20-06-2020 15:46:12,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (2гр)",True,нет,10,Тбилиси,2 гр,0.0093,6262,2421,214,90.0,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
37,37,20-06-2020 15:46:12,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.0387,25672,9926,877,369.0,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
38,38,20-06-2020 15:46:12,Tbilisi,54915c4374,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),True,нет,10,Тбилиси,2.2 гр,0.0087,5850,2261,200,,,,,,,,,75.0,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
39,39,20-06-2020 15:46:12,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,10,Тбилиси,3 гр,0.0125,8349,3228,285,120.0,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
40,40,20-06-2020 15:46:12,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0607,40282,15575,1376,579.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
41,41,20-06-2020 15:46:12,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,6,Тбилиси,4 гр,0.0415,27829,10760,950,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
42,42,20-06-2020 15:46:12,Tbilisi,54915c4374,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),True,нет,10,Тбилиси,4 гр,0.0125,8349,3228,285,120.0,,,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
43,43,20-06-2020 15:46:12,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0571,38265,14795,1307,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,44,20-06-2020 15:46:12,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.027999999999999997,18785,7263,641,270.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
45,45,20-06-2020 15:46:12,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0291,19480,7532,665,280.0,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
46,46,20-06-2020 15:46:12,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0286,19132,7398,653,275.0,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
47,47,20-06-2020 15:46:12,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0249,16697,6456,570,240.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,48,20-06-2020 15:46:12,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0291,19480,7532,665,280.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,49,20-06-2020 15:46:12,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.027999999999999997,18785,7263,641,270.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,50,20-06-2020 15:46:12,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0207,15236,5891,520,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,51,20-06-2020 15:46:12,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,10,Тбилиси,5 гр,0.0182,12175,4708,416,175.0,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
52,52,20-06-2020 15:46:12,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.027999999999999997,18785,7263,641,270.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,20-06-2020 15:46:12,Tbilisi,54915c4374,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1558,104359,40350,3564,1500.0,,,,,,,,,,,,Gerojn (sirets) 5 gr
54,54,20-06-2020 15:46:12,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2579,190000,87429,6501,,,,,,,,,,,,,reagent 25i nbome. 5gr
55,55,20-06-2020 15:46:12,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2833,208718,80700,7127,3000.0,,,,,True,,,,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,56,20-06-2020 15:46:12,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1006,66720,25797,2278,959.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,57,20-06-2020 15:46:12,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,9,Тбилиси,5 гр,0.0199,13219,5111,451,190.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,58,20-06-2020 15:46:12,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,9,Тбилиси,5 гр,0.0513,34021,13154,1162,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
59,59,20-06-2020 15:46:12,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0935,62615,24210,2138,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
60,60,20-06-2020 15:46:12,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0571,38265,14795,1307,550.0,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
61,61,20-06-2020 15:46:12,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0727,48701,18830,1663,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,62,20-06-2020 15:46:12,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0436,29220,11298,998,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,63,20-06-2020 15:46:12,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0831,55658,21520,1901,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,64,20-06-2020 15:46:12,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,10,Тбилиси,10 гр,0.0343,22959,8877,784,330.0,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
65,65,20-06-2020 15:46:12,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2311,154799,59853,5286,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
66,66,20-06-2020 15:46:12,Tbilisi,54915c4374,Сирец (геройн) очень сильный 10 гр,True,нет,2,Тбилиси,10 гр,0.2285,153060,59180,5227,2200.0,,,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
67,67,20-06-2020 15:46:12,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1635,108464,41937,3704,1559.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,68,20-06-2020 15:46:12,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.0828,54893,21224,1874,789.0,,,,,,,,,,,,💘✨10gram MDMA ✨💘
69,69,20-06-2020 15:47:05,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,8,Тбилиси,10 гр,0.0387,25672,9926,877,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
70,70,20-06-2020 15:47:05,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,11 гр,0.0457,30422,11759,1040,,,,,,,,,390.0,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
71,71,20-06-2020 15:47:05,Tbilisi,dd631c4acf,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.1416,104359,40350,3564,1500.0,,,,,,,,,,,,✨💘20g MDMA💘✨
72,72,20-06-2020 15:47:05,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0628,41674,16113,1423,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
73,73,20-06-2020 15:47:05,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1349,90375,34943,3086,1299.0,,,,,,,,,,,,50 gr georgian weed. Package on magnet
74,74,20-06-2020 15:47:05,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.2595,173862,67223,5937,2499.0,,,,,,,,,,,,100 gr georgian weed. Package on magnet
75,75,20-06-2020 15:47:05,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2493,166974,64560,5702,2400.0,,,,,,,,,,,,100 gr marijuana buds
76,76,20-06-2020 15:47:05,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2077,139145,53800,4751,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
77,77,20-06-2020 15:47:05,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2596,173931,67250,5939,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
78,78,20-06-2020 15:47:05,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6128,410478,158710,14017,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
79,79,20-06-2020 15:47:05,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,4,Тбилиси,200 гр,0.4454,295683,114325,10097,4250.0,,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
80,80,20-06-2020 15:47:05,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4778,320034,123740,10928,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
81,81,20-06-2020 15:47:05,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7789,521794,201750,17818,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
82,82,20-06-2020 15:47:05,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8828,591366,228650,20193,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
83,83,20-06-2020 15:47:05,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0189,13915,5380,475,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
84,84,20-06-2020 15:47:05,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0208,13915,5380,475,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
85,85,20-06-2020 15:47:05,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.026000000000000002,17393,6725,594,250.0,,,,,,,,,,,,Rabota na marki (kur'er)
86,86,20-06-2020 15:47:05,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5721,1043588,403500,35636,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
87,87,20-06-2020 15:48:29,Batumi,be97026d1d,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,13,нет,Батуми,0.25 гр,0.0135,9283,3588,317,,,,,,,,,119.0,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
88,88,20-06-2020 15:48:29,Batumi,f8a875c191,METADON - 025,,1,3,Батуми,0.25 гр,0.0365,24350,9415,832,350.0,,,,,,,,,,True,,METADON - 025
89,89,20-06-2020 15:48:29,Batumi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1547,104359,40350,3564,1500.0,,,,,,,,,,True,,Gerojn (sirets) 5 gr
90,90,20-06-2020 15:48:29,Batumi,3b3ba4f5a5,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0433,29220,11298,998,420.0,,,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
91,91,20-06-2020 15:48:29,Batumi,54915c4374,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2269,153060,59180,5227,2200.0,,,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
92,92,20-06-2020 15:48:29,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1675,112990,51992,3866,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
93,93,20-06-2020 15:48:29,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2652,178900,82321,6121,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
94,94,20-06-2020 15:48:29,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,6957,2690,238,100.0,,,,,,,,,,True,,kur'er v Batumi
95,95,20-06-2020 15:48:29,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0234,17393,6725,594,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
96,96,20-06-2020 15:48:29,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0234,17393,6725,594,250.0,,,,,,,,,,True,,Ischu kur'era v Gruzii!
97,97,20-06-2020 15:48:29,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,2,Батуми,5 гр,0.0206,13915,5380,475,200.0,,,,,,,,,,True,,Kur'er Batumi na marihuanu
98,98,20-06-2020 15:48:29,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5612,1043588,403500,35636,15000.0,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
99,99,20-06-2020 15:48:29,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0516,34786,13450,1188,500.0,,,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
