,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vazisubani,Zahesi,Дигоми,Varketili,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
14,14,03-07-2020 17:33:27,Tbilisi,cb721d4bca,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",,4,нет,Тбилиси,1 гр,0.0063,4230,1635,145,60.0,,,,True,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
15,15,03-07-2020 17:33:27,Tbilisi,16a8841259,Jamaican 1г High Thc,True,3,нет,Тбилиси,1 гр,0.0061,4089,1581,140,58.0,,,,,,,,,,,Jamaican 1g High Thc
16,16,03-07-2020 17:33:27,Tbilisi,4b4cde4fad,Iranian Black Heroin Old WHQ Не сырец 2.g. ПОДЪЕЗД,True,1,нет,Тбилиси,2 гр,0.04,26790,10355,920,380.0,,,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 2.g. POD'EZD
17,17,03-07-2020 17:33:27,Tbilisi,f374062dcd,Кокаин Перу HD 2гр,True,1,нет,Тбилиси,2 гр,0.0401,29610,11445,1017,420.0,,,,,,,,,,,Kokain Peru HD 2gr
18,18,03-07-2020 17:33:27,Tbilisi,0dec0e1c48,3 gr georgian weed. Package on magnet,True,7,нет,Тбилиси,3 гр,0.0091,6134,2371,211,87.0,,,,,True,,,,,,3 gr georgian weed. Package on magnet
19,19,03-07-2020 17:33:27,Tbilisi,e56bb6ca93,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,16,нет,Тбилиси,3 гр,0.0058,3878,1499,133,55.0,,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
20,20,03-07-2020 17:33:27,Tbilisi,f374062dcd,Weed Сорт Purple 3гр,True,2,нет,Тбилиси,3 гр,0.008,5922,2289,203,84.0,,,,,,,,,,,Weed Sort Purple 3gr
21,21,03-07-2020 17:33:27,Tbilisi,7bd1a5deba,5 + GRAMM NEW BEASTWEED,True,1,нет,Тбилиси,5 гр,0.01,7402,2861,254,105.0,,,,,,,,,,,5 + GRAMM NEW BEASTWEED
22,22,03-07-2020 17:33:27,Tbilisi,e56bb6ca93,5gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,2,нет,Тбилиси,5 гр,0.0073,4865,1880,167,69.0,,,,,,,,,,,5gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
23,23,03-07-2020 17:33:27,Tbilisi,d04eeb6525,5г. GEO Марихуана бошки,True,7,нет,Тбилиси,5 гр,0.0142,10504,4060,361,149.0,,,,,,,,,,,5g. GEO Marihuana boshki
24,24,03-07-2020 17:33:27,Tbilisi,0dec0e1c48,10 gr georgian weed. Package on magnet,True,2,нет,Тбилиси,10 гр,0.0251,16849,6513,579,239.0,,,,,,,,,,,10 gr georgian weed. Package on magnet
25,25,03-07-2020 17:33:27,Tbilisi,e56bb6ca93,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,2,нет,Тбилиси,10 гр,0.0137,9094,3515,312,129.0,,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
26,26,03-07-2020 17:33:27,Tbilisi,c225d2f67d,Гашиш Евро 10гр,True,3,нет,Тбилиси,10 гр,0.0459,31725,12263,1090,450.0,,,,,,,,,,,Gashish Evro 10gr
27,27,03-07-2020 17:33:27,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,10 гр,0.0081,5993,2316,206,85.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
28,28,03-07-2020 17:33:27,Tbilisi,8528108b62,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0478,35250,13625,1211,500.0,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
29,29,03-07-2020 17:33:27,Tbilisi,ae784bef73,Silver haze leaves листья 15гр sale,True,8,нет,Тбилиси,15 гр,0.0068,4583,1771,157,65.0,,,,,,,,,,,Silver haze leaves list'ja 15gr sale
30,30,03-07-2020 17:33:27,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2122,141000,54500,4843,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
31,31,03-07-2020 17:33:27,Tbilisi,54915c4374,Heroin (sirec) made from Azerbaijan 0.2 гр.,True,нет,10,Тбилиси,0.2 гр,0.0101,6768,2616,232,96.0,,,,,,,,,,,Heroin (sirec) made from Azerbaijan 0.2 gr.
32,32,03-07-2020 17:33:27,Tbilisi,54915c4374,Cocaine (cox) VHQ 1 грамм,True,нет,8,Тбилиси,1 гр,0.0289,19387,7494,666,275.0,,,,,,,,,,,Cocaine (cox) VHQ 1 gramm
33,33,03-07-2020 17:33:27,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (2гр)",True,нет,8,Тбилиси,2 гр,0.0095,6345,2453,218,90.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
34,34,03-07-2020 17:34:27,Tbilisi,54915c4374,Cocaine (cox) VHQ 1 грамм,True,нет,8,Тбилиси,1 гр,0.0289,19387,7494,666,275.0,,,,,,,,,,,Cocaine (cox) VHQ 1 gramm
35,35,03-07-2020 17:34:27,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (2гр)",True,нет,8,Тбилиси,2 гр,0.0095,6345,2453,218,90.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
36,36,03-07-2020 17:34:27,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,9,Тбилиси,2 гр,0.053,35179,13598,1208,499.0,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
37,37,03-07-2020 17:34:27,Tbilisi,54915c4374,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),True,нет,9,Тбилиси,2.2 гр,0.0089,5942,2295,205,,,,,,,75.0,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
38,38,03-07-2020 17:34:27,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,4,Тбилиси,3 гр,0.0126,8460,3270,291,120.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
39,39,03-07-2020 17:34:27,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,20,Тбилиси,3 гр,0.0797,52875,20438,1816,750.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
40,40,03-07-2020 17:34:27,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,5,Тбилиси,4 гр,0.0421,28200,10900,969,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
41,41,03-07-2020 17:34:27,Tbilisi,54915c4374,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),True,нет,8,Тбилиси,4 гр,0.0126,8460,3270,291,120.0,,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
42,42,03-07-2020 17:34:27,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0263,17625,6813,605,250.0,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
43,43,03-07-2020 17:34:27,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0579,38775,14988,1332,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,44,03-07-2020 17:34:27,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0284,19035,7358,654,270.0,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
45,45,03-07-2020 17:34:28,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0295,19740,7630,678,280.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
46,46,03-07-2020 17:34:28,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0289,19387,7494,666,275.0,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
47,47,03-07-2020 17:34:28,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0252,16920,6540,581,240.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,48,03-07-2020 17:34:28,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0295,19740,7630,678,280.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,49,03-07-2020 17:34:28,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0284,19035,7358,654,270.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,50,03-07-2020 17:34:28,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0209,15439,5968,530,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,51,03-07-2020 17:34:28,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,6,Тбилиси,5 гр,0.0184,12337,4769,424,175.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
52,52,03-07-2020 17:34:28,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0284,19035,7358,654,270.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,03-07-2020 17:34:28,Tbilisi,54915c4374,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1578,105750,40875,3632,1500.0,,,,,,,,,,,Gerojn (sirets) 5 gr
54,54,03-07-2020 17:34:28,Tbilisi,794765e142,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,1,Тбилиси,5 гр,0.0263,17625,6813,605,250.0,True,,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
55,55,03-07-2020 17:34:28,Tbilisi,54915c4374,марки н-боом 5шт.,True,нет,5,Тбилиси,5 гр,0.0068,4583,1771,157,65.0,,,,,,,,,,,marki n-boom 5sht.
56,56,03-07-2020 17:34:28,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2577,190000,87429,6528,,,,,,,,,,,,reagent 25i nbome. 5gr
57,57,03-07-2020 17:34:28,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2869,211500,81750,7264,3000.0,,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
58,58,03-07-2020 17:34:28,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,7,Тбилиси,5 гр,0.1327,88054,34035,3024,1249.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
59,59,03-07-2020 17:34:28,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,12,Тбилиси,5 гр,0.0212,14100,5450,484,200.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
60,60,03-07-2020 17:34:28,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0947,63450,24525,2179,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
61,61,03-07-2020 17:34:28,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0579,38775,14988,1332,550.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
62,62,03-07-2020 17:34:28,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0736,49350,19075,1695,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
63,63,03-07-2020 17:34:28,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0442,29610,11445,1017,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
64,64,03-07-2020 17:34:28,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0842,56400,21800,1937,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
65,65,03-07-2020 17:34:28,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,9,Тбилиси,10 гр,0.0347,23265,8993,799,330.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
66,66,03-07-2020 17:34:28,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2341,156862,60631,5388,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
67,67,03-07-2020 17:34:28,Tbilisi,54915c4374,Марки н-боом 10 шт.,True,нет,7,Тбилиси,10 гр,0.0105,7050,2725,242,100.0,,,,,,,,,,,Marki n-boom 10 sht.
68,68,03-07-2020 17:36:17,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,11 гр,0.0465,30896,11934,1065,,,,,,,390.0,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
69,69,03-07-2020 17:36:17,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,20,Тбилиси,20 гр,0.0849,56400,21800,1937,800.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
70,70,03-07-2020 17:36:17,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2523,169200,65400,5811,2400.0,,,,,,,,,,,100 gr marijuana buds
71,71,03-07-2020 17:36:17,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2103,141000,54500,4843,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,72,03-07-2020 17:36:17,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2628,176250,68125,6054,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
73,73,03-07-2020 17:36:17,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6203,415949,160775,14286,5900.0,,,,,,,,,,,180 gr marihuana persoalno
74,74,03-07-2020 17:36:17,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4836,324300,125350,11138,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
75,75,03-07-2020 17:36:17,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7885,528749,204375,18161,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
76,76,03-07-2020 17:36:17,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8936,599249,231625,20582,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
77,77,03-07-2020 17:36:17,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0191,14100,5450,484,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
78,78,03-07-2020 17:36:17,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0263,17625,6813,605,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
79,79,03-07-2020 17:36:17,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.021,14100,5450,484,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
80,80,03-07-2020 17:36:17,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0263,17625,6813,605,250.0,,,,,,,,,,,Rabota na marki (kur'er)
81,81,03-07-2020 17:36:17,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5913,1057499,408750,36321,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
82,82,03-07-2020 17:39:19,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 2pc 🎭🔮🧞‍♀️",,13,нет,Батуми,2 гр,0.0119,7922,3060,273,,,,,,,100.0,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 2pc 🎭🔮🧞‍♀️"
83,83,03-07-2020 17:39:19,Batumi,3c4662c591,Super Critical 10G,,3,нет,Батуми,10 гр,0.0473,31725,12263,1090,450.0,,,,,,,,,,True,Super Critical 10G
84,84,03-07-2020 17:39:19,Batumi,f8a875c191,METADON - 0.25 - SALE,,нет,10,Батуми,0.25 гр,0.0266,17625,6813,605,250.0,,,,,,,,,True,,METADON - 0.25 - SALE
85,85,03-07-2020 17:39:19,Batumi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1577,105750,40875,3632,1500.0,,,,,,,,,True,,Gerojn (sirets) 5 gr
86,86,03-07-2020 17:39:19,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0465,30896,11934,1065,,,,,,,390.0,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
87,87,03-07-2020 17:39:19,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,5,Батуми,11 гр,0.0501,33273,12852,1147,,,,,,,420.0,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
88,88,03-07-2020 17:39:19,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1685,112990,51992,3882,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
89,89,03-07-2020 17:39:19,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2668,178900,82321,6147,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
90,90,03-07-2020 17:39:19,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7050,2725,242,100.0,,,,,,,,,True,,kur'er v Batumi
91,91,03-07-2020 17:39:19,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,17625,6813,605,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
92,92,03-07-2020 17:39:19,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,17625,6813,605,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
93,93,03-07-2020 17:39:19,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.021,14100,5450,484,200.0,,,,,,,,,True,,Kur'er Batumi na marihuanu
94,94,03-07-2020 17:39:19,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5917,1057499,408750,36321,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
95,95,03-07-2020 17:39:19,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0526,35250,13625,1211,500.0,,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
