,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
57,57,02-03-2020 21:31:45,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0864,53062,19952,1791,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
58,58,02-03-2020 21:31:45,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2403,147578,55492,4982,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
59,59,02-03-2020 21:31:45,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.158,96108,36138,3244,1449.0,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
60,60,02-03-2020 21:31:45,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0402,24475,9203,826,369.0,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
61,61,02-03-2020 21:31:45,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0326,19832,7457,670,299.0,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
62,62,02-03-2020 21:31:45,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0763,46429,17458,1567,700.0,,,,,,,,,20x Extasy Duracell 223mg MDMA.
63,63,02-03-2020 21:31:45,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0653,39730,14939,1341,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
64,64,02-03-2020 21:31:45,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0725,46429,17458,1567,700.0,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
65,65,02-03-2020 21:31:45,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1178,79593,29928,2687,1200.0,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
66,66,02-03-2020 21:31:45,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1035,66261,24915,2237,999.0,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
67,67,02-03-2020 21:31:45,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.21600000000000003,132655,49880,4478,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
68,68,02-03-2020 21:31:45,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2181,132655,49880,4478,2000.0,,,,,,,,,SUBOXIN - HQ - 100 G.
69,69,02-03-2020 21:31:45,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.27,165819,62350,5598,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
70,70,02-03-2020 21:32:35,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8079999999999999,497456,187050,16793,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
71,71,02-03-2020 21:32:35,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9157,563783,211990,19032,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
72,72,02-03-2020 21:32:35,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0196,13265,4988,448,200.0,,,,,,,,,KURYER..500RUB.+BONUS
73,73,02-03-2020 21:32:35,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0196,13265,4988,448,200.0,,,,,,,,,Trebuetsja Kur'er
74,74,02-03-2020 21:32:35,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0215,13265,4988,448,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,75,02-03-2020 21:32:35,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0269,16582,6235,560,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
76,76,02-03-2020 21:32:35,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6307,994911,374100,33587,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
77,77,02-03-2020 21:34:08,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1617,99491,37410,3359,1500.0,,,,,,True,,,Skunk! 50 gr.
78,78,02-03-2020 21:34:08,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,4,Батуми,0.27 гр,0.0294,17908,6734,605,270.0,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
79,79,02-03-2020 21:34:08,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0196,13265,4988,448,200.0,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
80,80,02-03-2020 21:34:08,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2177,132655,49880,4478,2000.0,,,,,,True,,,SUBOXIN - HQ - 100 G.
81,81,02-03-2020 21:34:08,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1633,99491,37410,3359,1500.0,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,82,02-03-2020 21:34:08,Batumi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.0109,6633,2494,224,100.0,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
83,83,02-03-2020 21:34:08,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3316,1247,112,50.0,,,,,,True,,,kur'er v Batumi
84,84,02-03-2020 21:34:08,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0049,3316,1247,112,50.0,,,,,,True,,,Vakansija Kur'era v Batumi
85,85,02-03-2020 21:34:08,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0074,5000,2301,167,,,,,,,True,,,Vakansija Kur'era v Batumi
86,86,02-03-2020 21:34:08,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0245,16582,6235,560,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
87,87,02-03-2020 21:34:08,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0245,16582,6235,560,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
88,88,02-03-2020 21:34:08,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6315,994911,374100,33587,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
89,89,02-03-2020 21:34:08,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0539,33164,12470,1120,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,90,02-03-2020 21:35:39,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0117,7163,2694,242,108.0,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
91,91,02-03-2020 21:35:39,Kutaisi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.0108,6633,2494,224,100.0,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
