,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Old Tbilisi (Старый город),Didube,€,Авлобари,Батуми,Центр,Кутаиси,desc_en
12,03-04-2020 09:19:28,Tbilisi,03F3,geoshop,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,8,нет,Тбилиси,1 гр,0.0053,2954,1056,98,38,True,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
13,03-04-2020 09:19:28,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,,4,нет,Тбилиси,1 гр,0.0252,14691,5254,489,189,True,,,,,,,,Cocaine Pure VHQ 1g
14,03-04-2020 09:19:28,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,,2,нет,Тбилиси,1 гр,0.0765,42753,15290,1424,550,True,,,,,,,,Metadon VHQ 1 24/7
15,03-04-2020 09:19:28,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,,2,нет,Тбилиси,1 гр,0.0274,15935,5699,531,205,True,,,,,,,,VHQ BEST Cocaine 1g.
16,03-04-2020 09:19:28,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1139,69959,25020,2330,900,True,,,,,,,,Metadon 1gr
17,03-04-2020 09:19:28,Tbilisi,LGRP8,Walker12,♥ VHQ ♥ 1G TANGERINE DREAM (THC 20 % Import) SALE 10 %,,1,нет,Тбилиси,1 гр,0.0038,2332,834,78,30,,True,,,,,,,♥ VHQ ♥ 1G TANGERINE DREAM (THC 20 % Import) SALE 10 %
18,03-04-2020 09:19:28,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,1,нет,Тбилиси,2 гр,0.0104,5830,2085,194,75,True,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
19,03-04-2020 09:19:28,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,,1,нет,Тбилиси,2 гр,0.0096,5364,1918,179,69,True,,,,,,,,2 gr Shishki “OG KUSH VHQ”
20,03-04-2020 09:19:28,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,,2,нет,Тбилиси,2 гр,0.0098,5441,1946,181,70,True,,,,,,,,2x Extasy Duracell 223mg MDMA.
21,03-04-2020 09:19:28,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 2 штуки!!!,True,17,нет,Тбилиси,2 гр,0.0044,2721,973,91,35,True,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 2 shtuki!!!
22,03-04-2020 09:19:28,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,2 гр,0.0044,2721,973,91,35,True,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
23,03-04-2020 09:19:28,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,,1,нет,Тбилиси,3 гр,0.0153,8473,3030,282,109,True,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
24,03-04-2020 09:19:28,Tbilisi,WLV7F,AGsgrowgro,metadon hydrochloride 4г,True,1,нет,Тбилиси,4 гр,0.0077,4275,1529,142,55,,,,,,,,,metadon hydrochloride 4g
25,03-04-2020 09:19:28,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0427,24874,8896,829,320,True,,,,,,,,"5 Grm MDMA , Purity A +++"
26,03-04-2020 09:19:28,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,2,нет,Тбилиси,5 гр,0.0413,23320,8340,777,300,True,,,,,,,,5 Grm Mdma Pure Quality A +++
27,03-04-2020 09:19:28,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,2,нет,Тбилиси,5 гр,0.023,12826,4587,427,165,True,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
28,03-04-2020 09:19:28,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,,2,нет,Тбилиси,5 гр,0.0235,13137,4698,438,169,True,,,,,,,,5gr Stardawg Auto WEED BUDS
29,03-04-2020 09:19:28,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (hight quality),True,3,нет,Тбилиси,5 гр,0.0186,10416,3725,347,134,,,,,,,,,5gr marijuana buds -indica- (hight quality)
30,03-04-2020 09:19:28,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,3,нет,Тбилиси,5 гр,0.0246,13603,4865,453,175,True,,,,,,,,5x Extasy Duracell 223mg MDMA.
31,03-04-2020 09:19:28,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,5 гр,0.007,4275,1529,142,55,True,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
32,03-04-2020 09:19:28,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,True,2,нет,Тбилиси,6 гр,0.0101,6219,2224,207,80,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
33,03-04-2020 09:19:28,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",True,1,нет,Тбилиси,10 гр,0.0555,31015,11092,1033,399,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
34,03-04-2020 09:20:15,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0508,28372,10147,945,365,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
35,03-04-2020 09:20:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0372,20755,7423,691,267,True,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
36,03-04-2020 09:20:15,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0534,31093,11120,1036,400,True,,,,,,,,gashish evro 10g
37,03-04-2020 09:20:15,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.1038,60398,21601,2012,777,True,,,,,,,,Gashish Evro 20gr
38,03-04-2020 09:20:15,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.253,155465,55600,5179,2000,True,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
39,03-04-2020 09:20:15,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 0.25 G.,,нет,15,Тбилиси,0.25 гр,0.0351,19433,6950,647,250,True,,,,,,,,METADON - 0.25 G.
40,03-04-2020 09:20:15,Tbilisi,A3I9,Joookerrr,MDMA 1 гр,,нет,3,Тбилиси,1 гр,0.014,8574,3040,283,,True,,,100,,,,,MDMA 1 gr
41,03-04-2020 09:20:15,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.5 G (SALE),,нет,15,Тбилиси,1.5 гр,0.1054,58299,20850,1942,750,True,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.5 G (SALE)
42,03-04-2020 09:20:15,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,1,2,Тбилиси,2 гр,0.0281,15547,5560,518,200,True,,,,,,,,✨✨2gram. MDMA✨✨
43,03-04-2020 09:20:15,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,3,Тбилиси,2 гр,0.0519,28683,10258,955,369,True,,,,,,,,❄❄2g HQ COCAINE❄❄
44,03-04-2020 09:20:15,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0829,45862,16402,1528,590,True,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
45,03-04-2020 09:20:15,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0557,31093,11120,1036,400,True,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
46,03-04-2020 09:20:15,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0223,12437,4448,414,160,True,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
47,03-04-2020 09:20:15,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0765,42753,15290,1424,550,True,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
48,03-04-2020 09:20:15,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0235,13137,4698,438,169,True,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
49,03-04-2020 09:20:15,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,8,Тбилиси,5 гр,0.0237,13215,4726,440,170,True,,,,,,,,5 gr Shishki “OG KUSH VHQ”
50,03-04-2020 09:20:15,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0277,15469,5532,515,199,True,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
51,03-04-2020 09:20:15,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0277,15469,5532,515,199,True,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
52,03-04-2020 09:20:15,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0277,15469,5532,515,199,True,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
53,03-04-2020 09:20:15,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0277,17023,6088,567,219,True,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
54,03-04-2020 09:20:15,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0422,23320,8340,777,300,True,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
55,03-04-2020 09:20:15,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 5 G.,,нет,15,Тбилиси,5 гр,0.2108,116599,41700,3884,1500,True,,,,,,,,METADON - 5 G.
56,03-04-2020 09:20:15,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0277,15469,5532,515,199,True,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,03-04-2020 09:20:15,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,12,Тбилиси,5 гр,0.0253,15547,5560,518,200,True,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
58,03-04-2020 09:20:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3092,190000,87429,6308,,True,,,,,,,,reagent 25i nbome. 5gr
59,03-04-2020 09:20:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3796,233198,83400,7768,3000,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
60,03-04-2020 09:20:15,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.1221,67550,24158,2250,869,True,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
61,03-04-2020 09:20:15,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0267,14769,5282,492,190,True,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
62,03-04-2020 09:20:15,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0687,38011,13594,1266,489,True,,,,,,,,💘✨5g. MDMA ✨💘
63,03-04-2020 09:20:15,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,6,Тбилиси,5 гр,0.0266,14691,5254,489,189,True,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
64,03-04-2020 09:20:15,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1253,69959,25020,2330,900,True,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
65,03-04-2020 09:20:15,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0974,54413,19460,1813,700,True,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
66,03-04-2020 09:20:54,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0445,24874,8896,829,320,True,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
67,03-04-2020 09:20:54,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1113,62186,22240,2071,800,True,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
68,03-04-2020 09:20:54,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3097,172955,61855,5761,2225,True,,,,,,,,Amfetamin [White] [Import] 10G
69,03-04-2020 09:20:54,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),,нет,3,Тбилиси,10 гр,0.014,8574,3040,283,,True,,,100,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
70,03-04-2020 09:20:54,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,8,Тбилиси,10 гр,0.2037,112634,40282,3752,1449,True,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
71,03-04-2020 09:20:54,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0519,28683,10258,955,369,True,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
72,03-04-2020 09:20:54,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.042,23242,8312,774,299,True,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
73,03-04-2020 09:20:54,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,нет,8,Тбилиси,20 гр,0.0694,38789,13872,1292,499,True,,,,,,,,20 gr Indica marijuana buds (hight quality)
74,03-04-2020 09:20:54,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0842,46562,16652,1551,599,True,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
75,03-04-2020 09:20:54,Tbilisi,8B31,GEOWEEDSHOP,50gr Georgian Indica dominant buds. The Best PRICE,True,нет,13,Тбилиси,50 гр,0.139,77655,27772,2587,999,True,,,,,,,,50gr Georgian Indica dominant buds. The Best PRICE
76,03-04-2020 09:20:54,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1531,85506,30580,2848,1100,True,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
77,03-04-2020 09:20:54,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.334,186558,66720,6214,2400,True,,,,,,,,100 gr marijuana buds
78,03-04-2020 09:20:54,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2783,155465,55600,5179,2000,True,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,03-04-2020 09:20:54,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2811,155465,55600,5179,2000,True,,,,,,,,SUBOXIN - HQ - 100 G.
80,03-04-2020 09:20:54,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3479,194331,69500,6473,2500,True,,,,,,,,Marihuana [Shishki] [Gali] 100G
81,03-04-2020 09:20:54,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2108,116599,41700,3884,1500,True,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,03-04-2020 09:20:54,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6402,357570,127880,11911,4600,True,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
83,03-04-2020 09:20:54,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0438,582994,208500,19420,7500,True,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
84,03-04-2020 09:20:54,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.1829,660726,236300,22009,8500,True,,,,,,,,10000sht marki 25i-nbome. predoplata
85,03-04-2020 09:20:54,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0253,15547,5560,518,200,True,,,,,,,,KURYER..500RUB.+BONUS
86,03-04-2020 09:20:54,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,1,нет,Тбилиси,1 гр,0.0209,11660,4170,388,150,True,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
87,03-04-2020 09:20:54,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0278,15547,5560,518,200,True,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
88,03-04-2020 09:20:54,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0348,19433,6950,647,250,True,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
89,03-04-2020 09:20:54,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.1065,1165988,417000,38840,15000,True,,,,,,,,Vakansija optovogo kur'era na mef
90,03-04-2020 09:22:07,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,1,нет,Батуми,2 гр,0.0048,2954,1056,98,38,,,,,,True,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
91,03-04-2020 09:22:07,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3062,171012,61160,5696,2200,,,,,,True,,,[100g] SPAIN HASH
92,03-04-2020 09:22:07,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,2,13,Батуми,5 гр,0.0253,15547,5560,518,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
93,03-04-2020 09:22:07,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2811,155465,55600,5179,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
94,03-04-2020 09:22:07,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2108,116599,41700,3884,1500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
95,03-04-2020 09:22:07,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0127,7773,2780,259,100,,,,,,True,,,kur'er v Batumi
96,03-04-2020 09:22:07,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0316,19433,6950,647,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
97,03-04-2020 09:22:07,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0316,19433,6950,647,250,,,,,,True,,,Ischu kur'era v Gruzii!
98,03-04-2020 09:22:07,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.038,23320,8340,777,300,,,,,,True,,,Rabota na marki (kur'er)
99,03-04-2020 09:22:07,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1065,1165988,417000,38840,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
100,03-04-2020 09:22:07,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0696,38866,13900,1295,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
101,03-04-2020 09:23:25,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,1 гр,0.0264,14847,5310,495,191,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
102,03-04-2020 09:23:25,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,1.5 гр,0.02,11271,4031,375,145,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
103,03-04-2020 09:23:25,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0504,28372,10147,945,365,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
