,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
30,02-03-2020 16:56:03,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0646,39133,14679,1321,590,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
31,02-03-2020 16:56:03,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,3,Тбилиси,3 гр,0.0186,12536,4702,423,189,,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
32,02-03-2020 16:56:03,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0434,26531,9952,896,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,02-03-2020 16:56:03,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0596,36480,13684,1232,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,02-03-2020 16:56:03,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.026,15919,5971,537,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
35,02-03-2020 16:56:53,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0271,16582,6220,560,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
36,02-03-2020 16:56:53,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0271,16582,6220,560,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
37,02-03-2020 16:56:53,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0216,13199,4951,446,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
38,02-03-2020 16:56:53,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0271,16582,6220,560,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
39,02-03-2020 16:56:53,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0216,14526,5449,490,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
40,02-03-2020 16:56:53,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0329,19898,7464,672,300,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
41,02-03-2020 16:56:53,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0271,16582,6220,560,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
42,02-03-2020 16:56:53,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Тбилиси,5 гр,0.0197,13265,4976,448,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
43,02-03-2020 16:56:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2825,190000,87429,6347,,,,,,,,,,,reagent 25i nbome. 5gr
44,02-03-2020 16:56:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2959,198982,74640,6717,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
45,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0941,56975,21372,1923,859,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
46,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0203,12271,4603,414,185,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
47,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0536,32434,12166,1095,489,,,,,,,,,,💘✨5g. MDMA ✨💘
48,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.036,21822,8186,737,329,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
49,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0197,11939,4478,403,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
50,02-03-2020 16:56:53,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0976,59695,22392,2015,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
51,02-03-2020 16:56:53,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0759,46429,17416,1567,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
52,02-03-2020 16:56:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0433,26465,9927,893,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
53,02-03-2020 16:56:53,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0383,23215,8708,784,350,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
54,02-03-2020 16:56:53,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0868,53062,19904,1791,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
55,02-03-2020 16:56:53,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2414,147578,55358,4982,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
56,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1588,96108,36051,3244,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
57,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0404,24475,9181,826,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
58,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0328,19832,7439,670,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
59,02-03-2020 16:56:53,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0767,46429,17416,1567,700,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
60,02-03-2020 16:56:53,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0656,39730,14903,1341,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
61,02-03-2020 16:56:53,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0729,46429,17416,1567,700,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
62,02-03-2020 16:56:53,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1183,79593,29856,2687,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
63,02-03-2020 16:56:53,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.104,66261,24855,2237,999,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
64,02-03-2020 16:56:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.217,132655,49760,4478,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
65,02-03-2020 16:56:53,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2191,132655,49760,4478,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
66,02-03-2020 16:56:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2712,165819,62200,5598,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
67,02-03-2020 16:56:53,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1644,99491,37320,3359,1500,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
68,02-03-2020 16:56:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.499,305106,114448,10300,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
69,02-03-2020 16:56:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8136,497456,186600,16793,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
70,02-03-2020 16:57:46,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8133,497456,186600,16793,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
71,02-03-2020 16:57:46,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9217,563783,211480,19032,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
72,02-03-2020 16:57:46,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0197,13265,4976,448,200,,,,,,,,,,KURYER..500RUB.+BONUS
73,02-03-2020 16:57:46,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0197,13265,4976,448,200,,,,,,,,,,Trebuetsja Kur'er
74,02-03-2020 16:57:47,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0217,13265,4976,448,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,02-03-2020 16:57:47,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0271,16582,6220,560,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
76,02-03-2020 16:57:47,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6413,994911,373200,33587,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
77,02-03-2020 16:59:11,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1627,99491,37320,3359,1500,,,,,,,True,,,Skunk! 50 gr.
78,02-03-2020 16:59:11,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,5,Батуми,0.27 гр,0.0296,17908,6718,605,270,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
79,02-03-2020 16:59:11,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0197,13265,4976,448,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
80,02-03-2020 16:59:11,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.219,132655,49760,4478,2000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
81,02-03-2020 16:59:11,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1643,99491,37320,3359,1500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,02-03-2020 16:59:11,Batumi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.011,6633,2488,224,100,,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
83,02-03-2020 16:59:11,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3316,1244,112,50,,,,,,,True,,,kur'er v Batumi
84,02-03-2020 16:59:11,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0049,3316,1244,112,50,,,,,,,True,,,Vakansija Kur'era v Batumi
85,02-03-2020 16:59:11,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0074,5000,2301,167,,,,,,,,True,,,Vakansija Kur'era v Batumi
86,02-03-2020 16:59:11,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0246,16582,6220,560,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
87,02-03-2020 16:59:11,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0246,16582,6220,560,250,,,,,,,True,,,Ischu kur'era v Gruzii!
88,02-03-2020 16:59:11,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6413,994911,373200,33587,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
89,02-03-2020 16:59:11,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0542,33164,12440,1120,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,02-03-2020 17:00:38,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.0081,4908,1841,166,74,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
91,02-03-2020 17:00:38,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0118,7163,2687,242,108,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
92,02-03-2020 17:00:38,Kutaisi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.011,6633,2488,224,100,,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
