,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Didube,Varketili,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,€,Центр,Батуми,desc_en
19,19,06-08-2020 20:30:45,Tbilisi,4659482266,1 г.Super Skunk top class buds! (подезд),,2,нет,Тбилиси,1 гр,0.0046,4017,1532,134,55.0,,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
20,20,06-08-2020 20:30:45,Tbilisi,21de5577be,1.0 gr. Afghan kush 100% Natural (Indika),,3,нет,Тбилиси,1 гр,0.0044,3871,1477,129,53.0,True,,,,,,,,,,,1.0 gr. Afghan kush 100% Natural (Indika)
21,21,06-08-2020 20:30:45,Tbilisi,21de5577be,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa,,1,нет,Тбилиси,1 гр,0.0044,3871,1477,129,53.0,True,,,,,,,,,,,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa
22,22,06-08-2020 20:30:45,Tbilisi,21de5577be,1.0 gr. Magic Kush IMPORT (INDICA),,4,нет,Тбилиси,1 гр,0.0044,3871,1477,129,53.0,True,,,,,,,,,,,1.0 gr. Magic Kush IMPORT (INDICA)
23,23,06-08-2020 20:30:45,Tbilisi,cb721d4bca,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,3,нет,Тбилиси,1 гр,0.005,4382,1672,146,60.0,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
24,24,06-08-2020 20:30:45,Tbilisi,0dec0e1c48,1gr HYBRID o.g,True,26,нет,Тбилиси,1 гр,0.0041,3579,1365,119,49.0,,,,,,,,,,,,1gr HYBRID o.g
25,25,06-08-2020 20:30:45,Tbilisi,e56bb6ca93,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,7,нет,Тбилиси,1 гр,0.0048,4163,1588,139,57.0,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
26,26,06-08-2020 20:30:45,Tbilisi,e56bb6ca93,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,6,нет,Тбилиси,1 гр,0.0041,3579,1365,119,49.0,,,,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
27,27,06-08-2020 20:30:45,Tbilisi,f25c0d6c5c,Auto Amnesia Haze 1 gr,True,15,нет,Тбилиси,1 гр,0.0033,3000,1380,100,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
28,28,06-08-2020 20:30:45,Tbilisi,e771f4c371,CLOWNBARON ШИШКИ* 1G *VHQ*♤THC 28%♤ SPECIAL PRICE,,9,нет,Тбилиси,1 гр,0.0047,4163,1588,139,57.0,True,,,,,,,,,,,CLOWNBARON ShIShKI* 1G *VHQ*♤THC 28%♤ SPECIAL PRICE
29,29,06-08-2020 20:30:45,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 1 гр",True,4,нет,Тбилиси,1 гр,0.0041,4017,1532,134,55.0,,,True,,,,,,,,,"Gorilla Breath - photoperiod, feminised 1 gr"
30,30,06-08-2020 20:30:45,Tbilisi,ba95863126,Hybrid Ana-sha 1G.,True,2,нет,Тбилиси,1 гр,0.0031,2995,1142,100,41.0,,,,,,,,,,,,Hybrid Ana-sha 1G.
31,31,06-08-2020 20:30:45,Tbilisi,ae784bef73,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0048,4236,1616,141,58.0,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
32,32,06-08-2020 20:30:45,Tbilisi,ae784bef73,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,5,нет,Тбилиси,1 гр,0.0052,4602,1755,154,63.0,,,,True,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
33,33,06-08-2020 20:30:45,Tbilisi,ae784bef73,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0049,4309,1644,144,59.0,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
34,34,06-08-2020 20:30:45,Tbilisi,7918572a66,TYson Budds 1G Скидка 5%,True,2,нет,Тбилиси,1 гр,0.0035,3214,1226,107,44.0,,,,,,,,,,,,TYson Budds 1G Skidka 5%
35,35,06-08-2020 20:30:45,Tbilisi,ccc85b93d8,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0041,3652,1393,122,50.0,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
36,36,06-08-2020 20:32:01,Tbilisi,0cd3c52bb8,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,True,1,нет,Тбилиси,1 гр,0.0041,4017,1532,134,55.0,,,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
37,37,06-08-2020 20:32:01,Tbilisi,67187efef3,"АКЦИЯ! АКЦИЯ! АКЦИЯ-АКЦИЯ-АКЦИЯ-ПОСЛЕДНИЙ ДНИ, АКЦИЯ ДО 10.08.2020. 1ГР ЗА 35 ДОЛАРОВ 1g hindu kish best buds BTC 5% sale",True,3,нет,Тбилиси,1 гр,0.0028,2556,975,85,35.0,,,,,,,,,,,,"AKTsIJa! AKTsIJa! AKTsIJa-AKTsIJa-AKTsIJa-POSLEDNIJ DNI, AKTsIJa DO 10.08.2020. 1GR ZA 35 DOLAROV 1g hindu kish best buds BTC 5% sale"
38,38,06-08-2020 20:32:01,Tbilisi,22610cd7c4,🎇SUPER SKITKA🎇Amsterdam weed sativa 1гр,True,3,нет,Тбилиси,1 гр,0.003,2629,1003,88,36.0,,,,,,,,,,,,🎇SUPER SKITKA🎇Amsterdam weed sativa 1gr
39,39,06-08-2020 20:32:01,Tbilisi,366326d4d6,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,2 гр,0.0083,7231,2758,241,99.0,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
40,40,06-08-2020 20:32:01,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds,True,2,нет,Тбилиси,2 гр,0.009000000000000001,7961,3037,266,109.0,,,,,,,,,,,,2 G Hybrid Marijuana Buds
41,41,06-08-2020 20:32:01,Tbilisi,7c395c455d,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0099,8765,3343,292,120.0,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
42,42,06-08-2020 20:32:01,Tbilisi,21de5577be,2.0 gr. Magic Kush IMPORT (INDICA),,1,нет,Тбилиси,2 гр,0.0082,7231,2758,241,99.0,True,,,,,,,,,,,2.0 gr. Magic Kush IMPORT (INDICA)
43,43,06-08-2020 20:32:01,Tbilisi,0dec0e1c48,2gr HYBRID buds,True,2,нет,Тбилиси,2 гр,0.0073,6428,2452,214,88.0,,,,,,,,,,,,2gr HYBRID buds
44,44,06-08-2020 20:32:01,Tbilisi,e56bb6ca93,2gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,3,нет,Тбилиси,2 гр,0.0083,7231,2758,241,99.0,,,,,True,,,,,,,2gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
45,45,06-08-2020 20:32:01,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 2гр",True,4,нет,Тбилиси,2 гр,0.0083,8034,3065,268,110.0,,,,,True,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
46,46,06-08-2020 20:32:01,Tbilisi,366326d4d6,NEW !!! 2G OG KusH !!! NEW,True,3,нет,Тбилиси,2 гр,0.0083,7231,2758,241,99.0,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
47,47,06-08-2020 20:32:01,Tbilisi,366326d4d6,NEW !!! 2G White Widow !!! NEW,True,3,нет,Тбилиси,2 гр,0.0083,7231,2758,241,99.0,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
48,48,06-08-2020 20:32:01,Tbilisi,7918572a66,TYson Budds 2G Скидка 5%,True,2,нет,Тбилиси,2 гр,0.006,5843,2229,195,80.0,,,,,,,,,,,,TYson Budds 2G Skidka 5%
49,49,06-08-2020 20:32:01,Tbilisi,64284550d9,3G ---> Big Devil (BTC - Sale),,1,нет,Тбилиси,3 гр,0.0116,10226,3900,341,140.0,True,,,,,,,,,,,3G ---> Big Devil (BTC - Sale)
50,50,06-08-2020 20:32:01,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gramm,True,4,нет,Тбилиси,3 гр,0.0068,6574,2507,219,90.0,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
51,51,06-08-2020 20:32:01,Tbilisi,54915c4374,марки н-боом 3 шт.,True,14,44,Тбилиси,3 гр,0.0041,3579,1365,119,49.0,True,,,,,,,,,,,marki n-boom 3 sht.
52,52,06-08-2020 20:32:01,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0133,11613,4430,387,159.0,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
53,53,06-08-2020 20:32:01,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0133,11613,4430,387,159.0,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
54,54,06-08-2020 20:32:01,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",True,2,нет,Тбилиси,5 гр,0.0181,17530,6686,585,240.0,,,,,,True,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
55,55,06-08-2020 20:32:01,Tbilisi,fccfd69694,Мощные Кексы / Marijuana cupcakes (75g),True,1,нет,Тбилиси,75 гр,0.0021,1826,697,61,25.0,,,,,,,,,,,,Moschnye Keksy / Marijuana cupcakes (75g)
56,56,06-08-2020 20:32:01,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0207,18260,6965,609,250.0,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
57,57,06-08-2020 20:32:01,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0224,19721,7522,658,270.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
58,58,06-08-2020 20:32:01,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0228,20086,7662,670,275.0,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
59,59,06-08-2020 20:32:01,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0199,17530,6686,585,240.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
60,60,06-08-2020 20:32:01,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0232,20451,7801,682,280.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
61,61,06-08-2020 20:32:01,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0224,19721,7522,658,270.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
62,62,06-08-2020 20:32:01,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0165,15996,6101,534,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
63,63,06-08-2020 20:32:01,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0181,17530,6686,585,240.0,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
64,64,06-08-2020 20:32:01,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0224,19721,7522,658,270.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
65,65,06-08-2020 20:32:01,Tbilisi,f374062dcd,Очень мощный Сирец Иран 5гр,True,нет,3,Тбилиси,5 гр,0.0874,80344,30646,2680,1100.0,,,,,,,,,,,,Ochen' moschnyj Sirets Iran 5gr
66,66,06-08-2020 20:32:01,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1958,190000,87429,6325,,,,,,,,,,,,,reagent 25i nbome. 5gr
67,67,06-08-2020 20:32:01,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2259,219119,83580,7310,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
68,68,06-08-2020 20:32:01,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0455,40172,15323,1340,550.0,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
69,69,06-08-2020 20:32:01,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.057999999999999996,51128,19502,1706,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
70,70,06-08-2020 20:32:01,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0348,30677,11701,1023,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,71,06-08-2020 20:33:14,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0663,58432,22288,1949,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,72,06-08-2020 20:33:14,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1843,162513,61989,5422,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
73,73,06-08-2020 20:33:14,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0386,33781,12874,1124,,,,,,,,,,390.0,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
74,74,06-08-2020 20:33:14,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0489,47476,18109,1584,650.0,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
75,75,06-08-2020 20:33:14,Tbilisi,f374062dcd,Сирец мощный Иран 50гр,True,нет,1,Тбилиси,50 гр,0.7539,692942,264080,23057,,,,,,,,,,8000.0,,,Sirets moschnyj Iran 50gr
76,76,06-08-2020 20:33:14,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.1987,175295,66864,5848,2400.0,,,,,,,,,,,,100 gr marijuana buds
77,77,06-08-2020 20:33:14,Tbilisi,8ddca45a78,"Weed cooking butter 100gr, Hight THC",True,нет,1,Тбилиси,100 гр,0.0082,7231,2758,241,99.0,,,,,,,,,,,,"Weed cooking butter 100gr, Hight THC"
78,78,06-08-2020 20:33:14,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.207,182599,69650,6092,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
79,79,06-08-2020 20:33:14,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.4886,430934,164374,14377,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
80,80,06-08-2020 20:33:14,Tbilisi,9610a68a0a,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0204,18000,8283,599,,,,True,,,,,,,,,GABAGAMA 250 shtuk
81,81,06-08-2020 20:33:14,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,2,Тбилиси,500 гр,0.0828,73040,27860,2437,1000.0,,,,True,,,,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
82,82,06-08-2020 20:33:14,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7039,620837,236810,20713,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
83,83,06-08-2020 20:33:14,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0151,14608,5572,487,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
84,84,06-08-2020 20:33:14,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0207,18260,6965,609,250.0,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
85,85,06-08-2020 20:33:14,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0207,18260,6965,609,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
86,86,06-08-2020 20:33:14,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0452,43824,16716,1462,600.0,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
87,87,06-08-2020 20:33:14,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0166,14608,5572,487,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
88,88,06-08-2020 20:33:14,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,2,Тбилиси,1 гр,0.0207,18260,6965,609,250.0,,,,,,,,,,,,Rabota na marki (kur'er)
89,89,06-08-2020 20:33:14,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0414,36520,13930,1218,500.0,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
90,90,06-08-2020 20:33:14,Tbilisi,ccc85b93d8,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0414,36520,13930,1218,500.0,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
91,91,06-08-2020 20:33:14,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2535,1095596,417900,36552,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
92,92,06-08-2020 20:33:14,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0414,36520,13930,1218,500.0,,,,True,,True,True,,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
93,93,06-08-2020 20:35:38,Batumi,3c4662c591,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.0331,29216,11144,975,400.0,,,,,,,,,,True,,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
94,94,06-08-2020 20:35:38,Batumi,f8a875c191,METADON - 0.30 - SALE,,нет,3,Батуми,0.3 гр,0.0251,21912,8358,731,300.0,,,,,,,,,,,True,METADON - 0.30 - SALE
95,95,06-08-2020 20:35:38,Batumi,52fe6d0af9,VHQ Methadon 0.50G Imported Crystals,,нет,10,Батуми,0.5 гр,0.051,44919,17134,1499,615.0,,,,,,,,,,,True,VHQ Methadon 0.50G Imported Crystals
96,96,06-08-2020 20:35:38,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0396,34561,13171,1150,,,,,,,,,,399.0,,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
97,97,06-08-2020 20:35:38,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0387,33781,12874,1124,,,,,,,,,,390.0,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
98,98,06-08-2020 20:35:38,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0188,18260,6965,609,250.0,,,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
99,99,06-08-2020 20:35:38,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0188,18260,6965,609,250.0,,,,,,,,,,,True,Ischu kur'era v Gruzii!
