,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Дигоми,Varketili,€,Old Tbilisi (Старый город),Авлобари,Vake,Батуми,Центр,desc_en
10,10,22-07-2020 17:11:52,Tbilisi,69672fee0d,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,2,нет,Тбилиси,1 гр,0.0061,4177,1655,141,59.0,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
11,11,22-07-2020 17:11:52,Tbilisi,21de5577be,1.0 gr. Afghan kush (Indika),,2,нет,Тбилиси,1 гр,0.0055,3752,1487,127,53.0,True,,,,,,,,,,1.0 gr. Afghan kush (Indika)
12,12,22-07-2020 17:11:52,Tbilisi,64284550d9,1G ---> Big Devil (BTC - Sale),,2,нет,Тбилиси,1 гр,0.0055,3752,1487,127,53.0,True,,,,,,,,,,1G ---> Big Devil (BTC - Sale)
13,13,22-07-2020 17:11:52,Tbilisi,cb721d4bca,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,3,нет,Тбилиси,1 гр,0.0062,4247,1683,143,60.0,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
14,14,22-07-2020 17:11:52,Tbilisi,0dec0e1c48,1gr HYBRID o.g,True,13,нет,Тбилиси,1 гр,0.0051,3469,1374,117,49.0,,,,,,,,,,,1gr HYBRID o.g
15,15,22-07-2020 17:11:52,Tbilisi,ebadfc162f,Gorilla Glue 1G Super strong weed LIMITED,,2,нет,Тбилиси,1 гр,0.0062,4247,1683,143,60.0,,True,,,,,,,,,Gorilla Glue 1G Super strong weed LIMITED
16,16,22-07-2020 17:11:52,Tbilisi,d04eeb6525,Hybrid Bomba 1 г. TOP BUDS,True,2,нет,Тбилиси,1 гр,0.0052,3893,1543,131,55.0,,,,,,,,,,,Hybrid Bomba 1 g. TOP BUDS
17,17,22-07-2020 17:11:52,Tbilisi,ae784bef73,Maserati (ecstasy) 2шт,True,7,нет,Тбилиси,1 гр,0.0104,7079,2805,239,100.0,,,,,,,,,,,Maserati (ecstasy) 2sht
18,18,22-07-2020 17:11:52,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,,2,нет,Тбилиси,2 гр,0.0103,7008,2777,236,99.0,True,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
19,19,22-07-2020 17:11:52,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds,,3,нет,Тбилиси,2 гр,0.0113,7716,3057,260,109.0,True,,,,,,,,,,2 G Hybrid Marijuana Buds
20,20,22-07-2020 17:11:52,Tbilisi,bb1791277e,"2 g Super Lemon Haze auto , марихуана BUDS thc 25% если платите с бтк скидка .5%",True,2,нет,Тбилиси,2 гр,0.0114,7787,3086,263,110.0,,,,,,,,,,,"2 g Super Lemon Haze auto , marihuana BUDS thc 25% esli platite s btk skidka .5%"
21,21,22-07-2020 17:11:52,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,4,нет,Тбилиси,2 гр,0.0125,8495,3366,287,120.0,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
22,22,22-07-2020 17:11:52,Tbilisi,cb721d4bca,2 gr top buds white widow wишки THC 25% VHQ,True,2,нет,Тбилиси,2 гр,0.0114,7787,3086,263,110.0,,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
23,23,22-07-2020 17:11:52,Tbilisi,69672fee0d,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,2,нет,Тбилиси,2 гр,0.0104,7079,2805,239,100.0,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
24,24,22-07-2020 17:11:52,Tbilisi,bb1791277e,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,2,нет,Тбилиси,2 гр,0.0125,8495,3366,287,120.0,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
25,25,22-07-2020 17:11:52,Tbilisi,3c9bc6f8e9,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",True,4,нет,Тбилиси,2 гр,0.0104,7787,3086,263,110.0,,,True,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
26,26,22-07-2020 17:11:52,Tbilisi,d04eeb6525,Hybrid Bomba 2 г. TOP BUDS Very Strong,True,2,нет,Тбилиси,2 гр,0.0103,7716,3057,260,109.0,,,,,,,,,,,Hybrid Bomba 2 g. TOP BUDS Very Strong
27,27,22-07-2020 17:11:52,Tbilisi,83f3d55917,Badazz Kush 3G VHQ 25% THC,,3,нет,Тбилиси,3 гр,0.0135,9202,3647,310,130.0,True,,,,,,,,,,Badazz Kush 3G VHQ 25% THC
28,28,22-07-2020 17:11:52,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,6,нет,Тбилиси,3 гр,0.003,2053,813,69,29.0,,True,,,,,,,,,Marijuana Super Skunk leaves 3g plan
29,29,22-07-2020 17:11:52,Tbilisi,e771f4c371,Red Cherry 4.2G 27%THC *VHQ* FROM EUROPE,True,1,нет,Тбилиси,4.2 гр,0.0208,14158,5610,478,200.0,,,,,,,,,,,Red Cherry 4.2G 27%THC *VHQ* FROM EUROPE
30,30,22-07-2020 17:11:52,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,1,нет,Тбилиси,5 гр,0.0291,19821,7854,669,280.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
31,31,22-07-2020 17:11:52,Tbilisi,7c395c455d,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,5 гр,0.0281,19113,7574,645,270.0,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
32,32,22-07-2020 17:11:52,Tbilisi,8528108b62,5g. марихуана шишки Critical,True,1,нет,Тбилиси,5 гр,0.0184,13804,5470,466,195.0,,,,,,,,,,,5g. marihuana shishki Critical
33,33,22-07-2020 17:11:52,Tbilisi,dd631c4acf,🚲🎉🚲 6 Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,True,4,нет,Тбилиси,6 гр,0.0315,21236,8415,716,300.0,True,,,True,,,,,,,🚲🎉🚲 6 Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
34,34,22-07-2020 17:11:52,Tbilisi,7bd1a5deba,11+ GRAMM BEASTWEED NEW,True,1,нет,Тбилиси,11 гр,0.017,12742,5049,430,180.0,,,,,,,,,,,11+ GRAMM BEASTWEED NEW
35,35,22-07-2020 17:11:52,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 20gramm special price,True,1,нет,Тбилиси,20 гр,0.0549,41057,16269,1385,580.0,,,,,,,,,,,Northern Lights Regular [budsonly] 20gramm special price
36,36,22-07-2020 17:13:05,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 20gramm special price,True,1,нет,Тбилиси,20 гр,0.0549,41057,16269,1385,580.0,,,,,,,,,,,Northern Lights Regular [budsonly] 20gramm special price
37,37,22-07-2020 17:13:05,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (25шт)",True,1,нет,Тбилиси,25 гр,0.017,12742,5049,430,180.0,,,,,,,,,,,"marki 25i-nbome 2,5mg (25sht)"
38,38,22-07-2020 17:13:05,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2101,141576,56100,4776,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
39,39,22-07-2020 17:13:05,Tbilisi,b7446e2cca,CUSTOM Шишки 190g 3in1,True,1,нет,Тбилиси,190 гр,0.4477,304389,120615,10268,4300.0,,,,,,,,,,,CUSTOM Shishki 190g 3in1
40,40,22-07-2020 17:13:05,Tbilisi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,4,Тбилиси,1 гр,0.0375,25293,10035,848,,,,,,310.0,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
41,41,22-07-2020 17:13:05,Tbilisi,7f1273da70,марихуана пудра высокое качество 4грам,True,нет,10,Тбилиси,4 гр,0.0062,4601,1823,155,65.0,,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
42,42,22-07-2020 17:13:05,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.026000000000000002,17697,7013,597,250.0,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
43,43,22-07-2020 17:13:05,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,2,Тбилиси,5 гр,0.0573,38933,15428,1313,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,44,22-07-2020 17:13:05,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,1,6,Тбилиси,5 гр,0.0281,19113,7574,645,270.0,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
45,45,22-07-2020 17:13:05,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0286,19467,7714,657,275.0,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
46,46,22-07-2020 17:13:05,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,1,4,Тбилиси,5 гр,0.025,16989,6732,573,240.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,47,22-07-2020 17:13:05,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0292,19821,7854,669,280.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,48,22-07-2020 17:13:05,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0281,19113,7574,645,270.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,49,22-07-2020 17:13:05,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0207,15503,6143,523,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,50,22-07-2020 17:13:05,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,7,Тбилиси,5 гр,0.0245,16635,6592,561,235.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
51,51,22-07-2020 17:13:05,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",True,нет,1,Тбилиси,5 гр,0.0227,16989,6732,573,240.0,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
52,52,22-07-2020 17:13:05,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0281,19113,7574,645,270.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,22-07-2020 17:13:05,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2539,190000,87429,6398,,,,,,,,,,,,reagent 25i nbome. 5gr
54,54,22-07-2020 17:13:05,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.284,212364,84150,7164,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,55,22-07-2020 17:13:05,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬,True,нет,2,Тбилиси,5 гр,0.026000000000000002,17697,7013,597,250.0,,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬
56,56,22-07-2020 17:13:05,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,2,Тбилиси,5 гр,0.0242,16318,6474,547,,,,,,200.0,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
57,57,22-07-2020 17:13:05,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0937,63709,25245,2149,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
58,58,22-07-2020 17:13:05,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0573,38933,15428,1313,550.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
59,59,22-07-2020 17:13:05,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0729,49552,19635,1672,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,60,22-07-2020 17:13:05,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0437,29731,11781,1003,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,61,22-07-2020 17:13:05,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0833,56630,22440,1910,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
62,62,22-07-2020 17:13:05,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,8,Тбилиси,10 гр,0.0437,29731,11781,1003,420.0,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
63,63,22-07-2020 17:13:05,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 10gram,True,1,10,Тбилиси,10 гр,0.036000000000000004,26899,10659,907,380.0,,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
64,64,22-07-2020 17:13:05,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,True,нет,1,Тбилиси,10 гр,0.0427,29023,11501,979,410.0,,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
65,65,22-07-2020 17:13:05,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0533,35900,14243,1203,,,,,,440.0,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
66,66,22-07-2020 17:13:05,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0472,31820,12624,1066,,,,,,390.0,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
67,67,22-07-2020 17:13:05,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0615,46012,18233,1552,650.0,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
68,68,22-07-2020 17:13:05,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2499,169891,67320,5731,2400.0,,,,,,,,,,,100 gr marijuana buds
69,69,22-07-2020 17:13:05,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2603,176970,70125,5970,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
70,70,22-07-2020 17:14:20,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,нет,3,Тбилиси,100 гр,0.0364,24776,9818,836,350.0,,,,,,True,True,True,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
71,71,22-07-2020 17:14:20,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6143,417650,165495,14089,5900.0,,,,,,,,,,,180 gr marihuana persoalno
72,72,22-07-2020 17:14:20,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,4,Тбилиси,500 гр,0.1249,84946,33660,2865,1200.0,True,,,True,,True,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
73,73,22-07-2020 17:14:20,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8851,601699,238425,20297,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
74,74,22-07-2020 17:14:20,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0189,14158,5610,478,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
75,75,22-07-2020 17:14:20,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0156,10618,4208,358,150.0,True,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
76,76,22-07-2020 17:14:20,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.026000000000000002,17697,7013,597,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,77,22-07-2020 17:14:20,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 400$ 5гр,True,1,нет,Тбилиси,5 гр,0.0379,28315,11220,955,400.0,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 400$ 5gr
78,78,22-07-2020 17:14:20,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0208,14158,5610,478,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,79,22-07-2020 17:14:20,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.026000000000000002,17697,7013,597,250.0,,,,,,,,,,,Rabota na marki (kur'er)
80,80,22-07-2020 17:14:20,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0521,35394,14025,1194,500.0,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
81,81,22-07-2020 17:14:20,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5761,1061822,420750,35819,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
82,82,22-07-2020 17:14:20,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0521,35394,14025,1194,500.0,,,,True,,True,,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
83,83,22-07-2020 17:16:37,Batumi,3b3ba4f5a5,Мелкие шишки (Indica) 2г,,3,нет,Батуми,2 гр,0.0044,2973,1178,100,42.0,,,,,,,,,True,,Melkie shishki (Indica) 2g
84,84,22-07-2020 17:16:37,Batumi,3c9bc6f8e9,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,1,нет,Батуми,5 гр,0.0256,19113,7574,645,270.0,,,,,,,,,True,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
85,85,22-07-2020 17:16:37,Batumi,3b3ba4f5a5,Мощные шишки Y-Griega (Sativa) 5г,,1,нет,Батуми,5 гр,0.0364,24776,9818,836,350.0,,,,,,,,,True,,Moschnye shishki Y-Griega (Sativa) 5g
86,86,22-07-2020 17:16:37,Batumi,3c4662c591,Super Critical 10G,,1,нет,Батуми,10 гр,0.0469,31855,12623,1075,450.0,,,,,,,,,,True,Super Critical 10G
87,87,22-07-2020 17:16:37,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0375,25293,10035,848,,,,,,310.0,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
88,88,22-07-2020 17:16:37,Batumi,7c2ccfb3f3,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0331,24776,9818,836,350.0,,,,,,,,,True,,Mefedron 3g
89,89,22-07-2020 17:16:37,Batumi,7c2ccfb3f3,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0398,29731,11781,1003,420.0,,,,,,,,,True,,Tably Punisher 300 mg. 5sht.
90,90,22-07-2020 17:16:37,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0533,35900,14243,1203,,,,,,440.0,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
91,91,22-07-2020 17:16:37,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0472,31820,12624,1066,,,,,,390.0,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
92,92,22-07-2020 17:16:37,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,1,Батуми,11 гр,0.0483,32555,12916,1091,,,,,,399.0,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
93,93,22-07-2020 17:16:37,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1662,112990,51992,3805,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
94,94,22-07-2020 17:16:37,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2631,178900,82321,6024,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
95,95,22-07-2020 17:16:37,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7079,2805,239,100.0,,,,,,,,,True,,kur'er v Batumi
96,96,22-07-2020 17:16:37,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0237,17697,7013,597,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
97,97,22-07-2020 17:16:37,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0237,17697,7013,597,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
98,98,22-07-2020 17:16:37,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0208,14158,5610,478,200.0,,,,,,,,,True,,Kur'er Batumi na marihuanu
99,99,22-07-2020 17:16:37,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5761,1061822,420750,35819,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
100,100,22-07-2020 17:16:37,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0521,35394,14025,1194,500.0,,,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
