,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
12,12,23-03-2020 19:20:40,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 1 штука!!!,True,1,нет,Тбилиси,1 гр,0.0031,1860,650,59,23.0,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 1 shtuka!!!
13,13,23-03-2020 19:20:40,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.0267,14478,5057,458,179.0,True,,,,,,,,,,Kokain KOLUMBIA 1g
14,14,23-03-2020 19:20:40,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1219,72793,25425,2303,900.0,,,,,,,,,,,Metadon 1gr
15,15,23-03-2020 19:20:40,Tbilisi,edfbad0151,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%),True,1,нет,Тбилиси,2 гр,0.0134,7279,2543,230,90.0,,,,,,,,,,,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%)
16,16,23-03-2020 19:20:40,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,3,нет,Тбилиси,2 гр,0.0142,8493,2966,269,105.0,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
17,17,23-03-2020 19:20:40,Tbilisi,4a91350669,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,6,нет,Тбилиси,2 гр,0.0134,7279,2543,230,90.0,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
18,18,23-03-2020 19:20:40,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,True,3,нет,Тбилиси,2 гр,0.0118,6390,2232,202,79.0,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
19,19,23-03-2020 19:20:40,Tbilisi,e56bb6ca93,2gr Indica dominant Buds,True,7,нет,Тбилиси,2 гр,0.0098,5338,1865,169,66.0,,True,,,,,,,,,2gr Indica dominant Buds
20,20,23-03-2020 19:20:40,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,True,2,нет,Тбилиси,2 гр,0.0488,29117,10170,921,360.0,,,,,,,,,,,Cocaine Pure VHQ 2 g
21,21,23-03-2020 19:20:40,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0158,8493,2966,269,105.0,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
22,22,23-03-2020 19:20:40,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,9,нет,Тбилиси,3 гр,0.0053,2831,989,90,35.0,,,True,,,,,,,,Marijuana Super Skunk leaves 3g plan
23,23,23-03-2020 19:20:40,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,True,7,нет,Тбилиси,3 гр,0.0065,3882,1356,123,48.0,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
24,24,23-03-2020 19:20:40,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0434,25882,9040,819,320.0,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
25,25,23-03-2020 19:20:40,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,1,нет,Тбилиси,5 гр,0.0443,24264,8475,768,300.0,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
26,26,23-03-2020 19:20:40,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0445,25144,8816,801,,,,,290.0,,,,,,,5 gr mdma (skidka v bitkoin 5%)
27,27,23-03-2020 19:20:40,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0263,14154,4944,448,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
28,28,23-03-2020 19:20:40,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0088,5257,1836,166,65.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
29,29,23-03-2020 19:20:40,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0544,29522,10311,934,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
30,30,23-03-2020 19:20:40,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0398,21595,7543,683,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
31,31,23-03-2020 19:20:40,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0134,8007,2797,253,99.0,,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
32,32,23-03-2020 19:20:40,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0572,32353,11300,1024,400.0,,,,,,,,,,,gashish evro 10g
33,33,23-03-2020 19:21:28,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,22,5,Тбилиси,0.27 гр,0.0377,20220,7063,640,250.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
34,34,23-03-2020 19:21:28,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0452,24264,8475,768,300.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
35,35,23-03-2020 19:21:28,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,True,нет,1,Тбилиси,0.75 гр,0.0552,29926,10453,947,370.0,,,,,,,,,,,Methadone HQ in city 0.75g
36,36,23-03-2020 19:21:28,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.113,60661,21188,1919,750.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
37,37,23-03-2020 19:21:28,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.1045,56617,19775,1791,700.0,,,,,,,,,,,Methadone HQ in city 1.4g
38,38,23-03-2020 19:21:28,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0301,16176,5650,512,200.0,,,,,,,,,,,✨✨2gram. MDMA✨✨
39,39,23-03-2020 19:21:28,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0889,47720,16668,1510,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
40,40,23-03-2020 19:21:28,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0597,32353,11300,1024,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
41,41,23-03-2020 19:21:28,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.027000000000000003,16095,5622,509,199.0,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
42,42,23-03-2020 19:21:28,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0821,44485,15538,1408,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,43,23-03-2020 19:21:28,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0297,16095,5622,509,199.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
44,44,23-03-2020 19:21:28,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0297,16095,5622,509,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
45,45,23-03-2020 19:21:28,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0297,16095,5622,509,199.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
46,46,23-03-2020 19:21:28,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0297,16095,5622,509,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
47,47,23-03-2020 19:21:28,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0297,16095,5622,509,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
48,48,23-03-2020 19:21:28,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0297,16095,5622,509,199.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,49,23-03-2020 19:21:28,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0297,17713,6187,560,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,50,23-03-2020 19:21:28,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0452,24264,8475,768,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
51,51,23-03-2020 19:21:28,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0297,16095,5622,509,199.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
52,52,23-03-2020 19:21:28,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,14,Тбилиси,5 гр,0.0271,16176,5650,512,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
53,53,23-03-2020 19:21:28,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3187,190000,87429,6224,,,,,,,,,,,,reagent 25i nbome. 5gr
54,54,23-03-2020 19:21:28,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.40700000000000003,242645,84750,7677,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,55,23-03-2020 19:21:28,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1295,69477,24267,2198,859.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
56,56,23-03-2020 19:21:28,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0279,14963,5226,473,185.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
57,57,23-03-2020 19:21:28,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0737,39551,13814,1251,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
58,58,23-03-2020 19:21:28,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0496,26610,9294,842,329.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
59,59,23-03-2020 19:21:28,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0271,14559,5085,461,180.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
60,60,23-03-2020 19:21:28,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1343,72793,25425,2303,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
61,61,23-03-2020 19:21:28,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1045,56617,19775,1791,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,62,23-03-2020 19:21:28,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0478,25882,9040,819,320.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,63,23-03-2020 19:21:28,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0528,28309,9888,896,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
64,64,23-03-2020 19:21:28,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1194,64705,22600,2047,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
65,65,23-03-2020 19:21:55,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.332,179961,62856,5694,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
66,66,23-03-2020 19:21:55,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2184,117197,40934,3708,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
67,67,23-03-2020 19:21:55,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0556,29845,10424,944,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
68,68,23-03-2020 19:21:55,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0451,24184,8447,765,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
69,69,23-03-2020 19:21:55,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0903,48448,16922,1533,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
70,70,23-03-2020 19:21:55,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1628,97058,33900,3071,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
71,71,23-03-2020 19:21:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2985,161763,56500,5118,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,72,23-03-2020 19:21:55,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3014,161763,56500,5118,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
73,73,23-03-2020 19:21:55,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3731,202204,70625,6398,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
74,74,23-03-2020 19:21:55,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2261,121322,42375,3839,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
75,75,23-03-2020 19:21:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6865,372055,129950,11772,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
76,76,23-03-2020 19:21:55,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.1192,606611,211875,19193,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
77,77,23-03-2020 19:21:55,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2685,687493,240125,21752,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
78,78,23-03-2020 19:21:55,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0271,16176,5650,512,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
79,79,23-03-2020 19:21:55,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0271,16176,5650,512,200.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
80,80,23-03-2020 19:21:55,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0204,12132,4238,384,150.0,,,,,,,,,,,Rabota na marki (kur'er)
81,81,23-03-2020 19:21:55,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0298,16176,5650,512,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
82,82,23-03-2020 19:21:55,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0373,20220,7063,640,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
83,83,23-03-2020 19:21:55,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.2588,1213223,423750,38387,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
84,84,23-03-2020 19:23:15,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,1,нет,Батуми,0.5 гр,0.0109,6471,2260,205,80.0,,,,,,,,True,,,MEPHEDRONE 0.5 gr
85,85,23-03-2020 19:23:15,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0407,24264,8475,768,300.0,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
86,86,23-03-2020 19:23:15,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,17,нет,Батуми,1 гр,0.0258,15367,5368,486,190.0,,,,,,,,,True,,NZT-52 limited 1 g muka
87,87,23-03-2020 19:23:15,Batumi,c72111ac1a,NZT-52 limited 2г мука,,8,нет,Батуми,2 гр,0.0461,27500,9605,870,340.0,,,,,,,,,True,,NZT-52 limited 2g muka
88,88,23-03-2020 19:23:15,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3283,177939,62150,5630,2200.0,,,,,,,,,True,,[100g] SPAIN HASH
89,89,23-03-2020 19:23:15,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,3,2,Батуми,0.3 гр,0.0407,21838,7628,691,270.0,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
90,90,23-03-2020 19:23:15,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0271,16176,5650,512,200.0,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
91,91,23-03-2020 19:23:15,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3014,161763,56500,5118,2000.0,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
92,92,23-03-2020 19:23:15,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.226,121322,42375,3839,1500.0,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
93,93,23-03-2020 19:23:15,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0136,8088,2825,256,100.0,,,,,,,,,True,,kur'er v Batumi
94,94,23-03-2020 19:23:15,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0339,20220,7063,640,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
95,95,23-03-2020 19:23:15,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0203,12132,4238,384,150.0,,,,,,,,,True,,Rabota na marki (kur'er)
96,96,23-03-2020 19:23:15,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0339,20220,7063,640,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
97,97,23-03-2020 19:23:15,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.2584,1213223,423750,38387,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
98,98,23-03-2020 19:23:15,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0746,40441,14125,1280,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
99,99,23-03-2020 19:24:47,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1 гр,0.0301,16581,5791,525,205.0,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
100,100,23-03-2020 19:24:47,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0263,14478,5057,458,179.0,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
101,101,23-03-2020 19:24:47,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0571,31463,10989,995,389.0,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
102,102,23-03-2020 19:24:47,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0246,13588,4746,430,168.0,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! KUTAISI!!!
103,103,23-03-2020 19:24:47,Kutaisi,be97026d1d,MDMA from Europe!!! 3g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0469,25882,9040,819,320.0,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! KUTAISI!!!
104,104,23-03-2020 19:24:47,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0202,12132,4238,384,150.0,,,,,,,,,,True,Rabota na marki (kur'er)
