,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Дигоми,$,Gldani,Vazisubani,Saburtalo,Vake,Didube,Nadzaladevi,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
44,44,19-06-2020 06:41:59,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2816,208854,80700,7145,,,3000.0,,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
45,45,19-06-2020 06:41:59,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1,66764,25797,2284,,,959.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
46,46,19-06-2020 06:41:59,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,9,Тбилиси,5 гр,0.0198,13227,5111,453,,,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
47,47,19-06-2020 06:41:59,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,9,Тбилиси,5 гр,0.051,34043,13154,1165,,,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
48,48,19-06-2020 06:41:59,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0929,62656,24210,2144,,,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
49,49,19-06-2020 06:41:59,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0568,38290,14795,1310,,,550.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
50,50,19-06-2020 06:41:59,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0723,48733,18830,1667,,,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
51,51,19-06-2020 06:41:59,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0434,29240,11298,1000,,,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
52,52,19-06-2020 06:41:59,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0826,55694,21520,1905,,,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
53,53,19-06-2020 06:41:59,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2298,154900,59853,5299,,,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
54,54,19-06-2020 06:41:59,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1626,108534,41937,3713,,,1559.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
55,55,19-06-2020 06:41:59,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.0823,54929,21224,1879,,,789.0,,,,,,,,,,,💘✨10gram MDMA ✨💘
56,56,19-06-2020 06:41:59,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,8,Тбилиси,10 гр,0.0385,25689,9926,879,,,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
57,57,19-06-2020 06:41:59,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,11 гр,0.0456,30534,11798,1044,390.0,,,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
58,58,19-06-2020 06:41:59,Tbilisi,dd631c4acf,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.1408,104427,40350,3573,,,1500.0,,,,,,,,,,,✨💘20g MDMA💘✨
59,59,19-06-2020 06:41:59,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0625,41701,16113,1427,,,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
60,60,19-06-2020 06:41:59,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1341,90434,34943,3094,,,1299.0,,,,,,,,,,,50 gr georgian weed. Package on magnet
61,61,19-06-2020 06:41:59,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.2581,173975,67223,5952,,,2499.0,,,,,,,,,,,100 gr georgian weed. Package on magnet
62,62,19-06-2020 06:41:59,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2478,167083,64560,5716,,,2400.0,,,,,,,,,,,100 gr marijuana buds
63,63,19-06-2020 06:41:59,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2065,139236,53800,4763,,,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
64,64,19-06-2020 06:41:59,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2582,174045,67250,5954,,,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
65,65,19-06-2020 06:41:59,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6093,410746,158710,14052,,,5900.0,,,,,,,,,,,180 gr marihuana persoalno
66,66,19-06-2020 06:41:59,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,4,Тбилиси,200 гр,0.4429,295877,114325,10122,,,4250.0,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
67,67,19-06-2020 06:41:59,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.475,320243,123740,10956,,,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,68,19-06-2020 06:41:59,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7745,522135,201750,17863,,,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,69,19-06-2020 06:42:56,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8778,591753,228650,20244,,,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
70,70,19-06-2020 06:42:56,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0188,13924,5380,476,,,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
71,71,19-06-2020 06:42:56,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0207,13924,5380,476,,,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,72,19-06-2020 06:42:56,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,4,Тбилиси,1 гр,0.0026,1740,673,60,,,25.0,,,,,,,,,,,Rabota na marki (kur'er)
73,73,19-06-2020 06:42:56,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5631,1044270,403500,35726,,,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
74,74,19-06-2020 06:44:27,Batumi,be97026d1d,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,18,нет,Батуми,0.25 гр,0.0135,9317,3600,319,119.0,,,,,,,,,,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
75,75,19-06-2020 06:44:27,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,2,нет,Батуми,5 гр,0.0313,20885,8070,715,,,300.0,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
76,76,19-06-2020 06:44:27,Batumi,f8a875c191,METADON - 025,,нет,4,Батуми,0.25 гр,0.0365,24366,9415,834,,,350.0,,,,,,,,,True,,METADON - 025
77,77,19-06-2020 06:44:27,Batumi,3b3ba4f5a5,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0434,29240,11298,1000,,,420.0,,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
78,78,19-06-2020 06:44:27,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1676,112990,51992,3873,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
79,79,19-06-2020 06:44:27,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2654,178900,82321,6133,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
80,80,19-06-2020 06:44:27,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,6962,2690,238,,,100.0,,,,,,,,,True,,kur'er v Batumi
81,81,19-06-2020 06:44:27,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0235,17405,6725,595,,,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
82,82,19-06-2020 06:44:27,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0235,17405,6725,595,,,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
83,83,19-06-2020 06:44:27,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,2,Батуми,5 гр,0.0207,13924,5380,476,,,200.0,,,,,,,,,True,,Kur'er Batumi na marihuanu
84,84,19-06-2020 06:44:27,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5631,1044270,403500,35726,,,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
85,85,19-06-2020 06:44:27,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0516,34809,13450,1191,,,500.0,,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
