,time_stamp,region,sell_code,sell_name,description,Saburtalo,Nadzaladevi,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Vake,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
12,06-04-2020 08:58:40,Tbilisi,V4T,COCAcoLA,HEROINE-999 1 гр из авганистана! скидка при покупке BTC,True,,5,нет,Тбилиси,1 гр,0.0832,46640,16590,1543,600,,,,,,,,,,HEROINE-999 1 gr iz avganistana! skidka pri pokupke BTC
13,06-04-2020 08:58:40,Tbilisi,A3I9,Joookerrr,MDMA 1 гр,,,1,2,Тбилиси,1 гр,0.0139,8574,2986,278,,True,True,100,,,,,,,MDMA 1 gr
14,06-04-2020 08:58:40,Tbilisi,V4T,COCAcoLA,METHADONE 1gr! SALE SALE SALE! THE BEST QUALITY VHQ!,True,,5,нет,Тбилиси,1 гр,0.097,54413,19355,1801,700,,,,,,,,,,METHADONE 1gr! SALE SALE SALE! THE BEST QUALITY VHQ!
15,06-04-2020 08:58:40,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,,,1,нет,Тбилиси,1 гр,0.0901,50526,17973,1672,650,True,,,,,,,,,Metadon VHQ 1 24/7
16,06-04-2020 08:58:40,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,,,2,нет,Тбилиси,1 гр,0.0273,15935,5668,527,205,True,,,,,,,,,VHQ BEST Cocaine 1g.
17,06-04-2020 08:58:40,Tbilisi,V4T,COCAcoLA,mephedrone 1gr СКИДКА КАРАНТИННАЯ!!!!,True,,3,нет,Тбилиси,1 гр,0.014,7851,2793,260,101,,,,,,,,,,mephedrone 1gr SKIDKA KARANTINNAJa!!!!
18,06-04-2020 08:58:40,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,,1,нет,Тбилиси,1 гр,0.1134,69959,24885,2315,900,True,,,,,,,,,Metadon 1gr
19,06-04-2020 08:58:40,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",,,9,нет,Тбилиси,1 гр,0.0025,1555,553,51,20,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
20,06-04-2020 08:58:40,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,,1,нет,Тбилиси,2 гр,0.0096,5364,1908,177,69,True,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
21,06-04-2020 08:58:40,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,,3,нет,Тбилиси,2 гр,0.0096,5364,1908,177,69,True,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
22,06-04-2020 08:58:40,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,,,4,нет,Тбилиси,2 гр,0.0098,5441,1936,180,70,True,,,,,,,,,2x Extasy Duracell 223mg MDMA.
23,06-04-2020 08:58:40,Tbilisi,X4ZM,ZYX,New ! Big Buds ! 2G,,,3,нет,Тбилиси,2 гр,0.0081,4975,1770,165,64,True,,,,,,,,,New ! Big Buds ! 2G
24,06-04-2020 08:58:40,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 2 штуки!!!,True,,7,нет,Тбилиси,2 гр,0.0044,2721,968,90,35,True,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 2 shtuki!!!
25,06-04-2020 08:58:40,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,,2,нет,Тбилиси,2 гр,0.0044,2721,968,90,35,True,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
26,06-04-2020 08:58:40,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,,2,нет,Тбилиси,5 гр,0.0426,24874,8848,823,320,True,,,,,,,,,"5 Grm MDMA , Purity A +++"
27,06-04-2020 08:58:40,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,,2,нет,Тбилиси,5 гр,0.0412,23320,8295,772,300,True,,,,,,,,,5 Grm Mdma Pure Quality A +++
28,06-04-2020 08:58:40,Tbilisi,ABOAB,ProGrow,5G ---> ONLY BUDS,True,,7,нет,Тбилиси,5 гр,0.0146,8162,2903,270,105,,,,,,,,,,5G ---> ONLY BUDS
29,06-04-2020 08:58:40,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,,3,нет,Тбилиси,5 гр,0.0245,13603,4839,450,175,True,,,,,,,,,5x Extasy Duracell 223mg MDMA.
30,06-04-2020 08:58:40,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,True,1,нет,Тбилиси,5 гр,0.0095,5830,2074,193,75,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
31,06-04-2020 08:58:40,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,,1,нет,Тбилиси,5 гр,0.0069,4275,1521,141,55,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
32,06-04-2020 08:58:40,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",True,,1,нет,Тбилиси,10 гр,0.0553,31015,11032,1026,399,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
33,06-04-2020 08:58:40,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,,1,нет,Тбилиси,10 гр,0.0506,28372,10092,939,365,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
34,06-04-2020 08:59:27,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),,,1,3,Тбилиси,10 гр,0.0139,8574,2986,278,,True,,100,,True,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
35,06-04-2020 08:59:27,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,,1,нет,Тбилиси,10 гр,0.0107,6607,2350,219,85,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
36,06-04-2020 08:59:27,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,,2,нет,Тбилиси,10 гр,0.0532,31093,11060,1029,400,True,,,,,,,,,gashish evro 10g
37,06-04-2020 08:59:27,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,,1,нет,Тбилиси,20 гр,0.1033,60398,21484,1999,777,True,,,,,,,,,Gashish Evro 20gr
38,06-04-2020 08:59:27,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,,1,нет,Тбилиси,60 гр,0.2519,155465,55300,5144,2000,True,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
39,06-04-2020 08:59:27,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 0.25 G.,,,нет,15,Тбилиси,0.25 гр,0.0309,17148,5972,556,,True,,200,,,,,,,METADON - 0.25 G.
40,06-04-2020 08:59:27,Tbilisi,A3I9,Joookerrr,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),,,нет,1,Тбилиси,2 гр,0.0208,12861,4479,417,,True,,150,,,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
41,06-04-2020 08:59:27,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,,нет,2,Тбилиси,2 гр,0.028,15547,5530,514,200,True,,,,,,,,,✨✨2gram. MDMA✨✨
42,06-04-2020 08:59:27,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,,нет,3,Тбилиси,2 гр,0.0516,28683,10203,949,369,True,,,,,,,,,❄❄2g HQ COCAINE❄❄
43,06-04-2020 08:59:27,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,,нет,3,Тбилиси,3 гр,0.0825,45862,16314,1518,590,True,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
44,06-04-2020 08:59:27,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,,нет,7,Тбилиси,4 гр,0.0554,31093,11060,1029,400,True,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
45,06-04-2020 08:59:27,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,,,нет,4,Тбилиси,5 гр,0.0222,12437,4424,412,160,True,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
46,06-04-2020 08:59:27,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,,нет,5,Тбилиси,5 гр,0.0762,42753,15208,1415,550,True,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
47,06-04-2020 08:59:27,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,,нет,1,Тбилиси,5 гр,0.0234,13137,4673,435,169,True,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
48,06-04-2020 08:59:27,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,,нет,8,Тбилиси,5 гр,0.0236,13215,4701,437,170,True,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
49,06-04-2020 08:59:27,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,,нет,10,Тбилиси,5 гр,0.0276,15469,5502,512,199,True,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
50,06-04-2020 08:59:27,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,,нет,7,Тбилиси,5 гр,0.0276,15469,5502,512,199,True,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
51,06-04-2020 08:59:27,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,,нет,2,Тбилиси,5 гр,0.0276,17023,6055,563,219,True,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
52,06-04-2020 08:59:27,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,,нет,5,Тбилиси,5 гр,0.042,23320,8295,772,300,True,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
53,06-04-2020 08:59:27,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,,нет,7,Тбилиси,5 гр,0.0276,15469,5502,512,199,True,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
54,06-04-2020 08:59:27,Tbilisi,A3I9,Joookerrr,МДМА 5 гр!!!,,,нет,2,Тбилиси,5 гр,0.0486,30009,10451,973,,True,,350,,,,,,,MDMA 5 gr!!!
55,06-04-2020 08:59:27,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,,нет,12,Тбилиси,5 гр,0.0252,15547,5530,514,200,True,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
56,06-04-2020 08:59:27,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,,нет,2,Тбилиси,5 гр,0.3078,190000,87429,6381,,True,,,,,,,,,reagent 25i nbome. 5gr
57,06-04-2020 08:59:27,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,,нет,2,Тбилиси,5 гр,0.3778,233198,82950,7717,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
58,06-04-2020 08:59:27,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,,нет,2,Тбилиси,5 гр,0.1216,67550,24028,2235,869,True,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
59,06-04-2020 08:59:27,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,,нет,5,Тбилиси,5 гр,0.0266,14769,5254,489,190,True,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
60,06-04-2020 08:59:27,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,,нет,5,Тбилиси,5 гр,0.0684,38011,13521,1258,489,True,,,,,,,,,💘✨5g. MDMA ✨💘
61,06-04-2020 08:59:27,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,,1,5,Тбилиси,5 гр,0.0264,14691,5226,486,189,True,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
62,06-04-2020 08:59:27,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,,нет,1,Тбилиси,10 гр,0.1247,69959,24885,2315,900,True,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
63,06-04-2020 08:59:27,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,,нет,5,Тбилиси,10 гр,0.097,54413,19355,1801,700,True,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
64,06-04-2020 08:59:27,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,,нет,6,Тбилиси,10 гр,0.0443,24874,8848,823,320,True,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
65,06-04-2020 08:59:52,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,,нет,5,Тбилиси,10 гр,0.1108,62186,22120,2058,800,True,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
66,06-04-2020 08:59:52,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,,нет,1,Тбилиси,10 гр,0.3083,172955,61521,5723,2225,True,,,,,,,,,Amfetamin [White] [Import] 10G
67,06-04-2020 08:59:52,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,,нет,8,Тбилиси,10 гр,0.2028,112634,40065,3727,1449,True,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,06-04-2020 08:59:52,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,,нет,10,Тбилиси,10 гр,0.0516,28683,10203,949,369,True,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
69,06-04-2020 08:59:52,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,,нет,2,Тбилиси,10 гр,0.0418,23242,8267,769,299,True,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
70,06-04-2020 08:59:52,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,,нет,8,Тбилиси,20 гр,0.0561,31482,11198,1042,405,True,,,,,,,,,20 gr Indica marijuana buds (hight quality)
71,06-04-2020 08:59:52,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,,нет,9,Тбилиси,20 гр,0.0838,46562,16562,1541,599,True,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
72,06-04-2020 08:59:52,Tbilisi,8B31,GEOWEEDSHOP,50gr Georgian Indica dominant buds. The Best PRICE,True,,нет,13,Тбилиси,50 гр,0.1384,77655,27622,2570,999,True,,,,,,,,,50gr Georgian Indica dominant buds. The Best PRICE
73,06-04-2020 08:59:52,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,,,нет,1,Тбилиси,50 гр,0.1524,85506,30415,2829,1100,True,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
74,06-04-2020 08:59:52,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,,нет,1,Тбилиси,100 гр,0.3325,186558,66360,6173,2400,True,,,,,,,,,100 gr marijuana buds
75,06-04-2020 08:59:52,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,,нет,1,Тбилиси,100 гр,0.2771,155465,55300,5144,2000,True,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
76,06-04-2020 08:59:52,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,,нет,1,Тбилиси,100 гр,0.2799,155465,55300,5144,2000,True,,,,,,,,,SUBOXIN - HQ - 100 G.
77,06-04-2020 08:59:52,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,,1,1,Тбилиси,100 гр,0.3464,194331,69125,6431,2500,True,,,,,,,,,Marihuana [Shishki] [Gali] 100G
78,06-04-2020 08:59:52,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,,нет,1,Тбилиси,150 гр,0.2099,116599,41475,3858,1500,True,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
79,06-04-2020 08:59:52,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,,нет,1,Тбилиси,250 гр,0.6374,357570,127190,11832,4600,True,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
80,06-04-2020 08:59:52,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,,нет,1,Тбилиси,500 гр,1.0392,582994,207375,19292,7500,True,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
81,06-04-2020 08:59:52,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,,нет,3,Тбилиси,10000 гр,1.1777,660726,235025,21864,8500,True,,,,,,,,,10000sht marki 25i-nbome. predoplata
82,06-04-2020 08:59:52,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,,2,нет,Тбилиси,1 гр,0.0252,15547,5530,514,200,True,,,,,,,,,KURYER..500RUB.+BONUS
83,06-04-2020 08:59:52,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,,нет,2,Тбилиси,1 гр,0.0277,15547,5530,514,200,True,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,06-04-2020 08:59:52,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,,нет,1,Тбилиси,1 гр,0.0346,19433,6913,643,250,True,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,06-04-2020 08:59:52,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,,нет,1,Тбилиси,400 гр,2.0973,1165988,414750,38583,15000,True,,,,,,,,,Vakansija optovogo kur'era na mef
86,06-04-2020 09:01:48,Batumi,V4T,COCAcoLA,mephedrone 1gr СКИДКА КАРАНТИННАЯ!!!!,,,1,нет,Батуми,1 гр,0.014,7851,2793,260,101,,,,,,,True,,,mephedrone 1gr SKIDKA KARANTINNAJa!!!!
87,06-04-2020 09:01:48,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,,7,нет,Батуми,2 гр,0.0048,2954,1051,98,38,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
88,06-04-2020 09:01:48,Batumi,CL7K,go420times,[100g] SPAIN HASH,,,1,нет,Батуми,105 гр,0.3048,171012,60830,5659,2200,,,,,,,,True,,[100g] SPAIN HASH
89,06-04-2020 09:01:48,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,,1,13,Батуми,5 гр,0.0252,15547,5530,514,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
90,06-04-2020 09:01:48,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,,нет,2,Батуми,100 гр,0.2799,155465,55300,5144,2000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
91,06-04-2020 09:01:48,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,,нет,3,Батуми,150 гр,0.2099,116599,41475,3858,1500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
92,06-04-2020 09:01:48,Batumi,42AF,Leningrad6,курьер в Батуми,,,1,нет,Батуми,1 гр,0.0126,7773,2765,257,100,,,,,,,,True,,kur'er v Batumi
93,06-04-2020 09:01:48,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,,1,нет,Батуми,5 гр,0.0315,19433,6913,643,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
94,06-04-2020 09:01:48,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,,1,нет,Батуми,50 гр,0.0315,19433,6913,643,250,,,,,,,,True,,Ischu kur'era v Gruzii!
95,06-04-2020 09:01:48,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,,1,нет,Батуми,50 гр,0.0378,23320,8295,772,300,,,,,,,,True,,Rabota na marki (kur'er)
96,06-04-2020 09:01:48,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,,нет,1,Батуми,400 гр,2.0973,1165988,414750,38583,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
97,06-04-2020 09:01:48,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,,нет,2,Батуми,1000 гр,0.0693,38866,13825,1286,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
98,06-04-2020 09:03:36,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,,4,нет,Кутаиси,1 гр,0.0262,14847,5281,491,191,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
99,06-04-2020 09:03:36,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,,7,нет,Кутаиси,1.5 гр,0.0199,11271,4009,373,145,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
100,06-04-2020 09:03:36,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,,10,нет,Кутаиси,2 гр,0.0501,28372,10092,939,365,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
101,06-04-2020 09:03:36,Kutaisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,,1,нет,Кутаиси,2 гр,0.0048,2954,1051,98,38,,,,,,,,,True,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
