,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Vazisubani,Old Tbilisi (Старый город),Авлобари,Didube,Vake,Varketili,Батуми,Центр,€,desc_en
10,13-08-2020 02:38:23,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,4,нет,Тбилиси,1 гр,0.0046,4028,1526,135,55,,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
11,13-08-2020 02:38:23,Tbilisi,QUZIV,Hollyweed,1 г.Super Skunk top class buds! (подезд),,2,нет,Тбилиси,1 гр,0.0047,4028,1526,135,55,,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
12,13-08-2020 02:38:23,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,1,нет,Тбилиси,1 гр,0.0046,4028,1526,135,55,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
13,13-08-2020 02:38:23,Tbilisi,I7IU,MrPickless,1g hindu kish best buds BTC 1% SALE,True,1,нет,Тбилиси,1 гр,0.0043,3735,1415,125,51,,,,,,,,,,,,1g hindu kish best buds BTC 1% SALE
14,13-08-2020 02:38:23,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,17,нет,Тбилиси,1 гр,0.0041,3589,1360,120,49,,,,,,,,,,,,1gr HYBRID o.g
15,13-08-2020 02:38:23,Tbilisi,8B31,GEOWEEDSHOP,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,13,нет,Тбилиси,1 гр,0.0048,4174,1582,140,57,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
16,13-08-2020 02:38:23,Tbilisi,H9FHF,OldStar,Auto Amnesia Haze 1 gr,True,11,нет,Тбилиси,1 гр,0.0034,3000,1380,101,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
17,13-08-2020 02:38:23,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0045,3955,1499,133,54,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
18,13-08-2020 02:38:23,Tbilisi,X4ZM,ZYX,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,2,нет,Тбилиси,1 гр,0.0049,4248,1610,143,58,,,,,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
19,13-08-2020 02:38:23,Tbilisi,X4ZM,ZYX,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0046,4028,1526,135,55,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
20,13-08-2020 02:38:23,Tbilisi,5XD8,TYsonWeed,TYson Budds 1G Скидка 5%,True,10,нет,Тбилиси,1 гр,0.0035,3222,1221,108,44,,,,,,,,,,,,TYson Budds 1G Skidka 5%
21,13-08-2020 02:38:23,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0042,3662,1388,123,50,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
22,13-08-2020 02:38:23,Tbilisi,XUYA,MRweed,"Успейте попробовать. Урожай заканчивается. Amnesia Haze (photoperiod, regular) 1 гр. Спокойно, Надёжно, Качественно.",True,1,нет,Тбилиси,1 гр,0.0042,4028,1526,135,55,,,,,,,,,,,,"Uspejte poprobovat'. Urozhaj zakanchivaetsja. Amnesia Haze (photoperiod, regular) 1 gr. Spokojno, Nadezhno, Kachestvenno."
23,13-08-2020 02:38:23,Tbilisi,I7IU,MrPickless,1.2гр перемолотые шишки btc 5% sale,True,1,нет,Тбилиси,1.2 гр,0.0028,2563,971,86,35,,,,,,,,,,,,1.2gr peremolotye shishki btc 5% sale
24,13-08-2020 02:38:23,Tbilisi,LYHBG,Playboy,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,2 гр,0.0084,7250,2747,243,99,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
25,13-08-2020 02:38:23,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0083,7250,2747,243,99,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
26,13-08-2020 02:38:23,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,5,нет,Тбилиси,2 гр,0.0084,7324,2775,246,100,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
27,13-08-2020 02:38:23,Tbilisi,ABOAB,ProGrow,2G ---> Big Devil (BTC - Sale),True,3,нет,Тбилиси,2 гр,0.0071,6225,2359,209,85,,,,,,,,,,,,2G ---> Big Devil (BTC - Sale)
28,13-08-2020 02:38:23,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,2,нет,Тбилиси,2 гр,0.0074,6445,2442,216,88,,,,,,,,,,,,2gr HYBRID buds
29,13-08-2020 02:38:23,Tbilisi,8B31,GEOWEEDSHOP,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,2,нет,Тбилиси,2 гр,0.0078,6811,2581,229,93,,True,True,,,,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
30,13-08-2020 02:38:23,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 2 гр",True,1,нет,Тбилиси,2 гр,0.0084,8056,3053,270,110,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 2 gr"
31,13-08-2020 02:38:23,Tbilisi,9R7SU,ClownBaroN,MORNING GLORY 2G.( *VHQ*BUDS-26%THC) FROM EUROPE,,1,нет,Тбилиси,2 гр,0.0095,8276,3136,278,113,True,,,,,,,,,,,MORNING GLORY 2G.( *VHQ*BUDS-26%THC) FROM EUROPE
32,13-08-2020 02:38:23,Tbilisi,LYHBG,Playboy,NEW !!! 2G OG KusH !!! NEW,True,4,нет,Тбилиси,2 гр,0.0084,7250,2747,243,99,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
33,13-08-2020 02:38:23,Tbilisi,LYHBG,Playboy,NEW !!! 2G White Widow !!! NEW,True,3,нет,Тбилиси,2 гр,0.0084,7250,2747,243,99,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
34,13-08-2020 02:38:23,Tbilisi,5XD8,TYsonWeed,TYson Budds 2G Скидка 5%,True,4,нет,Тбилиси,2 гр,0.0061,5859,2220,197,80,,,,,,,,,,,,TYson Budds 2G Skidka 5%
35,13-08-2020 02:38:23,Tbilisi,9R7SU,ClownBaroN,MORNING GLORY 3G.( *VHQ*BUDS-26%THC) FROM EUROPE,,1,нет,Тбилиси,3 гр,0.013,11351,4301,381,155,True,,,,,,,,,,,MORNING GLORY 3G.( *VHQ*BUDS-26%THC) FROM EUROPE
36,13-08-2020 02:39:22,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan (подезд),,1,нет,Тбилиси,3 гр,0.002,1758,666,59,24,,True,,,,,,,,,,Marijuana Super Skunk leaves 3g plan (podezd)
37,13-08-2020 02:39:22,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,3,нет,Тбилиси,3 гр,0.0069,6591,2498,221,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
38,13-08-2020 02:39:22,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,1,нет,Тбилиси,5 гр,0.0183,17576,6660,590,240,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
39,13-08-2020 02:39:22,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0047,4541,1721,152,62,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
40,13-08-2020 02:39:22,Tbilisi,2LY77,SveetWeed,15 + GRAMM NEW BEASTWEED,True,2,нет,Тбилиси,15 гр,0.016,15306,5800,514,209,,,,,,,,,,,,15 + GRAMM NEW BEASTWEED
41,13-08-2020 02:39:22,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.021,18309,6938,615,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
42,13-08-2020 02:39:22,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0227,19773,7493,664,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
43,13-08-2020 02:39:22,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0231,20140,7631,676,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
44,13-08-2020 02:39:22,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0202,17576,6660,590,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
45,13-08-2020 02:39:22,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0235,20506,7770,688,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
46,13-08-2020 02:39:22,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0227,19773,7493,664,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
47,13-08-2020 02:39:22,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0167,16038,6077,538,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
48,13-08-2020 02:39:22,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0183,17576,6660,590,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
49,13-08-2020 02:39:22,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.021,18309,6938,615,250,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
50,13-08-2020 02:39:22,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1982,190000,87429,6379,,,,,,,,,,,,,reagent 25i nbome. 5gr
51,13-08-2020 02:39:22,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2292,219705,83250,7375,3000,,,,True,True,,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
52,13-08-2020 02:39:22,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0462,40279,15263,1352,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
53,13-08-2020 02:39:22,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0588,51265,19425,1721,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
54,13-08-2020 02:39:22,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0353,30759,11655,1032,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
55,13-08-2020 02:39:22,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0672,58588,22200,1967,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,13-08-2020 02:39:22,Tbilisi,HWUW,opiopi,GABAGAMA 10 shtuk,True,нет,7,Тбилиси,10 гр,0.0012,1025,389,34,14,,,,,,,,,,,,GABAGAMA 10 shtuk
57,13-08-2020 02:39:22,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.187,162948,61744,5470,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
58,13-08-2020 02:39:22,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0497,47603,18038,1598,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
59,13-08-2020 02:39:22,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2017,175764,66600,5900,2400,,,,,,,,,,,,100 gr marijuana buds
60,13-08-2020 02:39:22,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2101,183088,69375,6146,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
61,13-08-2020 02:39:22,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.4958,432087,163725,14504,5900,,,,,,,,,,,,180 gr marihuana persoalno
62,13-08-2020 02:39:22,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0241,21000,9663,705,,,,,,,True,,,,,,GABAGAMA 250 shtuk
63,13-08-2020 02:39:22,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7143,622498,235875,20896,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
64,13-08-2020 02:39:22,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.021,18309,6938,615,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
65,13-08-2020 02:39:22,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0168,14647,5550,492,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
66,13-08-2020 02:39:22,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.021,18309,6938,615,250,,,,,,,,,,,,Rabota na marki (kur'er)
67,13-08-2020 02:39:22,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.042,36618,13875,1229,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
68,13-08-2020 02:39:22,Tbilisi,51K,tiabaldo66,РоСС Убой 2гр,True,нет,33,Тбилиси,2 гр,0.0062,5639,2137,189,77,,,,,,,,,,,,RoSS Uboj 2gr
69,13-08-2020 02:39:22,Tbilisi,S54D,wildindian,10g Methadone Crystal (В ЦЕНТРЕ НА МАГНИТАХ),True,нет,2,Тбилиси,10 гр,0.2445,234352,88800,7867,3200,,,,,,,,,,,,10g Methadone Crystal (V TsENTRE NA MAGNITAH)
70,13-08-2020 02:39:22,Tbilisi,ALISA,AlisaMSK,верифицированный аккаунт на localbitcoins 1 шт,True,нет,2,Тбилиси,1 гр,0.0034,3000,1380,101,,,,,,,,,,,,,verifitsirovannyj akkaunt na localbitcoins 1 sht
71,13-08-2020 02:39:22,Tbilisi,ALISA,AlisaMSK,Генацвале! Работай у лучшей девушки RC!,True,нет,1,Тбилиси,2 гр,0.0084,7324,2775,246,100,,,,,,,,,,,,Genatsvale! Rabotaj u luchshej devushki RC!
72,13-08-2020 02:40:24,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.042,36618,13875,1229,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
73,13-08-2020 02:40:24,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2713,1098527,416250,36875,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
74,13-08-2020 02:40:24,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.042,36618,13875,1229,500,,,,True,,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
75,13-08-2020 02:42:22,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,2,нет,Батуми,0.3 гр,0.0255,21971,8325,737,300,,,,,,,,,True,,,METADON - 0.30 - SALE
76,13-08-2020 02:42:22,Batumi,I7IU,MrPickless,1g hindu kish best buds BTC 1% SALE,,9,нет,Батуми,1 гр,0.0043,3735,1415,125,51,,,,,,,,,True,,,1g hindu kish best buds BTC 1% SALE
77,13-08-2020 02:42:22,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,5,нет,Батуми,2 гр,0.0028,2417,916,81,33,,,,,,,,,True,,,Melkie shishki (Indica) 2g
78,13-08-2020 02:42:22,Batumi,Z9UT,Rainbow,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.042,36618,13875,1229,500,,,,,,,,,,True,,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
79,13-08-2020 02:42:22,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0397,34296,13007,1151,,,,,,,,,,True,,399,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
80,13-08-2020 02:42:22,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0388,33523,12714,1125,,,,,,,,,,True,,390,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
81,13-08-2020 02:42:22,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0191,18309,6938,615,250,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
82,13-08-2020 02:42:22,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0191,18309,6938,615,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
83,13-08-2020 02:42:22,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0168,14647,5550,492,200,,,,,,,,,True,,,Kur'er Batumi na marihuanu
84,13-08-2020 02:42:22,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2716,1098527,416250,36875,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
85,13-08-2020 02:42:22,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.042,36618,13875,1229,500,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
