,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Дигоми,Vake,Old Tbilisi (Старый город),Vazisubani,€,Авлобари,Батуми,Центр,desc_en
61,21-06-2020 11:11:22,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0276,18785,7263,641,270,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
62,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1532,104359,40350,3564,1500,,,,,,,,,,,Gerojn (sirets) 5 gr
63,21-06-2020 11:11:22,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2535,190000,87429,6501,,,,,,,,,,,,reagent 25i nbome. 5gr
64,21-06-2020 11:11:22,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2785,208718,80700,7127,3000,,,,,True,,,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
65,21-06-2020 11:11:22,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0989,66720,25797,2278,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
66,21-06-2020 11:11:22,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,9,Тбилиси,5 гр,0.0196,13219,5111,451,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
67,21-06-2020 11:11:22,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,9,Тбилиси,5 гр,0.0504,34021,13154,1162,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
68,21-06-2020 11:11:22,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0919,62615,24210,2138,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
69,21-06-2020 11:11:22,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0562,38265,14795,1307,550,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
70,21-06-2020 11:11:22,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0715,48701,18830,1663,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
71,21-06-2020 11:12:04,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0818,55658,21520,1901,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,21-06-2020 11:12:04,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,10,Тбилиси,10 гр,0.0337,22959,8877,784,330,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
73,21-06-2020 11:12:04,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2274,154799,59853,5286,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
74,21-06-2020 11:12:04,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,True,нет,2,Тбилиси,10 гр,0.2248,153060,59180,5227,2200,,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
75,21-06-2020 11:12:04,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1609,108464,41937,3704,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
76,21-06-2020 11:12:04,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,5,Тбилиси,10 гр,0.0814,54893,21224,1874,789,,,,,,,,,,,💘✨10gram MDMA ✨💘
77,21-06-2020 11:12:04,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,8,Тбилиси,10 гр,0.0381,25672,9926,877,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
78,21-06-2020 11:12:04,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.045,30422,11759,1040,,,,,,,,390,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
79,21-06-2020 11:12:04,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,True,нет,3,Тбилиси,20 гр,0.1394,104359,40350,3564,1500,,,,,,,,,,,✨💘20g MDMA💘✨
80,21-06-2020 11:12:04,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0618,41674,16113,1423,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
81,21-06-2020 11:12:04,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1327,90375,34943,3086,1299,,,,,,,,,,,50 gr georgian weed. Package on magnet
82,21-06-2020 11:12:04,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,4,Тбилиси,100 гр,0.2554,173862,67223,5937,2499,,,,,,,,,,,100 gr georgian weed. Package on magnet
83,21-06-2020 11:12:04,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2453,166974,64560,5702,2400,,,,,,,,,,,100 gr marijuana buds
84,21-06-2020 11:12:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2044,139145,53800,4751,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
85,21-06-2020 11:12:04,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2555,173931,67250,5939,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
86,21-06-2020 11:12:04,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6029,410478,158710,14017,5900,,,,,,,,,,,180 gr marihuana persoalno
87,21-06-2020 11:12:04,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,4,Тбилиси,200 гр,0.4383,295683,114325,10097,4250,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
88,21-06-2020 11:12:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4701,320034,123740,10928,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
89,21-06-2020 11:12:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7664,521794,201750,17818,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
90,21-06-2020 11:12:04,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8686,591366,228650,20193,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
91,21-06-2020 11:12:04,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0186,13915,5380,475,200,,,,,,,,,,,KURYER..500RUB.+BONUS
92,21-06-2020 11:12:04,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0204,13915,5380,475,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
93,21-06-2020 11:12:04,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0255,17393,6725,594,250,,,,,,,,,,,Rabota na marki (kur'er)
94,21-06-2020 11:12:04,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5468,1043588,403500,35636,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
95,21-06-2020 11:13:50,Batumi,EIH4,San4oPan4o,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,12,нет,Батуми,0.25 гр,0.0134,9283,3588,317,,,,,,,,119,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
96,21-06-2020 11:13:50,Batumi,Z9UT,Rainbow,шишки марихуаны 5G,,3,нет,Батуми,5 гр,0.0307,20872,8070,713,300,,,,,,,,,,True,shishki marihuany 5G
97,21-06-2020 11:13:50,Batumi,Z9UT,Rainbow,Super Critical 10G,,2,нет,Батуми,10 гр,0.0613,41744,16140,1425,600,,,,,,,,,,True,Super Critical 10G
98,21-06-2020 11:13:50,Batumi,XH0NP,XX-PABLO-XX,METADON - 025,,1,3,Батуми,0.25 гр,0.0361,24350,9415,832,350,,,,,,,,,True,,METADON - 025
99,21-06-2020 11:13:50,Batumi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1533,104359,40350,3564,1500,,,,,,,,,True,,Gerojn (sirets) 5 gr
100,21-06-2020 11:13:50,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0429,29220,11298,998,420,,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
101,21-06-2020 11:13:50,Batumi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2248,153060,59180,5227,2200,,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
102,21-06-2020 11:13:50,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1659,112990,51992,3866,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
