,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,€,Gldani,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
13,19-03-2020 22:09:23,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1201,72141,25740,2197,900,True,,,,,,,,,,Metadon 1gr
14,19-03-2020 22:09:23,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,9,нет,Тбилиси,2 гр,0.012,7214,2574,220,90,True,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
15,19-03-2020 22:09:23,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,1,нет,Тбилиси,2 гр,0.0101,5531,1973,168,69,True,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
16,19-03-2020 22:09:23,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,,2,нет,Тбилиси,2 гр,0.0116,6332,2259,193,79,True,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
17,19-03-2020 22:09:23,Tbilisi,ABOAB,ProGrow,2G ---> Plan,,17,нет,Тбилиси,2 гр,0.0044,2405,858,73,30,True,,,,,,,,,,2G ---> Plan
18,19-03-2020 22:09:23,Tbilisi,QUZIV,Hollyweed,2g super Skunk top class buds. Indica,,3,нет,Тбилиси,2 гр,0.0117,6332,2259,193,79,,,True,,,,,,,,2g super Skunk top class buds. Indica
19,19-03-2020 22:09:23,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,3,нет,Тбилиси,2 гр,0.0516,28456,10153,867,355,,,,True,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
20,19-03-2020 22:09:23,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,5,нет,Тбилиси,2 гр,0.0048,2886,1030,88,36,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
21,19-03-2020 22:09:23,Tbilisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! !!BTC SALE 5%!! ПОДЪЕЗД!!!,,1,нет,Тбилиси,2 гр,0.0189,10340,3689,315,129,,,,True,,,,,,,GAShISh tverdyj!!! Hash!!!! !!BTC SALE 5%!! POD'EZD!!!
22,19-03-2020 22:09:23,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.0337,19199,6776,590,,True,220,,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
23,19-03-2020 22:09:23,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,,6,нет,Тбилиси,3 гр,0.0156,8416,3003,256,105,True,,,,,,,,,,3x Extasy Duracell 223mg MDMA
24,19-03-2020 22:09:23,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,,3,нет,Тбилиси,3 гр,0.0067,4008,1430,122,50,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
25,19-03-2020 22:09:23,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0427,25650,9152,781,320,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
26,19-03-2020 22:09:23,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0436,24047,8580,732,300,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
27,19-03-2020 22:09:23,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0475,27053,9548,832,,True,310,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
28,19-03-2020 22:09:23,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,6,нет,Тбилиси,5 гр,0.0259,14027,5005,427,175,True,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
29,19-03-2020 22:09:23,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1155,63084,22508,1921,787,,,,True,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
30,19-03-2020 22:09:23,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,9,нет,Тбилиси,5 гр,0.0087,5210,1859,159,65,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
31,19-03-2020 22:09:23,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0477,26051,9295,793,325,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
32,19-03-2020 22:09:23,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0536,29257,10439,891,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
33,19-03-2020 22:09:23,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0392,21402,7636,652,267,True,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
34,19-03-2020 22:10:12,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0133,7936,2831,242,99,True,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
35,19-03-2020 22:10:12,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0566,32063,11440,977,400,True,,,,,,,,,,gashish evro 10g
36,19-03-2020 22:10:12,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.0936,50900,18161,1550,635,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
37,19-03-2020 22:10:12,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),,10,10,Тбилиси,0.27 гр,0.0372,20039,7150,610,250,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
38,19-03-2020 22:10:12,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,14,5,Тбилиси,0.27 гр,0.0372,20039,7150,610,250,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
39,19-03-2020 22:10:12,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,2,3,Тбилиси,1.1 гр,0.1043,56110,20020,1709,700,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
40,19-03-2020 22:10:12,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,,нет,1,Тбилиси,1.4 гр,0.1032,56110,20020,1709,700,True,,,,,,,,,,Methadone HQ in city 1.4g
41,19-03-2020 22:10:12,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0879,47293,16874,1440,590,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,19-03-2020 22:10:12,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.059,32063,11440,977,400,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,19-03-2020 22:10:12,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0811,44086,15730,1343,550,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,19-03-2020 22:10:12,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.023,12505,4462,381,156,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
45,19-03-2020 22:10:12,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0293,15951,5691,486,199,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
46,19-03-2020 22:10:12,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0236,12825,4576,391,160,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,19-03-2020 22:10:12,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0293,15951,5691,486,199,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,19-03-2020 22:10:12,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0293,15951,5691,486,199,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
49,19-03-2020 22:10:12,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0214,11623,4147,354,145,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,19-03-2020 22:10:12,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0294,17554,6263,535,219,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,19-03-2020 22:10:12,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0447,24047,8580,732,300,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
52,19-03-2020 22:10:12,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0221,12024,4290,366,150,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,19-03-2020 22:10:12,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0268,16031,5720,488,200,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
54,19-03-2020 22:10:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3178,190000,87429,5999,,True,,,,,,,,,,reagent 25i nbome. 5gr
55,19-03-2020 22:10:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4022,240471,85800,7324,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,19-03-2020 22:10:12,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1279,68855,24567,2097,859,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,19-03-2020 22:10:12,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0276,14829,5291,452,185,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,19-03-2020 22:10:12,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0728,39197,13985,1194,489,True,,,,,,,,,,💘✨5g. MDMA ✨💘
59,19-03-2020 22:10:12,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.049,26372,9409,803,329,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
60,19-03-2020 22:10:12,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,8,Тбилиси,5 гр,0.0268,14428,5148,439,180,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
61,19-03-2020 22:10:12,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1327,72141,25740,2197,900,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
62,19-03-2020 22:10:12,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1032,56110,20020,1709,700,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
63,19-03-2020 22:10:12,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,7,Тбилиси,10 гр,0.0472,25650,9152,781,320,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
64,19-03-2020 22:10:12,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0521,28055,10010,854,350,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
65,19-03-2020 22:10:46,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.118,64126,22880,1953,800,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
66,19-03-2020 22:10:46,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3281,178349,63635,5432,2225,True,,,,,,,,,,Amfetamin [White] [Import] 10G
67,19-03-2020 22:10:46,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2158,116148,41441,3537,1449,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,19-03-2020 22:10:46,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.055,29578,10553,901,369,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
69,19-03-2020 22:10:46,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0445,23967,8551,730,299,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
70,19-03-2020 22:10:46,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0892,48014,17131,1462,599,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
71,19-03-2020 22:10:46,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1609,96188,34320,2930,1200,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
72,19-03-2020 22:10:46,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2949,160314,57200,4883,2000,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
73,19-03-2020 22:10:46,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2979,160314,57200,4883,2000,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
74,19-03-2020 22:10:46,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3687,200393,71500,6103,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
75,19-03-2020 22:10:46,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2234,120236,42900,3662,1500,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
76,19-03-2020 22:10:46,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6784,368722,131560,11230,4600,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
77,19-03-2020 22:10:46,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.106,601178,214500,18310,7500,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
78,19-03-2020 22:10:46,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.2535,681335,243100,20751,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
79,19-03-2020 22:10:46,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0268,16031,5720,488,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
80,19-03-2020 22:10:46,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0201,12024,4290,366,150,True,,,,,,,,,,Rabota na marki (kur'er)
81,19-03-2020 22:10:46,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0295,16031,5720,488,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
82,19-03-2020 22:10:46,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0369,20039,7150,610,250,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
83,19-03-2020 22:10:46,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.2322,1202355,429000,36620,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
84,19-03-2020 22:12:10,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,26,нет,Батуми,1 гр,0.0253,15230,5434,464,190,,,,,,,,True,,,NZT-52 limited 1 g muka
85,19-03-2020 22:12:10,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0454,27253,9724,830,340,,,,,,,,True,,,NZT-52 limited 2g muka
86,19-03-2020 22:12:10,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3228,176345,62920,5371,2200,,,,,,,,True,,,[100g] SPAIN HASH
87,19-03-2020 22:12:10,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0267,16031,5720,488,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
88,19-03-2020 22:12:10,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2964,160314,57200,4883,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
89,19-03-2020 22:12:10,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2223,120236,42900,3662,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
90,19-03-2020 22:12:10,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0133,8016,2860,244,100,,,,,,,,True,,,kur'er v Batumi
91,19-03-2020 22:12:10,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0333,20039,7150,610,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
92,19-03-2020 22:12:10,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.02,12024,4290,366,150,,,,,,,,True,,,Rabota na marki (kur'er)
93,19-03-2020 22:12:10,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0333,20039,7150,610,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
94,19-03-2020 22:12:10,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.221,1202355,429000,36620,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
95,19-03-2020 22:12:10,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0734,40079,14300,1221,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
96,19-03-2020 22:13:37,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,1 гр,0.0299,16432,5863,500,205,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
97,19-03-2020 22:13:37,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0261,14348,5119,437,179,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
98,19-03-2020 22:13:37,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0568,31181,11125,950,389,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
99,19-03-2020 22:13:37,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! КУТАИСИ!!!,,6,нет,Кутаиси,2 гр,0.0261,14348,5119,437,179,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! KUTAISI!!!
100,19-03-2020 22:13:37,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0467,25650,9152,781,320,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! KUTAISI!!!
101,19-03-2020 22:13:37,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0201,12024,4290,366,150,,,,,,,,,,True,Rabota na marki (kur'er)
