,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Didube,Gldani,€,Saburtalo,Дигоми,Tbilisis Zgva,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,14-03-2020 22:25:10,Tbilisi,03F3,geoshop,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,2,нет,Тбилиси,1 гр,0.0132,5855,2151,187,80,,,,,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
11,14-03-2020 22:25:10,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,16,нет,Тбилиси,1 гр,0.0076,3367,1237,108,46,,,,,,,,,,,,Amsterdam weed sativa 1gr
12,14-03-2020 22:25:10,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0824,40254,14790,1287,550,,,,,,,,,,,,Metadon VHQ 1 24/7
13,14-03-2020 22:25:10,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! BUDS ! 1G,True,1,нет,Тбилиси,1 гр,0.0074,3293,1210,105,45,,,,,,,,,,,,NEW ! Super Critical ! NEW ! BUDS ! 1G
14,14-03-2020 22:25:10,Tbilisi,UJP9,420Inc,THC Snow Buds Only 1G (THC 23+%),True,10,нет,Тбилиси,1 гр,0.0077,3440,1264,110,47,,,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
15,14-03-2020 22:25:10,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,2,нет,Тбилиси,1 гр,0.0308,13833,5082,442,189,,,,,,,,,,,,Kokain HQ 1g.
16,14-03-2020 22:25:10,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1348,65869,24201,2106,900,,,,,,,,,,,,Metadon 1gr
17,14-03-2020 22:25:10,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,13,нет,Тбилиси,1 гр,0.003,1464,538,47,20,,True,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
18,14-03-2020 22:25:10,Tbilisi,03F3,geoshop,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,1,нет,Тбилиси,1.2 гр,0.0198,8783,3227,281,120,,,,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
19,14-03-2020 22:25:10,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,4,нет,Тбилиси,2 гр,0.0135,6587,2420,211,90,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
20,14-03-2020 22:25:10,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,2 гр,0.0599,26348,9680,842,360,,,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
21,14-03-2020 22:25:10,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,6,нет,Тбилиси,2 гр,0.0599,27738,10191,887,379,,,,,,,,,,,,Kokain HQ 2g.
22,14-03-2020 22:25:10,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,3 гр,0.0442,20465,7488,654,,,,250,,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
23,14-03-2020 22:25:10,Tbilisi,ABOAB,ProGrow,3G ---> Plan,,17,нет,Тбилиси,3 гр,0.0064,2854,1049,91,39,,,,True,,,,,,,,3G ---> Plan
24,14-03-2020 22:25:10,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0175,7685,2823,246,105,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
25,14-03-2020 22:25:10,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,True,6,нет,Тбилиси,4 гр,0.009,4391,1613,140,60,,,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
26,14-03-2020 22:25:10,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0265,11637,4276,372,159,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
27,14-03-2020 22:25:10,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0258,11344,4168,363,155,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
28,14-03-2020 22:25:10,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0489,21956,8067,702,300,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
29,14-03-2020 22:25:10,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0637,29470,10782,941,,,,360,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
30,14-03-2020 22:25:10,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0291,12808,4706,410,175,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
31,14-03-2020 22:25:10,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1297,57599,21162,1842,787,,,,,True,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
32,14-03-2020 22:25:10,Tbilisi,TDSHF,THC,Hybrid Gagarin. 5g.,,2,нет,Тбилиси,5 гр,0.0348,16101,5916,515,220,,,,,,True,,,,,,Hybrid Gagarin. 5g.
33,14-03-2020 22:25:10,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.0255,12442,4571,398,170,,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
34,14-03-2020 22:25:53,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,5 гр,0.0097,4757,1748,152,65,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
35,14-03-2020 22:25:53,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0725,32496,11939,1039,444,,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
36,14-03-2020 22:25:53,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0602,26714,9815,854,365,True,,,,,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
37,14-03-2020 22:25:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.044,19541,7180,625,267,,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
38,14-03-2020 22:25:53,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,10 гр,0.0148,7246,2662,232,99,,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
39,14-03-2020 22:25:53,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0633,29275,10756,936,400,,,,,,,,,,,,gashish evro 10g
40,14-03-2020 22:25:53,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,11 гр,0.1399,62064,22803,1984,848,,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
41,14-03-2020 22:25:53,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,10,5,Тбилиси,0.27 гр,0.045,19761,7260,632,270,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
42,14-03-2020 22:25:53,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.75g,True,нет,1,Тбилиси,0.75 гр,0.061,27080,9949,866,370,,,,,,,,,,,,Methadone HQ in city 0.75g
43,14-03-2020 22:25:53,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,3,Тбилиси,1.1 гр,0.1166,51232,18823,1638,700,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
44,14-03-2020 22:25:53,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.1154,51232,18823,1638,700,,,,,,,,,,,,Methadone HQ in city 1.4g
45,14-03-2020 22:25:53,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0983,43181,15865,1381,590,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
46,14-03-2020 22:25:53,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.066,29275,10756,936,400,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
47,14-03-2020 22:25:53,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0907,40254,14790,1287,550,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
48,14-03-2020 22:25:53,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0257,11417,4195,365,156,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
49,14-03-2020 22:25:53,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0328,14564,5351,466,199,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
50,14-03-2020 22:25:53,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0264,11710,4302,374,160,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
51,14-03-2020 22:25:53,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0328,14564,5351,466,199,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
52,14-03-2020 22:25:53,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0328,14564,5351,466,199,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
53,14-03-2020 22:25:53,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0239,10612,3899,339,145,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
54,14-03-2020 22:25:53,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0328,16028,5889,513,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
55,14-03-2020 22:25:53,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.05,21956,8067,702,300,,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
56,14-03-2020 22:25:53,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,9,Тбилиси,5 гр,0.0247,10978,4034,351,150,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,14-03-2020 22:25:53,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.03,14638,5378,468,200,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
58,14-03-2020 22:25:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3892,190000,87429,6072,,,,,,,,,,,,,reagent 25i nbome. 5gr
59,14-03-2020 22:25:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4498,219565,80670,7021,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
60,14-03-2020 22:25:53,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1431,62869,23099,2010,859,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
61,14-03-2020 22:25:53,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0308,13540,4975,433,185,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
62,14-03-2020 22:25:53,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0815,35789,13149,1144,489,,,,,,,,,,,,💘✨5g. MDMA ✨💘
63,14-03-2020 22:25:53,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0548,24079,8847,770,329,,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
64,14-03-2020 22:25:53,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1484,65869,24201,2106,900,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
65,14-03-2020 22:25:53,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1154,51232,18823,1638,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
66,14-03-2020 22:25:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0658,29202,10729,934,399,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
67,14-03-2020 22:26:33,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0583,25616,9412,819,350,,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
68,14-03-2020 22:26:33,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1319,58551,21512,1872,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
69,14-03-2020 22:26:33,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3669,162844,59830,5207,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
70,14-03-2020 22:26:33,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2414,106050,38964,3391,1449,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
71,14-03-2020 22:26:33,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0615,27006,9922,864,369,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
72,14-03-2020 22:26:33,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0498,21883,8040,700,299,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
73,14-03-2020 22:26:33,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0998,43840,16107,1402,599,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
74,14-03-2020 22:26:33,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1799,87826,32268,2808,1200,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
75,14-03-2020 22:26:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3298,146376,53780,4680,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
76,14-03-2020 22:26:33,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3331,146376,53780,4680,2000,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
77,14-03-2020 22:26:33,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.4123,182971,67225,5851,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
78,14-03-2020 22:26:33,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2499,109782,40335,3510,1500,,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
79,14-03-2020 22:26:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.7586,336666,123694,10765,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
80,14-03-2020 22:26:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.2369,548912,201675,17552,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
81,14-03-2020 22:26:33,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.4018,622100,228565,19892,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
82,14-03-2020 22:26:33,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.03,14638,5378,468,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
83,14-03-2020 22:26:33,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0225,10978,4034,351,150,,,,,,,,,,,,Rabota na marki (kur'er)
84,14-03-2020 22:26:33,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.033,14638,5378,468,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
85,14-03-2020 22:26:33,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0412,18297,6723,585,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
86,14-03-2020 22:26:33,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.4963,1097823,403350,35103,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
87,14-03-2020 22:28:24,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2464,109782,40335,3510,1500,,,,,,,,,True,,,Skunk! 50 gr.
88,14-03-2020 22:28:24,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0299,14638,5378,468,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
89,14-03-2020 22:28:24,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3319,146376,53780,4680,2000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
90,14-03-2020 22:28:24,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2489,109782,40335,3510,1500,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
91,14-03-2020 22:28:24,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0149,7319,2689,234,100,,,,,,,,,True,,,kur'er v Batumi
92,14-03-2020 22:28:24,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0373,18297,6723,585,250,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
93,14-03-2020 22:28:24,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0224,10978,4034,351,150,,,,,,,,,True,,,Rabota na marki (kur'er)
94,14-03-2020 22:28:24,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0373,18297,6723,585,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
95,14-03-2020 22:28:24,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.4869,1097823,403350,35103,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
96,14-03-2020 22:28:24,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0821,36594,13445,1170,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
97,14-03-2020 22:29:51,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0224,10978,4034,351,150,,,,,,,,,,,True,Rabota na marki (kur'er)
