,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),Saburtalo,Didube,Дигоми,Vazisubani,Авлобари,Батуми,€,Центр,Кутаиси,desc_en
34,31-05-2020 02:22:03,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.021,15495,5924,528,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
35,31-05-2020 02:22:03,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0248,16627,6357,566,235,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
36,31-05-2020 02:22:03,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2578,190000,87429,6478,,,,,,,,,,,,reagent 25i nbome. 5gr
37,31-05-2020 02:22:03,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.288,212256,81150,7230,3000,True,,,,,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
38,31-05-2020 02:22:03,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1023,67851,25941,2311,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
39,31-05-2020 02:22:03,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0203,13443,5140,458,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
40,31-05-2020 02:22:03,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,3,Тбилиси,5 гр,0.0522,34598,13227,1178,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
41,31-05-2020 02:22:03,Tbilisi,EIH4,San4oPan4o,!! Гашиш !! Hash 6g !!! BTC SALE 5%!!!!,True,нет,1,Тбилиси,6 гр,0.0485,33183,12686,1130,469,,,,,,,,,,,!! Gashish !! Hash 6g !!! BTC SALE 5%!!!!
42,31-05-2020 02:22:03,Tbilisi,EIH4,San4oPan4o,!! Lemon Haze 7.5g!! !!! BTC SALE 5% !!!,True,нет,1,Тбилиси,7.5 гр,0.0292,19740,7547,672,279,,,,,,,,,,,!! Lemon Haze 7.5g!! !!! BTC SALE 5% !!!
43,31-05-2020 02:22:03,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.095,63677,24345,2169,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
44,31-05-2020 02:22:03,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0422,28301,10820,964,400,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
45,31-05-2020 02:22:03,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0739,49526,18935,1687,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
46,31-05-2020 02:22:03,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0444,29716,11361,1012,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
47,31-05-2020 02:22:03,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0845,56602,21640,1928,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
48,31-05-2020 02:22:03,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2349,157423,60186,5362,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
49,31-05-2020 02:22:03,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,2,Тбилиси,10 гр,0.1663,110302,42171,3757,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
50,31-05-2020 02:22:03,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0394,26107,9981,889,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
51,31-05-2020 02:22:03,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5332,353760,135250,12050,5000,,,,,,,,,,,METADON - 20 G.
52,31-05-2020 02:22:03,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0639,42380,16203,1444,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
53,31-05-2020 02:22:03,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,6,Тбилиси,50 гр,0.1372,91907,35138,3131,1299,,,,,,,,,,,50 gr georgian weed. Package on magnet
54,31-05-2020 02:22:03,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2639,176809,67598,6023,2499,,,,,,,,,,,100 gr georgian weed. Package on magnet
55,31-05-2020 02:22:03,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2534,169805,64920,5784,2400,,,,,,,,,,,100 gr marijuana buds
56,31-05-2020 02:22:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2112,141504,54100,4820,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
57,31-05-2020 02:22:03,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.264,176880,67625,6025,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
58,31-05-2020 02:22:03,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.623,417437,159595,14219,5900,,,,,,,,,,,180 gr marihuana persoalno
59,31-05-2020 02:22:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4857,325459,124430,11086,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
60,31-05-2020 02:22:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.792,530640,202875,18075,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
61,31-05-2020 02:22:03,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8975,601392,229925,20485,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
62,31-05-2020 02:22:03,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0192,14150,5410,482,200,,,,,,,,,,,KURYER..500RUB.+BONUS
63,31-05-2020 02:22:03,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0211,14150,5410,482,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
64,31-05-2020 02:22:03,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0264,17688,6763,603,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
65,31-05-2020 02:22:03,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5983,1061280,405750,36150,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
66,31-05-2020 02:23:26,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 2г,,1,нет,Батуми,2 гр,0.01,6721,2570,229,95,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 2g
67,31-05-2020 02:23:26,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2311,155654,59510,5302,2200,,,,,,,True,,,,[100g] SPAIN HASH
68,31-05-2020 02:23:26,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,нет,1,Батуми,0.5 гр,0.0089,6014,2299,205,85,,,,,,,True,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
69,31-05-2020 02:23:26,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,3,Батуми,5 гр,0.0237,16273,6222,554,230,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
70,31-05-2020 02:23:26,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0432,29716,11361,1012,420,,,,,,,True,,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
71,31-05-2020 02:23:26,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1678,112990,51992,3853,,,,,,,,True,,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
72,31-05-2020 02:23:26,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2656,178900,82321,6100,,,,,,,,True,,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
73,31-05-2020 02:23:26,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7075,2705,241,100,,,,,,,True,,,,kur'er v Batumi
74,31-05-2020 02:23:26,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,17688,6763,603,250,,,,,,,True,,,,Rabota kladmenom. Tol'ko shishki.
75,31-05-2020 02:23:26,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,17688,6763,603,250,,,,,,,True,,,,Ischu kur'era v Gruzii!
76,31-05-2020 02:23:26,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0292,19637,7488,669,,,,,,,,True,250,,,Rabota na marki (kur'er)
77,31-05-2020 02:23:26,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5901,1061280,405750,36150,15000,,,,,,,True,,,,Vakansija optovogo kur'era na mef
78,31-05-2020 02:23:26,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0525,35376,13525,1205,500,,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
79,31-05-2020 02:24:50,Kutaisi,EIH4,San4oPan4o,Cocaine 2g !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,2 гр,0.0318,21862,8358,745,309,,,,,,,,,,True,Cocaine 2g !!! BTC SALE 5%!!!!
80,31-05-2020 02:24:50,Kutaisi,EIH4,San4oPan4o,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!,,3,нет,Кутаиси,3 гр,0.0201,13797,5275,470,195,,,,,,,,,,True,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!
81,31-05-2020 02:24:50,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0292,19637,7488,669,,,,,,,,,250,,True,Rabota na marki (kur'er)
