,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,Didube,$,Vazisubani,Saburtalo,Varketili,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
15,13-05-2020 22:14:19,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,,2,нет,Тбилиси,3 гр,0.0127,3201,290,8756,,119,,True,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
16,13-05-2020 22:14:19,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,3,нет,Тбилиси,5 гр,0.0324,8608,781,23546,,320,,,,,,,,,,"5 Grm MDMA , Purity A +++"
17,13-05-2020 22:14:19,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0313,8070,732,22075,,300,,,,,,,,,,5 Grm Mdma Pure Quality A +++
18,13-05-2020 22:14:19,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,4,нет,Тбилиси,5 гр,0.0125,3201,290,8756,,119,True,True,,,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
19,13-05-2020 22:14:19,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0186,4708,427,12877,,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
20,13-05-2020 22:14:19,Tbilisi,ETHA6,PABLITTO,GEORGIAN MARIJUANA - 7 GRAM,True,4,нет,Тбилиси,7 гр,0.0086,2421,220,6622,,90,,,,,,,,,,GEORGIAN MARIJUANA - 7 GRAM
21,13-05-2020 22:14:19,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,11,нет,Тбилиси,10 гр,0.021,5353,485,14643,True,199,True,,True,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
22,13-05-2020 22:14:19,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0404,10760,976,29433,,400,,,,,,,,,,gashish evro 10g
23,13-05-2020 22:14:19,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0786,20901,1895,57173,,777,,,,,,,,,,Gashish Evro 20gr
24,13-05-2020 22:14:19,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1916,53800,4878,147164,,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
25,13-05-2020 22:14:19,Tbilisi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.1 гр.,True,нет,9,Тбилиси,0.1 гр,0.0052,1460,132,3989,,,,,,50,,,,,,Buprenorfin (analog suboteksa) 0.1 gr.
26,13-05-2020 22:14:19,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",True,нет,9,Тбилиси,0.5 гр,0.0079,2018,183,5519,,75,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
27,13-05-2020 22:14:19,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0169,4304,390,11773,,160,,,,,,,,,,"""Kief"" Weed trichomes 1G"
28,13-05-2020 22:14:19,Tbilisi,A3I9,Joookerrr,MDMA целковый кристальчик!! 1.51,True,нет,1,Тбилиси,1.51 гр,0.0159,4062,368,11111,,151,,,,,,,,,,MDMA tselkovyj kristal'chik!! 1.51
29,13-05-2020 22:14:19,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.0393,9926,900,27152,,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
30,13-05-2020 22:14:19,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0616,15575,1412,42604,,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
31,13-05-2020 22:14:19,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0421,10760,976,29433,,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
32,13-05-2020 22:14:19,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0148,3766,341,10301,,140,,True,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
33,13-05-2020 22:14:19,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0579,14795,1342,40470,,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,13-05-2020 22:15:00,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0248,6322,573,17292,,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
35,13-05-2020 22:15:00,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0253,6456,585,17660,,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
36,13-05-2020 22:15:00,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.0242,6187,561,16924,,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
37,13-05-2020 22:15:00,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0168,4277,388,11700,,159,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
38,13-05-2020 22:15:00,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0253,6456,585,17660,,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
39,13-05-2020 22:15:01,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0253,6456,585,17660,,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
40,13-05-2020 22:15:01,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0242,6187,561,16924,,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
41,13-05-2020 22:15:01,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.021,5891,534,16114,,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
42,13-05-2020 22:15:01,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0248,6322,573,17292,,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
43,13-05-2020 22:15:01,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0169,4304,390,11773,,160,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
44,13-05-2020 22:15:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2473,87429,6307,190000,,,,,,,,,,,,reagent 25i nbome. 5gr
45,13-05-2020 22:15:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2873,80700,7318,220746,,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
46,13-05-2020 22:15:01,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.102,25797,2339,70565,,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
47,13-05-2020 22:15:01,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,4,Тбилиси,5 гр,0.0202,5111,463,13981,,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
48,13-05-2020 22:15:01,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.052,13154,1193,35982,,489,,,,,,,,,,💘✨5g. MDMA ✨💘
49,13-05-2020 22:15:01,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0201,5084,461,13907,,189,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
50,13-05-2020 22:15:01,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0948,24210,2195,66224,,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
51,13-05-2020 22:15:01,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0421,10760,976,29433,,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
52,13-05-2020 22:15:01,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0737,18830,1707,51507,,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,13-05-2020 22:15:01,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0443,11298,1024,30904,,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,13-05-2020 22:15:01,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.0105,2690,244,7358,,100,,,,,,,,,,10G Hybrid Marijuana Leafs
55,13-05-2020 22:15:01,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0843,21520,1951,58866,,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,13-05-2020 22:15:01,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0306,7801,707,21339,,290,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
57,13-05-2020 22:15:01,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2344,59853,5427,163720,,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
58,13-05-2020 22:15:01,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1659,41937,3803,114714,,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
59,13-05-2020 22:15:01,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0393,9926,900,27152,,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
60,13-05-2020 22:15:01,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.532,134500,12196,367910,,5000,,,,,,,,,,METADON - 20 G.
61,13-05-2020 22:15:01,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0637,16113,1461,44076,,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,13-05-2020 22:15:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1159,29590,2683,80940,,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
63,13-05-2020 22:15:01,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2529,64560,5854,176597,,2400,,,,,,,,,,100 gr marijuana buds
64,13-05-2020 22:15:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2107,53800,4878,147164,,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
65,13-05-2020 22:15:01,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2634,67250,6098,183955,,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,13-05-2020 22:15:01,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6216,158710,14391,434133,,5900,,,,,,,,,,180 gr marihuana persoalno
67,13-05-2020 22:15:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4846,123740,11220,338477,,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,13-05-2020 22:15:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7902,201750,18294,551864,,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,13-05-2020 22:16:06,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8983,228650,20733,625446,,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
70,13-05-2020 22:16:06,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0192,5380,488,14716,,200,,,,,,,,,,KURYER..500RUB.+BONUS
71,13-05-2020 22:16:06,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0211,5380,488,14716,,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,13-05-2020 22:16:06,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0264,6725,610,18395,,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,13-05-2020 22:16:06,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5997,403500,36588,1103729,,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
74,13-05-2020 22:17:14,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2318,59180,5366,161880,,2200,,,,,,,True,,,[100g] SPAIN HASH
75,13-05-2020 22:17:14,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1618,51992,3750,112990,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
76,13-05-2020 22:17:14,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2562,82321,5938,178900,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
77,13-05-2020 22:17:14,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,2690,244,7358,,100,,,,,,,True,,,kur'er v Batumi
78,13-05-2020 22:17:14,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,6725,610,18395,,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
79,13-05-2020 22:17:14,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,6725,610,18395,,250,,,,,,,True,,,Ischu kur'era v Gruzii!
80,13-05-2020 22:17:14,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5947,403500,36588,1103729,,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
81,13-05-2020 22:17:14,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0527,13450,1220,36791,,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
82,13-05-2020 22:18:56,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0217,5649,512,15452,,210,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
83,13-05-2020 22:18:56,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0506,13047,1183,35687,,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
84,13-05-2020 22:18:56,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0386,9953,903,27225,,370,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
85,13-05-2020 22:18:56,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0211,5380,488,14716,,200,,,,,,,,,True,Rabota na marki (kur'er)
