,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),Didube,Saburtalo,Vake,Авлобари,Gldani,Дигоми,Nadzaladevi,€,Батуми,Центр,Кутаиси,desc_en
55,55,06-05-2020 18:56:34,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0208,16200,5924,534,219.0,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
56,56,06-05-2020 18:56:34,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0245,17383,6357,574,235.0,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,57,06-05-2020 18:56:34,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0167,11836,4328,390,160.0,,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
58,58,06-05-2020 18:56:34,Tbilisi,54915c4374,"Марки Н-ВоооооМ!!!! ""Джокер экспресс"" 5 штук",True,нет,72,Тбилиси,5 гр,0.0052,3699,1353,122,50.0,,,,,,,,,,,,,"Marki N-VoooooM!!!! ""Dzhoker ekspress"" 5 shtuk"
59,59,06-05-2020 18:56:34,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2435,190000,87429,6259,,,,,,,,,,,,,,reagent 25i nbome. 5gr
60,60,06-05-2020 18:56:34,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2844,221916,81150,7321,3000.0,True,,,,True,,,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
61,61,06-05-2020 18:56:34,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.10099999999999999,70939,25941,2340,959.0,,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
62,62,06-05-2020 18:56:34,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,3,Тбилиси,5 гр,0.0199,13981,5112,461,189.0,,,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
63,63,06-05-2020 18:56:34,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.02,14055,5140,464,190.0,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
64,64,06-05-2020 18:56:34,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0515,36172,13227,1193,489.0,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
65,65,06-05-2020 18:56:34,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0199,13981,5112,461,189.0,,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
66,66,06-05-2020 18:56:34,Tbilisi,54915c4374,"""Джокер экспрес"" марки нбооом 10 шт",True,нет,8,Тбилиси,10 гр,0.0104,7397,2705,244,100.0,,,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
67,67,06-05-2020 18:56:34,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0939,66575,24345,2196,900.0,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
68,68,06-05-2020 18:56:34,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0417,29589,10820,976,400.0,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
69,69,06-05-2020 18:57:18,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0334,23671,8656,781,320.0,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
70,70,06-05-2020 18:57:18,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,нет,40,Тбилиси,10 гр,0.0104,7397,2705,244,100.0,,,,,,,,,,,,,10G Hybrid Marijuana Leafs
71,71,06-05-2020 18:57:18,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0834,59178,21640,1952,800.0,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,72,06-05-2020 18:57:18,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0302,21452,7845,708,290.0,,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
73,73,06-05-2020 18:57:18,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.23199999999999998,164587,60186,5430,2225.0,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
74,74,06-05-2020 18:57:18,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1642,115322,42171,3805,1559.0,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
75,75,06-05-2020 18:57:18,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0389,27296,9981,901,369.0,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
76,76,06-05-2020 18:57:18,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5267,369860,135250,12202,5000.0,,,,,,,,,,,,,METADON - 20 G.
77,77,06-05-2020 18:57:18,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0631,44309,16203,1462,599.0,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
78,78,06-05-2020 18:57:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1147,81369,29755,2684,1100.0,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
79,79,06-05-2020 18:57:18,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2503,177533,64920,5857,2400.0,,,,,,,,,,,,,100 gr marijuana buds
80,80,06-05-2020 18:57:18,Tbilisi,21e6be39fb,AKA-47 ONLY BUDS 100g TOP VHQ,True,нет,1,Тбилиси,100 гр,0.3129,221916,81150,7321,3000.0,,,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
81,81,06-05-2020 18:57:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2086,147944,54100,4881,2000.0,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
82,82,06-05-2020 18:57:18,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2607,184930,67625,6101,2500.0,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
83,83,06-05-2020 18:57:18,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6153,436434,159595,14398,5900.0,,,,,,,,,,,,,180 gr marihuana persoalno
84,84,06-05-2020 18:57:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4797,340271,124430,11226,4600.0,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
85,85,06-05-2020 18:57:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7822,554789,202875,18303,7500.0,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
86,86,06-05-2020 18:57:18,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8864,628761,229925,20743,8500.0,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
87,87,06-05-2020 18:57:18,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.019,14794,5410,488,200.0,,,,,,,,,,,,,KURYER..500RUB.+BONUS
88,88,06-05-2020 18:57:18,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0209,14794,5410,488,200.0,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
89,89,06-05-2020 18:57:18,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0261,18493,6763,610,250.0,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
90,90,06-05-2020 18:57:18,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0209,14794,5410,488,200.0,,,,,,,,,,,,,Rabota na marki (kur'er)
91,91,06-05-2020 18:57:18,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5785,1109579,405750,36606,15000.0,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
92,92,06-05-2020 18:58:48,Batumi,521fe98639,svan ice 1g,,2,нет,Батуми,1 гр,0.004,3107,1136,103,42.0,,,,,,,,,,True,,,svan ice 1g
93,93,06-05-2020 18:58:48,Batumi,3c4662c591,шишки марихуаны 5G,,1,нет,Батуми,5 гр,0.0313,22192,8115,732,300.0,,,,,,,,,,,True,,shishki marihuany 5G
94,94,06-05-2020 18:58:48,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2294,162738,59510,5369,2200.0,,,,,,,,,,True,,,[100g] SPAIN HASH
95,95,06-05-2020 18:58:48,Batumi,54915c4374,Марки Н-ВоооооМ!!!! 4 штуки,,нет,9,Батуми,4 гр,0.0063,4483,1641,149,,,,,,,,,,56.0,True,,,Marki N-VoooooM!!!! 4 shtuki
96,96,06-05-2020 18:58:48,Batumi,54915c4374,"""Джокер экспрес"" марки нбооом 10 шт",,нет,7,Батуми,10 гр,0.0104,7397,2705,244,100.0,,,,,,,,,,True,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
97,97,06-05-2020 18:58:48,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1593,112990,51992,3722,,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
98,98,06-05-2020 18:58:48,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2522,178900,82321,5893,,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
99,99,06-05-2020 18:58:48,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7397,2705,244,100.0,,,,,,,,,,True,,,kur'er v Batumi
100,100,06-05-2020 18:58:48,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0237,18493,6763,610,250.0,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
101,101,06-05-2020 18:58:48,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0237,18493,6763,610,250.0,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
102,102,06-05-2020 18:58:48,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5785,1109579,405750,36606,15000.0,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
