,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Vake,$,Varketili,Didube,Дигоми,Gldani,Saburtalo,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
12,19-04-2020 23:36:36,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,3,нет,Тбилиси,2 гр,0.0109,5842,2165,193,,,79,,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
13,19-04-2020 23:36:36,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA. Варкетили,True,1,нет,Тбилиси,2 гр,0.0096,5176,1918,171,,,70,,,,,,,,,,,2x Extasy Duracell 223mg MDMA. Varketili
14,19-04-2020 23:36:36,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.Авламбари,True,2,нет,Тбилиси,2 гр,0.0096,5176,1918,171,,,70,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.Avlambari
15,19-04-2020 23:36:36,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 2 g,True,2,нет,Тбилиси,2 гр,0.064,34754,12878,1149,,,470,,,,,,,,,,,Cocaine Pure VHQ 2 g
16,19-04-2020 23:36:36,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0647,35493,13152,1174,,,480,,,,,,,,,,,VHQ BEST Cocaine 2g.
17,19-04-2020 23:36:36,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0575,32535,12056,1076,,,440,,,,,,,,,,,Kokain HQ 2g.
18,19-04-2020 23:36:36,Tbilisi,P5MBO,ToppoT,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨,,7,нет,Тбилиси,2 гр,0.0116,6285,2329,208,,,85,,True,,,,,,,,,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨
19,19-04-2020 23:36:36,Tbilisi,QUZIV,Hollyweed,3g superskunk top class buds. Indica,,8,нет,Тбилиси,3 гр,0.0163,8799,3261,291,,,119,,,True,True,,,,,,,3g superskunk top class buds. Indica
20,19-04-2020 23:36:36,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA Варкетили,True,1,нет,Тбилиси,3 гр,0.0144,7764,2877,257,,,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA Varketili
21,19-04-2020 23:36:36,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA. Авламбари,True,2,нет,Тбилиси,3 гр,0.0144,7764,2877,257,,,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA. Avlambari
22,19-04-2020 23:36:36,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 3g.,True,1,нет,Тбилиси,3 гр,0.096,52131,19317,1724,,,705,,,,,,,,,,,Cocaine Pure VHQ 3g.
23,19-04-2020 23:36:36,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 3g.,True,2,нет,Тбилиси,3 гр,0.0911,51021,18906,1687,,,690,,,,,,,,,,,VHQ BEST Cocaine 3g.
24,19-04-2020 23:36:36,Tbilisi,A3I9,Joookerrr,Н бооом 4 штуки (300 арагвели),True,3,нет,Тбилиси,4 гр,0.0075,4067,1507,134,,,55,,,,,,,,,,,N booom 4 shtuki (300 aragveli)
25,19-04-2020 23:36:36,Tbilisi,A3I9,Joookerrr,Н бооом 4 штуки (Авлабври),True,1,нет,Тбилиси,4 гр,0.0075,4067,1507,134,,,55,,,,,,,,,,,N booom 4 shtuki (Avlabvri)
26,19-04-2020 23:36:36,Tbilisi,A3I9,Joookerrr,Н бооом 4 штуки (Темка),True,1,нет,Тбилиси,4 гр,0.0075,4067,1507,134,,,55,,,,,,,,,,,N booom 4 shtuki (Temka)
27,19-04-2020 23:36:36,Tbilisi,A3I9,Joookerrr,Н бооом 4 штуки (вазисубани),True,1,нет,Тбилиси,4 гр,0.0075,4067,1507,134,,,55,,,,,,,,,,,N booom 4 shtuki (vazisubani)
28,19-04-2020 23:36:36,Tbilisi,A3I9,Joookerrr,Н бооом 4 штуки (глдани),,4,нет,Тбилиси,4 гр,0.0075,4067,1507,134,,,55,,,,True,,,,,,,N booom 4 shtuki (gldani)
29,19-04-2020 23:36:36,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0274,14715,5453,487,,,199,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
30,19-04-2020 23:36:36,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0418,23662,8768,782,,,320,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
31,19-04-2020 23:36:36,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0404,22183,8220,734,,,300,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
32,19-04-2020 23:36:36,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,,3,нет,Тбилиси,5 гр,0.023,12497,4631,413,,,169,True,,,,,,,,,,5gr Stardawg Auto WEED BUDS
33,19-04-2020 23:36:36,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (hight quality),True,4,нет,Тбилиси,5 гр,0.0182,9909,3672,328,,,134,,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
34,19-04-2020 23:36:36,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!!,True,5,нет,Тбилиси,10 гр,0.0136,7394,2740,245,,,100,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!!
35,19-04-2020 23:37:15,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.1011,57455,21290,1900,,,777,,,,,,,,,,,Gashish Evro 20gr
36,19-04-2020 23:37:15,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2465,147888,54800,4890,,,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
37,19-04-2020 23:37:15,Tbilisi,U26MW,Skyhigh,1 штука Ecstasy grey duracell 240 mg NEW!,,нет,2,Тбилиси,1 гр,0.0057,3106,1151,103,,,42,,,,,True,,,,,,1 shtuka Ecstasy grey duracell 240 mg NEW!
38,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,10,Тбилиси,2 гр,0.0505,27285,10111,902,,,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
39,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,10,Тбилиси,3 гр,0.0808,43627,16166,1443,,,590,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
40,19-04-2020 23:37:15,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0542,29578,10960,978,,,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
41,19-04-2020 23:37:15,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,3,Тбилиси,5 гр,0.0217,11831,4384,391,,,160,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
42,19-04-2020 23:37:15,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0746,40669,15070,1345,,,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,19-04-2020 23:37:15,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.023,12571,4658,416,,,170,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
44,19-04-2020 23:37:15,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.027,14715,5453,487,,,199,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
45,19-04-2020 23:37:15,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.027,14715,5453,487,,,199,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
46,19-04-2020 23:37:15,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.027,16194,6001,535,,,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
47,19-04-2020 23:37:15,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.027,14715,5453,487,,,199,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
48,19-04-2020 23:37:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3167,190000,87429,6279,,,,,,,,,,,,,,reagent 25i nbome. 5gr
49,19-04-2020 23:37:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3698,221832,82200,7335,,,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
50,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,10,Тбилиси,5 гр,0.119,64257,23811,2125,,,869,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
51,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,5,Тбилиси,5 гр,0.0259,13975,5179,462,,,189,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
52,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.026,14049,5206,465,,,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
53,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.067,36159,13399,1196,,,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
54,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0259,13975,5179,462,,,189,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
55,19-04-2020 23:37:15,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.122,66550,24660,2201,,,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
56,19-04-2020 23:37:15,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0949,51761,19180,1712,,,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
57,19-04-2020 23:37:15,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0434,23662,8768,782,,,320,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
58,19-04-2020 23:37:15,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1085,59155,21920,1956,,,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,19-04-2020 23:37:15,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3017,164526,60965,5440,,,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
60,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,7,Тбилиси,10 гр,0.1984,107145,39703,3543,,,1449,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
61,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0505,27285,10111,902,,,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
62,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0409,22109,8193,731,,,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
63,19-04-2020 23:37:15,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,нет,1,Тбилиси,20 гр,0.0549,29947,11097,990,,,405,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
64,19-04-2020 23:37:15,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.082,44293,16413,1465,,,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
65,19-04-2020 23:37:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1491,81339,30140,2690,,,1100,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
66,19-04-2020 23:37:15,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3254,177466,65760,5868,,,2400,,,,,,,,,,,100 gr marijuana buds
67,19-04-2020 23:37:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2712,147888,54800,4890,,,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
68,19-04-2020 23:38:02,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2747,147888,54800,4890,,,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
69,19-04-2020 23:38:02,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.34,184860,68500,6113,,,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
70,19-04-2020 23:38:02,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.8023,436270,161660,14426,,,5900,,,,,,,,,,,180 gr marihuana persoalno
71,19-04-2020 23:38:02,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,1,Тбилиси,200 гр,0.4284,232924,86310,7702,,,3150,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
72,19-04-2020 23:38:02,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6256,340143,126040,11247,,,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
73,19-04-2020 23:38:02,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0199,554581,205500,18338,,,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
74,19-04-2020 23:38:02,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1559,628525,232900,20783,,,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,19-04-2020 23:38:02,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0247,14789,5480,489,,,200,,,,,,,,,,,KURYER..500RUB.+BONUS
76,19-04-2020 23:38:02,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0272,14789,5480,489,,,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
77,19-04-2020 23:38:02,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.034,18486,6850,611,,,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
78,19-04-2020 23:38:02,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0272,14789,5480,489,,,200,,,,,,,,,,,Rabota na marki (kur'er)
79,19-04-2020 23:38:02,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0584,1109162,411000,36675,,,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
80,19-04-2020 23:39:48,Batumi,A3I9,Joookerrr,Батуми н-бооом 1 штука,,2,нет,Батуми,1 гр,0.0024,1442,536,48,18,,,,,,,,,,True,,,Batumi n-booom 1 shtuka
81,19-04-2020 23:39:48,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,10,нет,Батуми,2 гр,0.0047,2564,953,85,32,,,,,,,,,,,True,,Batumi n-booom 2 shtuki
82,19-04-2020 23:39:48,Batumi,A3I9,Joookerrr,Батуми н-бооом 4 штуки,,3,нет,Батуми,4 гр,0.0074,4406,1637,146,55,,,,,,,,,,True,,,Batumi n-booom 4 shtuki
83,19-04-2020 23:39:48,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2995,162677,60280,5379,,,2200,,,,,,,,,True,,[100g] SPAIN HASH
84,19-04-2020 23:39:48,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.275,147888,54800,4890,,,2000,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
85,19-04-2020 23:39:48,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0124,7394,2740,245,,,100,,,,,,,,,True,,kur'er v Batumi
86,19-04-2020 23:39:48,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0309,18486,6850,611,,,250,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
87,19-04-2020 23:39:48,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0309,18486,6850,611,,,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
88,19-04-2020 23:39:48,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0607,1109162,411000,36675,,,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
89,19-04-2020 23:39:48,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0681,36972,13700,1223,,,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,19-04-2020 23:40:47,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0214,11757,4357,389,,,159,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
91,19-04-2020 23:40:47,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,2 гр,0.054,29356,10878,971,,,397,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
92,19-04-2020 23:40:47,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0392,21296,7891,704,,,288,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
93,19-04-2020 23:40:47,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0272,14789,5480,489,,,200,,,,,,,,,,True,Rabota na marki (kur'er)
