,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Vake,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
24,02-04-2020 13:59:44,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0428,24874,8928,831,320,True,,,,,,,,,"5 Grm MDMA , Purity A +++"
25,02-04-2020 13:59:44,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0414,23320,8370,779,300,True,,,,,,,,,5 Grm Mdma Pure Quality A +++
26,02-04-2020 13:59:44,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,6,нет,Тбилиси,5 гр,0.023,12826,4604,429,165,True,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
27,02-04-2020 13:59:44,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.034,19720,7015,655,,True,,230,,,,,,,5 gr mdma (skidka v bitkoin 5%)
28,02-04-2020 13:59:44,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,,6,нет,Тбилиси,5 гр,0.0236,13137,4715,439,169,True,,,,,,,,,5gr Stardawg Auto WEED BUDS
29,02-04-2020 13:59:44,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,5,нет,Тбилиси,5 гр,0.0247,13603,4883,455,175,True,,,,,,,,,5x Extasy Duracell 223mg MDMA.
30,02-04-2020 13:59:44,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 5g.,,1,нет,Тбилиси,5 гр,0.1013,62108,22292,2075,799,True,,,,,,,,,Cocaine Pure VHQ 5g.
31,02-04-2020 13:59:44,Tbilisi,BCF,Doitgod,Ketamine S 5grm(Netherlands) Purity 87%,,1,нет,Тбилиси,5 гр,0.0691,38866,13950,1299,500,True,,,,,,,,,Ketamine S 5grm(Netherlands) Purity 87%
32,02-04-2020 13:59:44,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,,1,нет,Тбилиси,5 гр,0.109,66772,23966,2231,859,True,,,,,,,,,VHQ BEST Cocaine 5g.
33,02-04-2020 13:59:44,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,5 гр,0.007,4275,1535,143,55,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
34,02-04-2020 14:00:37,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica-,True,1,нет,Тбилиси,10 гр,0.0334,18578,6668,621,239,,,,,,,,,,10 gr marijuana buds. -indica-
35,02-04-2020 14:00:37,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",True,1,нет,Тбилиси,10 гр,0.0558,31015,11132,1036,399,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
36,02-04-2020 14:00:37,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.051,28372,10184,948,365,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
37,02-04-2020 14:00:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0373,20755,7449,693,267,True,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
38,02-04-2020 14:00:37,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0537,31093,11160,1039,400,True,,,,,,,,,gashish evro 10g
39,02-04-2020 14:00:37,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.1043,60398,21678,2018,777,True,,,,,,,,,Gashish Evro 20gr
40,02-04-2020 14:00:37,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2542,155465,55800,5195,2000,True,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
41,02-04-2020 14:00:37,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 0.25 G.,,нет,15,Тбилиси,0.25 гр,0.0353,19433,6975,649,250,True,,,,,,,,,METADON - 0.25 G.
42,02-04-2020 14:00:37,Tbilisi,A3I9,Joookerrr,MDMA 1 гр,,нет,1,Тбилиси,1 гр,0.014,8574,3050,285,,True,,100,,,,,,,MDMA 1 gr
43,02-04-2020 14:00:37,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.5 G (SALE),,нет,15,Тбилиси,1.5 гр,0.1059,58299,20925,1948,750,True,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.5 G (SALE)
44,02-04-2020 14:00:37,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,1,2,Тбилиси,2 гр,0.0282,15547,5580,519,200,True,,,,,,,,,✨✨2gram. MDMA✨✨
45,02-04-2020 14:00:37,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,3,Тбилиси,2 гр,0.0521,28683,10295,958,369,True,,,,,,,,,❄❄2g HQ COCAINE❄❄
46,02-04-2020 14:00:37,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0833,45862,16461,1532,590,True,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
47,02-04-2020 14:00:37,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0559,31093,11160,1039,400,True,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
48,02-04-2020 14:00:37,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0224,12437,4464,416,160,True,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
49,02-04-2020 14:00:37,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0769,42753,15345,1429,550,True,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
50,02-04-2020 14:00:37,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0236,13137,4715,439,169,True,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
51,02-04-2020 14:00:37,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,8,Тбилиси,5 гр,0.0238,13215,4743,442,170,True,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
52,02-04-2020 14:00:37,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0278,15469,5552,517,199,True,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
53,02-04-2020 14:00:37,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0278,15469,5552,517,199,True,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,02-04-2020 14:00:37,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0278,15469,5552,517,199,True,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
55,02-04-2020 14:00:37,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0278,17023,6110,569,219,True,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
56,02-04-2020 14:00:37,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0424,23320,8370,779,300,True,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
57,02-04-2020 14:00:37,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 5 G.,,нет,15,Тбилиси,5 гр,0.2118,116599,41850,3896,1500,True,,,,,,,,,METADON - 5 G.
58,02-04-2020 14:00:37,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0278,15469,5552,517,199,True,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
59,02-04-2020 14:00:37,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,12,Тбилиси,5 гр,0.0254,15547,5580,519,200,True,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
60,02-04-2020 14:00:37,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3107,190000,87429,6245,,True,,,,,,,,,reagent 25i nbome. 5gr
61,02-04-2020 14:00:37,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3813,233198,83700,7792,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
62,02-04-2020 14:00:37,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.1227,67550,24245,2257,869,True,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
63,02-04-2020 14:00:37,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0268,14769,5301,493,190,True,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
64,02-04-2020 14:00:37,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0691,38011,13643,1270,489,True,,,,,,,,,💘✨5g. MDMA ✨💘
65,02-04-2020 14:00:37,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,7,Тбилиси,5 гр,0.0267,14691,5273,491,189,True,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
66,02-04-2020 14:01:24,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0977,54413,19530,1818,700,True,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
67,02-04-2020 14:01:24,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0446,24874,8928,831,320,True,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
68,02-04-2020 14:01:24,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1116,62186,22320,2078,800,True,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
69,02-04-2020 14:01:24,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3104,172955,62078,5779,2225,True,,,,,,,,,Amfetamin [White] [Import] 10G
70,02-04-2020 14:01:24,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),,нет,3,Тбилиси,10 гр,0.014,8574,3050,285,,True,,100,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
71,02-04-2020 14:01:24,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,8,Тбилиси,10 гр,0.2042,112634,40427,3763,1449,True,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
72,02-04-2020 14:01:24,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.052,28683,10295,958,369,True,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
73,02-04-2020 14:01:24,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.0421,23242,8342,777,299,True,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
74,02-04-2020 14:01:24,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0844,46562,16712,1556,599,True,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
75,02-04-2020 14:01:24,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1535,85506,30690,2857,1100,True,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
76,02-04-2020 14:01:24,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.3349,186558,66960,6234,2400,True,,,,,,,,,100 gr marijuana buds
77,02-04-2020 14:01:24,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.279,155465,55800,5195,2000,True,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
78,02-04-2020 14:01:24,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2818,155465,55800,5195,2000,True,,,,,,,,,SUBOXIN - HQ - 100 G.
79,02-04-2020 14:01:24,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3488,194331,69750,6493,2500,True,,,,,,,,,Marihuana [Shishki] [Gali] 100G
80,02-04-2020 14:01:24,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2114,116599,41850,3896,1500,True,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
81,02-04-2020 14:01:24,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6418,357570,128340,11948,4600,True,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
82,02-04-2020 14:01:24,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0464,582994,209250,19480,7500,True,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
83,02-04-2020 14:01:24,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.1859,660726,237150,22077,8500,True,,,,,,,,,10000sht marki 25i-nbome. predoplata
84,02-04-2020 14:01:24,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0254,15547,5580,519,200,True,,,,,,,,,KURYER..500RUB.+BONUS
85,02-04-2020 14:01:24,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,1,нет,Тбилиси,1 гр,0.0209,11660,4185,390,150,True,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
86,02-04-2020 14:01:24,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0279,15547,5580,519,200,True,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
87,02-04-2020 14:01:24,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0349,19433,6975,649,250,True,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
88,02-04-2020 14:01:24,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.1119,1165988,418500,38960,15000,True,,,,,,,,,Vakansija optovogo kur'era na mef
89,02-04-2020 14:02:51,Batumi,V4T,COCAcoLA,MEPHEDRONE 0.5 gr,,2,нет,Батуми,0.5 гр,0.0101,6219,2232,208,80,,,,,,,True,,,MEPHEDRONE 0.5 gr
90,02-04-2020 14:02:51,Batumi,V4T,COCAcoLA,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),,2,нет,Батуми,1 гр,0.0209,11660,4185,390,150,,,,,,,True,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
91,02-04-2020 14:02:51,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.307,171012,61380,5714,2200,,,,,,,,True,,[100g] SPAIN HASH
92,02-04-2020 14:02:51,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,2,13,Батуми,5 гр,0.0254,15547,5580,519,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
93,02-04-2020 14:02:51,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2819,155465,55800,5195,2000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
94,02-04-2020 14:02:51,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2114,116599,41850,3896,1500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
95,02-04-2020 14:02:51,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0127,7773,2790,260,100,,,,,,,,True,,kur'er v Batumi
96,02-04-2020 14:02:51,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0317,19433,6975,649,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
97,02-04-2020 14:02:51,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0317,19433,6975,649,250,,,,,,,,True,,Ischu kur'era v Gruzii!
98,02-04-2020 14:02:51,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0381,23320,8370,779,300,,,,,,,,True,,Rabota na marki (kur'er)
99,02-04-2020 14:02:51,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.112,1165988,418500,38960,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
100,02-04-2020 14:02:51,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0698,38866,13950,1299,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
101,02-04-2020 14:04:45,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,1 гр,0.0264,14847,5329,496,191,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
102,02-04-2020 14:04:45,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,1.5 гр,0.02,11271,4046,377,145,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
103,02-04-2020 14:04:45,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0504,28372,10184,948,365,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
