,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Didube,Saburtalo,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
20,20-05-2020 12:08:15,Tbilisi,HWUW,opiopi,GABAGAMA 10 SHTUK,True,2,нет,Тбилиси,10 гр,0.0021,1665,613,56,23,,,,,,,,,,GABAGAMA 10 SHTUK
21,20-05-2020 12:08:15,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,1,нет,Тбилиси,10 гр,0.0441,32576,12002,1087,450,,,,,,,,,,Gashish Evro 10gr
22,20-05-2020 12:08:15,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0754,56248,20723,1877,777,,,,,,,,,,Gashish Evro 20gr
23,20-05-2020 12:08:15,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1839,144784,53340,4832,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
24,20-05-2020 12:08:15,Tbilisi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.2 гр.,True,нет,9,Тбилиси,0.2 гр,0.01,7125,2624,238,,,,,90,,,,,,Buprenorfin (analog suboteksa) 0.2 gr.
25,20-05-2020 12:08:15,Tbilisi,A3I9,Joookerrr,"MDMA ""цунами удовольствия) 0.5 грамм",True,нет,10,Тбилиси,0.5 гр,0.0081,5791,2134,193,80,,,,,,,,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
26,20-05-2020 12:08:15,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0162,11583,4267,387,160,,,,,,,,,,"""Kief"" Weed trichomes 1G"
27,20-05-2020 12:08:15,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,1,Тбилиси,2 гр,0.0377,26713,9841,891,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
28,20-05-2020 12:08:15,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0592,41915,15442,1399,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
29,20-05-2020 12:08:15,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0405,28957,10668,966,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
30,20-05-2020 12:08:15,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0142,10135,3734,338,140,,,True,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
31,20-05-2020 12:08:15,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0556,39815,14669,1329,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
32,20-05-2020 12:08:15,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0238,17012,6267,568,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
33,20-05-2020 12:08:15,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0243,17374,6401,580,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
34,20-05-2020 12:08:43,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0233,16650,6134,556,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
35,20-05-2020 12:08:43,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0161,11510,4241,384,159,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
36,20-05-2020 12:08:43,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0243,17374,6401,580,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
37,20-05-2020 12:08:43,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0243,17374,6401,580,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,20-05-2020 12:08:43,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0233,16650,6134,556,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
39,20-05-2020 12:08:43,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0201,15854,5841,529,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
40,20-05-2020 12:08:43,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0238,17012,6267,568,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
41,20-05-2020 12:08:43,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0162,11583,4267,387,160,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
42,20-05-2020 12:08:43,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2414,190000,87429,6343,,,,,,,,,,,reagent 25i nbome. 5gr
43,20-05-2020 12:08:43,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2759,217175,80010,7248,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
44,20-05-2020 12:08:43,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.098,69424,25577,2317,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
45,20-05-2020 12:08:43,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0194,13754,5067,459,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
46,20-05-2020 12:08:43,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.05,35400,13042,1181,489,,,,,,,,,,💘✨5g. MDMA ✨💘
47,20-05-2020 12:08:43,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0911,65153,24003,2174,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,20-05-2020 12:08:43,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0405,28957,10668,966,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
49,20-05-2020 12:08:43,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0708,50674,18669,1691,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
50,20-05-2020 12:08:43,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0425,30405,11201,1015,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
51,20-05-2020 12:08:43,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,38,Тбилиси,10 гр,0.0101,7239,2667,242,100,,,,,,,,,,10G Hybrid Marijuana Leafs
52,20-05-2020 12:08:43,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0809,57913,21336,1933,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
53,20-05-2020 12:08:43,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0293,20994,7734,701,290,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
54,20-05-2020 12:08:43,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2251,161072,59341,5375,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
55,20-05-2020 12:08:43,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1593,112859,41579,3766,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
56,20-05-2020 12:08:43,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0377,26713,9841,891,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
57,20-05-2020 12:08:43,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0322,22803,8401,761,315,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
58,20-05-2020 12:08:43,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5109,361959,133350,12080,5000,,,,,,,,,,METADON - 20 G.
59,20-05-2020 12:08:43,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0612,43363,15975,1447,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
60,20-05-2020 12:08:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1113,79631,29337,2657,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
61,20-05-2020 12:08:43,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2428,173740,64008,5798,2400,,,,,,,,,,100 gr marijuana buds
62,20-05-2020 12:08:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2023,144784,53340,4832,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
63,20-05-2020 12:08:43,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2529,180980,66675,6040,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
64,20-05-2020 12:08:43,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5969,427112,157353,14254,5900,,,,,,,,,,180 gr marihuana persoalno
65,20-05-2020 12:08:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4654,333002,122682,11113,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
66,20-05-2020 12:08:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7588,542939,200025,18119,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
67,20-05-2020 12:08:43,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8599,615330,226695,20535,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,20-05-2020 12:08:43,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0184,14478,5334,483,200,,,,,,,,,,KURYER..500RUB.+BONUS
69,20-05-2020 12:09:39,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0404,28957,10668,966,400,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
70,20-05-2020 12:09:39,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0202,14478,5334,483,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
71,20-05-2020 12:09:39,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0253,18098,6668,604,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
72,20-05-2020 12:09:39,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5292,1085877,400050,36239,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
73,20-05-2020 12:10:57,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2226,159262,58674,5315,2200,,,,,,,True,,,[100g] SPAIN HASH
74,20-05-2020 12:10:57,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,нет,10,Батуми,2 гр,0.0037,2613,962,87,,,,,33,,,True,,,Batumi n-booom 2 shtuki
75,20-05-2020 12:10:57,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1579,112990,51992,3772,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
76,20-05-2020 12:10:57,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.25,178900,82321,5972,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
77,20-05-2020 12:10:57,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,7239,2667,242,100,,,,,,,True,,,kur'er v Batumi
78,20-05-2020 12:10:57,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.023,18098,6668,604,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
79,20-05-2020 12:10:57,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.023,18098,6668,604,250,,,,,,,True,,,Ischu kur'era v Gruzii!
80,20-05-2020 12:10:57,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5313,1085877,400050,36239,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
81,20-05-2020 12:10:57,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0506,36196,13335,1208,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
82,20-05-2020 12:12:24,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1.5 гр,0.0208,15202,5601,507,210,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
83,20-05-2020 12:12:24,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0486,35110,12935,1172,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
84,20-05-2020 12:12:24,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0371,26785,9868,894,370,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
85,20-05-2020 12:12:24,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0202,14478,5334,483,200,,,,,,,,,True,Rabota na marki (kur'er)
