,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Nadzaladevi,Varketili,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
56,56,13-04-2020 12:52:18,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0826,43513,16137,1460,590.0,,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
57,57,13-04-2020 12:52:18,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0554,29501,10940,990,400.0,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
58,58,13-04-2020 12:52:18,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,3,Тбилиси,5 гр,0.0222,11800,4376,396,160.0,,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
59,59,13-04-2020 12:52:18,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0762,40563,15043,1361,550.0,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
60,60,13-04-2020 12:52:18,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0236,12538,4650,421,170.0,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
61,61,13-04-2020 12:52:18,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0276,14677,5443,493,199.0,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
62,62,13-04-2020 12:52:18,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0276,14677,5443,493,199.0,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
63,63,13-04-2020 12:52:18,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0276,16152,5990,542,219.0,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
64,64,13-04-2020 12:52:18,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0276,14677,5443,493,199.0,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
65,65,13-04-2020 12:52:18,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0483,28258,10483,947,,,,350.0,,,,,,,,,,MDMA 5 gr!!!
66,66,13-04-2020 12:52:18,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3245,190000,87429,6379,,,,,,,,,,,,,,reagent 25i nbome. 5gr
67,67,13-04-2020 12:52:18,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3779,221255,82050,7426,3000.0,,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
68,68,13-04-2020 12:52:57,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0266,14013,5197,470,190.0,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
69,69,13-04-2020 12:52:57,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0684,36064,13374,1210,489.0,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
70,70,13-04-2020 12:52:57,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0264,13939,5169,468,189.0,,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
71,71,13-04-2020 12:52:57,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1247,66376,24615,2228,900.0,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
72,72,13-04-2020 12:52:57,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.09699999999999999,51626,19145,1733,700.0,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
73,73,13-04-2020 12:52:57,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0443,23600,8752,792,320.0,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
74,74,13-04-2020 12:52:57,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1108,59001,21880,1980,800.0,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
75,75,13-04-2020 12:52:57,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3082,164097,60854,5507,2225.0,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
76,76,13-04-2020 12:52:57,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,3,3,Тбилиси,10 гр,0.0138,8074,2995,271,,,,100.0,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
77,77,13-04-2020 12:52:57,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,7,Тбилиси,10 гр,0.2027,106866,39630,3587,1449.0,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
78,78,13-04-2020 12:52:57,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0516,27214,10092,913,369.0,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
79,79,13-04-2020 12:52:57,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0418,22052,8178,740,299.0,,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
80,80,13-04-2020 12:52:57,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,1,7,Тбилиси,20 гр,0.0561,29869,11077,1002,405.0,True,,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
81,81,13-04-2020 12:52:57,Tbilisi,28bf667d16,Cocaine Fishscale 20g,True,нет,1,Тбилиси,20 гр,0.4542,241831,89681,8116,3279.0,,,,,,,,,,,,,Cocaine Fishscale 20g
82,82,13-04-2020 12:52:57,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0838,44177,16383,1483,599.0,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
83,83,13-04-2020 12:52:57,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1524,81127,30085,2723,1100.0,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
84,84,13-04-2020 12:52:57,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3324,177004,65640,5940,2400.0,,,,,,,,,,,,,100 gr marijuana buds
85,85,13-04-2020 12:52:57,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.27699999999999997,147503,54700,4950,2000.0,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
86,86,13-04-2020 12:52:57,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2798,147503,54700,4950,2000.0,,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
87,87,13-04-2020 12:52:57,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3463,184379,68375,6188,2500.0,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
88,88,13-04-2020 12:52:57,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,2,Тбилиси,200 гр,0.4363,232317,86153,7797,3150.0,,,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
89,89,13-04-2020 12:52:57,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6371,339257,125810,11386,4600.0,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
90,90,13-04-2020 12:52:57,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0388,553136,205125,18564,7500.0,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
91,91,13-04-2020 12:52:57,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1773,626888,232475,21039,8500.0,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
92,92,13-04-2020 12:52:57,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0252,14750,5470,495,200.0,,,,,,,,,,,,,KURYER..500RUB.+BONUS
93,93,13-04-2020 12:52:57,Tbilisi,2f51af8159,Ищу Курьер с минимальним залогом только марихуана,True,1,нет,Тбилиси,1 гр,0.0166,8850,3282,297,120.0,,,,,,,,,,,,,Ischu Kur'er s minimal'nim zalogom tol'ko marihuana
94,94,13-04-2020 12:52:57,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0277,14750,5470,495,200.0,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
95,95,13-04-2020 12:52:57,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0346,18438,6838,619,250.0,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
96,96,13-04-2020 12:52:57,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0965,1106273,410250,37128,15000.0,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
97,97,13-04-2020 12:54:00,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3047,162253,60170,5445,2200.0,,,,,,,,,,True,,,[100g] SPAIN HASH
98,98,13-04-2020 12:54:00,Batumi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,3,Батуми,3 гр,0.0416,24338,9026,817,330.0,,,,,,,,,,,True,,Sk sinij kris ochen' sil'nyj 3gr
99,99,13-04-2020 12:54:00,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2798,147503,54700,4950,2000.0,,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
100,100,13-04-2020 12:54:00,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0126,7375,2735,248,100.0,,,,,,,,,,True,,,kur'er v Batumi
101,101,13-04-2020 12:54:00,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0315,18438,6838,619,250.0,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
102,102,13-04-2020 12:54:00,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0315,18438,6838,619,250.0,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
