,time_stamp,region,sell_code,sell_name,description,Didube,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Saburtalo,Дигоми,Nadzaladevi,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
24,22-06-2020 15:41:51,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,2,нет,Тбилиси,4 гр,0.0142,9728,3753,333,,,140,,,True,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
25,22-06-2020 15:41:51,Tbilisi,7LHWP,GEOBUDS,5 gr georgian weed. Package on magnet,,4,нет,Тбилиси,5 гр,0.0131,8963,3458,306,,True,129,,,,,,,,,5 gr georgian weed. Package on magnet
26,22-06-2020 15:41:51,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0222,16676,6434,570,,True,240,,,,,,,,,5g. marihuana shishki Critical
27,22-06-2020 15:41:51,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,5,нет,Тбилиси,5 гр,0.018,12160,4692,416,,True,175,,,,,,,,,5x Extasy Duracell 223mg MDMA.
28,22-06-2020 15:41:51,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 5gr marijuana buds -indica- (КЛАДИ НА МАГНИТАХ),,4,нет,Тбилиси,5 гр,0.0101,6879,2654,235,,True,99,,,,,,,,,AKTsIJa! SUPER TsENA! 5gr marijuana buds -indica- (KLADI NA MAGNITAH)
29,22-06-2020 15:41:51,Tbilisi,A3I9,Joookerrr,марки н-боом 5шт.,,5,10,Тбилиси,5 гр,0.0066,4516,1743,154,,True,65,,True,,,,,,,marki n-boom 5sht.
30,22-06-2020 15:41:51,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,,10,нет,Тбилиси,10 гр,0.0243,16607,6408,568,,True,239,,,,,,,,,10 gr georgian weed. Package on magnet
31,22-06-2020 15:41:51,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,19,нет,Тбилиси,10 гр,0.02,13549,5228,463,,True,195,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
32,22-06-2020 15:41:51,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,7,нет,Тбилиси,10 гр,0.0202,13827,5335,473,,True,199,,,,,,,,,AKTsIJa! SUPER TsENA! 10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
33,22-06-2020 15:41:51,Tbilisi,2LY77,SveetWeed,11+ GRAMM BEASTWEED NEW,,4,нет,Тбилиси,11 гр,0.0166,12507,4826,428,,True,180,,,,,,,,,11+ GRAMM BEASTWEED NEW
34,22-06-2020 15:41:51,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0462,34742,13405,1188,,True,500,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
35,22-06-2020 15:41:51,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2053,138967,53620,4751,,True,2000,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
36,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" VHQ (1 штука)",,нет,8,Тбилиси,1 гр,0.0046,3127,1206,107,,True,45,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
37,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (2гр)",,нет,10,Тбилиси,2 гр,0.0092,6254,2413,214,,True,90,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
38,22-06-2020 15:42:42,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0379,25639,9893,877,,True,369,,,,,,,,,❄❄2g HQ COCAINE❄❄
39,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),,нет,9,Тбилиси,2.2 гр,0.0085,5837,2258,200,75,True,,,,,,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
40,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",,нет,10,Тбилиси,3 гр,0.0122,8338,3217,285,,True,120,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
41,22-06-2020 15:42:42,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0595,40231,15523,1376,,True,579,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,22-06-2020 15:42:42,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,6,Тбилиси,4 гр,0.0407,27793,10724,950,,True,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),,нет,10,Тбилиси,4 гр,0.0122,8338,3217,285,,True,120,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
44,22-06-2020 15:42:42,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0254,17371,6703,594,,True,250,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
45,22-06-2020 15:42:42,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0559,38216,14746,1307,,True,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
46,22-06-2020 15:42:42,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0275,18761,7239,641,,True,270,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
47,22-06-2020 15:42:42,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0285,19455,7507,665,,True,280,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
48,22-06-2020 15:42:42,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.028,19108,7373,653,,True,275,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
49,22-06-2020 15:42:42,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0244,16676,6434,570,,True,240,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
50,22-06-2020 15:42:42,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0285,19455,7507,665,,True,280,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
51,22-06-2020 15:42:42,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0275,18761,7239,641,,True,270,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
52,22-06-2020 15:42:42,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0203,15217,5871,520,,True,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
53,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,10,Тбилиси,5 гр,0.0178,12160,4692,416,,True,175,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
54,22-06-2020 15:42:42,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0275,18761,7239,641,,True,270,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
55,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Тбилиси,5 гр,0.1526,104225,40215,3564,,True,1500,,,,,,,,,Gerojn (sirets) 5 gr
56,22-06-2020 15:42:42,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2528,190000,87429,6501,,True,,,,,,,,,,reagent 25i nbome. 5gr
57,22-06-2020 15:42:42,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2774,208451,80430,7127,,,3000,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
58,22-06-2020 15:42:42,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.0985,66635,25711,2278,,True,959,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
59,22-06-2020 15:42:42,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,9,Тбилиси,5 гр,0.0195,13202,5094,451,,True,190,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
60,22-06-2020 15:42:42,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,9,Тбилиси,5 гр,0.0502,33977,13110,1162,,True,489,,,,,,,,,💘✨5g. MDMA ✨💘
61,22-06-2020 15:42:42,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0915,62535,24129,2138,,True,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
62,22-06-2020 15:42:42,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0559,38216,14746,1307,,True,550,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
63,22-06-2020 15:42:42,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0712,48638,18767,1663,,True,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
64,22-06-2020 15:42:42,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0427,29183,11260,998,,True,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
65,22-06-2020 15:42:42,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0814,55587,21448,1901,,True,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
66,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,10,Тбилиси,10 гр,0.0336,22930,8847,784,,True,330,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
67,22-06-2020 15:42:42,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2263,154601,59652,5286,,True,2225,,,,,,,,,Amfetamin [White] [Import] 10G
68,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,,нет,9,Тбилиси,10 гр,0.0102,6948,2681,238,,True,100,,,,,,,,,Marki n-boom 10 sht.
69,22-06-2020 15:42:42,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Тбилиси,10 гр,0.2238,152864,58982,5227,,True,2200,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
70,22-06-2020 15:43:37,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,,нет,9,Тбилиси,10 гр,0.0102,6948,2681,238,,True,100,,,,,,,,,Marki n-boom 10 sht.
71,22-06-2020 15:43:37,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Тбилиси,10 гр,0.2237,152864,58982,5227,,True,2200,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
72,22-06-2020 15:43:37,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.1601,108325,41797,3704,,True,1559,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
73,22-06-2020 15:43:37,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,,нет,5,Тбилиси,10 гр,0.081,54822,21153,1874,,True,789,,,,,,,,,💘✨10gram MDMA ✨💘
74,22-06-2020 15:43:37,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,8,Тбилиси,10 гр,0.0379,25639,9893,877,,True,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
75,22-06-2020 15:43:37,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Тбилиси,11 гр,0.0447,30353,11739,1040,390,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
76,22-06-2020 15:43:37,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,,нет,3,Тбилиси,20 гр,0.1387,104225,40215,3564,,True,1500,,,,,,,,,✨💘20g MDMA💘✨
77,22-06-2020 15:43:37,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0615,41621,16059,1423,,True,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
78,22-06-2020 15:43:37,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,,нет,5,Тбилиси,50 гр,0.1321,90259,34826,3086,,True,1299,,,,,,,,,50 gr georgian weed. Package on magnet
79,22-06-2020 15:43:37,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,,нет,4,Тбилиси,100 гр,0.2541,173639,66998,5937,,True,2499,,,,,,,,,100 gr georgian weed. Package on magnet
80,22-06-2020 15:43:37,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2441,166760,64344,5702,,True,2400,,,,,,,,,100 gr marijuana buds
81,22-06-2020 15:43:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2034,138967,53620,4751,,True,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
82,22-06-2020 15:43:37,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2543,173709,67025,5939,,True,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
83,22-06-2020 15:43:37,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6,409953,158179,14017,,True,5900,,,,,,,,,180 gr marihuana persoalno
84,22-06-2020 15:43:37,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,,нет,4,Тбилиси,200 гр,0.4362,295305,113943,10097,,True,4250,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
85,22-06-2020 15:43:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4678,319624,123326,10928,,True,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
86,22-06-2020 15:43:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7628,521126,201075,17818,,True,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
87,22-06-2020 15:43:37,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8645,590610,227885,20193,,True,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
88,22-06-2020 15:43:37,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0185,13897,5362,475,,True,200,,,,,,,,,KURYER..500RUB.+BONUS
89,22-06-2020 15:43:37,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0203,13897,5362,475,,True,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
90,22-06-2020 15:43:37,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0254,17371,6703,594,,True,250,,,,,,,,,Rabota na marki (kur'er)
91,22-06-2020 15:43:37,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5394,1042253,402150,35636,,True,15000,,,,,,,,,Vakansija optovogo kur'era na mef
92,22-06-2020 15:44:51,Batumi,EIH4,San4oPan4o,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,9,нет,Батуми,0.25 гр,0.0133,9262,3582,317,119,,,,,,,,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
93,22-06-2020 15:44:51,Batumi,Z9UT,Rainbow,Super Critical 10G,,1,нет,Батуми,10 гр,0.0509,34742,13405,1188,,,500,,,,,,,,True,Super Critical 10G
94,22-06-2020 15:44:51,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25,,1,3,Батуми,0.25 гр,0.036,24319,9384,832,,,350,,,,,,,True,,METADON - 0.25
95,22-06-2020 15:44:51,Batumi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1526,104225,40215,3564,,,1500,,,,,,,True,,Gerojn (sirets) 5 gr
96,22-06-2020 15:44:51,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,2,Батуми,10 гр,0.0427,29183,11260,998,,,420,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
97,22-06-2020 15:44:51,Batumi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2237,152864,58982,5227,,,2200,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
98,22-06-2020 15:44:51,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1654,112990,51992,3866,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
99,22-06-2020 15:44:51,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2618,178900,82321,6121,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
100,22-06-2020 15:44:51,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,6948,2681,238,,,100,,,,,,,True,,kur'er v Batumi
101,22-06-2020 15:44:51,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0231,17371,6703,594,,,250,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
102,22-06-2020 15:44:51,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0231,17371,6703,594,,,250,,,,,,,True,,Ischu kur'era v Gruzii!
103,22-06-2020 15:44:51,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,2,Батуми,1 гр,0.0203,13897,5362,475,,,200,,,,,,,True,,Kur'er Batumi na marihuanu
