,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Дигоми,Old Tbilisi (Старый город),Авлобари,Varketili,Vake,Батуми,Центр,desc_en
26,26,25-07-2020 06:16:10,Tbilisi,7c395c455d,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,3,нет,Тбилиси,2 гр,0.0125,8592,3362,287,,True,120.0,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
27,27,25-07-2020 06:16:10,Tbilisi,69672fee0d,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,3,нет,Тбилиси,2 гр,0.0104,7160,2802,239,,True,100.0,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
28,28,25-07-2020 06:16:10,Tbilisi,bb1791277e,2gr Amnesia Haze Auto сжатая марихуана BUDS,,3,нет,Тбилиси,2 гр,0.0125,8592,3362,287,,True,120.0,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
29,29,25-07-2020 06:16:10,Tbilisi,bb1791277e,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,,4,нет,Тбилиси,2 гр,0.0125,8592,3362,287,,True,120.0,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
30,30,25-07-2020 06:16:10,Tbilisi,bb1791277e,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,,3,нет,Тбилиси,2 гр,0.0125,8592,3362,287,,True,120.0,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
31,31,25-07-2020 06:16:10,Tbilisi,83f3d55917,!!! NEW !!! 3G Jack Herer(VHQ 24%THC),True,3,нет,Тбилиси,3 гр,0.0156,10740,4203,358,,,150.0,,,,,,,,,!!! NEW !!! 3G Jack Herer(VHQ 24%THC)
32,32,25-07-2020 06:16:10,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,2,нет,Тбилиси,3 гр,0.0025,1718,672,57,,,24.0,,True,,,,,,,Marijuana Super Skunk leaves 3g plan
33,33,25-07-2020 06:16:10,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gramm (special price),,4,нет,Тбилиси,3 гр,0.0109,8234,3222,275,,True,115.0,,,,,,,,,Northern Lights Regular [budsonly] 3gramm (special price)
34,34,25-07-2020 06:16:10,Tbilisi,4a91350669,5 ecstasy red maseratti VHQ екстази импорт с США,,1,нет,Тбилиси,5 гр,0.0219,15035,5884,502,,True,210.0,,,,,,,,,5 ecstasy red maseratti VHQ ekstazi import s SShA
35,35,25-07-2020 06:16:10,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,1,нет,Тбилиси,5 гр,0.0292,20047,7846,669,,True,280.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
36,36,25-07-2020 06:17:08,Tbilisi,7c395c455d,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,5 гр,0.0282,19331,7565,645,,True,270.0,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
37,37,25-07-2020 06:17:08,Tbilisi,8528108b62,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0185,13962,5464,466,,True,195.0,,,,,,,,,5g. marihuana shishki Critical
38,38,25-07-2020 06:17:08,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 20gramm special price,,1,нет,Тбилиси,20 гр,0.055,41527,16252,1386,,True,580.0,,,,,,,,,Northern Lights Regular [budsonly] 20gramm special price
39,39,25-07-2020 06:17:08,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2105,143195,56040,4780,,True,2000.0,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
40,40,25-07-2020 06:17:08,Tbilisi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0379,25762,10075,859,310.0,True,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
41,41,25-07-2020 06:17:08,Tbilisi,ccc85b93d8,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭,,нет,1,Тбилиси,2 гр,0.0229,15751,6164,526,,True,220.0,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭
42,42,25-07-2020 06:17:08,Tbilisi,7c395c455d,10 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,10,Тбилиси,4 гр,0.0417,28639,11208,956,,True,400.0,,,,,,,,,10 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,43,25-07-2020 06:17:08,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0261,17899,7005,597,,True,250.0,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
44,44,25-07-2020 06:17:08,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,1,6,Тбилиси,5 гр,0.0282,19331,7565,645,,True,270.0,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
45,45,25-07-2020 06:17:08,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0287,19689,7706,657,,True,275.0,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
46,46,25-07-2020 06:17:08,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,1,4,Тбилиси,5 гр,0.025,17183,6725,574,,True,240.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,47,25-07-2020 06:17:08,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0292,20047,7846,669,,True,280.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,48,25-07-2020 06:17:08,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0282,19331,7565,645,,True,270.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,49,25-07-2020 06:17:08,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0208,15680,6136,523,,True,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,50,25-07-2020 06:17:08,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,7,Тбилиси,5 гр,0.0245,16825,6585,562,,True,235.0,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
51,51,25-07-2020 06:17:08,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",,нет,1,Тбилиси,5 гр,0.0228,17183,6725,574,,True,240.0,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
52,52,25-07-2020 06:17:08,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0282,19331,7565,645,,True,270.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,25-07-2020 06:17:08,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2516,190000,87429,6346,,True,,,,,,,,,,reagent 25i nbome. 5gr
54,54,25-07-2020 06:17:08,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2844,214792,84060,7169,,,3000.0,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,55,25-07-2020 06:17:08,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬,,нет,1,Тбилиси,5 гр,0.0261,17899,7005,597,,True,250.0,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬
56,56,25-07-2020 06:17:08,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,2,Тбилиси,5 гр,0.0244,16621,6500,554,200.0,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
57,57,25-07-2020 06:17:08,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0939,64438,25218,2151,,True,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
58,58,25-07-2020 06:17:08,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0574,39379,15411,1314,,True,550.0,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
59,59,25-07-2020 06:17:08,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.073,50118,19614,1673,,True,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,60,25-07-2020 06:17:08,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0438,30071,11768,1004,,True,420.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,61,25-07-2020 06:17:08,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0834,57278,22416,1912,,True,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
62,62,25-07-2020 06:17:08,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,1,8,Тбилиси,10 гр,0.0438,30071,11768,1004,,True,420.0,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
63,63,25-07-2020 06:17:08,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 10gram,,1,10,Тбилиси,10 гр,0.036000000000000004,27207,10648,908,,True,380.0,,,,,,,,,Northern Lights Regular [budsonly] 10gram
64,64,25-07-2020 06:17:08,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2321,159304,62345,5317,,True,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
65,65,25-07-2020 06:17:08,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,,нет,1,Тбилиси,10 гр,0.0428,29355,11488,980,,True,410.0,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
66,66,25-07-2020 06:17:08,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0537,36565,14300,1219,440.0,True,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
67,67,25-07-2020 06:17:08,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0476,32410,12675,1081,390.0,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
68,68,25-07-2020 06:17:08,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0616,46538,18213,1553,,True,650.0,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
69,69,25-07-2020 06:17:08,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2503,171834,67248,5736,,True,2400.0,,,,,,,,,100 gr marijuana buds
70,70,25-07-2020 06:18:42,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2607,178994,70050,5975,,True,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
71,71,25-07-2020 06:18:42,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,нет,1,Тбилиси,100 гр,0.0365,25059,9807,836,,,350.0,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
72,72,25-07-2020 06:18:42,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6153,422425,165318,14100,,True,5900.0,,,,,,,,,180 gr marihuana persoalno
73,73,25-07-2020 06:18:42,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,True,нет,3,Тбилиси,500 гр,0.1043,71597,28020,2390,,,1000.0,,,,True,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
74,74,25-07-2020 06:18:42,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8865,608578,238170,20313,,True,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,75,25-07-2020 06:18:42,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.019,14319,5604,478,,True,200.0,,,,,,,,,KURYER..500RUB.+BONUS
76,76,25-07-2020 06:18:42,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,True,1,нет,Тбилиси,1 гр,0.0104,7160,2802,239,,,100.0,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
77,77,25-07-2020 06:18:42,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0261,17899,7005,597,,True,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
78,78,25-07-2020 06:18:42,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 400$ 5гр,,1,нет,Тбилиси,5 гр,0.0379,28639,11208,956,,True,400.0,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 400$ 5gr
79,79,25-07-2020 06:18:42,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0209,14319,5604,478,,True,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
80,80,25-07-2020 06:18:42,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0261,17899,7005,597,,True,250.0,,,,,,,,,Rabota na marki (kur'er)
81,81,25-07-2020 06:18:42,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0521,35799,14010,1195,,True,500.0,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
82,82,25-07-2020 06:18:42,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5786,1073961,420300,35847,,True,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
83,83,25-07-2020 06:18:42,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0521,35799,14010,1195,,,500.0,,,True,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
84,84,25-07-2020 06:20:50,Batumi,3b3ba4f5a5,Мелкие шишки (Indica) 2г,,3,нет,Батуми,2 гр,0.0044,3007,1177,100,,,42.0,,,,,,,True,,Melkie shishki (Indica) 2g
85,85,25-07-2020 06:20:50,Batumi,3c9bc6f8e9,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,3,нет,Батуми,5 гр,0.0265,20047,7846,669,,,280.0,,,,,,,True,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
86,86,25-07-2020 06:20:50,Batumi,3b3ba4f5a5,Мощные шишки Y-Griega (Sativa) 5г,,1,нет,Батуми,5 гр,0.0344,23627,9247,789,,,330.0,,,,,,,True,,Moschnye shishki Y-Griega (Sativa) 5g
87,87,25-07-2020 06:20:50,Batumi,3c4662c591,Super Critical 10G,,1,нет,Батуми,10 гр,0.0469,32219,12609,1075,,,450.0,,,,,,,,True,Super Critical 10G
88,88,25-07-2020 06:20:50,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0378,25762,10075,859,310.0,,,,,,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
89,89,25-07-2020 06:20:50,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0537,36565,14300,1219,440.0,,,,,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
90,90,25-07-2020 06:20:50,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,4,Батуми,11 гр,0.0476,32410,12675,1081,390.0,,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
91,91,25-07-2020 06:20:50,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0487,33158,12968,1106,399.0,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
92,92,25-07-2020 06:20:50,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1644,112990,51992,3774,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
93,93,25-07-2020 06:20:50,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2603,178900,82321,5975,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
94,94,25-07-2020 06:20:50,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7160,2802,239,,,100.0,,,,,,,True,,kur'er v Batumi
95,95,25-07-2020 06:20:50,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0237,17899,7005,597,,,250.0,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
96,96,25-07-2020 06:20:50,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0237,17899,7005,597,,,250.0,,,,,,,True,,Ischu kur'era v Gruzii!
97,97,25-07-2020 06:20:50,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0208,14319,5604,478,,,200.0,,,,,,,True,,Kur'er Batumi na marihuanu
98,98,25-07-2020 06:20:50,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.577,1073961,420300,35847,,,15000.0,,,,,,,True,,Vakansija optovogo kur'era na mef
99,99,25-07-2020 06:20:50,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0521,35799,14010,1195,,,500.0,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
