,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Gldani,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
21,05-02-2020 22:22:42,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0461,31587,12450,1074,500,,,,,,,,,,Metadon VHQ 1 24/7
22,05-02-2020 22:22:42,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,2,нет,Тбилиси,1 гр,0.0183,11308,4457,385,179,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
23,05-02-2020 22:22:42,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,8,нет,Тбилиси,1 гр,0.0129,8844,3486,301,140,,,,,,,,,,NZT-52 mind storm limited 1g muka
24,05-02-2020 22:22:42,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0183,12572,4955,427,199,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
25,05-02-2020 22:22:42,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.019,11940,4706,406,189,,,,,,,,,,Kokain HQ 1g.
26,05-02-2020 22:22:42,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,4,нет,Тбилиси,1 гр,0.0202,12572,4955,427,199,,,True,,,,,,,Kokain KOLUMBIA 1g
27,05-02-2020 22:22:42,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0415,28428,11205,967,450,,,,,,,,,,Metadon 1gr
28,05-02-2020 22:22:42,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0456,28428,11205,967,450,,,,,,,,,,"Metadon, 1gr"
29,05-02-2020 22:22:42,Tbilisi,JPY,OaksShopp,мощный гибрид /hybrid weed 1g strong,,2,нет,Тбилиси,1 гр,0.0032,2211,872,75,35,True,,,,,,,,,moschnyj gibrid /hybrid weed 1g strong
30,05-02-2020 22:22:42,Tbilisi,ABOAB,ProGrow,2G -- AK-47 -> Sativa,,6,нет,Тбилиси,2 гр,0.0071,4485,1768,153,71,True,,,,,,,,,2G -- AK-47 -> Sativa
31,05-02-2020 22:22:42,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,2,нет,Тбилиси,2 гр,0.0382,24322,9587,827,385,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
32,05-02-2020 22:22:42,Tbilisi,Z9UT,Rainbow,Hybrid Marijuana High Quality 2G,True,1,нет,Тбилиси,2 гр,0.0081,5054,1992,172,80,,,,,,,,,,Hybrid Marijuana High Quality 2G
33,05-02-2020 22:23:26,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0184,11371,4482,387,180,,,,,,,,,,Ketamine 2 g
34,05-02-2020 22:23:26,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,6,нет,Тбилиси,2 гр,0.0072,4422,1743,150,70,,,,,,,,,,"LSD - 250 ug, 2 pieces"
35,05-02-2020 22:23:26,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0221,15162,5976,516,240,,,,,,,,,,NZT-52 mind storm limited 2g muka
36,05-02-2020 22:23:26,Tbilisi,V4T,COCAcoLA,Гашиш gashish 2 грамма лучшая цена 10% при покупки биткойном!,True,1,нет,Тбилиси,2 гр,0.0108,6886,2714,234,109,,,,,,,,,,Gashish gashish 2 gramma luchshaja tsena 10% pri pokupki bitkojnom!
37,05-02-2020 22:23:26,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,6,нет,Тбилиси,2 гр,0.0369,23943,9437,814,379,,,,,,,,,,Kokain HQ 2g.
38,05-02-2020 22:23:26,Tbilisi,NLKH,STARS,C O C A i N E 2 g +0.1 g падарка.,True,5,нет,Тбилиси,2.1 гр,0.034,21163,8342,720,335,,,,,,,,,,C O C A i N E 2 g +0.1 g padarka.
39,05-02-2020 22:23:26,Tbilisi,LYHBG,Playboy,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,3,нет,Тбилиси,3 гр,0.0101,6254,2465,213,99,,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
40,05-02-2020 22:23:26,Tbilisi,V4T,COCAcoLA,GASHISH 3 gr лучшая цена,True,2,нет,Тбилиси,3 гр,0.0164,10424,4109,354,165,True,,,,,,,,,GASHISH 3 gr luchshaja tsena
41,05-02-2020 22:23:26,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g,,4,нет,Тбилиси,3 гр,0.0035,2148,847,73,34,,,,True,,,,,,Marijuana Super Skunk leaves 3g
42,05-02-2020 22:23:26,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0313,21479,8466,730,340,,,,,,,,,,NZT-52 mind storm limited 3g muka
43,05-02-2020 22:23:26,Tbilisi,6ZR,Geogrowers,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.0783,53698,21165,1826,850,,,,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
44,05-02-2020 22:23:26,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0313,21479,8466,730,340,,,,,,,,,,"5 Grm MDMA , Purity A +++"
45,05-02-2020 22:23:26,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.087,53698,21165,1826,850,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
46,05-02-2020 22:23:26,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,4,нет,Тбилиси,5 гр,0.0153,9476,3735,322,150,,,,,,,,,,"LSD - 250 ug, 5 pieces"
47,05-02-2020 22:23:26,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,1,нет,Тбилиси,5 гр,0.0163,10045,3959,342,159,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
48,05-02-2020 22:23:26,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,2,нет,Тбилиси,5 гр,0.0158,9729,3835,331,154,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
49,05-02-2020 22:23:26,Tbilisi,0V3X,arinaneb,gorilla glue 5 g,,2,нет,Тбилиси,5 гр,0.0161,11055,4358,376,175,True,,,,,,,,,gorilla glue 5 g
50,05-02-2020 22:23:26,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.0204,13267,5229,451,210,,,,,,,,,,gashish evro 5g
51,05-02-2020 22:23:26,Tbilisi,9VLN,AlienShop,❄❄5g. HQ coco Best OFFER❄❄,True,1,нет,Тбилиси,5 гр,0.0933,57552,22684,1957,911,,,,,,,,,,❄❄5g. HQ coco Best OFFER❄❄
52,05-02-2020 22:23:26,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0404,25207,9935,857,399,True,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
53,05-02-2020 22:23:26,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,6,нет,Тбилиси,10 гр,0.0271,16868,6648,574,267,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
54,05-02-2020 22:23:26,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light",,1,нет,Тбилиси,10 гр,0.023,15794,6225,537,250,True,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light"
55,05-02-2020 22:23:26,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0389,25270,9960,859,400,,,,,,,,,,gashish evro 10g
56,05-02-2020 22:23:26,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,22,нет,Тбилиси,10 гр,0.0092,6317,2490,215,100,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
57,05-02-2020 22:23:26,Tbilisi,6ZR,Geogrowers,* SALE * COCAINE Peru 11 gr BTC -30 %,True,2,нет,Тбилиси,11 гр,0.1187,104616,41145,3562,,,1500,,,,,,,,* SALE * COCAINE Peru 11 gr BTC -30 %
58,05-02-2020 22:23:26,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 280mg MDMA.,True,1,10,Тбилиси,15 гр,0.0456,28428,11205,967,450,,,,,,,,,,15x Extasy Duracell 280mg MDMA.
59,05-02-2020 22:23:26,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0756,49086,19347,1669,777,,,,,,,,,,Gashish Evro 20gr
60,05-02-2020 22:23:26,Tbilisi,6ZR,Geogrowers,* SALE *COCAINE Peru 20+2 gr,True,2,нет,Тбилиси,22 гр,0.2057,181335,71318,6174,,,2600,,,,,,,,* SALE *COCAINE Peru 20+2 gr
61,05-02-2020 22:23:26,Tbilisi,6ZR,Geogrowers,Exstasy blue punisher 25 шт BTC -10%,True,1,нет,Тбилиси,25 гр,0.0783,53698,21165,1826,850,,,,,,,,,,Exstasy blue punisher 25 sht BTC -10%
62,05-02-2020 22:23:26,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0256,15794,6225,537,250,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
63,05-02-2020 22:23:26,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0358,22111,8715,752,350,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
64,05-02-2020 22:23:26,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0614,37905,14940,1289,600,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
65,05-02-2020 22:23:26,Tbilisi,03F3,geoshop,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0223,13898,5478,473,220,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
66,05-02-2020 22:24:17,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0405,25270,9960,859,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
67,05-02-2020 22:24:17,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.0243,15162,5976,516,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
68,05-02-2020 22:24:17,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0253,15794,6225,537,250,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
69,05-02-2020 22:24:17,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1382,94761,37350,3222,1500,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
70,05-02-2020 22:24:17,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0253,15794,6225,537,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
71,05-02-2020 22:24:17,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0253,15794,6225,537,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
72,05-02-2020 22:24:17,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0202,12572,4955,427,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
73,05-02-2020 22:24:17,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 280mg MDMA.,True,нет,10,Тбилиси,5 гр,0.0179,11055,4358,376,175,,,,,,,,,,5x Extasy Duracell 280mg MDMA.
74,05-02-2020 22:24:17,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0253,15794,6225,537,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
75,05-02-2020 22:24:17,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0202,13835,5453,470,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
76,05-02-2020 22:24:17,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0193,13203,5204,449,209,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
77,05-02-2020 22:24:17,Tbilisi,V4QM9,PotHero420,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0193,13203,5204,449,209,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
78,05-02-2020 22:24:17,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0193,13203,5204,449,209,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
79,05-02-2020 22:24:17,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0253,15794,6225,537,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
80,05-02-2020 22:24:17,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0184,12635,4980,430,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
81,05-02-2020 22:24:17,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2042,140000,64421,4739,,,,,,,,,,,reagent 25i nbome. 5gr
82,05-02-2020 22:24:17,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2764,189523,74700,6444,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
83,05-02-2020 22:24:17,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,4,Тбилиси,5 гр,0.0194,11940,4706,406,189,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
84,05-02-2020 22:24:17,Tbilisi,9VLN,AlienShop,💊💊5. ecstasy Tekashi69💊💊,True,нет,1,Тбилиси,5 гр,0.0189,11687,4607,397,185,,,,,,,,,,💊💊5. ecstasy Tekashi69💊💊
85,05-02-2020 22:24:17,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0501,30892,12176,1050,489,,,,,,,,,,💘✨5g. MDMA ✨💘
86,05-02-2020 22:24:17,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0404,25207,9935,857,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
87,05-02-2020 22:24:17,Tbilisi,9VLN,AlienShop,10 грам. Амфетамин SPEED,True,нет,5,Тбилиси,10 гр,0.041,25270,9960,859,400,,,,,,,,,,10 gram. Amfetamin SPEED
88,05-02-2020 22:24:17,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1843,126348,49800,4296,2000,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
89,05-02-2020 22:24:17,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0811,50539,19920,1718,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
90,05-02-2020 22:24:17,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0368,25207,9935,857,399,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
91,05-02-2020 22:24:17,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2255,140563,55403,4779,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
92,05-02-2020 22:24:17,Tbilisi,9VLN,AlienShop,️‍🌈10. LSD 200ug.🌈,True,нет,3,Тбилиси,10 гр,0.0327,20153,7943,685,319,,,,,,,,,,️‍🌈10. LSD 200ug.🌈
93,05-02-2020 22:24:17,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0827,51045,20119,1736,808,,,,,,,,,,💘✨10gram MDMA ✨💘
94,05-02-2020 22:24:17,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3041,208475,82170,7088,3300,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
95,05-02-2020 22:24:17,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0584,37905,14940,1289,600,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
96,05-02-2020 22:24:17,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1106,75809,29880,2578,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
97,05-02-2020 22:24:17,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0875,56857,22410,1933,900,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
98,05-02-2020 22:24:17,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0963,60015,23655,2041,950,,,,,,,,,,Hybrid Skunk! 50 gr
99,05-02-2020 22:24:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2027,126348,49800,4296,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
100,05-02-2020 22:24:17,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1825,113714,44820,3866,1800,,,,,,,,,,Hybrid Skunk! 100 gr
101,05-02-2020 22:26:39,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2534,157936,62250,5370,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
102,05-02-2020 22:26:39,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0396,27165,10707,924,430,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
103,05-02-2020 22:26:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4663,290601,114540,9881,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
104,05-02-2020 22:26:39,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7602,473807,186750,16110,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
105,05-02-2020 22:26:39,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8616,536981,211650,18258,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
106,05-02-2020 22:26:39,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0184,12635,4980,430,200,,,,,,,,,,KURYER..500RUB.+BONUS
107,05-02-2020 22:26:39,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0184,12635,4980,430,200,,,,,,,,,,Trebuetsja Kur'er
108,05-02-2020 22:26:39,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0203,12635,4980,430,200,,,,,,,,,,Trebuetsja sotrudnik
