,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Vazisubani,Дигоми,Old Tbilisi (Старый город),Авлобари,€,Didube,Vake,Varketili,Батуми,Центр,desc_en
10,10,11-08-2020 23:12:56,Tbilisi,7c395c455d,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,4,нет,Тбилиси,1 гр,0.0051,4389,1668,147,60.0,,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
11,11,11-08-2020 23:12:56,Tbilisi,bb1791277e,1 gr super lemon haze пробник,True,1,нет,Тбилиси,1 гр,0.0047,4023,1529,135,55.0,,,,,,,,,,,,1 gr super lemon haze probnik
12,12,11-08-2020 23:12:56,Tbilisi,7c395c455d,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,5,нет,Тбилиси,1 гр,0.0045,3877,1473,130,53.0,,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
13,13,11-08-2020 23:12:56,Tbilisi,69672fee0d,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,6,нет,Тбилиси,1 гр,0.0047,4023,1529,135,55.0,,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
14,14,11-08-2020 23:12:56,Tbilisi,69672fee0d,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,5,нет,Тбилиси,1 гр,0.0047,4023,1529,135,55.0,,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
15,15,11-08-2020 23:12:56,Tbilisi,4659482266,1 г.Super Skunk top class buds! (подезд),,3,нет,Тбилиси,1 гр,0.0047,4023,1529,135,55.0,True,,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
16,16,11-08-2020 23:12:56,Tbilisi,cb721d4bca,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,2,нет,Тбилиси,1 гр,0.0047,4023,1529,135,55.0,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
17,17,11-08-2020 23:12:56,Tbilisi,0dec0e1c48,1gr HYBRID o.g,True,26,нет,Тбилиси,1 гр,0.0042,3584,1362,120,49.0,,,,,,,,,,,,1gr HYBRID o.g
18,18,11-08-2020 23:12:56,Tbilisi,e56bb6ca93,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,14,нет,Тбилиси,1 гр,0.0049,4170,1585,140,57.0,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
19,19,11-08-2020 23:12:56,Tbilisi,f25c0d6c5c,Auto Amnesia Haze 1 gr,True,13,нет,Тбилиси,1 гр,0.0034,3000,1380,100,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
20,20,11-08-2020 23:12:56,Tbilisi,ae784bef73,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0046,3950,1501,132,54.0,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
21,21,11-08-2020 23:12:56,Tbilisi,ae784bef73,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,3,нет,Тбилиси,1 гр,0.005,4243,1612,142,58.0,,,,,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
22,22,11-08-2020 23:12:56,Tbilisi,ae784bef73,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0047,4023,1529,135,55.0,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
23,23,11-08-2020 23:12:56,Tbilisi,7918572a66,TYson Budds 1G Скидка 5%,True,10,нет,Тбилиси,1 гр,0.0036,3219,1223,108,44.0,,,,,,,,,,,,TYson Budds 1G Skidka 5%
24,24,11-08-2020 23:12:56,Tbilisi,ccc85b93d8,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0043,3658,1390,122,50.0,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
25,25,11-08-2020 23:12:56,Tbilisi,67187efef3,АКЦИЯ-1g hindu kish best buds BTC 11% sale,True,2,нет,Тбилиси,1 гр,0.003,2560,973,86,35.0,,,,,,,,,,,,AKTsIJa-1g hindu kish best buds BTC 11% sale
26,26,11-08-2020 23:12:56,Tbilisi,22610cd7c4,🎇SUPER SKITKA🎇Amsterdam weed sativa 1гр,True,3,нет,Тбилиси,1 гр,0.0031,2633,1001,88,36.0,,,,,,,,,,,,🎇SUPER SKITKA🎇Amsterdam weed sativa 1gr
27,27,11-08-2020 23:12:56,Tbilisi,67187efef3,1.2гр перемолотые шишки btc 5% sale,True,1,нет,Тбилиси,1.2 гр,0.0029,2560,973,86,35.0,,,,,,,,,,,,1.2gr peremolotye shishki btc 5% sale
28,28,11-08-2020 23:12:56,Tbilisi,366326d4d6,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,7,нет,Тбилиси,2 гр,0.0085,7242,2752,242,99.0,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
29,29,11-08-2020 23:12:56,Tbilisi,69672fee0d,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,5,нет,Тбилиси,2 гр,0.0085,7315,2780,245,100.0,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
30,30,11-08-2020 23:12:56,Tbilisi,64284550d9,2G ---> Big Devil (BTC - Sale),True,3,нет,Тбилиси,2 гр,0.0077,6584,2502,220,90.0,,,,,,,,,,,,2G ---> Big Devil (BTC - Sale)
31,31,11-08-2020 23:12:56,Tbilisi,0dec0e1c48,2gr HYBRID buds,True,3,нет,Тбилиси,2 гр,0.0075,6437,2446,215,88.0,,,,,,,,,,,,2gr HYBRID buds
32,32,11-08-2020 23:12:56,Tbilisi,e56bb6ca93,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,2,нет,Тбилиси,2 гр,0.0079,6803,2585,228,93.0,True,True,,,,,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
33,33,11-08-2020 23:12:56,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 2 гр",,2,нет,Тбилиси,2 гр,0.0085,8047,3058,269,110.0,,,True,,,,,,,,,"Gorilla Breath - photoperiod, feminised 2 gr"
34,34,11-08-2020 23:12:56,Tbilisi,509c9eb778,Метадон VHQ 0.5гр,True,1,нет,Тбилиси,0.5 гр,0.0364,32480,12343,1087,444.0,,,,,,,,,,,,Metadon VHQ 0.5gr
35,35,11-08-2020 23:13:53,Tbilisi,366326d4d6,NEW !!! 2G OG KusH !!! NEW,True,6,нет,Тбилиси,2 гр,0.0085,7242,2752,242,99.0,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
36,36,11-08-2020 23:13:53,Tbilisi,366326d4d6,NEW !!! 2G White Widow !!! NEW,True,3,нет,Тбилиси,2 гр,0.0085,7242,2752,242,99.0,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
37,37,11-08-2020 23:13:53,Tbilisi,7918572a66,TYson Budds 2G Скидка 5%,True,5,нет,Тбилиси,2 гр,0.0062,5852,2224,196,80.0,,,,,,,,,,,,TYson Budds 2G Skidka 5%
38,38,11-08-2020 23:13:53,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan (подезд),,2,нет,Тбилиси,3 гр,0.0021,1756,667,59,24.0,True,,,,,,,,,,,Marijuana Super Skunk leaves 3g plan (podezd)
39,39,11-08-2020 23:13:53,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gramm,True,3,нет,Тбилиси,3 гр,0.006999999999999999,6584,2502,220,90.0,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
40,40,11-08-2020 23:13:53,Tbilisi,fccfd69694,"Трим и низовые шишки,/trichome trim and budshake 3г/3g",True,1,нет,Тбилиси,3 гр,0.0025,2121,806,71,29.0,,,,,,,,,,,,"Trim i nizovye shishki,/trichome trim and budshake 3g/3g"
41,41,11-08-2020 23:13:53,Tbilisi,366326d4d6,!!!NEW!!! 4G Critical KusH !!!NEW!!!,True,3,нет,Тбилиси,4 гр,0.012,10168,3864,340,139.0,,,,,,,,,,,,!!!NEW!!! 4G Critical KusH !!!NEW!!!
42,42,11-08-2020 23:13:53,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0146,12363,4698,414,169.0,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
43,43,11-08-2020 23:13:53,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",,1,нет,Тбилиси,5 гр,0.0186,17557,6672,588,240.0,,,True,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
44,44,11-08-2020 23:13:53,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0214,18288,6950,612,250.0,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
45,45,11-08-2020 23:13:53,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0231,19751,7506,661,270.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
46,46,11-08-2020 23:13:53,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0235,20117,7645,673,275.0,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
47,47,11-08-2020 23:13:53,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0205,17557,6672,588,240.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,48,11-08-2020 23:13:53,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0239,20483,7784,686,280.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,49,11-08-2020 23:13:53,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0231,19751,7506,661,270.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,50,11-08-2020 23:13:53,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.017,16020,6088,536,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,51,11-08-2020 23:13:53,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0186,17557,6672,588,240.0,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
52,52,11-08-2020 23:13:53,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0214,18288,6950,612,250.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,11-08-2020 23:13:53,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2017,190000,87429,6317,,,,,,,,,,,,,reagent 25i nbome. 5gr
54,54,11-08-2020 23:13:53,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2329,219457,83400,7345,3000.0,,,,True,True,,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,55,11-08-2020 23:13:53,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.047,40234,15290,1347,550.0,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
56,56,11-08-2020 23:13:53,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0598,51207,19460,1714,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
57,57,11-08-2020 23:13:53,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0359,30724,11676,1028,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
58,58,11-08-2020 23:13:53,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0683,58522,22240,1959,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,59,11-08-2020 23:13:53,Tbilisi,9610a68a0a,GABAGAMA 10 shtuk,True,нет,8,Тбилиси,10 гр,0.0012,1024,389,34,14.0,,,,,,,,,,,,GABAGAMA 10 shtuk
60,60,11-08-2020 23:13:53,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.19,162764,61855,5447,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
61,61,11-08-2020 23:13:53,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0395,33511,12753,1130,,,,,,,390.0,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
62,62,11-08-2020 23:13:53,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0505,47549,18070,1591,650.0,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
63,63,11-08-2020 23:13:53,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.205,175565,66720,5876,2400.0,,,,,,,,,,,,100 gr marijuana buds
64,64,11-08-2020 23:13:53,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2135,182881,69500,6121,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
65,65,11-08-2020 23:13:53,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5039,431598,164020,14444,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
66,66,11-08-2020 23:13:53,Tbilisi,9610a68a0a,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0245,21000,9663,698,,,,,,,,True,,,,,GABAGAMA 250 shtuk
67,67,11-08-2020 23:13:53,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.726,621794,236300,20810,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,68,11-08-2020 23:13:53,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0214,18288,6950,612,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
69,69,11-08-2020 23:13:53,Tbilisi,509c9eb778,РоСС Убой 2гр,True,нет,32,Тбилиси,2 гр,0.0063,5633,2141,189,77.0,,,,,,,,,,,,RoSS Uboj 2gr
70,70,11-08-2020 23:13:53,Tbilisi,6932ed9978,10g Methadone Crystal (В ЦЕНТРЕ НА МАГНИТАХ),True,нет,2,Тбилиси,10 гр,0.2485,234087,88960,7834,3200.0,,,,,,,,,,,,10g Methadone Crystal (V TsENTRE NA MAGNITAH)
71,71,11-08-2020 23:14:58,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0466,43891,16680,1469,600.0,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
72,72,11-08-2020 23:14:58,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0171,14630,5560,490,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
73,73,11-08-2020 23:14:58,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0214,18288,6950,612,250.0,,,,,,,,,,,,Rabota na marki (kur'er)
74,74,11-08-2020 23:14:58,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0427,36576,13900,1224,500.0,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
75,75,11-08-2020 23:14:58,Tbilisi,ccc85b93d8,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0427,36576,13900,1224,500.0,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
76,76,11-08-2020 23:14:58,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.294,1097283,417000,36723,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
77,77,11-08-2020 23:14:58,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0427,36576,13900,1224,500.0,,,,True,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
78,78,11-08-2020 23:14:58,Tbilisi,fd9704e08b,КУРЬЕР [Любой город!],True,нет,5,Тбилиси,1 гр,0.0604,51207,19460,1714,700.0,,,,,,,,,,,,KUR'ER [Ljuboj gorod!]
79,79,11-08-2020 23:14:58,Tbilisi,98f436eeb7,верифицированный аккаунт на localbitcoins 1 шт,True,нет,3,Тбилиси,1 гр,0.0035,3000,1380,100,,,,,,,,,,,,,verifitsirovannyj akkaunt na localbitcoins 1 sht
80,80,11-08-2020 23:14:58,Tbilisi,98f436eeb7,Генацвале! Работай у лучшей девушки RC!,True,нет,1,Тбилиси,2 гр,0.0085,7315,2780,245,100.0,,,,,,,,,,,,Genatsvale! Rabotaj u luchshej devushki RC!
81,81,11-08-2020 23:16:57,Batumi,f25c0d6c5c,Auto Amnesia Haze 1 gr,,2,нет,Батуми,1 гр,0.0054,5121,1946,171,70.0,,,,,,,,,,True,,Auto Amnesia Haze 1 gr
82,82,11-08-2020 23:16:57,Batumi,3c4662c591,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.0427,36576,13900,1224,500.0,,,,,,,,,,,True,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
83,83,11-08-2020 23:16:57,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0404,34284,13047,1156,,,,,,,399.0,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
84,84,11-08-2020 23:16:57,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0395,33511,12753,1130,,,,,,,390.0,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
85,85,11-08-2020 23:16:57,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0194,18288,6950,612,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
86,86,11-08-2020 23:16:57,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0194,18288,6950,612,250.0,,,,,,,,,,True,,Ischu kur'era v Gruzii!
87,87,11-08-2020 23:16:57,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0171,14630,5560,490,200.0,,,,,,,,,,True,,Kur'er Batumi na marihuanu
88,88,11-08-2020 23:16:57,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.294,1097283,417000,36723,15000.0,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
89,89,11-08-2020 23:16:57,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0427,36576,13900,1224,500.0,,,,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
