,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Saburtalo,Varketili,Vazisubani,Zahesi,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
11,05-07-2020 04:24:49,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,2,нет,Тбилиси,1 гр,0.0063,4230,1641,145,,True,60,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
12,05-07-2020 04:24:49,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,5,нет,Тбилиси,1 гр,0.0062,4160,1614,143,,,59,True,,,,True,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
13,05-07-2020 04:24:49,Tbilisi,ABOAB,ProGrow,1G ---> Pineapple (BTC - Sale),,3,нет,Тбилиси,1 гр,0.0053,3525,1368,121,,True,50,,,,,,,,,,1G ---> Pineapple (BTC - Sale)
14,05-07-2020 04:24:49,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,6,нет,Тбилиси,1 гр,0.0063,4230,1641,145,,,60,,,,,True,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
15,05-07-2020 04:24:49,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 1гр",True,2,нет,Тбилиси,1 гр,0.0053,3878,1504,133,,True,55,,,,,,,,,,"Hindu Kush (photoperiod, regular) 1gr"
16,05-07-2020 04:24:49,Tbilisi,GYO,Hakeem,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,,1,нет,Тбилиси,1 гр,0.0053,3878,1504,133,,True,55,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
17,05-07-2020 04:24:49,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,2,нет,Тбилиси,2 гр,0.0126,8460,3282,291,,True,120,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
18,05-07-2020 04:24:49,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,,1,нет,Тбилиси,3 гр,0.0091,6134,2379,211,,,87,,True,,,,,,,,3 gr georgian weed. Package on magnet
19,05-07-2020 04:24:49,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,5,нет,Тбилиси,3 гр,0.0058,3878,1504,133,,True,55,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
20,05-07-2020 04:24:49,Tbilisi,7U9YP,ChitosPizz,Weed Сорт Purple 3гр,,1,нет,Тбилиси,3 гр,0.008,5922,2297,203,,True,84,,,,,,,,,,Weed Sort Purple 3gr
21,05-07-2020 04:24:49,Tbilisi,5LZ,ExtraShop,5г. GEO Марихуана бошки,,6,нет,Тбилиси,5 гр,0.0142,10504,4075,361,,True,149,,,,,,,,,,5g. GEO Marihuana boshki
22,05-07-2020 04:24:49,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,,2,нет,Тбилиси,10 гр,0.0251,16849,6537,579,,True,239,,,,,,,,,,10 gr georgian weed. Package on magnet
23,05-07-2020 04:24:49,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,1,нет,Тбилиси,10 гр,0.0137,9094,3528,312,,True,129,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
24,05-07-2020 04:24:49,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,,2,нет,Тбилиси,10 гр,0.0459,31725,12308,1090,,True,450,,,,,,,,,,Gashish Evro 10gr
25,05-07-2020 04:24:49,Tbilisi,2LY77,SveetWeed,11+ GRAMM BEASTWEED NEW,,3,нет,Тбилиси,11 гр,0.0172,12690,4923,436,,True,180,,,,,,,,,,11+ GRAMM BEASTWEED NEW
26,05-07-2020 04:24:49,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0478,35250,13675,1211,,True,500,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
27,05-07-2020 04:24:49,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,,8,нет,Тбилиси,15 гр,0.0068,4583,1778,157,,True,65,,,,,,,,,,Silver haze leaves list'ja 15gr sale
28,05-07-2020 04:24:49,Tbilisi,2LY77,SveetWeed,25 GGAMM NEW BEASTWEED,,1,нет,Тбилиси,25 гр,0.0349,25732,9983,884,,True,365,,,,,,,,,,25 GGAMM NEW BEASTWEED
29,05-07-2020 04:24:49,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2121,141000,54700,4843,,True,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
30,05-07-2020 04:24:49,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 2г.,,нет,1,Тбилиси,2 гр,0.0105,7050,2735,242,,,100,True,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 2g.
31,05-07-2020 04:24:49,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,1,Тбилиси,2 гр,0.053,35179,13648,1208,,True,499,,,,,,,,,,❄❄2g HQ COCAINE❄❄
32,05-07-2020 04:24:49,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,5,Тбилиси,4 гр,0.042,28200,10940,969,,True,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,05-07-2020 04:24:49,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0263,17625,6838,605,,True,250,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
34,05-07-2020 04:26:31,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0578,38775,15043,1332,,True,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
35,05-07-2020 04:26:31,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0284,19035,7385,654,,True,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
36,05-07-2020 04:26:31,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0294,19740,7658,678,,True,280,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
37,05-07-2020 04:26:31,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0289,19387,7521,666,,True,275,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
38,05-07-2020 04:26:31,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0252,16920,6564,581,,True,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
39,05-07-2020 04:26:31,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0294,19740,7658,678,,True,280,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
40,05-07-2020 04:26:31,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0284,19035,7385,654,,True,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
41,05-07-2020 04:26:31,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0209,15439,5990,530,,True,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
42,05-07-2020 04:26:31,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0284,19035,7385,654,,True,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
43,05-07-2020 04:26:31,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,1,Тбилиси,5 гр,0.0263,17625,6838,605,,,250,True,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
44,05-07-2020 04:26:31,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2575,190000,87429,6528,,True,,,,,,,,,,,reagent 25i nbome. 5gr
45,05-07-2020 04:26:31,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2867,211500,82050,7264,,,3000,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
46,05-07-2020 04:26:31,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0946,63450,24615,2179,,True,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
47,05-07-2020 04:26:31,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0578,38775,15043,1332,,True,550,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
48,05-07-2020 04:26:31,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0736,49350,19145,1695,,True,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,05-07-2020 04:26:31,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0441,29610,11487,1017,,True,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,05-07-2020 04:26:31,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0841,56400,21880,1937,,True,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
51,05-07-2020 04:26:31,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2339,156862,60854,5388,,True,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
52,05-07-2020 04:26:31,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,1,Тбилиси,11 гр,0.0465,30896,11934,1065,390,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
53,05-07-2020 04:26:31,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2523,169200,65640,5811,,True,2400,,,,,,,,,,100 gr marijuana buds
54,05-07-2020 04:26:31,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2628,176250,68375,6054,,True,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
55,05-07-2020 04:26:31,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6202,415949,161365,14286,,True,5900,,,,,,,,,,180 gr marihuana persoalno
56,05-07-2020 04:26:31,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8935,599249,232475,20582,,True,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
57,05-07-2020 04:26:31,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0191,14100,5470,484,,True,200,,,,,,,,,,KURYER..500RUB.+BONUS
58,05-07-2020 04:26:31,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0263,17625,6838,605,,True,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
59,05-07-2020 04:26:31,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.021,14100,5470,484,,True,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
60,05-07-2020 04:26:31,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0263,17625,6838,605,,True,250,,,,,,,,,,Rabota na marki (kur'er)
61,05-07-2020 04:26:31,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5911,1057499,410250,36321,,True,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
62,05-07-2020 04:29:25,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 1г,,3,нет,Батуми,1 гр,0.0063,4230,1641,145,,,60,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 1g
63,05-07-2020 04:29:25,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,17,нет,Батуми,2 гр,0.0058,3878,1504,133,,,55,,,,,,,,True,,Melkie shishki (Indica) 2g
64,05-07-2020 04:29:25,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 2pc 🎭🔮🧞‍♀️",,5,нет,Батуми,2 гр,0.0119,7922,3060,273,100,,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 2pc 🎭🔮🧞‍♀️"
65,05-07-2020 04:29:25,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 - SALE,,нет,9,Батуми,0.25 гр,0.0265,17625,6838,605,,,250,,,,,,,,True,,METADON - 0.25 - SALE
66,05-07-2020 04:29:25,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0464,30896,11934,1065,390,,,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
67,05-07-2020 04:29:25,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,5,Батуми,11 гр,0.05,33273,12852,1147,420,,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
68,05-07-2020 04:29:25,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1683,112990,51992,3882,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
69,05-07-2020 04:29:25,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2665,178900,82321,6147,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
70,05-07-2020 04:29:25,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7050,2735,242,,,100,,,,,,,,True,,kur'er v Batumi
71,05-07-2020 04:29:25,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,17625,6838,605,,,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
72,05-07-2020 04:29:25,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,17625,6838,605,,,250,,,,,,,,True,,Ischu kur'era v Gruzii!
73,05-07-2020 04:29:25,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.021,14100,5470,484,,,200,,,,,,,,True,,Kur'er Batumi na marihuanu
74,05-07-2020 04:29:25,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5896,1057499,410250,36321,,,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
75,05-07-2020 04:29:25,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0525,35250,13675,1211,,,500,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
