,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,€,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
10,28-03-2020 00:09:37,Tbilisi,42AF,Leningrad6,"NEW PRODUCT,,💣💣💣 Amsterdam weed sativa 1гр",,7,нет,Тбилиси,1 гр,0.0059,3343,1226,111,43,True,,,,,,,,,,"NEW PRODUCT,,💣💣💣 Amsterdam weed sativa 1gr"
11,28-03-2020 00:09:37,Tbilisi,V4T,COCAcoLA,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),True,10,нет,Тбилиси,1 гр,0.0206,11660,4275,389,150,,,,,,,,,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
12,28-03-2020 00:09:37,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,,1,нет,Тбилиси,1 гр,0.0258,14691,5387,490,189,True,,,,,,,,,,Kokain HQ 1g.
13,28-03-2020 00:09:37,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1126,69959,25650,2331,900,True,,,,,,,,,,Metadon 1gr
14,28-03-2020 00:09:37,Tbilisi,9VLN,AlienShop,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,,1,нет,Тбилиси,1 гр,0.0097,5441,1995,181,70,True,,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
15,28-03-2020 00:09:37,Tbilisi,UJP9,420Inc,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%),,4,нет,Тбилиси,2 гр,0.011,6219,2280,207,80,True,,,,,,,,,,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%)
16,28-03-2020 00:09:37,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,4,нет,Тбилиси,2 гр,0.0109,6141,2252,205,79,True,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
17,28-03-2020 00:09:37,Tbilisi,JVZTQ,partyshop,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,2,нет,Тбилиси,2 гр,0.0124,6996,2565,233,90,True,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
18,28-03-2020 00:09:37,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,5,нет,Тбилиси,2 гр,0.011,6219,2280,207,80,True,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
19,28-03-2020 00:09:37,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,12,нет,Тбилиси,2 гр,0.0109,6141,2252,205,79,True,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
20,28-03-2020 00:09:37,Tbilisi,BB6E,WEEDSH0P,2 gr Stardawg Auto WEED PRESED BUDS !! thc 21%,,2,нет,Тбилиси,2 гр,0.0117,6607,2423,220,85,True,,,,,,,,,,2 gr Stardawg Auto WEED PRESED BUDS !! thc 21%
21,28-03-2020 00:09:38,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,,7,нет,Тбилиси,2 гр,0.0109,6141,2252,205,79,True,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
22,28-03-2020 00:09:38,Tbilisi,QUZIV,Hollyweed,2g super Skunk top class buds. Indica,,1,нет,Тбилиси,2 гр,0.011,6141,2252,205,79,,True,,,,,,,,,2g super Skunk top class buds. Indica
23,28-03-2020 00:09:38,Tbilisi,8B31,GEOWEEDSHOP,2gr Indica dominant Buds,True,3,нет,Тбилиси,2 гр,0.0065,3653,1340,122,47,,,,,,,,,,,2gr Indica dominant Buds
24,28-03-2020 00:09:38,Tbilisi,7LHWP,GEOBUDS,2gr Marijuana Buds -INDICA-,True,3,нет,Тбилиси,2 гр,0.007,3964,1454,132,51,,,,,,,,,,,2gr Marijuana Buds -INDICA-
25,28-03-2020 00:09:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 2 шт. вес таблетки 450mg,,1,нет,Тбилиси,2 гр,0.0076,4275,1568,142,55,True,,,,,,,,,,Extasy GUCCI 2 sht. ves tabletki 450mg
26,28-03-2020 00:09:38,Tbilisi,QUZIV,Hollyweed,Marijuana Blackberry 2g. Indica,,2,нет,Тбилиси,2 гр,0.011,6141,2252,205,79,,True,,,,,,,,,Marijuana Blackberry 2g. Indica
27,28-03-2020 00:09:38,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 2 штуки!!! (в упаковке одна бумага которую вы можете сами ножницей поднлить так как вы считайте нужным! или же если вы старец и имейте большой опыт можно целую,,1,нет,Тбилиси,2 гр,0.0048,3001,1097,99,,True,,35,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 2 shtuki!!! (v upakovke odna bumaga kotoruju vy mozhete sami nozhnitsej podnlit' tak kak vy schitajte nuzhnym! ili zhe esli vy starets i imejte bol'shoj opyt mozhno tseluju
28,28-03-2020 00:09:38,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 3 штуки,,3,нет,Тбилиси,3 гр,0.0062,3858,1411,127,,True,,45,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 3 shtuki
29,28-03-2020 00:09:38,Tbilisi,WLV7F,AGsgrowgro,metadon sirop 4ml,True,1,нет,Тбилиси,4 гр,0.0092,5208,1910,174,67,,,,,,,,,,,metadon sirop 4ml
30,28-03-2020 00:09:38,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,,1,нет,Тбилиси,5 гр,0.0221,12359,4532,412,159,True,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
31,28-03-2020 00:09:38,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,,3,нет,Тбилиси,5 гр,0.0215,12049,4418,401,155,True,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
32,28-03-2020 00:09:38,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.04,24874,9120,829,320,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
33,28-03-2020 00:09:38,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0409,23320,8550,777,300,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
34,28-03-2020 00:10:34,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0401,24874,9120,829,320,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
35,28-03-2020 00:10:34,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0409,23320,8550,777,300,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
36,28-03-2020 00:10:34,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,2,нет,Тбилиси,5 гр,0.0274,15469,5672,515,199,True,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
37,28-03-2020 00:10:34,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0364,21435,7838,707,,True,,250,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
38,28-03-2020 00:10:34,Tbilisi,1GT8,GREENGY,5g MDMA (IMPORTED),,1,нет,Тбилиси,5 гр,0.0529,31093,11400,1036,400,True,,,,,,,,,,5g MDMA (IMPORTED)
39,28-03-2020 00:10:34,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,,2,нет,Тбилиси,5 гр,0.0274,15469,5672,515,199,True,,,,,,,,,,5gr Stardawg Auto WEED BUDS
40,28-03-2020 00:10:34,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,8,нет,Тбилиси,5 гр,0.0243,13603,4988,453,175,True,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
41,28-03-2020 00:10:34,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Wholesale,True,1,нет,Тбилиси,10 гр,0.0274,15469,5672,515,199,,,,,,,,,,,10 gr georgian weed. Wholesale
42,28-03-2020 00:10:34,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica-,True,3,нет,Тбилиси,10 гр,0.0329,18578,6812,619,239,,,,,,,,,,,10 gr marijuana buds. -indica-
43,28-03-2020 00:10:34,Tbilisi,ABOAB,ProGrow,10G ---> ONLY BUDS,,1,нет,Тбилиси,10 гр,0.0289,16324,5985,544,210,True,,,,,,,,,,10G ---> ONLY BUDS
44,28-03-2020 00:10:34,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",True,2,нет,Тбилиси,10 гр,0.055,31015,11372,1033,399,,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
45,28-03-2020 00:10:34,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0503,28372,10403,945,365,,,,True,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
46,28-03-2020 00:10:34,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0368,20755,7610,692,267,True,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
47,28-03-2020 00:10:34,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,2,нет,Тбилиси,10 гр,0.0106,6607,2423,220,85,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
48,28-03-2020 00:10:34,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0529,31093,11400,1036,400,True,,,,,,,,,,gashish evro 10g
49,28-03-2020 00:10:34,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 25g SALE!!!,,1,нет,Тбилиси,25 гр,0.1789,100975,37022,3364,1299,,,,,True,,,,,,MDMA from Europe!!! 25g SALE!!!
50,28-03-2020 00:10:34,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2504,155465,57000,5180,2000,True,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
51,28-03-2020 00:10:34,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.0501,31093,11400,1036,400,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
52,28-03-2020 00:10:34,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.15 G,,нет,5,Тбилиси,0.15 гр,0.0209,11660,4275,389,150,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.15 G
53,28-03-2020 00:10:34,Tbilisi,XH0NP,XX-PABLO-XX,0.25G - METADON - VHQ,,15,5,Тбилиси,0.25 гр,0.0243,13603,4988,453,175,True,,,,,,,,,,0.25G - METADON - VHQ
54,28-03-2020 00:10:34,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.5 G (SALE),,нет,3,Тбилиси,1.5 гр,0.1113,62186,22800,2072,800,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.5 G (SALE)
55,28-03-2020 00:10:34,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,нет,2,Тбилиси,2 гр,0.0278,15547,5700,518,200,True,,,,,,,,,,✨✨2gram. MDMA✨✨
56,28-03-2020 00:10:34,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0513,28683,10517,956,369,True,,,,,,,,,,❄❄2g HQ COCAINE❄❄
57,28-03-2020 00:10:34,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0821,45862,16815,1528,590,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
58,28-03-2020 00:10:34,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0551,31093,11400,1036,400,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
59,28-03-2020 00:10:34,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0274,15469,5672,515,199,True,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
60,28-03-2020 00:10:34,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0758,42753,15675,1425,550,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
61,28-03-2020 00:10:34,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0274,15469,5672,515,199,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
62,28-03-2020 00:10:34,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,9,Тбилиси,5 гр,0.0274,15469,5672,515,199,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
63,28-03-2020 00:10:34,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0274,15469,5672,515,199,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
64,28-03-2020 00:10:34,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0274,15469,5672,515,199,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
65,28-03-2020 00:10:34,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0274,15469,5672,515,199,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
66,28-03-2020 00:11:11,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,13,Тбилиси,5 гр,0.025,15547,5700,518,200,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
67,28-03-2020 00:11:11,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3059,190000,87429,6262,,True,,,,,,,,,,reagent 25i nbome. 5gr
68,28-03-2020 00:11:11,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3754,233198,85500,7770,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
69,28-03-2020 00:11:11,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.1208,67550,24767,2251,869,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
70,28-03-2020 00:11:11,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0264,14769,5415,492,190,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
71,28-03-2020 00:11:11,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.068,38011,13937,1267,489,True,,,,,,,,,,💘✨5g. MDMA ✨💘
72,28-03-2020 00:11:11,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,7,Тбилиси,5 гр,0.0263,14691,5387,490,189,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
73,28-03-2020 00:11:11,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1239,69959,25650,2331,900,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
74,28-03-2020 00:11:11,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0964,54413,19950,1813,700,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
75,28-03-2020 00:11:11,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0441,24874,9120,829,320,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
76,28-03-2020 00:11:11,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1101,62186,22800,2072,800,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
77,28-03-2020 00:11:11,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3063,172955,63413,5763,2225,True,,,,,,,,,,Amfetamin [White] [Import] 10G
78,28-03-2020 00:11:11,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,8,Тбилиси,10 гр,0.2015,112634,41297,3753,1449,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
79,28-03-2020 00:11:11,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0513,28683,10517,956,369,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
80,28-03-2020 00:11:11,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.0416,23242,8522,774,299,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
81,28-03-2020 00:11:11,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0833,46562,17072,1551,599,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
82,28-03-2020 00:11:11,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1502,93279,34200,3108,1200,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
83,28-03-2020 00:11:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1514,85506,31350,2849,1100,True,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
84,28-03-2020 00:11:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2753,155465,57000,5180,2000,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
85,28-03-2020 00:11:11,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2781,155465,57000,5180,2000,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
86,28-03-2020 00:11:11,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3442,194331,71250,6475,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
87,28-03-2020 00:11:11,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2086,116599,42750,3885,1500,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
88,28-03-2020 00:11:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6333,357570,131100,11914,4600,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
89,28-03-2020 00:11:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0325,582994,213750,19425,7500,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
90,28-03-2020 00:11:11,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.1701,660726,242250,22015,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
91,28-03-2020 00:11:11,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.025,15547,5700,518,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
92,28-03-2020 00:11:11,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,1,нет,Тбилиси,1 гр,0.0275,15547,5700,518,200,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
93,28-03-2020 00:11:11,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,50 гр,0.0345,21435,7838,707,,True,,250,,,,,,,,Rabota na marki (kur'er)
94,28-03-2020 00:11:11,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0275,15547,5700,518,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
95,28-03-2020 00:11:11,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0344,19433,7125,648,250,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
96,28-03-2020 00:11:11,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.0837,1165988,427500,38850,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
97,28-03-2020 00:11:52,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.0848,1165988,427500,38850,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
98,28-03-2020 00:13:11,Batumi,V4T,COCAcoLA,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,1,нет,Батуми,0.25 гр,0.0262,14769,5415,492,190,,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
99,28-03-2020 00:13:11,Batumi,V4T,COCAcoLA,METHADONE 0.25 THE BEST QUALITY VHQ,,6,нет,Батуми,0.25 гр,0.0275,15547,5700,518,200,,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
100,28-03-2020 00:13:11,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 грамм",,3,нет,Батуми,0.7 гр,0.0166,10289,3762,339,,,,120,,,,,,True,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gramm"
101,28-03-2020 00:13:11,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,7,нет,Батуми,1 гр,0.0238,14769,5415,492,190,,,,,,,,,True,,NZT-52 limited 1 g muka
102,28-03-2020 00:13:11,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,3,нет,Батуми,2 гр,0.0426,26429,9690,881,340,,,,,,,,,True,,NZT-52 limited 2g muka
