,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,€,Gldani,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
10,25-03-2020 20:51:29,Tbilisi,JVZTQ,partyshop,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,4,нет,Тбилиси,2 гр,0.0123,7001,2543,234,90,True,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
11,25-03-2020 20:51:29,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,,3,нет,Тбилиси,2 гр,0.0108,6146,2232,205,79,True,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
12,25-03-2020 20:51:29,Tbilisi,QUZIV,Hollyweed,2g super Skunk top class buds. Indica,,10,нет,Тбилиси,2 гр,0.0109,6146,2232,205,79,,,True,,,,,,,2g super Skunk top class buds. Indica
13,25-03-2020 20:51:29,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 2 шт. вес таблетки 450mg,,5,нет,Тбилиси,2 гр,0.0075,4279,1554,143,55,True,,,,,,,,,Extasy GUCCI 2 sht. ves tabletki 450mg
14,25-03-2020 20:51:29,Tbilisi,X4ZM,ZYX,Gorilla Glue! 2G ! NEW ! BUDS !,,1,нет,Тбилиси,2 гр,0.0103,5834,2119,195,75,True,,,,,,,,,Gorilla Glue! 2G ! NEW ! BUDS !
15,25-03-2020 20:51:29,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,2,нет,Тбилиси,2 гр,0.0045,2801,1017,94,36,True,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
16,25-03-2020 20:51:29,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,,1,нет,Тбилиси,3 гр,0.0145,8168,2966,273,105,True,,,,,,,,,3x Extasy Duracell 223mg MDMA
17,25-03-2020 20:51:29,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,,2,нет,Тбилиси,3 гр,0.006,3734,1356,125,48,True,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
18,25-03-2020 20:51:29,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,,1,нет,Тбилиси,3 гр,0.015,8479,3079,283,109,True,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
19,25-03-2020 20:51:29,Tbilisi,WLV7F,AGsgrowgro,metadon sirop 4ml,True,1,нет,Тбилиси,4 гр,0.0092,5212,1893,174,67,,,,,,,,,,metadon sirop 4ml
20,25-03-2020 20:51:29,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0383,22720,8262,761,,True,270,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
21,25-03-2020 20:51:29,Tbilisi,1GT8,GREENGY,5g MDMA (IMPORTED),,1,нет,Тбилиси,5 гр,0.0525,31117,11300,1040,400,True,,,,,,,,,5g MDMA (IMPORTED)
22,25-03-2020 20:51:29,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,8,нет,Тбилиси,5 гр,0.0242,13614,4944,455,175,True,,,,,,,,,5x Extasy Duracell 223mg MDMA.
23,25-03-2020 20:51:29,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,,2,нет,Тбилиси,5 гр,0.0219,12369,4492,413,159,True,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
24,25-03-2020 20:51:29,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,5 гр,0.0068,4279,1554,143,55,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
25,25-03-2020 20:51:29,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica-,True,4,нет,Тбилиси,10 гр,0.0327,18592,6752,621,239,,,,,,,,,,10 gr marijuana buds. -indica-
26,25-03-2020 20:51:29,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",True,2,нет,Тбилиси,10 гр,0.0545,31039,11272,1037,399,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
27,25-03-2020 20:51:29,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0499,28394,10311,949,365,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
28,25-03-2020 20:51:29,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0365,20771,7543,694,267,True,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
29,25-03-2020 20:51:29,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,4,нет,Тбилиси,10 гр,0.0106,6612,2401,221,85,True,,True,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
30,25-03-2020 20:51:29,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0525,31117,11300,1040,400,True,,,,,,,,,gashish evro 10g
31,25-03-2020 20:51:29,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2485,155586,56500,5200,2000,True,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
32,25-03-2020 20:51:29,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.0497,31117,11300,1040,400,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
33,25-03-2020 20:52:19,Tbilisi,XH0NP,XX-PABLO-XX,0.25G - METADON - VHQ,,21,5,Тбилиси,0.25 гр,0.0311,17503,6356,585,225,True,,,,,,,,,0.25G - METADON - VHQ
34,25-03-2020 20:52:19,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G,,нет,5,Тбилиси,0.35 гр,0.0414,23338,8475,780,300,True,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
35,25-03-2020 20:52:19,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,1,3,Тбилиси,1.1 гр,0.0966,54455,19775,1820,700,True,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
36,25-03-2020 20:52:19,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,,нет,1,Тбилиси,1.4 гр,0.0957,54455,19775,1820,700,True,,,,,,,,,Methadone HQ in city 1.4g
37,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,нет,2,Тбилиси,2 гр,0.0276,15559,5650,520,200,True,,,,,,,,,✨✨2gram. MDMA✨✨
38,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0509,28706,10424,959,369,True,,,,,,,,,❄❄2g HQ COCAINE❄❄
39,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0814,45898,16668,1534,590,True,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
40,25-03-2020 20:52:19,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0547,31117,11300,1040,400,True,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
41,25-03-2020 20:52:19,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0272,15481,5622,517,199,True,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
42,25-03-2020 20:52:19,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0752,42786,15538,1430,550,True,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,25-03-2020 20:52:19,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0272,15481,5622,517,199,True,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
44,25-03-2020 20:52:19,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,9,Тбилиси,5 гр,0.0272,15481,5622,517,199,True,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
45,25-03-2020 20:52:19,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0272,15481,5622,517,199,True,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
46,25-03-2020 20:52:19,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0272,15481,5622,517,199,True,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
47,25-03-2020 20:52:19,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0272,15481,5622,517,199,True,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,25-03-2020 20:52:19,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0272,17037,6187,569,219,True,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,25-03-2020 20:52:19,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0414,23338,8475,780,300,True,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
50,25-03-2020 20:52:19,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0272,15481,5622,517,199,True,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
51,25-03-2020 20:52:19,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0248,15559,5650,520,200,True,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
52,25-03-2020 20:52:19,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3034,190000,87429,6269,,True,,,,,,,,,reagent 25i nbome. 5gr
53,25-03-2020 20:52:19,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3727,233378,84750,7800,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
54,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.1199,67602,24549,2259,869,True,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
55,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0262,14781,5368,494,190,True,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
56,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0675,38041,13814,1271,489,True,,,,,,,,,💘✨5g. MDMA ✨💘
57,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,7,Тбилиси,5 гр,0.0261,14703,5339,491,189,True,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
58,25-03-2020 20:52:19,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.123,70014,25425,2340,900,True,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
59,25-03-2020 20:52:19,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0957,54455,19775,1820,700,True,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,25-03-2020 20:52:19,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0437,24894,9040,832,320,True,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,25-03-2020 20:52:19,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1093,62234,22600,2080,800,True,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
62,25-03-2020 20:52:19,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3041,173089,62856,5785,2225,True,,,,,,,,,Amfetamin [White] [Import] 10G
63,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2,112722,40934,3767,1449,True,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
64,25-03-2020 20:52:19,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0509,28706,10424,959,369,True,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
65,25-03-2020 20:52:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.0413,23260,8447,777,299,True,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
66,25-03-2020 20:52:53,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0827,46598,16922,1557,599,True,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
67,25-03-2020 20:52:53,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1491,93351,33900,3120,1200,True,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
68,25-03-2020 20:52:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2733,155586,56500,5200,2000,True,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
69,25-03-2020 20:52:53,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2761,155586,56500,5200,2000,True,,,,,,,,,SUBOXIN - HQ - 100 G.
70,25-03-2020 20:52:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3416,194482,70625,6500,2500,True,,,,,,,,,Marihuana [Shishki] [Gali] 100G
71,25-03-2020 20:52:53,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.207,116689,42375,3900,1500,True,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
72,25-03-2020 20:52:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6286,357847,129950,11960,4600,True,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
73,25-03-2020 20:52:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0249,583446,211875,19500,7500,True,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
74,25-03-2020 20:52:53,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.1616,661239,240125,22100,8500,True,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,25-03-2020 20:52:53,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0248,15559,5650,520,200,True,,,,,,,,,KURYER..500RUB.+BONUS
76,25-03-2020 20:52:53,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,1,нет,Тбилиси,1 гр,0.0273,15559,5650,520,200,True,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
77,25-03-2020 20:52:53,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0186,11669,4238,390,150,True,,,,,,,,,Rabota na marki (kur'er)
78,25-03-2020 20:52:53,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0273,15559,5650,520,200,True,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,25-03-2020 20:52:53,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0342,19448,7063,650,250,True,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
80,25-03-2020 20:52:53,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.0685,1166892,423750,39000,15000,True,,,,,,,,,Vakansija optovogo kur'era na mef
81,25-03-2020 20:54:23,Batumi,V4T,COCAcoLA,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,7,нет,Батуми,0.25 гр,0.0273,15481,5622,517,199,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
82,25-03-2020 20:54:23,Batumi,V4T,COCAcoLA,METHADONE 0.25 THE BEST QUALITY VHQ,,3,нет,Батуми,0.25 гр,0.0274,15559,5650,520,200,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
83,25-03-2020 20:54:23,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 грамм",,2,нет,Батуми,0.7 гр,0.0162,10098,3672,338,,,120,,,,,,True,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gramm"
84,25-03-2020 20:54:23,Batumi,V4T,COCAcoLA,COCAINE 1 gr THE BEST COCO IN GEORGIA,,3,нет,Батуми,1 гр,0.0374,23338,8475,780,300,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
85,25-03-2020 20:54:23,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,12,нет,Батуми,1 гр,0.0237,14781,5368,494,190,,,,,,,,True,,NZT-52 limited 1 g muka
86,25-03-2020 20:54:23,Batumi,XHR,420Factory,Power Africa 1g,,1,нет,Батуми,1 гр,0.0062,3890,1413,130,50,,,,,,,,True,,Power Africa 1g
87,25-03-2020 20:54:23,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,5,нет,Батуми,2 гр,0.0424,26450,9605,884,340,,,,,,,,True,,NZT-52 limited 2g muka
88,25-03-2020 20:54:23,Batumi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,4,нет,Батуми,6 гр,0.0118,7390,2684,247,95,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
89,25-03-2020 20:54:23,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3014,171144,62150,5720,2200,,,,,,,,True,,[100g] SPAIN HASH
90,25-03-2020 20:54:23,Batumi,XH0NP,XX-PABLO-XX,METADON - BATUMI - 0.27 G,,2,5,Батуми,0.27 гр,0.0346,19448,7063,650,250,,,,,,,True,,,METADON - BATUMI - 0.27 G
91,25-03-2020 20:54:23,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0249,15559,5650,520,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
92,25-03-2020 20:54:23,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2768,155586,56500,5200,2000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
93,25-03-2020 20:54:23,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2076,116689,42375,3900,1500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
94,25-03-2020 20:54:23,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0125,7779,2825,260,100,,,,,,,,True,,kur'er v Batumi
95,25-03-2020 20:54:23,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0311,19448,7063,650,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
96,25-03-2020 20:54:23,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0187,11669,4238,390,150,,,,,,,,True,,Rabota na marki (kur'er)
97,25-03-2020 20:54:23,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0311,19448,7063,650,250,,,,,,,,True,,Ischu kur'era v Gruzii!
98,25-03-2020 20:54:23,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0739,1166892,423750,39000,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
99,25-03-2020 20:54:23,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0685,38896,14125,1300,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
100,25-03-2020 20:56:03,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1 гр,0.0264,15170,5509,507,195,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
101,25-03-2020 20:56:03,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.021,12058,4379,403,155,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
102,25-03-2020 20:56:03,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0509,29172,10594,975,375,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
