,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Old Tbilisi (Старый город),Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
42,20-07-2020 13:06:15,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0949,64543,24939,2159,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
43,20-07-2020 13:06:15,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.058,39443,15241,1320,550,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
44,20-07-2020 13:06:15,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0738,50200,19397,1680,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
45,20-07-2020 13:06:15,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0443,30120,11638,1008,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
46,20-07-2020 13:06:15,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0843,57371,22168,1920,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
47,20-07-2020 13:06:15,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,10,Тбилиси,10 гр,0.0443,30120,11638,1008,420,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
48,20-07-2020 13:06:15,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 10gram,True,1,10,Тбилиси,10 гр,0.0364,27251,10530,912,380,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
49,20-07-2020 13:06:15,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2346,159563,61655,5339,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
50,20-07-2020 13:06:15,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,True,нет,1,Тбилиси,10 гр,0.0432,29403,11361,984,410,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
51,20-07-2020 13:06:15,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0533,35940,13970,1202,,,440,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
52,20-07-2020 13:06:15,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0473,31856,12383,1065,,,390,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
53,20-07-2020 13:06:15,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0623,46614,18012,1560,650,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
54,20-07-2020 13:06:15,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.253,172113,66504,5759,2400,,,,,,,,,,100 gr marijuana buds
55,20-07-2020 13:06:15,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2635,179285,69275,5999,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
56,20-07-2020 13:06:15,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.622,423112,163489,14156,5900,,,,,,,,,,180 gr marihuana persoalno
57,20-07-2020 13:06:15,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8961,609568,235535,20395,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
58,20-07-2020 13:06:15,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0192,14343,5542,480,200,,,,,,,,,,KURYER..500RUB.+BONUS
59,20-07-2020 13:06:15,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0158,10757,4157,360,150,True,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
60,20-07-2020 13:06:15,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0264,17928,6928,600,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
61,20-07-2020 13:06:15,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 400$ 5гр,True,1,нет,Тбилиси,5 гр,0.0383,28686,11084,960,400,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 400$ 5gr
62,20-07-2020 13:06:15,Tbilisi,QVK5,Galiak,"Galiak ищет курьерa толка за марихуани в тбилиси, клад 8$. Залог с 200$",True,1,нет,Тбилиси,10 гр,0.0192,14343,5542,480,200,,,,,,,,,,"Galiak ischet kur'era tolka za marihuani v tbilisi, klad 8$. Zalog s 200$"
63,20-07-2020 13:06:15,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0211,14343,5542,480,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
64,20-07-2020 13:06:15,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,2,Тбилиси,1 гр,0.0264,17928,6928,600,250,,,,,,,,,,Rabota na marki (kur'er)
65,20-07-2020 13:06:15,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0527,35857,13855,1200,500,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
66,20-07-2020 13:06:15,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5957,1075709,415650,35991,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
67,20-07-2020 13:06:15,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0527,35857,13855,1200,500,,,True,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
68,20-07-2020 13:08:30,Batumi,GGVQZ,KARAVANos,Мощные шишки Y-Griega (Sativa) 5г,,2,нет,Батуми,5 гр,0.0369,25100,9699,840,350,,,,,,,True,,,Moschnye shishki Y-Griega (Sativa) 5g
69,20-07-2020 13:08:30,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,1,5,Батуми,0.3 гр,0.032,21514,8313,720,300,,,,,,,True,,,METADON - 0.30 - SALE
70,20-07-2020 13:08:30,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0376,25321,9843,847,,,310,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
71,20-07-2020 13:08:30,Batumi,BN40,Panters,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0336,25100,9699,840,350,,,,,,,True,,,Mefedron 3g
72,20-07-2020 13:08:30,Batumi,BN40,Panters,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0403,30120,11638,1008,420,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
73,20-07-2020 13:08:30,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0533,35940,13970,1202,,,440,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
74,20-07-2020 13:08:30,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0473,31856,12383,1065,,,390,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
75,20-07-2020 13:08:30,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0484,32591,12668,1090,,,399,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
76,20-07-2020 13:08:30,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1662,112990,51992,3780,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
77,20-07-2020 13:08:30,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2631,178900,82321,5984,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
78,20-07-2020 13:08:30,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7171,2771,240,100,,,,,,,True,,,kur'er v Batumi
79,20-07-2020 13:08:30,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,17928,6928,600,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
80,20-07-2020 13:08:30,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,17928,6928,600,250,,,,,,,True,,,Ischu kur'era v Gruzii!
81,20-07-2020 13:08:30,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0211,14343,5542,480,200,,,,,,,True,,,Kur'er Batumi na marihuanu
82,20-07-2020 13:08:30,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5966,1075709,415650,35991,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
83,20-07-2020 13:08:30,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0527,35857,13855,1200,500,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
84,20-07-2020 13:10:05,Kutaisi,2I03,bananaa,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4451,302633,116936,10125,4220,,,,,,,,,True,CUSTOM Shishki 230g 3in1
