,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Дигоми,Vake,Tbilisis Zgva,€,Old Tbilisi (Старый город),Авлобари,Varketili,Батуми,Центр,desc_en
16,28-07-2020 02:12:31,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,4,нет,Тбилиси,2 гр,0.0108,8590,3348,287,120,,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
17,28-07-2020 02:12:31,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,2 гр,0.0108,8590,3348,287,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
18,28-07-2020 02:12:31,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,1,нет,Тбилиси,2 гр,0.009,7159,2790,239,100,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
19,28-07-2020 02:12:31,Tbilisi,BB6E,WEEDSH0P,2gr Amnesia Haze Auto сжатая марихуана BUDS,True,2,нет,Тбилиси,2 гр,0.0108,8590,3348,287,120,,,,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
20,28-07-2020 02:12:31,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0108,8590,3348,287,120,,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
21,28-07-2020 02:12:31,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,3,нет,Тбилиси,2 гр,0.009,7874,3069,263,110,,,True,True,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
22,28-07-2020 02:12:31,Tbilisi,9R7SU,ClownBaroN,Skunk 2G (25 % THC)*VHQ* IMPORT,,1,нет,Тбилиси,2 гр,0.0099,7874,3069,263,110,True,,,,,,,,,,,Skunk 2G (25 % THC)*VHQ* IMPORT
23,28-07-2020 02:12:31,Tbilisi,LGRP8,Walker12,!!! NEW !!! 3G Jack Herer(VHQ 24%THC),,2,нет,Тбилиси,3 гр,0.0135,10738,4185,358,150,True,,,,,,,,,,,!!! NEW !!! 3G Jack Herer(VHQ 24%THC)
24,28-07-2020 02:12:31,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,4,нет,Тбилиси,3 гр,0.0094,8232,3209,275,115,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
25,28-07-2020 02:12:31,Tbilisi,JVZTQ,partyshop,5 ecstasy red maseratti VHQ екстази импорт с США,True,5,нет,Тбилиси,5 гр,0.0189,15033,5859,502,210,,,,,,,,,,,,5 ecstasy red maseratti VHQ ekstazi import s SShA
26,28-07-2020 02:12:31,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,5 гр,0.0244,19328,7533,645,270,,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
27,28-07-2020 02:12:31,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,1,нет,Тбилиси,5 гр,0.016,13959,5441,466,195,,,,,,,,,,,,5g. marihuana shishki Critical
28,28-07-2020 02:12:31,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,1,1,Тбилиси,5 гр,0.0197,17180,6696,573,240,,,,,True,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
29,28-07-2020 02:12:31,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 10gram,True,1,нет,Тбилиси,10 гр,0.0287,25055,9765,836,350,,,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
30,28-07-2020 02:12:31,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.182,143170,55800,4778,2000,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
31,28-07-2020 02:12:31,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,4,Тбилиси,1 гр,0.033,25971,10137,866,,,,,,,310,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
32,28-07-2020 02:12:31,Tbilisi,03F3,geoshop,10 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0361,28634,11160,956,400,,,,,,,,,,,,10 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,28-07-2020 02:12:31,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0226,17896,6975,597,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
34,28-07-2020 02:12:31,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0244,19328,7533,645,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
35,28-07-2020 02:13:26,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0244,19328,7533,645,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
36,28-07-2020 02:13:26,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0248,19686,7673,657,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
37,28-07-2020 02:13:26,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0217,17180,6696,573,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
38,28-07-2020 02:13:26,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0253,20044,7812,669,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
39,28-07-2020 02:13:26,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 5 гр. Спокойно, Надёжно, Качественно.",True,нет,2,Тбилиси,5 гр,0.0197,17180,6696,573,240,,,,,,,,,,,,"Amnesia Haze (photoperiod, regular) 5 gr. Spokojno, Nadezhno, Kachestvenno."
40,28-07-2020 02:13:26,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0244,19328,7533,645,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
41,28-07-2020 02:13:26,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.018,15677,6110,523,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
42,28-07-2020 02:13:26,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,6,Тбилиси,5 гр,0.0212,16822,6557,561,235,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
43,28-07-2020 02:13:26,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 5G,True,нет,3,Тбилиси,5 гр,0.0212,16822,6557,561,235,,,,,,,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 5G
44,28-07-2020 02:13:26,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0244,19328,7533,645,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
45,28-07-2020 02:13:26,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2177,190000,87429,6344,,,,,,,,,,,,,reagent 25i nbome. 5gr
46,28-07-2020 02:13:26,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2461,214755,83700,7167,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
47,28-07-2020 02:13:26,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,2,Тбилиси,5 гр,0.0213,16755,6540,559,,,,,,,200,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
48,28-07-2020 02:13:26,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0812,64427,25110,2150,900,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
49,28-07-2020 02:13:26,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0496,39372,15345,1314,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
50,28-07-2020 02:13:26,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0632,50110,19530,1672,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
51,28-07-2020 02:13:26,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0379,30066,11718,1003,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
52,28-07-2020 02:13:26,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0722,57268,22320,1911,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
53,28-07-2020 02:13:26,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,8,Тбилиси,10 гр,0.0379,30066,11718,1003,420,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
54,28-07-2020 02:13:26,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2008,159277,62078,5315,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
55,28-07-2020 02:13:26,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,True,нет,1,Тбилиси,10 гр,0.037,29350,11439,979,410,,,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
56,28-07-2020 02:13:26,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0469,36861,14388,1230,,,,,,,440,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
57,28-07-2020 02:13:26,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0416,32673,12753,1090,,,,,,,390,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
58,28-07-2020 02:13:26,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0533,46530,18135,1553,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
59,28-07-2020 02:13:26,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2166,171804,66960,5733,2400,,,,,,,,,,,,100 gr marijuana buds
60,28-07-2020 02:13:26,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2256,178963,69750,5972,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
61,28-07-2020 02:13:26,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5324,422352,164610,14095,5900,,,,,,,,,,,,180 gr marihuana persoalno
62,28-07-2020 02:13:26,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,3,Тбилиси,500 гр,0.0902,71585,27900,2389,1000,True,,,,,,,True,True,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
63,28-07-2020 02:13:26,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.767,608473,237150,20306,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
64,28-07-2020 02:13:26,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0164,14317,5580,478,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
65,28-07-2020 02:13:26,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.009,7159,2790,239,100,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
66,28-07-2020 02:13:26,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0226,17896,6975,597,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
67,28-07-2020 02:13:26,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0492,42951,16740,1433,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
68,28-07-2020 02:13:26,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.018,14317,5580,478,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,28-07-2020 02:14:35,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0226,17896,6975,597,250,,,,,,,,,,,,Rabota na marki (kur'er)
70,28-07-2020 02:14:35,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0451,35793,13950,1194,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
71,28-07-2020 02:14:35,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.3661,1073775,418500,35834,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
72,28-07-2020 02:14:35,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0451,35793,13950,1194,500,,,,True,,,True,,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
73,28-07-2020 02:16:55,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,1,нет,Батуми,2 гр,0.0038,3007,1172,100,42,,,,,,,,,,True,,Melkie shishki (Indica) 2g
74,28-07-2020 02:16:55,Batumi,XUYA,MRweed,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,1,нет,Батуми,5 гр,0.023,20044,7812,669,280,,,,,,,,,,True,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
75,28-07-2020 02:16:55,Batumi,Z9UT,Rainbow,Super Critical 10G,,1,нет,Батуми,10 гр,0.0406,32213,12555,1075,450,,,,,,,,,,,True,Super Critical 10G
76,28-07-2020 02:16:55,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.033,25971,10137,866,,,,,,,310,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
77,28-07-2020 02:16:55,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0469,36861,14388,1230,,,,,,,440,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
78,28-07-2020 02:16:55,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,4,Батуми,11 гр,0.0415,32673,12753,1090,,,,,,,390,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
79,28-07-2020 02:16:55,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,1,Батуми,11 гр,0.0425,33427,13047,1115,,,,,,,399,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
80,28-07-2020 02:16:55,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0082,7159,2790,239,100,,,,,,,,,,True,,kur'er v Batumi
81,28-07-2020 02:16:55,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0205,17896,6975,597,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
82,28-07-2020 02:16:55,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0205,17896,6975,597,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
83,28-07-2020 02:16:55,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.018,14317,5580,478,200,,,,,,,,,,True,,Kur'er Batumi na marihuanu
84,28-07-2020 02:16:55,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.3653,1073775,418500,35834,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
85,28-07-2020 02:16:55,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0451,35793,13950,1194,500,,,,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
