,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,€,Gldani,Nadzaladevi,Saburtalo,Zahesi,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
44,28-06-2020 08:18:16,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0293,19356,7532,668,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
45,28-06-2020 08:18:16,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0282,18665,7263,644,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
46,28-06-2020 08:18:16,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0208,15139,5891,522,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
47,28-06-2020 08:18:16,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,9,Тбилиси,5 гр,0.0183,12097,4708,417,175,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
48,28-06-2020 08:18:16,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0282,18665,7263,644,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
49,28-06-2020 08:18:16,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1569,103693,40350,3576,1500,,,,,,,,,,,,Gerojn (sirets) 5 gr
50,28-06-2020 08:18:16,Tbilisi,A3I9,Joookerrr,марки н-боом 5шт.,True,нет,9,Тбилиси,5 гр,0.0068,4493,1749,155,65,,,,,,,,,,,,marki n-boom 5sht.
51,28-06-2020 08:18:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2614,190000,87429,6552,,,,,,,,,,,,,reagent 25i nbome. 5gr
52,28-06-2020 08:18:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2853,207385,80700,7152,3000,,,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
53,28-06-2020 08:18:16,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,7,Тбилиси,5 гр,0.131,85719,33356,2956,1240,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
54,28-06-2020 08:18:16,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,15,Тбилиси,5 гр,0.0211,13826,5380,477,200,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
55,28-06-2020 08:18:16,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0941,62216,24210,2146,900,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
56,28-06-2020 08:18:16,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0575,38021,14795,1311,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
57,28-06-2020 08:18:16,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0732,48390,18830,1669,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
58,28-06-2020 08:18:16,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0439,29034,11298,1001,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
59,28-06-2020 08:18:16,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0837,55303,21520,1907,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
60,28-06-2020 08:18:16,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,10,Тбилиси,10 гр,0.0345,22812,8877,787,330,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
61,28-06-2020 08:18:16,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2327,153811,59853,5304,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
62,28-06-2020 08:18:16,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,True,нет,7,Тбилиси,10 гр,0.0105,6913,2690,238,100,,,,,,,,,,,,Marki n-boom 10 sht.
63,28-06-2020 08:18:16,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,True,нет,2,Тбилиси,10 гр,0.2301,152082,59180,5245,2200,,,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
64,28-06-2020 08:18:16,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.262,171438,66712,5912,2480,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
65,28-06-2020 08:18:16,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,15,Тбилиси,10 гр,0.0423,27651,10760,954,400,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
66,28-06-2020 08:18:16,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,11 гр,0.0461,30241,11759,1043,,,390,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
67,28-06-2020 08:18:16,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0845,55303,21520,1907,800,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
68,28-06-2020 08:18:16,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.251,165908,64560,5721,2400,,,,,,,,,,,,100 gr marijuana buds
69,28-06-2020 08:18:16,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2092,138257,53800,4768,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
70,28-06-2020 08:19:36,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2615,172821,67250,5960,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
71,28-06-2020 08:19:36,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6171,407858,158710,14065,5900,,,,,,,,,,,,180 gr marihuana persoalno
72,28-06-2020 08:19:36,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4812,317991,123740,10966,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
73,28-06-2020 08:19:36,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7845,518463,201750,17879,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
74,28-06-2020 08:19:36,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8891,587591,228650,20263,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,28-06-2020 08:19:36,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.019,13826,5380,477,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
76,28-06-2020 08:19:36,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0209,13826,5380,477,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
77,28-06-2020 08:19:36,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0262,17282,6725,596,250,,,,,,,,,,,,Rabota na marki (kur'er)
78,28-06-2020 08:19:36,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5832,1036926,403500,35759,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
79,28-06-2020 08:21:51,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 - SALE,,7,10,Батуми,0.25 гр,0.0264,17282,6725,596,250,,,,,,,,,,True,,METADON - 0.25 - SALE
80,28-06-2020 08:21:51,Batumi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1569,103693,40350,3576,1500,,,,,,,,,,True,,Gerojn (sirets) 5 gr
81,28-06-2020 08:21:51,Batumi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2301,152082,59180,5245,2200,,,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
82,28-06-2020 08:21:51,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.171,112990,51992,3897,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
83,28-06-2020 08:21:51,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2707,178900,82321,6170,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
84,28-06-2020 08:21:51,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,6913,2690,238,100,,,,,,,,,,True,,kur'er v Batumi
85,28-06-2020 08:21:51,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0238,17282,6725,596,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
86,28-06-2020 08:21:51,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0238,17282,6725,596,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
87,28-06-2020 08:21:51,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,2,Батуми,1 гр,0.0209,13826,5380,477,200,,,,,,,,,,True,,Kur'er Batumi na marihuanu
88,28-06-2020 08:21:51,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5834,1036926,403500,35759,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
89,28-06-2020 08:21:51,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0523,34564,13450,1192,500,,,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
