,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Nadzaladevi,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
24,03-03-2020 15:19:26,Tbilisi,OSN8,KOLOVSKI,"Метадон прямиком с Ленинграда 3+0,5гр",,нет,1,Тбилиси,3.5 гр,0.1331,89699,33750,3016,1350,,,,True,,,,,,"Metadon prjamikom s Leningrada 3+0,5gr"
25,03-03-2020 15:19:26,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0434,26577,10000,894,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
26,03-03-2020 15:19:26,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0597,36544,13750,1229,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
27,03-03-2020 15:19:26,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.026,15946,6000,536,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
28,03-03-2020 15:19:26,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0271,16611,6250,559,250,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
29,03-03-2020 15:19:26,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0271,16611,6250,559,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
30,03-03-2020 15:19:26,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0271,16611,6250,559,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
31,03-03-2020 15:19:26,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0216,13222,4975,445,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
32,03-03-2020 15:19:26,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0271,16611,6250,559,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
33,03-03-2020 15:19:26,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0216,14551,5475,489,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
34,03-03-2020 15:19:26,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0329,19933,7500,670,300,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
35,03-03-2020 15:19:26,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0271,16611,6250,559,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
36,03-03-2020 15:20:05,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0272,16611,6250,559,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
37,03-03-2020 15:20:05,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Тбилиси,5 гр,0.0198,13289,5000,447,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
38,03-03-2020 15:20:05,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2826,190000,87429,6396,,,,,,,,,,,reagent 25i nbome. 5gr
39,03-03-2020 15:20:05,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2965,199331,75000,6703,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
40,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0943,57075,21475,1919,859,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
41,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0203,12292,4625,413,185,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
42,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0537,32491,12225,1093,489,,,,,,,,,,💘✨5g. MDMA ✨💘
43,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0361,21860,8225,735,329,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
44,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0198,11960,4500,402,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
45,03-03-2020 15:20:05,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0978,59799,22500,2011,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
46,03-03-2020 15:20:05,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0761,46511,17500,1564,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
47,03-03-2020 15:20:05,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0434,26511,9975,891,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
48,03-03-2020 15:20:05,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0384,23255,8750,782,350,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
49,03-03-2020 15:20:05,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.087,53155,20000,1787,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
50,03-03-2020 15:20:05,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2419,147837,55625,4971,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
51,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1591,96277,36225,3237,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
52,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0405,24518,9225,824,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
53,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0328,19867,7475,668,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
54,03-03-2020 15:20:05,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0769,46511,17500,1564,700,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
55,03-03-2020 15:20:05,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0658,39800,14975,1338,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
56,03-03-2020 15:20:05,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.073,46511,17500,1564,700,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
57,03-03-2020 15:20:05,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1186,79732,30000,2681,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
58,03-03-2020 15:20:05,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1042,66377,24975,2232,999,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
59,03-03-2020 15:20:05,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2174,132887,50000,4468,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
60,03-03-2020 15:20:05,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2196,132887,50000,4468,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
61,03-03-2020 15:20:05,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2718,166109,62500,5586,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,03-03-2020 15:20:05,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1647,99666,37500,3351,1500,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
63,03-03-2020 15:20:05,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5001,305641,115000,10277,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,03-03-2020 15:20:05,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8153,498328,187500,16757,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,03-03-2020 15:20:05,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.924,564771,212500,18991,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,03-03-2020 15:20:05,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0198,13289,5000,447,200,,,,,,,,,,KURYER..500RUB.+BONUS
67,03-03-2020 15:20:05,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0198,13289,5000,447,200,,,,,,,,,,Trebuetsja Kur'er
68,03-03-2020 15:20:05,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0217,13289,5000,447,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,03-03-2020 15:20:05,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0272,16611,6250,559,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
70,03-03-2020 15:21:07,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.644,996656,375000,33513,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
71,03-03-2020 15:22:08,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1632,99666,37500,3351,1500,,,,,,,True,,,Skunk! 50 gr.
72,03-03-2020 15:22:08,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,5,Батуми,0.27 гр,0.0297,17940,6750,603,270,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
73,03-03-2020 15:22:08,Batumi,OSN8,KOLOVSKI,"Метадон прямиком с Ленинграда 3+0,5гр",,нет,1,Батуми,3.5 гр,0.1335,89699,33750,3016,1350,,,,,,,,True,,"Metadon prjamikom s Leningrada 3+0,5gr"
74,03-03-2020 15:22:08,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0198,13289,5000,447,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
75,03-03-2020 15:22:08,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2197,132887,50000,4468,2000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
76,03-03-2020 15:22:08,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1648,99666,37500,3351,1500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
77,03-03-2020 15:22:08,Batumi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.011,6644,2500,223,100,,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
78,03-03-2020 15:22:08,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3322,1250,112,50,,,,,,,True,,,kur'er v Batumi
79,03-03-2020 15:22:08,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0247,16611,6250,559,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
80,03-03-2020 15:22:08,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0247,16611,6250,559,250,,,,,,,True,,,Ischu kur'era v Gruzii!
81,03-03-2020 15:22:08,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6464,996656,375000,33513,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
82,03-03-2020 15:22:08,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0544,33222,12500,1117,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
83,03-03-2020 15:23:21,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.0081,4917,1850,165,74,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
84,03-03-2020 15:23:21,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0119,7176,2700,241,108,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
85,03-03-2020 15:23:21,Kutaisi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.011,6644,2500,223,100,,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
