,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Vake,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
106,106,12-02-2020 10:24:53,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0241,15987,6160,548,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
107,107,12-02-2020 10:24:53,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4574,959235,369600,32886,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
108,108,12-02-2020 10:26:00,Batumi,d4df7908c3,"Шишки / weeds OGKZ, 2г",,2,нет,Батуми,2 гр,0.0096,6331,2439,217,99.0,,,,,,,True,,,"Shishki / weeds OGKZ, 2g"
109,109,12-02-2020 10:26:00,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,7,10,Батуми,0.27 гр,0.0221,14516,5593,498,227.0,,,,,,,,True,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
110,110,12-02-2020 10:26:00,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0175,12790,4928,438,200.0,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
111,111,12-02-2020 10:26:00,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0915,60752,23408,2083,950.0,,,,,,,,True,,Hybrid Skunk! 50 gr
112,112,12-02-2020 10:26:00,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1733,115108,44352,3946,1800.0,,,,,,,,True,,Hybrid Skunk! 100 gr
113,113,12-02-2020 10:26:00,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2917,191847,73920,6577,3000.0,,,,,,,,True,,SUBOXIN - HQ - 100 G.
114,114,12-02-2020 10:26:00,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2431,159873,61600,5481,2500.0,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
115,115,12-02-2020 10:26:00,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0097,6395,2464,219,100.0,,,,,,,,True,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
116,116,12-02-2020 10:26:00,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0044,3197,1232,110,50.0,,,,,,,,True,,kur'er v Batumi
117,117,12-02-2020 10:26:00,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0044,3197,1232,110,50.0,,,,,,,,True,,Vakansija Kur'era v Batumi
118,118,12-02-2020 10:26:00,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0068,5000,2301,171,,,,,,,,,True,,Vakansija Kur'era v Batumi
119,119,12-02-2020 10:26:00,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0219,15987,6160,548,250.0,,,,,,,,True,,Ischu kur'era v Gruzii!
120,120,12-02-2020 10:26:00,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4574,959235,369600,32886,15000.0,,,,,,,,True,,Vakansija optovogo kur'era na mef
121,121,12-02-2020 10:26:00,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0481,31975,12320,1096,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
122,122,12-02-2020 10:27:29,Kutaisi,d4df7908c3,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,4,нет,Кутаиси,0.5 гр,0.0019,1279,493,44,20.0,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
123,123,12-02-2020 10:27:29,Kutaisi,d4df7908c3,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,4,нет,Кутаиси,1 гр,0.0036,2366,912,81,37.0,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
124,124,12-02-2020 10:27:29,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0072,4732,1823,162,74.0,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
125,125,12-02-2020 10:27:29,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0102,6715,2587,230,105.0,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
126,126,12-02-2020 10:27:29,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0097,6395,2464,219,100.0,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
