,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
26,26,20-02-2020 05:00:34,Tbilisi,cb721d4bca,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,6,нет,Тбилиси,1 гр,0.0086,5413,2083,187,85.0,,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
27,27,20-02-2020 05:00:34,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,True,15,нет,Тбилиси,1 гр,0.0037,2356,907,82,37.0,True,,,,,,,,,1G -- AK-47 -> Sativa
28,28,20-02-2020 05:00:34,Tbilisi,8ddca45a78,1g AFGHANI Indica THC 18% / BTC -10% sale,True,2,нет,Тбилиси,1 гр,0.0036,2484,956,86,39.0,,,,,,,,,,1g AFGHANI Indica THC 18% / BTC -10% sale
29,29,20-02-2020 05:00:34,Tbilisi,8ddca45a78,1g BLUE CHEESE Indica THC 18% / BTC -10% sale,True,4,нет,Тбилиси,1 гр,0.0036,2484,956,86,39.0,,,,,,,,,,1g BLUE CHEESE Indica THC 18% / BTC -10% sale
30,30,20-02-2020 05:00:34,Tbilisi,366326d4d6,1g MDMA - !!!NEW!!! - Purity 93%,True,8,нет,Тбилиси,1 гр,0.0112,6942,2672,240,109.0,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
31,31,20-02-2020 05:01:08,Tbilisi,7c395c455d,1gr bubble hash thc 25% гашиш вишего качество HQ,True,2,нет,Тбилиси,1 гр,0.0086,5413,2083,187,85.0,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
32,32,20-02-2020 05:01:08,Tbilisi,7ee4f68218,1gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,1 гр,0.0089,5847,2261,202,,,,85.0,,,,,,,1gr mdma (skidka v bitkoin 5%)
33,33,20-02-2020 05:01:08,Tbilisi,366326d4d6,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,2,нет,Тбилиси,1 гр,0.0203,12610,4853,436,198.0,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
34,34,20-02-2020 05:01:08,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,7,нет,Тбилиси,1 гр,0.0225,14011,5392,485,220.0,,,,,,,,,,"Cocaine, 1g"
35,35,20-02-2020 05:01:08,Tbilisi,ae784bef73,Gorilla Glue! 1G ! NEW !,True,1,нет,Тбилиси,1 гр,0.0041,2548,980,88,40.0,,,,,,,,,,Gorilla Glue! 1G ! NEW !
36,36,20-02-2020 05:01:08,Tbilisi,2fdc22f2b2,HASH Mexicana 1 g SALE -10% for bitcoin.,True,2,нет,Тбилиси,1 гр,0.0065,4471,1729,155,,,,65.0,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
37,37,20-02-2020 05:01:08,Tbilisi,28bf667d16,Hashish Ice-o-lator 1g,True,5,нет,Тбилиси,1 гр,0.0077,4840,1863,168,76.0,,,,,,,,,,Hashish Ice-o-lator 1g
38,38,20-02-2020 05:01:08,Tbilisi,3c4662c591,KALI MIST 1G,,2,нет,Тбилиси,1 гр,0.0046,2866,1103,99,45.0,True,,,,,,,,,KALI MIST 1G
39,39,20-02-2020 05:01:08,Tbilisi,8219f5e7b8,Ketamine 1g,True,2,нет,Тбилиси,1 гр,0.0102,6369,2451,220,100.0,,,,,,,,,,Ketamine 1g
40,40,20-02-2020 05:01:08,Tbilisi,366326d4d6,Ketamine 1g.,True,9,нет,Тбилиси,1 гр,0.0091,5668,2181,196,89.0,,,,,,,,,,Ketamine 1g.
41,41,20-02-2020 05:01:08,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,5,нет,Тбилиси,1 гр,0.0193,12037,4632,417,189.0,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
42,42,20-02-2020 05:01:08,Tbilisi,edfbad0151,THC Snow Buds Only 1G (THC 23+%),True,9,нет,Тбилиси,1 гр,0.0047,2993,1152,104,47.0,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
43,43,20-02-2020 05:01:08,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,6,нет,Тбилиси,1 гр,0.0194,12674,4877,439,199.0,,,,,,,,,,VHQ BEST Cocaine 1g.
44,44,20-02-2020 05:01:08,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0165,10827,4167,375,170.0,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
45,45,20-02-2020 05:01:08,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.019,12037,4632,417,189.0,,,,,,,,,,Kokain HQ 1g.
46,46,20-02-2020 05:01:08,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,3,нет,Тбилиси,1 гр,0.0181,11400,4387,395,179.0,,,,True,,,,,,Kokain KOLUMBIA 1g
47,47,20-02-2020 05:01:08,Tbilisi,61df6a1c90,Метадон 1гр,True,2,нет,Тбилиси,1 гр,0.0415,28659,11030,992,450.0,,,,,,,,,,Metadon 1gr
48,48,20-02-2020 05:01:08,Tbilisi,e8a987a33c,"Метадон, 1gr",True,4,нет,Тбилиси,1 гр,0.0405,25475,9804,882,400.0,,,,,,,,,,"Metadon, 1gr"
49,49,20-02-2020 05:01:08,Tbilisi,dd631c4acf,💩1g. New Hush Gorilla Glue Premium💩,True,3,нет,Тбилиси,1 гр,0.0071,4394,1691,152,69.0,,,,,,,,,,💩1g. New Hush Gorilla Glue Premium💩
50,50,20-02-2020 05:01:08,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,5,нет,Тбилиси,2 гр,0.0078,5413,2083,187,85.0,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
51,51,20-02-2020 05:01:08,Tbilisi,7ee4f68218,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,2,нет,Тбилиси,2 гр,0.0074,4815,1862,167,,,,70.0,,,,,,,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
52,52,20-02-2020 05:01:08,Tbilisi,7ee4f68218,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,2,нет,Тбилиси,2 гр,0.0074,4815,1862,167,,,,70.0,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
53,53,20-02-2020 05:01:08,Tbilisi,21de5577be,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,2,нет,Тбилиси,2 гр,0.0083,5222,2010,181,82.0,True,True,,,,,,,,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
54,54,20-02-2020 05:01:08,Tbilisi,64284550d9,2G -- AK-47 -> Sativa,True,12,нет,Тбилиси,2 гр,0.0071,4522,1740,156,71.0,True,,,,,,,,,2G -- AK-47 -> Sativa
55,55,20-02-2020 05:01:08,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,5,нет,Тбилиси,2 гр,0.0081,5031,1936,174,79.0,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
56,56,20-02-2020 05:01:08,Tbilisi,cb721d4bca,"2gr WHITE WIDOW марихуана шишки ,Оплата BITCOIN -10% Скидка.",True,3,нет,Тбилиси,2 гр,0.0071,4458,1716,154,70.0,,,,,,,,,,"2gr WHITE WIDOW marihuana shishki ,Oplata BITCOIN -10% Skidka."
57,57,20-02-2020 05:01:08,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,2,нет,Тбилиси,2 гр,0.0368,22927,8824,793,360.0,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
58,58,20-02-2020 05:01:08,Tbilisi,1768a14bbd,Cocaine HQ Высокое качество 2020 SALE 2гр.,True,3,нет,Тбилиси,2 гр,0.0379,23564,9069,815,370.0,,,,,,,,,,Cocaine HQ Vysokoe kachestvo 2020 SALE 2gr.
59,59,20-02-2020 05:01:08,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0352,22609,8701,782,355.0,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
60,60,20-02-2020 05:01:08,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 2G (BTC sale 10%)",,2,нет,Тбилиси,2 гр,0.0081,5604,2157,194,88.0,True,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 2G (BTC sale 10%)"
61,61,20-02-2020 05:01:08,Tbilisi,3c4662c591,KALI MIST 2G,,3,нет,Тбилиси,2 гр,0.0101,6369,2451,220,100.0,True,,,,,,,,,KALI MIST 2G
62,62,20-02-2020 05:01:08,Tbilisi,8219f5e7b8,Ketamine 2 g,True,3,нет,Тбилиси,2 гр,0.0184,11464,4412,397,180.0,,,,,,,,,,Ketamine 2 g
63,63,20-02-2020 05:01:08,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.0072,4458,1716,154,70.0,,,,,,,,,,"LSD - 250 ug, 2 pieces"
64,64,20-02-2020 05:01:08,Tbilisi,be97026d1d,MDMA from Europe!!! 2g BTC SALE 5%(ПОДЪЕЗД!!!),,2,нет,Тбилиси,2 гр,0.0174,11145,4289,386,175.0,,True,,,,,,,,MDMA from Europe!!! 2g BTC SALE 5%(POD'EZD!!!)
65,65,20-02-2020 05:01:08,Tbilisi,bb1791277e,NORTHEN LIGHTS 2gr шишки марихуана если платите с бтк скидка 10% !!,True,2,нет,Тбилиси,2 гр,0.0091,5732,2206,198,90.0,,,,,,,,,,NORTHEN LIGHTS 2gr shishki marihuana esli platite s btk skidka 10% !!
66,66,20-02-2020 05:01:08,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,10,нет,Тбилиси,2 гр,0.0203,14011,5392,485,220.0,,,,,,,,,,NZT-52 mind storm limited 2g muka
67,67,20-02-2020 05:01:36,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,3,нет,Тбилиси,2 гр,0.0359,24838,9559,860,390.0,,,,,,,,,,VHQ BEST Cocaine 2g.
68,68,20-02-2020 05:01:36,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0369,24137,9289,835,379.0,,,,,,,,,,Kokain HQ 2g.
69,69,20-02-2020 05:01:36,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0354,22227,8554,769,349.0,,,,True,,,,,,Kokain KOLUMBIA 2g
70,70,20-02-2020 05:01:36,Tbilisi,7ee4f68218,🍃 2гр ГАШИШ 🍃,True,4,нет,Тбилиси,2 гр,0.0107,7006,2696,242,110.0,,,,,,,,,,🍃 2gr GAShISh 🍃
71,71,20-02-2020 05:01:36,Tbilisi,366326d4d6,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,1,нет,Тбилиси,3 гр,0.0112,6942,2672,240,109.0,,,,,,,,,,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
72,72,20-02-2020 05:01:36,Tbilisi,89f7212915,3 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,8,нет,Тбилиси,3 гр,0.0111,7642,2941,264,120.0,,,,,,,,,,3 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
73,73,20-02-2020 05:01:36,Tbilisi,8ddca45a78,3g AFGHANI Indica THC 18% / BTC -10% sale,True,2,нет,Тбилиси,3 гр,0.0101,7006,2696,242,110.0,,,,,,,,,,3g AFGHANI Indica THC 18% / BTC -10% sale
74,74,20-02-2020 05:01:36,Tbilisi,7c395c455d,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0248,15603,6005,540,245.0,,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
75,75,20-02-2020 05:01:36,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,5,нет,Тбилиси,3 гр,0.0107,6687,2574,231,105.0,,,,,,,,,,3x Extasy Duracell 223mg MDMA
76,76,20-02-2020 05:01:36,Tbilisi,c72111ac1a,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0286,19743,7598,683,310.0,,,,,,,,,,NZT-52 mind storm limited 3g muka
77,77,20-02-2020 05:01:36,Tbilisi,ae784bef73,White Widow ! 3G ! grainded,True,8,нет,Тбилиси,3 гр,0.008,5031,1936,174,79.0,,,,,,,,,,White Widow ! 3G ! grainded
78,78,20-02-2020 05:01:36,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈,True,1,нет,Тбилиси,3 гр,0.0122,7579,2917,262,119.0,,,,,,,,,,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈
79,79,20-02-2020 05:01:36,Tbilisi,4be7861731,metadon sirop 4ml,True,2,нет,Тбилиси,4 гр,0.0068,4267,1642,148,67.0,,,,,,,,,,metadon sirop 4ml
80,80,20-02-2020 05:01:36,Tbilisi,366326d4d6,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.087,54134,20834,1873,850.0,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
81,81,20-02-2020 05:01:36,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,5 гр,0.0179,11145,4289,386,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
82,82,20-02-2020 05:01:36,Tbilisi,d04eeb6525,5шт Ecstazy 280мг MDMA (Gray Duracell),True,3,нет,Тбилиси,5 гр,0.015,9553,3677,331,150.0,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
83,83,20-02-2020 05:01:36,Tbilisi,0fa6c5b020,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,1,нет,Тбилиси,5 гр,0.0157,10827,4167,375,170.0,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
84,84,20-02-2020 05:01:36,Tbilisi,8219f5e7b8,"LSD - 250 ug, 5 pieces",True,3,нет,Тбилиси,5 гр,0.0153,9553,3677,331,150.0,,,,,,,,,,"LSD - 250 ug, 5 pieces"
85,85,20-02-2020 05:01:36,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.0163,10126,3897,350,159.0,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
86,86,20-02-2020 05:01:36,Tbilisi,c225d2f67d,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0204,13374,5147,463,210.0,,,,,,,,,,gashish evro 5g
87,87,20-02-2020 05:01:36,Tbilisi,7ee4f68218,🍃 5гр ГАШИШ 🍃,True,1,нет,Тбилиси,5 гр,0.0263,17196,6618,595,270.0,,,,,,,,,,🍃 5gr GAShISh 🍃
88,88,20-02-2020 05:01:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,12,нет,Тбилиси,10 гр,0.0271,17005,6544,588,267.0,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
89,89,20-02-2020 05:01:36,Tbilisi,8219f5e7b8,"LSD - 250 ug, 10 pieces",True,2,нет,Тбилиси,10 гр,0.0307,19106,7353,661,300.0,,,,,,,,,,"LSD - 250 ug, 10 pieces"
90,90,20-02-2020 05:01:36,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0389,25475,9804,882,400.0,,,,,,,,,,gashish evro 10g
91,91,20-02-2020 05:01:36,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,9,нет,Тбилиси,10 гр,0.0088,6050,2328,209,95.0,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
92,92,20-02-2020 05:01:36,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0756,49485,19044,1713,777.0,,,,,,,,,,Gashish Evro 20gr
93,93,20-02-2020 05:01:36,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,3,5,Тбилиси,0.27 гр,0.0232,14457,5564,500,227.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
94,94,20-02-2020 05:01:36,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,3,5,Тбилиси,0.35 гр,0.0306,19043,7328,659,299.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
95,95,20-02-2020 05:01:36,Tbilisi,3814ba5701,Weed From Gali(THC 23%) 1gr,True,нет,1,Тбилиси,1 гр,0.0049,3184,1226,110,50.0,,,,,,,,,,Weed From Gali(THC 23%) 1gr
96,96,20-02-2020 05:01:36,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0614,38212,14706,1322,600.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
97,97,20-02-2020 05:01:36,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0405,25475,9804,882,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
98,98,20-02-2020 05:01:36,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0243,15285,5882,529,240.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
99,99,20-02-2020 05:01:36,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0253,15922,6128,551,250.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
100,100,20-02-2020 05:01:36,Tbilisi,ce030318fd,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1382,95531,36765,3306,1500.0,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
101,101,20-02-2020 05:02:03,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0253,15922,6128,551,250.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
102,102,20-02-2020 05:02:03,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0253,15922,6128,551,250.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
103,103,20-02-2020 05:02:03,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0202,12674,4877,439,199.0,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
104,104,20-02-2020 05:02:03,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0253,15922,6128,551,250.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
105,105,20-02-2020 05:02:03,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0202,13948,5368,483,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
106,106,20-02-2020 05:02:03,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.0193,13311,5123,461,209.0,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
107,107,20-02-2020 05:02:03,Tbilisi,851e5b91a0,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.0193,13311,5123,461,209.0,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
