,Unnamed: 0,time_stamp,region,sell_code,description,Didube,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Saburtalo,Дигоми,Nadzaladevi,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
18,18,23-06-2020 10:48:33,Tbilisi,0dec0e1c48,2gr HYBRID buds,,21,нет,Тбилиси,2 гр,0.0089,6115,2359,209,,True,88.0,,,,,,,,,,2gr HYBRID buds
19,19,23-06-2020 10:48:33,Tbilisi,ebadfc162f,Bubba Kush 2G Super strong indica dominant weed 100%шишки!,,2,нет,Тбилиси,2 гр,0.0106,7296,2815,249,,,105.0,,,True,,,,,,,Bubba Kush 2G Super strong indica dominant weed 100%shishki!
20,20,23-06-2020 10:48:33,Tbilisi,54915c4374,марки н-боом 2 шт.,,1,нет,Тбилиси,2 гр,0.0035,2432,938,83,,,35.0,,True,,,,,,,,marki n-boom 2 sht.
21,21,23-06-2020 10:48:33,Tbilisi,aeb8abccb9,🍁 2gr Hybrid Weed Indica Buds VHQ ❤,,1,нет,Тбилиси,2 гр,0.0086,5906,2279,202,,,85.0,,True,,,,,,,,🍁 2gr Hybrid Weed Indica Buds VHQ ❤
22,22,23-06-2020 10:48:33,Tbilisi,0dec0e1c48,3 gr georgian weed. Package on magnet,,37,нет,Тбилиси,3 гр,0.0088,6045,2332,207,,True,87.0,,,,,True,,,,,3 gr georgian weed. Package on magnet
23,23,23-06-2020 10:48:33,Tbilisi,e56bb6ca93,АКЦИЯ! СУПЕР ЦЕНА! 3 gr Indica dominant Buds,,13,нет,Тбилиси,3 гр,0.006999999999999999,4794,1850,164,,True,69.0,,,,,True,,,,,AKTsIJa! SUPER TsENA! 3 gr Indica dominant Buds
24,24,23-06-2020 10:48:33,Tbilisi,aeb8abccb9,🍁 4gr Hybrid Weed Indica Buds VHQ ❤,,3,нет,Тбилиси,4 гр,0.0141,9728,3753,332,,,140.0,,True,True,,,,,,,🍁 4gr Hybrid Weed Indica Buds VHQ ❤
25,25,23-06-2020 10:48:33,Tbilisi,8528108b62,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.022000000000000002,16676,6434,570,,True,240.0,,,,,,,,,,5g. marihuana shishki Critical
26,26,23-06-2020 10:48:33,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,,3,нет,Тбилиси,5 гр,0.0179,12160,4692,416,,True,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
27,27,23-06-2020 10:48:33,Tbilisi,d04eeb6525,5г. GEO Марихуана бошки,,8,нет,Тбилиси,5 гр,0.0137,10353,3995,354,,True,149.0,,,,,,,,,,5g. GEO Marihuana boshki
28,28,23-06-2020 10:48:33,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,,4,нет,Тбилиси,5 гр,0.1158,81296,31368,2779,,True,1170.0,,,,,,,,,,VHQ BEST Cocaine 5g.
29,29,23-06-2020 10:48:33,Tbilisi,54915c4374,марки н-боом 5шт.,,11,10,Тбилиси,5 гр,0.0066,4516,1743,154,,True,65.0,,True,,,,,,,,marki n-boom 5sht.
30,30,23-06-2020 10:48:33,Tbilisi,0dec0e1c48,10 gr georgian weed. Package on magnet,,10,нет,Тбилиси,10 гр,0.0241,16607,6408,568,,True,239.0,,,,,,,,,,10 gr georgian weed. Package on magnet
31,31,23-06-2020 10:48:33,Tbilisi,e56bb6ca93,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,19,нет,Тбилиси,10 гр,0.0168,11465,4424,392,,True,165.0,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
32,32,23-06-2020 10:48:33,Tbilisi,e56bb6ca93,АКЦИЯ! СУПЕР ЦЕНА! 10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,4,нет,Тбилиси,10 гр,0.0201,13827,5335,473,,True,199.0,,,,,,,,,,AKTsIJa! SUPER TsENA! 10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
33,33,23-06-2020 10:48:33,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",,2,нет,Тбилиси,10 гр,0.0087,6601,2547,226,,True,95.0,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
34,34,23-06-2020 10:48:33,Tbilisi,7bd1a5deba,11+ GRAMM BEASTWEED NEW,,4,нет,Тбилиси,11 гр,0.0165,12507,4826,427,,True,180.0,,,,,,,,,,11+ GRAMM BEASTWEED NEW
35,35,23-06-2020 10:48:33,Tbilisi,8528108b62,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0459,34742,13405,1187,,True,500.0,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
36,36,23-06-2020 10:49:01,Tbilisi,ae784bef73,Silver haze leaves листья 15гр,,12,нет,Тбилиси,15 гр,0.0091,6254,2413,214,,True,90.0,,,,,,,,,,Silver haze leaves list'ja 15gr
37,37,23-06-2020 10:49:01,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2039,138967,53620,4750,,True,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
38,38,23-06-2020 10:49:01,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,нет,4,Тбилиси,0.5 гр,0.0091,6254,2413,214,,True,90.0,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
39,39,23-06-2020 10:49:01,Tbilisi,54915c4374,"Extazzy ""Gucci"" VHQ (1 штука)",,нет,7,Тбилиси,1 гр,0.0045,3127,1206,107,,True,45.0,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
40,40,23-06-2020 10:49:01,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (2гр)",,нет,9,Тбилиси,2 гр,0.0091,6254,2413,214,,True,90.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
41,41,23-06-2020 10:49:01,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0376,25639,9893,876,,True,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
42,42,23-06-2020 10:49:01,Tbilisi,54915c4374,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),,нет,9,Тбилиси,2.2 гр,0.0085,5837,2261,200,75.0,True,,,,,,,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
43,43,23-06-2020 10:49:01,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (3 грамма)",,нет,9,Тбилиси,3 гр,0.0121,8338,3217,285,,True,120.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
44,44,23-06-2020 10:49:01,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0591,40231,15523,1375,,True,579.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
45,45,23-06-2020 10:49:01,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,6,Тбилиси,4 гр,0.0404,27793,10724,950,,True,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
46,46,23-06-2020 10:49:01,Tbilisi,54915c4374,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),,нет,10,Тбилиси,4 гр,0.0121,8338,3217,285,,True,120.0,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
47,47,23-06-2020 10:49:01,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0253,17371,6703,594,,True,250.0,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
48,48,23-06-2020 10:49:01,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0556,38216,14746,1306,,True,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
49,49,23-06-2020 10:49:01,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0273,18761,7239,641,,True,270.0,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
50,50,23-06-2020 10:49:01,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0283,19455,7507,665,,True,280.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
51,51,23-06-2020 10:49:01,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0278,19108,7373,653,,True,275.0,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
52,52,23-06-2020 10:49:01,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0242,16676,6434,570,,True,240.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
53,53,23-06-2020 10:49:01,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0283,19455,7507,665,,True,280.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,54,23-06-2020 10:49:01,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0273,18761,7239,641,,True,270.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
55,55,23-06-2020 10:49:01,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0201,15217,5871,520,,True,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
56,56,23-06-2020 10:49:01,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,10,Тбилиси,5 гр,0.0177,12160,4692,416,,True,175.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
57,57,23-06-2020 10:49:01,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0273,18761,7239,641,,True,270.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
58,58,23-06-2020 10:49:01,Tbilisi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Тбилиси,5 гр,0.1515,104225,40215,3562,,True,1500.0,,,,,,,,,,Gerojn (sirets) 5 gr
59,59,23-06-2020 10:49:01,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2511,190000,87429,6498,,True,,,,,,,,,,,reagent 25i nbome. 5gr
60,60,23-06-2020 10:49:01,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2755,208451,80430,7124,,,3000.0,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
61,61,23-06-2020 10:49:01,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.0978,66635,25711,2277,,True,959.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
62,62,23-06-2020 10:49:01,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,9,Тбилиси,5 гр,0.0194,13202,5094,451,,True,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
63,63,23-06-2020 10:49:01,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,9,Тбилиси,5 гр,0.0499,33977,13110,1161,,True,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
64,64,23-06-2020 10:49:01,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0909,62535,24129,2137,,True,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
65,65,23-06-2020 10:49:01,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0556,38216,14746,1306,,True,550.0,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
66,66,23-06-2020 10:49:01,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0707,48638,18767,1662,,True,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
67,67,23-06-2020 10:49:01,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0424,29183,11260,997,,True,420.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
68,68,23-06-2020 10:49:01,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0808,55587,21448,1900,,True,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
69,69,23-06-2020 10:49:01,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,10,Тбилиси,10 гр,0.0333,22930,8847,784,,True,330.0,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
70,70,23-06-2020 10:49:36,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2248,154601,59652,5284,,True,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
71,71,23-06-2020 10:49:36,Tbilisi,54915c4374,Марки н-боом 10 шт.,,нет,9,Тбилиси,10 гр,0.0101,6948,2681,237,,True,100.0,,,,,,,,,,Marki n-boom 10 sht.
72,72,23-06-2020 10:49:36,Tbilisi,54915c4374,Сирец (геройн) очень сильный 10 гр,,нет,2,Тбилиси,10 гр,0.2222,152864,58982,5225,,True,2200.0,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
73,73,23-06-2020 10:49:36,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.1591,108325,41797,3702,,True,1559.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
74,74,23-06-2020 10:49:36,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,,нет,5,Тбилиси,10 гр,0.0805,54822,21153,1874,,True,789.0,,,,,,,,,,💘✨10gram MDMA ✨💘
75,75,23-06-2020 10:49:36,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,8,Тбилиси,10 гр,0.0376,25639,9893,876,,True,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
76,76,23-06-2020 10:49:36,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,2,Тбилиси,11 гр,0.0444,30353,11759,1038,390.0,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
77,77,23-06-2020 10:49:36,Tbilisi,dd631c4acf,✨💘20g MDMA💘✨,,нет,3,Тбилиси,20 гр,0.1378,104225,40215,3562,,True,1500.0,,,,,,,,,,✨💘20g MDMA💘✨
78,78,23-06-2020 10:49:36,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0611,41621,16059,1423,,True,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
79,79,23-06-2020 10:49:36,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,,нет,5,Тбилиси,50 гр,0.1312,90259,34826,3085,,True,1299.0,,,,,,,,,,50 gr georgian weed. Package on magnet
80,80,23-06-2020 10:49:36,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,,нет,4,Тбилиси,100 гр,0.2524,173639,66998,5935,,True,2499.0,,,,,,,,,,100 gr georgian weed. Package on magnet
81,81,23-06-2020 10:49:36,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2424,166760,64344,5700,,True,2400.0,,,,,,,,,,100 gr marijuana buds
82,82,23-06-2020 10:49:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.20199999999999999,138967,53620,4750,,True,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
83,83,23-06-2020 10:49:36,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2525,173709,67025,5937,,True,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
84,84,23-06-2020 10:49:36,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.596,409953,158179,14011,,True,5900.0,,,,,,,,,,180 gr marihuana persoalno
85,85,23-06-2020 10:49:36,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,,нет,4,Тбилиси,200 гр,0.4332,295305,113943,10093,,True,4250.0,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
86,86,23-06-2020 10:49:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4647,319624,123326,10924,,True,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
87,87,23-06-2020 10:49:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7576,521126,201075,17811,,True,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
88,88,23-06-2020 10:49:36,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8587,590610,227885,20186,,True,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
89,89,23-06-2020 10:49:36,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0184,13897,5362,475,,True,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
90,90,23-06-2020 10:49:36,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0202,13897,5362,475,,True,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,91,23-06-2020 10:49:36,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0253,17371,6703,594,,True,250.0,,,,,,,,,,Rabota na marki (kur'er)
92,92,23-06-2020 10:49:36,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5291,1042253,402150,35622,,True,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
93,93,23-06-2020 10:51:23,Batumi,be97026d1d,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,10,нет,Батуми,0.25 гр,0.0132,9262,3588,317,119.0,,,,,,,,,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
94,94,23-06-2020 10:51:23,Batumi,f8a875c191,METADON - 0.25 - SALE,,1,10,Батуми,0.25 гр,0.0307,20845,8043,712,,,300.0,,,,,,,,True,,METADON - 0.25 - SALE
95,95,23-06-2020 10:51:23,Batumi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1519,104225,40215,3562,,,1500.0,,,,,,,,True,,Gerojn (sirets) 5 gr
96,96,23-06-2020 10:51:23,Batumi,3b3ba4f5a5,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,2,Батуми,10 гр,0.0425,29183,11260,997,,,420.0,,,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
97,97,23-06-2020 10:51:23,Batumi,54915c4374,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2228,152864,58982,5225,,,2200.0,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
98,98,23-06-2020 10:51:23,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1647,112990,51992,3864,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
99,99,23-06-2020 10:51:23,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2607,178900,82321,6119,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
100,100,23-06-2020 10:51:23,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,6948,2681,237,,,100.0,,,,,,,,True,,kur'er v Batumi
101,101,23-06-2020 10:51:23,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.023,17371,6703,594,,,250.0,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
102,102,23-06-2020 10:51:23,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.023,17371,6703,594,,,250.0,,,,,,,,True,,Ischu kur'era v Gruzii!
