,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Saburtalo,Vake,$,Тбилиси,Gldani,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
10,11-06-2020 07:41:24,Tbilisi,7LHWP,GEOBUDS,5 gr georgian weed. Package on magnet,,12,нет,Тбилиси,5 гр,0.0139,9538,3718,330,,,,139,True,,,,,,,5 gr georgian weed. Package on magnet
11,11-06-2020 07:41:24,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0218,16468,6420,569,,,,240,True,,,,,,,5g. marihuana shishki Critical
12,11-06-2020 07:41:24,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,8,нет,Тбилиси,5 гр,0.0129,8852,3451,306,,,,129,,True,True,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
13,11-06-2020 07:41:24,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,4,нет,Тбилиси,5 гр,0.0176,12008,4681,415,,,,175,True,,,,,,,5x Extasy Duracell 223mg MDMA.
14,11-06-2020 07:41:24,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,8,нет,Тбилиси,5 гр,0.005,3774,1471,130,,True,,55,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
15,11-06-2020 07:41:24,Tbilisi,LGRP8,Walker12,Химка !! 5 г %%5%% скидка новинка !!!!,,1,нет,Тбилиси,5 гр,0.0072,5146,2006,178,,True,,75,,,,,,,,Himka !! 5 g %%5%% skidka novinka !!!!
16,11-06-2020 07:41:24,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,,7,нет,Тбилиси,10 гр,0.0259,17772,6928,614,,,,259,True,,,,,,,10 gr georgian weed. Package on magnet
17,11-06-2020 07:41:24,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,3,нет,Тбилиси,10 гр,0.0239,16400,6393,567,,,,239,,True,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
18,11-06-2020 07:41:24,Tbilisi,HWUW,opiopi,GABAGAMA 10 shtuk,,1,нет,Тбилиси,10 гр,0.0014,961,375,33,,,,14,True,,,,,,,GABAGAMA 10 shtuk
19,11-06-2020 07:41:24,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0454,34309,13375,1186,,,,500,True,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
20,11-06-2020 07:41:24,Tbilisi,HWUW,opiopi,GABAGAMA 20 SHTUK,,1,нет,Тбилиси,20 гр,0.0026,1990,776,69,,,,29,True,,,,,,,GABAGAMA 20 SHTUK
21,11-06-2020 07:41:24,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2015,137237,53500,4744,,,,2000,True,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
22,11-06-2020 07:41:24,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,10,Тбилиси,2 гр,0.0372,25320,9871,875,,,,369,True,,,,,,,❄❄2g HQ COCAINE❄❄
23,11-06-2020 07:41:24,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,6,Тбилиси,3 гр,0.0584,39730,15488,1373,,,,579,True,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
24,11-06-2020 07:41:24,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0399,27447,10700,949,,,,400,True,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
25,11-06-2020 07:41:24,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,1,Тбилиси,4 гр,0.014,9607,3745,332,,True,,140,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
26,11-06-2020 07:41:24,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0549,37740,14713,1305,,,,550,True,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
27,11-06-2020 07:41:24,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,7,Тбилиси,5 гр,0.0235,16125,6286,557,,,,235,True,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
28,11-06-2020 07:41:24,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.024,16468,6420,569,,,,240,True,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
29,11-06-2020 07:41:24,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,7,Тбилиси,5 гр,0.023,15782,6153,546,,,,230,True,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
30,11-06-2020 07:41:24,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.024,16468,6420,569,,,,240,True,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
31,11-06-2020 07:41:24,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,8,Тбилиси,5 гр,0.024,16468,6420,569,,,,240,True,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
32,11-06-2020 07:41:24,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.023,15782,6153,546,,,,230,True,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
33,11-06-2020 07:41:24,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0199,15027,5858,519,,,,219,True,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
34,11-06-2020 07:42:08,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,,нет,2,Тбилиси,5 гр,0.0252,17155,6688,593,,,,250,True,,,,,,,MARIXYANA - INDICA - 5 G.
35,11-06-2020 07:42:08,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0235,16125,6286,557,,,,235,True,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
36,11-06-2020 07:42:08,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2513,190000,87429,6561,,,,,True,,,,,,,reagent 25i nbome. 5gr
37,11-06-2020 07:42:08,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2722,205855,80250,7116,,,,3000,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
38,11-06-2020 07:42:08,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.0967,65805,25653,2275,,,,959,True,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
39,11-06-2020 07:42:08,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,10,Тбилиси,5 гр,0.0192,13037,5083,451,,,,190,True,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
40,11-06-2020 07:42:08,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,10,Тбилиси,5 гр,0.0493,33554,13081,1160,,,,489,True,,,,,,,💘✨5g. MDMA ✨💘
41,11-06-2020 07:42:08,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0898,61756,24075,2135,,,,900,True,,,,,,,10 gr mdma Kristally ochen silni import s evropi
42,11-06-2020 07:42:08,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0399,27447,10700,949,,,,400,True,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
43,11-06-2020 07:42:08,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0699,48033,18725,1660,,,,700,True,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
44,11-06-2020 07:42:08,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0419,28820,11235,996,,,,420,True,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
45,11-06-2020 07:42:08,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0799,54895,21400,1898,,,,800,True,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
46,11-06-2020 07:42:08,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,нет,1,Тбилиси,10 гр,0.0267,18321,7142,633,,,,267,True,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
47,11-06-2020 07:42:08,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2221,152676,59519,5278,,,,2225,True,,,,,,,Amfetamin [White] [Import] 10G
48,11-06-2020 07:42:08,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,10,Тбилиси,10 гр,0.1572,106976,41703,3698,,,,1559,True,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
49,11-06-2020 07:42:08,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,,нет,5,Тбилиси,10 гр,0.0795,54140,21106,1872,,,,789,True,,,,,,,💘✨10gram MDMA ✨💘
50,11-06-2020 07:42:08,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,9,Тбилиси,10 гр,0.0372,25320,9871,875,,,,369,True,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
51,11-06-2020 07:42:08,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Тбилиси,11 гр,0.0352,24016,9363,830,,,,350,True,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
52,11-06-2020 07:42:08,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 20шт. вес таблетки 450mg,,нет,1,Тбилиси,20 гр,0.0509,34995,13643,1210,,,,510,True,,,,,,,Extasy GUCCI 20sht. ves tabletki 450mg
53,11-06-2020 07:42:08,Tbilisi,9VLN,AlienShop,✨💘20g MDMA💘✨,,нет,3,Тбилиси,20 гр,0.1361,102927,40125,3558,,,,1500,True,,,,,,,✨💘20g MDMA💘✨
54,11-06-2020 07:42:08,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0604,41102,16023,1421,,,,599,True,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
55,11-06-2020 07:42:08,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,,нет,5,Тбилиси,50 гр,0.1297,89135,34748,3081,,,,1299,True,,,,,,,50 gr georgian weed. Package on magnet
56,11-06-2020 07:42:08,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,,нет,4,Тбилиси,100 гр,0.2495,171477,66848,5928,,,,2499,True,,,,,,,100 gr georgian weed. Package on magnet
57,11-06-2020 07:42:08,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2396,164684,64200,5693,,,,2400,True,,,,,,,100 gr marijuana buds
58,11-06-2020 07:42:08,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.1996,137237,53500,4744,,,,2000,True,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
59,11-06-2020 07:42:08,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2496,171546,66875,5930,,,,2500,True,,,,,,,Marihuana [Shishki] [Gali] 100G
60,11-06-2020 07:42:08,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.5889,404848,157825,13995,,,,5900,True,,,,,,,180 gr marihuana persoalno
61,11-06-2020 07:42:08,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,,нет,4,Тбилиси,200 гр,0.4281,291628,113688,10081,,,,4250,True,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
62,11-06-2020 07:42:08,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4592,315644,123050,10912,,,,4600,True,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
63,11-06-2020 07:42:08,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7486,514637,200625,17791,,,,7500,True,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
64,11-06-2020 07:42:08,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8485,583256,227375,20163,,,,8500,True,,,,,,,10000sht marki 25i-nbome. predoplata
65,11-06-2020 07:42:08,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0182,13724,5350,474,,,,200,True,,,,,,,KURYER..500RUB.+BONUS
66,11-06-2020 07:42:08,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.02,13724,5350,474,,,,200,True,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
67,11-06-2020 07:42:08,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5109,1029275,401250,35582,,,,15000,True,,,,,,,Vakansija optovogo kur'era na mef
68,11-06-2020 07:43:20,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,2,Батуми,10 гр,0.0411,28820,11235,996,,,,420,,,,,,True,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
69,11-06-2020 07:43:20,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1644,112990,51992,3902,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
70,11-06-2020 07:43:20,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2602,178900,82321,6178,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
71,11-06-2020 07:43:20,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0091,6862,2675,237,,,,100,,,,,,True,,kur'er v Batumi
72,11-06-2020 07:43:20,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0227,17155,6688,593,,,,250,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
73,11-06-2020 07:43:20,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0227,17155,6688,593,,,,250,,,,,,True,,Ischu kur'era v Gruzii!
74,11-06-2020 07:43:20,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.02,13724,5350,474,,,,200,,,,,,True,,Kur'er Batumi na marihuanu
75,11-06-2020 07:43:20,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5109,1029275,401250,35582,,,,15000,,,,,,True,,Vakansija optovogo kur'era na mef
76,11-06-2020 07:43:20,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0499,34309,13375,1186,,,,500,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
