,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
38,17-03-2020 17:31:06,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0605,26970,10658,863,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
39,17-03-2020 17:31:06,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0149,7315,2891,234,99,True,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
40,17-03-2020 17:31:06,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0636,29556,11680,945,400,True,,,,,,,,,,gashish evro 10g
41,17-03-2020 17:31:06,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.1052,46920,18542,1501,635,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
42,17-03-2020 17:31:06,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,13,5,Тбилиси,0.27 гр,0.038,16773,6628,537,227,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
43,17-03-2020 17:31:06,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,1,3,Тбилиси,1.1 гр,0.1088,48028,18980,1536,650,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
44,17-03-2020 17:31:06,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0987,43595,17228,1395,590,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
45,17-03-2020 17:31:06,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0663,29556,11680,945,400,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
46,17-03-2020 17:31:06,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0911,40639,16060,1300,550,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
47,17-03-2020 17:31:06,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0258,11527,4555,369,156,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
48,17-03-2020 17:31:06,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.033,14704,5811,470,199,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
49,17-03-2020 17:31:06,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0265,11822,4672,378,160,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
50,17-03-2020 17:31:06,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.033,14704,5811,470,199,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
51,17-03-2020 17:31:06,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.033,14704,5811,470,199,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
52,17-03-2020 17:31:06,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.024,10714,4234,343,145,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
53,17-03-2020 17:31:06,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.033,16182,6395,518,219,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
54,17-03-2020 17:31:06,Tbilisi,TDSHF,THC,Hybrid Gagarin. 5g.,,нет,3,Тбилиси,5 гр,0.035,16256,6424,520,220,True,,,,,,,,,,Hybrid Gagarin. 5g.
55,17-03-2020 17:31:06,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0502,22167,8760,709,300,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
56,17-03-2020 17:31:06,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0248,11083,4380,355,150,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,17-03-2020 17:31:06,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0301,14778,5840,473,200,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
58,17-03-2020 17:31:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3872,190000,87429,6022,,True,,,,,,,,,,reagent 25i nbome. 5gr
59,17-03-2020 17:31:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4518,221669,87600,7091,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
60,17-03-2020 17:31:06,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1437,63471,25083,2030,859,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
61,17-03-2020 17:31:06,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.031,13670,5402,437,185,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
62,17-03-2020 17:31:06,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0818,36132,14279,1156,489,True,,,,,,,,,,💘✨5g. MDMA ✨💘
63,17-03-2020 17:31:06,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.055,24310,9607,778,329,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
64,17-03-2020 17:31:06,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,9,Тбилиси,5 гр,0.0301,13300,5256,425,180,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
65,17-03-2020 17:31:06,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1491,66501,26280,2127,900,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
66,17-03-2020 17:31:51,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0585,25861,10220,827,350,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
67,17-03-2020 17:31:51,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1325,59112,23360,1891,800,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
68,17-03-2020 17:31:51,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3684,164404,64970,5259,2225,True,,,,,,,,,,Amfetamin [White] [Import] 10G
69,17-03-2020 17:31:51,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2423,107066,42311,3425,1449,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
70,17-03-2020 17:31:51,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0617,27265,10775,872,369,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
71,17-03-2020 17:31:51,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.05,22093,8731,707,299,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
72,17-03-2020 17:31:51,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.1002,44260,17491,1416,599,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
73,17-03-2020 17:31:51,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1806,88668,35040,2836,1200,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
74,17-03-2020 17:31:51,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.3312,147779,58400,4727,2000,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
75,17-03-2020 17:31:51,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3345,147779,58400,4727,2000,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
76,17-03-2020 17:31:51,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.4139,184724,73000,5909,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
77,17-03-2020 17:31:51,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2509,110834,43800,3545,1500,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
78,17-03-2020 17:31:51,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.7617,339892,134320,10873,4600,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
79,17-03-2020 17:31:51,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.2418,554172,219000,17727,7500,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
80,17-03-2020 17:31:51,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.4074,628062,248200,20091,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,17-03-2020 17:31:51,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0301,14778,5840,473,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
82,17-03-2020 17:31:51,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0226,11083,4380,355,150,True,,,,,,,,,,Rabota na marki (kur'er)
83,17-03-2020 17:31:51,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0331,14778,5840,473,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,17-03-2020 17:31:51,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0414,18472,7300,591,250,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,17-03-2020 17:31:51,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.5062,1108344,438000,35454,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
86,17-03-2020 17:33:09,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,11,нет,Батуми,1 гр,0.0301,14778,5840,473,200,,,,,,,,True,,,NZT-52 limited 1 g muka
87,17-03-2020 17:33:09,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2484,110834,43800,3545,1500,,,,,,,,True,,,Skunk! 50 gr.
88,17-03-2020 17:33:09,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0301,14778,5840,473,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
89,17-03-2020 17:33:09,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3345,147779,58400,4727,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
90,17-03-2020 17:33:09,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2509,110834,43800,3545,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
91,17-03-2020 17:33:09,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0151,7389,2920,236,100,,,,,,,,True,,,kur'er v Batumi
92,17-03-2020 17:33:09,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0376,18472,7300,591,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
93,17-03-2020 17:33:09,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0226,11083,4380,355,150,,,,,,,,True,,,Rabota na marki (kur'er)
94,17-03-2020 17:33:09,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0376,18472,7300,591,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
95,17-03-2020 17:33:09,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.5062,1108344,438000,35454,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
96,17-03-2020 17:33:09,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0828,36945,14600,1182,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
97,17-03-2020 17:34:40,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0226,11083,4380,355,150,,,,,,,,,,True,Rabota na marki (kur'er)
