,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Дигоми,Vazisubani,Nadzaladevi,Old Tbilisi (Старый город),Авлобари,Центр,€,Батуми,Кутаиси,desc_en
30,30,08-05-2020 02:49:36,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0385,29647,10800,981,400.0,,,,,,,,,,,,gashish evro 10g
31,31,08-05-2020 02:49:36,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),,1,нет,Тбилиси,20 гр,0.038,28090,10233,930,379.0,,,,,True,,,,,,,20 gr Indica marijuana buds (hight quality)
32,32,08-05-2020 02:49:36,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0747,57589,20979,1906,777.0,,,,,,,,,,,,Gashish Evro 20gr
33,33,08-05-2020 02:49:36,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1822,148234,54000,4907,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
34,34,08-05-2020 02:49:36,Tbilisi,e56bb6ca93,100 гр Марихуана шишки. ИНДИКА. оптовая Цена,,1,нет,Тбилиси,100 гр,0.1653,122219,44523,4046,1649.0,True,,,,,,,,,,,100 gr Marihuana shishki. INDIKA. optovaja Tsena
35,35,08-05-2020 02:50:37,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 гр!!!",True,нет,3,Тбилиси,0.7 гр,0.0105,7782,2835,258,105.0,,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gr!!!"
36,36,08-05-2020 02:50:37,Tbilisi,89f7212915,"""Kief"" Weed trichomes 1G",True,нет,6,Тбилиси,1 гр,0.016,11859,4320,393,160.0,,,,,,,,,,,,"""Kief"" Weed trichomes 1G"
37,37,08-05-2020 02:50:37,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 1 грамм",True,нет,1,Тбилиси,1 гр,0.0135,10006,3645,331,135.0,,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 1 gramm"
38,38,08-05-2020 02:50:37,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,3,Тбилиси,2 гр,0.0212,15565,5670,515,210.0,,,,,,,,,,,,✨✨2gram. MDMA✨✨
39,39,08-05-2020 02:50:37,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0373,27349,9963,905,369.0,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
40,40,08-05-2020 02:50:37,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,9,Тбилиси,3 гр,0.0585,42914,15633,1420,579.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
41,41,08-05-2020 02:50:37,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.04,29647,10800,981,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
42,42,08-05-2020 02:50:37,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.055,40764,14850,1349,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,43,08-05-2020 02:50:37,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0235,17417,6345,577,235.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
44,44,08-05-2020 02:50:37,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.024,17788,6480,589,240.0,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
45,45,08-05-2020 02:50:37,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.023,17047,6210,564,230.0,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
46,46,08-05-2020 02:50:37,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.024,17788,6480,589,240.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
47,47,08-05-2020 02:50:37,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.024,17788,6480,589,240.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,48,08-05-2020 02:50:37,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.024,17788,6480,589,240.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,49,08-05-2020 02:50:37,Tbilisi,bb1791277e,5gr Stardawg Auto WEED BUDS,True,нет,10,Тбилиси,5 гр,0.024,17788,6480,589,240.0,,,,,,,,,,,,5gr Stardawg Auto WEED BUDS
50,50,08-05-2020 02:50:37,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.023,17047,6210,564,230.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
51,51,08-05-2020 02:50:37,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0199,16232,5913,537,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
52,52,08-05-2020 02:50:37,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0235,17417,6345,577,235.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,08-05-2020 02:50:37,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.016,11859,4320,393,160.0,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
54,54,08-05-2020 02:50:37,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2332,190000,87429,6304,,,,,,,,,,,,,reagent 25i nbome. 5gr
55,55,08-05-2020 02:50:37,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2729,222351,81000,7360,3000.0,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,56,08-05-2020 02:50:37,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.0969,71078,25893,2353,959.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,57,08-05-2020 02:50:37,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,3,Тбилиси,5 гр,0.0191,14008,5103,464,189.0,,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
58,58,08-05-2020 02:50:37,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0192,14082,5130,466,190.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
59,59,08-05-2020 02:50:37,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0494,36243,13203,1200,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
60,60,08-05-2020 02:50:37,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0191,14008,5103,464,189.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
61,61,08-05-2020 02:50:37,Tbilisi,54915c4374,"""Джокер экспрес"" марки нбооом 8 шт",True,нет,6,Тбилиси,8 гр,0.008,5929,2160,196,80.0,,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 8 sht"
62,62,08-05-2020 02:50:37,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0901,66705,24300,2208,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
63,63,08-05-2020 02:50:37,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.04,29647,10800,981,400.0,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
64,64,08-05-2020 02:50:37,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0701,51882,18900,1717,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
65,65,08-05-2020 02:50:37,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.042,31129,11340,1030,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
66,66,08-05-2020 02:50:37,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,нет,40,Тбилиси,10 гр,0.01,7412,2700,245,100.0,,,,,,,,,,,,10G Hybrid Marijuana Leafs
67,67,08-05-2020 02:50:37,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0801,59294,21600,1963,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
68,68,08-05-2020 02:51:34,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.028999999999999998,21494,7830,711,290.0,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
69,69,08-05-2020 02:51:34,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2227,164910,60075,5459,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
70,70,08-05-2020 02:51:34,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1576,115548,42093,3825,1559.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
71,71,08-05-2020 02:51:34,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0373,27349,9963,905,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
72,72,08-05-2020 02:51:34,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5055,370585,135000,12267,5000.0,,,,,,,,,,,,METADON - 20 G.
73,73,08-05-2020 02:51:34,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0606,44396,16173,1470,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
74,74,08-05-2020 02:51:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1101,81529,29700,2699,1100.0,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
75,75,08-05-2020 02:51:34,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2403,177881,64800,5888,2400.0,,,,,,,,,,,,100 gr marijuana buds
76,76,08-05-2020 02:51:34,Tbilisi,21e6be39fb,AKA-47 ONLY BUDS 100g TOP VHQ,True,нет,1,Тбилиси,100 гр,0.3003,222351,81000,7360,3000.0,,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
77,77,08-05-2020 02:51:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2002,148234,54000,4907,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
78,78,08-05-2020 02:51:34,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2503,185292,67500,6133,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
79,79,08-05-2020 02:51:34,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5906,437290,159300,14474,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
80,80,08-05-2020 02:51:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4605,340938,124200,11285,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
81,81,08-05-2020 02:51:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7508,555877,202500,18400,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
82,82,08-05-2020 02:51:34,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8509,629994,229500,20853,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
83,83,08-05-2020 02:51:34,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0182,14823,5400,491,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
84,84,08-05-2020 02:51:34,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.02,14823,5400,491,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
85,85,08-05-2020 02:51:34,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.025,18529,6750,613,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
86,86,08-05-2020 02:51:34,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.02,14823,5400,491,200.0,,,,,,,,,,,,Rabota na marki (kur'er)
87,87,08-05-2020 02:51:34,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5153,1111754,405000,36800,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
88,88,08-05-2020 02:53:13,Batumi,54915c4374,Батуми н-бооом 1 штука,,2,нет,Батуми,1 гр,0.0021,1521,554,50,,,,,,,,,True,19.0,,,Batumi n-booom 1 shtuka
89,89,08-05-2020 02:53:13,Batumi,54915c4374,Батуми н-бооом 2 штуки,,3,нет,Батуми,2 гр,0.0036,2642,962,88,,,,,,,,,True,33.0,,,Batumi n-booom 2 shtuki
90,90,08-05-2020 02:53:13,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2213,163057,59400,5397,2200.0,,,,,,,,,,True,,[100g] SPAIN HASH
91,91,08-05-2020 02:53:13,Batumi,54915c4374,"""Джокер экспрес"" марки нбооом 8 шт",,нет,7,Батуми,8 гр,0.008,5929,2160,196,80.0,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 8 sht"
92,92,08-05-2020 02:53:13,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1533,112990,51992,3749,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
93,93,08-05-2020 02:53:13,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2428,178900,82321,5936,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
94,94,08-05-2020 02:53:13,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0091,7412,2700,245,100.0,,,,,,,,,,True,,kur'er v Batumi
95,95,08-05-2020 02:53:13,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,18529,6750,613,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
96,96,08-05-2020 02:53:13,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,18529,6750,613,250.0,,,,,,,,,,True,,Ischu kur'era v Gruzii!
97,97,08-05-2020 02:53:13,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5223,1111754,405000,36800,15000.0,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
98,98,08-05-2020 02:53:13,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0503,37058,13500,1227,500.0,,,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
99,99,08-05-2020 02:54:50,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,2,нет,Кутаиси,1.5 гр,0.0186,13712,4995,454,185.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
100,100,08-05-2020 02:54:50,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,7,нет,Кутаиси,2 гр,0.0488,35947,13095,1190,485.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
101,101,08-05-2020 02:54:50,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,9,нет,Кутаиси,3 гр,0.0332,24459,8910,810,330.0,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
102,102,08-05-2020 02:54:50,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0201,14823,5400,491,200.0,,,,,,,,,,,True,Rabota na marki (kur'er)
