,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
28,28,01-03-2020 07:54:13,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0267,16078,5928,537,240.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
29,29,01-03-2020 07:54:13,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0278,16748,6175,560,250.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
30,30,01-03-2020 07:54:13,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0278,16748,6175,560,250.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
31,31,01-03-2020 07:54:13,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0278,16748,6175,560,250.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
32,32,01-03-2020 07:54:13,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0221,13331,4915,446,199.0,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
33,33,01-03-2020 07:54:55,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0221,14671,5409,490,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
34,34,01-03-2020 07:54:55,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0336,20097,7410,672,300.0,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
35,35,01-03-2020 07:54:55,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0277,16748,6175,560,250.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
36,36,01-03-2020 07:54:55,Tbilisi,3814ba5701,Weed from Gali 5g.,True,нет,1,Тбилиси,5 гр,0.0256,16078,5928,537,240.0,,,,,,,,,,Weed from Gali 5g.
37,37,01-03-2020 07:54:55,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Тбилиси,5 гр,0.0202,13398,4940,448,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
38,38,01-03-2020 07:54:55,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2862,190000,87429,6347,,,,,,,,,,,reagent 25i nbome. 5gr
39,39,01-03-2020 07:54:55,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3027,200973,74100,6717,3000.0,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
40,40,01-03-2020 07:54:55,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0963,57545,21217,1923,859.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
41,41,01-03-2020 07:54:55,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0207,12393,4570,414,185.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
42,42,01-03-2020 07:54:55,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0548,32759,12078,1095,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
43,43,01-03-2020 07:54:55,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0369,22040,8126,737,329.0,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
44,44,01-03-2020 07:54:55,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0202,12058,4446,403,180.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
45,45,01-03-2020 07:54:55,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0999,60292,22230,2015,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
46,46,01-03-2020 07:54:55,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0777,46894,17290,1567,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
47,47,01-03-2020 07:54:55,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0443,26729,9855,893,399.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
48,48,01-03-2020 07:54:55,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0392,23447,8645,784,350.0,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
49,49,01-03-2020 07:54:55,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0888,53593,19760,1791,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
50,50,01-03-2020 07:54:55,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.247,149055,54958,4982,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
51,51,01-03-2020 07:54:55,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1624,97070,35790,3244,1449.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
52,52,01-03-2020 07:54:55,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0414,24720,9114,826,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
53,53,01-03-2020 07:54:55,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0335,20030,7385,670,299.0,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
54,54,01-03-2020 07:54:55,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0785,46894,17290,1567,700.0,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
55,55,01-03-2020 07:54:55,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0671,40128,14795,1341,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
56,56,01-03-2020 07:54:55,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0746,46894,17290,1567,700.0,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
57,57,01-03-2020 07:54:55,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1211,80389,29640,2687,1200.0,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
58,58,01-03-2020 07:54:56,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1064,66924,24675,2237,999.0,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
59,59,01-03-2020 07:54:56,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.222,133982,49400,4478,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
60,60,01-03-2020 07:54:56,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2242,133982,49400,4478,2000.0,,,,,,,,,,SUBOXIN - HQ - 100 G.
61,61,01-03-2020 07:54:56,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2775,167477,61750,5598,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,62,01-03-2020 07:54:56,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1682,100486,37050,3359,1500.0,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
63,63,01-03-2020 07:54:56,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5106,308158,113620,10300,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,64,01-03-2020 07:54:56,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8324,502432,185250,16793,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,65,01-03-2020 07:54:56,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9434,569423,209950,19032,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,66,01-03-2020 07:54:56,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0202,13398,4940,448,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
67,67,01-03-2020 07:54:56,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0202,13398,4940,448,200.0,,,,,,,,,,Trebuetsja Kur'er
68,68,01-03-2020 07:55:33,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0202,13398,4940,448,200.0,,,,,,,,,,Trebuetsja Kur'er
69,69,01-03-2020 07:55:33,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0222,13398,4940,448,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
70,70,01-03-2020 07:55:33,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0278,16748,6175,560,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
71,71,01-03-2020 07:55:33,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6823,1004864,370500,33587,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
72,72,01-03-2020 07:57:11,Batumi,30f48d507d,Hybrid Skunk! 5 gr,,1,нет,Батуми,5 гр,0.0278,16748,6175,560,250.0,,,,,,,True,,,Hybrid Skunk! 5 gr
73,73,01-03-2020 07:57:11,Batumi,30f48d507d,Hybrid Skunk! 10 gr,,1,нет,Батуми,10 гр,0.05,30146,11115,1008,450.0,,,,,,,True,,,Hybrid Skunk! 10 gr
74,74,01-03-2020 07:57:11,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,5,15,Батуми,0.27 гр,0.0303,18088,6669,605,270.0,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
75,75,01-03-2020 07:57:11,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0202,13398,4940,448,200.0,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
76,76,01-03-2020 07:57:11,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2245,133982,49400,4478,2000.0,,,,,,,True,,,SUBOXIN - HQ - 100 G.
77,77,01-03-2020 07:57:11,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1684,100486,37050,3359,1500.0,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
78,78,01-03-2020 07:57:11,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0112,6699,2470,224,100.0,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
79,79,01-03-2020 07:57:11,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0051,3350,1235,112,50.0,,,,,,,True,,,kur'er v Batumi
80,80,01-03-2020 07:57:11,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0051,3350,1235,112,50.0,,,,,,,True,,,Vakansija Kur'era v Batumi
81,81,01-03-2020 07:57:11,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0075,5000,2301,167,,,,,,,,True,,,Vakansija Kur'era v Batumi
82,82,01-03-2020 07:57:11,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0253,16748,6175,560,250.0,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
83,83,01-03-2020 07:57:11,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0253,16748,6175,560,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
84,84,01-03-2020 07:57:11,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6823,1004864,370500,33587,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
85,85,01-03-2020 07:57:11,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0556,33495,12350,1120,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
86,86,01-03-2020 07:58:42,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.0083,4957,1828,166,74.0,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
87,87,01-03-2020 07:58:42,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0121,7235,2668,242,108.0,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
88,88,01-03-2020 07:58:42,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0112,6699,2470,224,100.0,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
