,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Gldani,Varketili,Saburtalo,Nadzaladevi,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
14,01-05-2020 05:51:16,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0117,7636,2856,254,105,,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
15,01-05-2020 05:51:16,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 3g TOP VHQ,True,7,нет,Тбилиси,3 гр,0.011,7273,2720,241,100,,,,,,,,,,,,,AKA-47 ONLY BUDS 3g TOP VHQ
16,01-05-2020 05:51:16,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0337,23272,8704,773,320,,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
17,01-05-2020 05:51:16,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0326,21818,8160,724,300,,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
18,01-05-2020 05:51:16,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA. Технический универ,True,2,нет,Тбилиси,5 гр,0.0194,12727,4760,423,175,,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA. Tehnicheskij univer
19,01-05-2020 05:51:16,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica-,True,15,нет,Тбилиси,10 гр,0.023,15200,5685,505,209,,,,True,True,,,,,,,,10 gr marijuana buds. -indica-
20,01-05-2020 05:51:16,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 10g TOP VHQ,True,2,нет,Тбилиси,10 гр,0.033,21818,8160,724,300,,,,,,,,,,,,,AKA-47 ONLY BUDS 10g TOP VHQ
21,01-05-2020 05:51:16,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0422,29091,10880,966,400,,,,,,,,,,,,,gashish evro 10g
22,01-05-2020 05:51:16,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,4,нет,Тбилиси,20 гр,0.0445,29454,11016,978,405,,,,True,,True,,,,,,,20 gr Indica marijuana buds (hight quality)
23,01-05-2020 05:51:16,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0819,56508,21134,1876,777,,,,,,,,,,,,,Gashish Evro 20gr
24,01-05-2020 05:51:16,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1998,145453,54400,4829,2000,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
25,01-05-2020 05:51:16,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.2 грамм",True,нет,19,Тбилиси,0.2 гр,0.0043,2836,1061,94,39,,,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.2 gramm"
26,01-05-2020 05:51:16,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 1 грамм",True,нет,2,Тбилиси,1 гр,0.0148,9818,3672,326,135,,,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 1 gramm"
27,01-05-2020 05:51:16,Tbilisi,A3I9,Joookerrr,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",True,нет,1,Тбилиси,1 гр,0.0359,26109,9801,867,,,,,,,,330,,,,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
28,01-05-2020 05:51:16,Tbilisi,A3I9,Joookerrr,"""JoKer Express"" - Марки н боом 2 штуки!",True,нет,49,Тбилиси,2 гр,0.0038,2545,952,85,35,,,,,,,,,,,,,"""JoKer Express"" - Marki n boom 2 shtuki!"
29,01-05-2020 05:51:16,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,6,Тбилиси,2 гр,0.0233,15273,5712,507,210,,,,,,,,,,,,,✨✨2gram. MDMA✨✨
30,01-05-2020 05:51:16,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,8,Тбилиси,2 гр,0.041,26836,10037,891,369,,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
31,01-05-2020 05:51:16,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,10,Тбилиси,3 гр,0.0643,42109,15749,1398,579,,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
32,01-05-2020 05:51:16,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.044,29091,10880,966,400,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,01-05-2020 05:51:16,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0604,39999,14960,1328,550,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,01-05-2020 05:51:37,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,4,Тбилиси,5 гр,0.0187,12363,4624,410,170,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
35,01-05-2020 05:51:37,Tbilisi,OX85,amnesia420,5g WEED MIX / выбери свои сорта,True,нет,3,Тбилиси,5 гр,0.024,15854,5930,526,218,,,,,,,,,,,,,5g WEED MIX / vyberi svoi sorta
36,01-05-2020 05:51:37,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0219,14473,5413,480,199,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
37,01-05-2020 05:51:37,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0219,14473,5413,480,199,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
38,01-05-2020 05:51:37,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0219,15927,5957,529,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
39,01-05-2020 05:51:37,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0219,14473,5413,480,199,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
40,01-05-2020 05:51:37,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.261,190000,87429,6306,,,,,,,,,,,,,,reagent 25i nbome. 5gr
41,01-05-2020 05:51:37,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2997,218179,81600,7243,3000,,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
42,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1065,69745,26085,2315,959,,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
43,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,5,Тбилиси,5 гр,0.021,13745,5141,456,189,,,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
44,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0211,13818,5168,459,190,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
45,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0543,35563,13301,1181,489,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
46,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.021,13745,5141,456,189,,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
47,01-05-2020 05:51:37,Tbilisi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",True,нет,10,Тбилиси,10 гр,0.0121,8000,2992,266,110,,,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
48,01-05-2020 05:51:37,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0989,65454,24480,2173,900,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
49,01-05-2020 05:51:37,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0769,50908,19040,1690,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
50,01-05-2020 05:51:37,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0352,23272,8704,773,320,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
51,01-05-2020 05:51:37,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0879,58181,21760,1931,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,01-05-2020 05:51:37,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2445,161816,60520,5372,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
53,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,6,Тбилиси,10 гр,0.1731,113380,42405,3764,1559,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
54,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.041,26836,10037,891,369,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
55,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.035,22909,8568,761,315,,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
56,01-05-2020 05:51:37,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.555,363632,136000,12072,5000,,,,,,,,,,,,,METADON - 20 G.
57,01-05-2020 05:51:37,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0665,43563,16293,1446,599,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
58,01-05-2020 05:51:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1209,79999,29920,2656,1100,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
59,01-05-2020 05:51:37,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2638,174543,65280,5794,2400,,,,,,,,,,,,,100 gr marijuana buds
60,01-05-2020 05:51:37,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 100g TOP VHQ,True,нет,3,Тбилиси,100 гр,0.3297,218179,81600,7243,3000,,,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
61,01-05-2020 05:51:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2198,145453,54400,4829,2000,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
62,01-05-2020 05:51:37,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2748,181816,68000,6036,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
63,01-05-2020 05:51:37,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6484,429085,160480,14244,5900,,,,,,,,,,,,,180 gr marihuana persoalno
64,01-05-2020 05:51:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5056,334541,125120,11106,4600,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
65,01-05-2020 05:51:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8243,545447,204000,18107,7500,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
66,01-05-2020 05:51:37,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9342,618174,231200,20522,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
67,01-05-2020 05:51:37,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.02,14545,5440,483,200,,,,,,,,,,,,,KURYER..500RUB.+BONUS
68,01-05-2020 05:51:37,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.022,14545,5440,483,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,01-05-2020 05:52:02,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0275,18182,6800,604,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
70,01-05-2020 05:52:02,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.022,14545,5440,483,200,,,,,,,,,,,,,Rabota na marki (kur'er)
71,01-05-2020 05:52:02,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6636,1090895,408000,36215,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
72,01-05-2020 05:53:12,Batumi,A3I9,Joookerrr,Батуми н-бооом 10 штук,,1,нет,Батуми,10 гр,0.0109,7912,2970,263,,,,,,,,100,,,True,,,Batumi n-booom 10 shtuk
73,01-05-2020 05:53:12,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2425,159998,59840,5311,2200,,,,,,,,,,True,,,[100g] SPAIN HASH
74,01-05-2020 05:53:12,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",,нет,9,Батуми,10 гр,0.0121,8000,2992,266,110,,,,,,,,,,True,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
75,01-05-2020 05:53:12,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.01,7273,2720,241,100,,,,,,,,,,True,,,kur'er v Batumi
76,01-05-2020 05:53:12,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0251,18182,6800,604,250,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
77,01-05-2020 05:53:12,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0251,18182,6800,604,250,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
78,01-05-2020 05:53:12,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6685,1090895,408000,36215,15000,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
79,01-05-2020 05:53:12,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0551,36363,13600,1207,500,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
80,01-05-2020 05:54:50,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0238,16000,5984,531,220,,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
81,01-05-2020 05:54:50,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0573,37818,14144,1255,520,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
82,01-05-2020 05:54:50,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0421,28363,10608,942,390,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
83,01-05-2020 05:54:50,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.022,14545,5440,483,200,,,,,,,,,,,,True,Rabota na marki (kur'er)
