,time_stamp,region,sell_code,sell_name,description,Vake,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),Тбилиси,Didube,€,Авлобари,Центр,Батуми,Кутаиси,desc_en
44,31-03-2020 20:52:28,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0228,12437,4488,416,160,,,True,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
45,31-03-2020 20:52:28,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0785,42753,15428,1431,550,,,True,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
46,31-03-2020 20:52:28,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0241,13137,4740,440,169,,,True,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
47,31-03-2020 20:52:28,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,9,Тбилиси,5 гр,0.0243,13215,4769,442,170,,,True,,,,,,,5 gr Shishki “OG KUSH VHQ”
48,31-03-2020 20:52:28,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0284,15469,5582,518,199,,,True,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,31-03-2020 20:52:28,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0284,15469,5582,518,199,,,True,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,31-03-2020 20:52:28,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0284,17023,6143,570,219,,,True,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,31-03-2020 20:52:28,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0433,23320,8415,781,300,,,True,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
52,31-03-2020 20:52:28,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0284,15469,5582,518,199,,,True,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,31-03-2020 20:52:28,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,13,Тбилиси,5 гр,0.026,15547,5610,520,200,,,True,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
54,31-03-2020 20:52:28,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3172,190000,87429,6194,,,,True,,,,,,,reagent 25i nbome. 5gr
55,31-03-2020 20:52:28,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3893,233198,84150,7807,3000,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,31-03-2020 20:52:28,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.1253,67550,24375,2261,869,,,True,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,31-03-2020 20:52:28,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0274,14769,5330,494,190,,,True,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,31-03-2020 20:52:28,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0705,38011,13716,1273,489,,,True,,,,,,,💘✨5g. MDMA ✨💘
59,31-03-2020 20:52:28,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,7,Тбилиси,5 гр,0.0273,14691,5301,492,189,,,True,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
60,31-03-2020 20:52:28,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1285,69959,25245,2342,900,,,True,,,,,,,10 gr mdma Kristally ochen silni import s evropi
61,31-03-2020 20:52:28,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0999,54413,19635,1822,700,,,True,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,31-03-2020 20:52:28,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0457,24874,8976,833,320,,,True,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,31-03-2020 20:52:28,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1142,62186,22440,2082,800,,,True,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,31-03-2020 20:52:28,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3176,172955,62411,5790,2225,,,True,,,,,,,Amfetamin [White] [Import] 10G
65,31-03-2020 20:52:28,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,8,Тбилиси,10 гр,0.2089,112634,40644,3771,1449,,,True,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,31-03-2020 20:52:28,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0532,28683,10350,960,369,,,True,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
67,31-03-2020 20:53:05,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.0432,23242,8387,778,299,,,True,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
68,31-03-2020 20:53:05,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0866,46562,16802,1559,599,,,True,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
69,31-03-2020 20:53:05,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1574,85506,30855,2863,1100,,,True,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
70,31-03-2020 20:53:05,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.3435,186558,67320,6246,2400,,,True,,,,,,,100 gr marijuana buds
71,31-03-2020 20:53:05,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2862,155465,56100,5205,2000,,,True,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,31-03-2020 20:53:05,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2891,155465,56100,5205,2000,,,True,,,,,,,SUBOXIN - HQ - 100 G.
73,31-03-2020 20:53:05,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3578,194331,70125,6506,2500,,,True,,,,,,,Marihuana [Shishki] [Gali] 100G
74,31-03-2020 20:53:05,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2168,116599,42075,3903,1500,,,True,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
75,31-03-2020 20:53:05,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6583,357570,129030,11971,4600,,,True,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
76,31-03-2020 20:53:05,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0733,582994,210375,19517,7500,,,True,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
77,31-03-2020 20:53:05,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.2164,660726,238425,22120,8500,,,True,,,,,,,10000sht marki 25i-nbome. predoplata
78,31-03-2020 20:53:05,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.026,15547,5610,520,200,,,True,,,,,,,KURYER..500RUB.+BONUS
79,31-03-2020 20:53:05,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,1,нет,Тбилиси,1 гр,0.0215,11660,4208,390,150,,,True,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
80,31-03-2020 20:53:05,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0286,15547,5610,520,200,,,True,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
81,31-03-2020 20:53:05,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0358,19433,7013,651,250,,,True,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
82,31-03-2020 20:53:05,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.1661,1165988,420750,39035,15000,,,True,,,,,,,Vakansija optovogo kur'era na mef
83,31-03-2020 20:54:22,Batumi,V4T,COCAcoLA,MEPHEDRONE 0.5 gr,,2,нет,Батуми,0.5 гр,0.0104,6219,2244,208,80,,,,,,,True,,,MEPHEDRONE 0.5 gr
84,31-03-2020 20:54:22,Batumi,V4T,COCAcoLA,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),,3,нет,Батуми,1 гр,0.0215,11660,4208,390,150,,,,,,,True,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
85,31-03-2020 20:54:22,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,12,нет,Батуми,2 гр,0.0049,2954,1066,99,38,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
86,31-03-2020 20:54:22,Batumi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Батуми,6 гр,0.0117,6996,2525,234,90,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
87,31-03-2020 20:54:22,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3148,171012,61710,5725,2200,,,,,,,,True,,[100g] SPAIN HASH
88,31-03-2020 20:54:22,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 G.,,нет,4,Батуми,0.25 гр,0.0361,19433,7013,651,250,,,,,,,,True,,METADON - 0.25 G.
89,31-03-2020 20:54:22,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,3,13,Батуми,5 гр,0.026,15547,5610,520,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
90,31-03-2020 20:54:22,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2891,155465,56100,5205,2000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
91,31-03-2020 20:54:22,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2168,116599,42075,3903,1500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
92,31-03-2020 20:54:22,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.013,7773,2805,260,100,,,,,,,,True,,kur'er v Batumi
93,31-03-2020 20:54:22,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0325,19433,7013,651,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
94,31-03-2020 20:54:22,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0359,21435,7725,720,,,,,,250,,,True,,Rabota na marki (kur'er)
95,31-03-2020 20:54:22,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1661,1165988,420750,39035,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
96,31-03-2020 20:54:22,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0716,38866,14025,1301,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
97,31-03-2020 20:55:58,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,1 гр,0.0271,14847,5358,497,191,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
98,31-03-2020 20:55:58,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,7,нет,Кутаиси,1.5 гр,0.0205,11271,4067,377,145,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
99,31-03-2020 20:55:58,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,2 гр,0.0517,28372,10238,950,365,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
100,31-03-2020 20:55:58,Kutaisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,4,нет,Кутаиси,2 гр,0.0049,2954,1066,99,38,,,,,,,,,True,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
101,31-03-2020 20:55:58,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0191,10494,3787,351,135,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
