,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Nadzaladevi,Old Tbilisi (Старый город),€,Дигоми,Didube,Vake,Авлобари,Varketili,Батуми,Центр,Кутаиси,desc_en
97,15-07-2020 11:28:44,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0479,32169,12369,1095,,,,,399,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
98,15-07-2020 11:28:44,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1669,112990,51992,3843,,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
99,15-07-2020 11:28:44,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2642,178900,82321,6085,,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
100,15-07-2020 11:28:44,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7113,2725,242,100,,,,,,,,,,True,,,kur'er v Batumi
101,15-07-2020 11:28:44,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,17782,6813,605,250,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
102,15-07-2020 11:28:44,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,17782,6813,605,250,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
103,15-07-2020 11:28:44,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.021,14226,5450,484,200,,,,,,,,,,True,,,Kur'er Batumi na marihuanu
104,15-07-2020 11:28:44,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5898,1066913,408750,36291,15000,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
105,15-07-2020 11:28:44,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0525,35564,13625,1210,500,,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
106,15-07-2020 11:29:58,Kutaisi,2I03,bananaa,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4432,300158,114995,10210,4220,,,,,,,,,,,,True,CUSTOM Shishki 230g 3in1
