,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Saburtalo,Old Tbilisi (Старый город),Авлобари,Didube,Vake,Varketili,Батуми,Центр,€,desc_en
12,12,16-08-2020 17:08:18,Tbilisi,bb1791277e,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,2,нет,Тбилиси,1 гр,0.0047,4027,1518,135,55.0,,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
13,13,16-08-2020 17:08:18,Tbilisi,bb1791277e,1 gr super lemon haze пробник,True,1,нет,Тбилиси,1 гр,0.0047,4027,1518,135,55.0,,,,,,,,,,,1 gr super lemon haze probnik
14,14,16-08-2020 17:08:18,Tbilisi,7c395c455d,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,2,нет,Тбилиси,1 гр,0.0045,3880,1463,130,53.0,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
15,15,16-08-2020 17:08:18,Tbilisi,69672fee0d,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,2,нет,Тбилиси,1 гр,0.0047,4027,1518,135,55.0,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
16,16,16-08-2020 17:08:18,Tbilisi,4659482266,1 г.Super Skunk top class buds! (подезд),,3,нет,Тбилиси,1 гр,0.0047,4027,1518,135,55.0,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
17,17,16-08-2020 17:08:18,Tbilisi,4a91350669,1 шишки Girl Scout Cookies тгк thc 28%,,4,нет,Тбилиси,1 гр,0.0049,4247,1601,142,58.0,True,,,,,,,,,,1 shishki Girl Scout Cookies tgk thc 28%
18,18,16-08-2020 17:08:18,Tbilisi,7918572a66,1G TYson Budds Скидка 5%,,2,нет,Тбилиси,1 гр,0.0033,2929,1104,98,40.0,,True,,,,,,,,,1G TYson Budds Skidka 5%
19,19,16-08-2020 17:08:18,Tbilisi,e56bb6ca93,1g 🍁🌿WEST COAST 420 O.G🍁🌿 (HIGH QUALITY),True,5,нет,Тбилиси,1 гр,0.004,3441,1297,115,47.0,,,,,,,,,,,1g 🍁🌿WEST COAST 420 O.G🍁🌿 (HIGH QUALITY)
20,20,16-08-2020 17:08:18,Tbilisi,0dec0e1c48,1g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿,True,3,нет,Тбилиси,1 гр,0.0041,3514,1325,118,48.0,,,,,,,,,,,1g 🍁🍁🍁NEW glueberry o.g Dutch Passion Strain. (High quality)🌿🌿🌿
21,21,16-08-2020 17:08:18,Tbilisi,0dec0e1c48,1gr HYBRID o.g,True,9,нет,Тбилиси,1 гр,0.0042,3588,1352,120,49.0,,,,,,,,,,,1gr HYBRID o.g
22,22,16-08-2020 17:08:18,Tbilisi,bb1791277e,1gr Stardawg Auto WEED BUDS,True,1,нет,Тбилиси,1 гр,0.0047,4027,1518,135,55.0,,,,,,,,,,,1gr Stardawg Auto WEED BUDS
23,23,16-08-2020 17:08:18,Tbilisi,e56bb6ca93,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,2,нет,Тбилиси,1 гр,0.0049,4173,1573,140,57.0,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
24,24,16-08-2020 17:08:18,Tbilisi,f25c0d6c5c,Auto Amnesia Haze 1 gr,True,10,нет,Тбилиси,1 гр,0.0034,3000,1380,101,,,,,,,,,,,,Auto Amnesia Haze 1 gr
25,25,16-08-2020 17:08:18,Tbilisi,e771f4c371,MORNING GLORY 1G.( *VHQ*BUDS-26%THC) FROM EUROPE,,1,нет,Тбилиси,1 гр,0.0046,3954,1490,133,54.0,,True,,,,,,,,,MORNING GLORY 1G.( *VHQ*BUDS-26%THC) FROM EUROPE
26,26,16-08-2020 17:08:18,Tbilisi,ae784bef73,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,2,нет,Тбилиси,1 гр,0.0046,3954,1490,133,54.0,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
27,27,16-08-2020 17:08:18,Tbilisi,ae784bef73,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,2,нет,Тбилиси,1 гр,0.0047,4027,1518,135,55.0,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
28,28,16-08-2020 17:08:18,Tbilisi,ccc85b93d8,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0042,3661,1380,123,50.0,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
29,29,16-08-2020 17:08:18,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,4,нет,Тбилиси,2 гр,0.0084,7248,2732,243,99.0,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
30,30,16-08-2020 17:08:18,Tbilisi,bb1791277e,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,2,нет,Тбилиси,2 гр,0.009000000000000001,7761,2926,260,106.0,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
31,31,16-08-2020 17:08:18,Tbilisi,69672fee0d,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,4,нет,Тбилиси,2 гр,0.0085,7322,2760,246,100.0,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
32,32,16-08-2020 17:08:18,Tbilisi,7918572a66,2G TYson Budds Скидка 5%,True,8,нет,Тбилиси,2 гр,0.006,5711,2153,192,78.0,,True,,,,,,,,,2G TYson Budds Skidka 5%
33,33,16-08-2020 17:08:18,Tbilisi,e56bb6ca93,2g 🍁🌿WEST COAST 420 O.G🍁🌿 (HIGH QUALITY),True,2,нет,Тбилиси,2 гр,0.0073,6297,2374,211,86.0,,,,,,,,,,,2g 🍁🌿WEST COAST 420 O.G🍁🌿 (HIGH QUALITY)
34,34,16-08-2020 17:08:18,Tbilisi,bb1791277e,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,2,нет,Тбилиси,2 гр,0.0093,8054,3036,270,110.0,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
35,35,16-08-2020 17:08:18,Tbilisi,509c9eb778,Метадон VHQ 0.5гр,True,2,нет,Тбилиси,0.5 гр,0.0362,32508,12254,1091,444.0,,,,,,,,,,,Metadon VHQ 0.5gr
36,36,16-08-2020 17:09:21,Tbilisi,bb1791277e,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,2,нет,Тбилиси,2 гр,0.0093,8054,3036,270,110.0,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
37,37,16-08-2020 17:09:21,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 2 гр",True,2,нет,Тбилиси,2 гр,0.0085,8054,3036,270,110.0,True,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 2 gr"
38,38,16-08-2020 17:09:21,Tbilisi,e771f4c371,MORNING GLORY 3G.( *VHQ*BUDS-26%THC) FROM EUROPE,,1,нет,Тбилиси,3 гр,0.0127,10982,4140,368,150.0,,True,,,,,,,,,MORNING GLORY 3G.( *VHQ*BUDS-26%THC) FROM EUROPE
39,39,16-08-2020 17:09:21,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gramm,True,3,нет,Тбилиси,3 гр,0.006999999999999999,6589,2484,221,90.0,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
40,40,16-08-2020 17:09:21,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 250ug.🌈️‍🌈️‍🌈🤩,,5,нет,Тбилиси,3 гр,0.0128,10909,4112,366,149.0,,True,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 250ug.🌈️‍🌈️‍🌈🤩
41,41,16-08-2020 17:09:21,Tbilisi,97d5fcd29b,Suboxene 4mg,,1,нет,Тбилиси,4 гр,0.0045,4027,1518,135,55.0,,True,,,,,,,,,Suboxene 4mg
42,42,16-08-2020 17:09:21,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,2,нет,Тбилиси,5 гр,0.0204,17572,6624,590,240.0,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
43,43,16-08-2020 17:09:21,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,1,нет,Тбилиси,5 гр,0.0212,18304,6900,614,250.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
44,44,16-08-2020 17:09:21,Tbilisi,52fe6d0af9,Subotex From France B8 VHQ 1pc,True,нет,4,Тбилиси,1 гр,0.0195,16840,6348,565,230.0,,,,,,,,,,,Subotex From France B8 VHQ 1pc
45,45,16-08-2020 17:09:21,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0212,18304,6900,614,250.0,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
46,46,16-08-2020 17:09:21,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,5,Тбилиси,5 гр,0.0229,19768,7452,663,270.0,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
47,47,16-08-2020 17:09:21,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0234,20134,7590,676,275.0,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
48,48,16-08-2020 17:09:21,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0204,17572,6624,590,240.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
49,49,16-08-2020 17:09:21,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0238,20500,7728,688,280.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
50,50,16-08-2020 17:09:21,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0229,19768,7452,663,270.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
51,51,16-08-2020 17:09:21,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0169,16034,6044,538,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
52,52,16-08-2020 17:09:21,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0185,17572,6624,590,240.0,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
53,53,16-08-2020 17:09:21,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0212,18304,6900,614,250.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
54,54,16-08-2020 17:09:21,Tbilisi,52fe6d0af9,Subotex From France B8 VHQ 5pc,True,нет,1,Тбилиси,5 гр,0.0918,79073,29808,2653,1080.0,,,,,,,,,,,Subotex From France B8 VHQ 5pc
55,55,16-08-2020 17:09:21,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2005,190000,87429,6381,,,,,,,,,,,,reagent 25i nbome. 5gr
56,56,16-08-2020 17:09:21,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2317,219647,82800,7369,3000.0,,,True,True,,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,57,16-08-2020 17:09:21,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 250ug.🤩🌈️🌈️🧚‍♂️,True,нет,10,Тбилиси,5 гр,0.0197,16766,6320,563,229.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 250ug.🤩🌈️🌈️🧚‍♂️
58,58,16-08-2020 17:09:21,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0467,40269,15180,1351,550.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
59,59,16-08-2020 17:09:21,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,1,Тбилиси,10 гр,0.0595,51251,19320,1719,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,60,16-08-2020 17:09:21,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0357,30751,11592,1032,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,61,16-08-2020 17:09:21,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.068,58573,22080,1965,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
62,62,16-08-2020 17:09:21,Tbilisi,9610a68a0a,GABAGAMA 10 shtuk,True,нет,2,Тбилиси,10 гр,0.0012,1025,386,34,14.0,,,,,,,,,,,GABAGAMA 10 shtuk
63,63,16-08-2020 17:09:21,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1891,162905,61410,5465,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
64,64,16-08-2020 17:09:21,Tbilisi,dd631c4acf,🧚‍♂️🌈️👽 10 LSD 250ug.👽🌈️🧚‍♂️,True,нет,5,Тбилиси,10 гр,0.0334,28481,10736,956,389.0,,,,,,,,,,,🧚‍♂️🌈️👽 10 LSD 250ug.👽🌈️🧚‍♂️
65,65,16-08-2020 17:09:21,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2039,175718,66240,5895,2400.0,,,,,,,,,,,100 gr marijuana buds
66,66,16-08-2020 17:09:21,Tbilisi,8ddca45a78,"Weed cooking butter 100gr, Hight THC",True,нет,2,Тбилиси,100 гр,0.0084,7248,2732,243,99.0,,,,,,,,,,,"Weed cooking butter 100gr, Hight THC"
67,67,16-08-2020 17:09:21,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2124,183039,69000,6141,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,68,16-08-2020 17:09:21,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5014,431973,162840,14493,5900.0,,,,,,,,,,,180 gr marihuana persoalno
69,69,16-08-2020 17:09:21,Tbilisi,9610a68a0a,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0244,21000,9663,705,,,,,,True,,,,,,GABAGAMA 250 shtuk
70,70,16-08-2020 17:09:21,Tbilisi,509c9eb778,РоСС Убой 2гр,True,нет,33,Тбилиси,2 гр,0.0063,5638,2125,189,77.0,,,,,,,,,,,RoSS Uboj 2gr
71,71,16-08-2020 17:09:21,Tbilisi,6932ed9978,10g Methadone Crystal (В ЦЕНТРЕ НА МАГНИТАХ),True,нет,2,Тбилиси,10 гр,0.2472,234290,88320,7860,3200.0,,,,,,,,,,,10g Methadone Crystal (V TsENTRE NA MAGNITAH)
72,72,16-08-2020 17:10:12,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5015,431973,162840,14493,5900.0,,,,,,,,,,,180 gr marihuana persoalno
73,73,16-08-2020 17:10:12,Tbilisi,9610a68a0a,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0244,21000,9663,705,,,,,,True,,,,,,GABAGAMA 250 shtuk
74,74,16-08-2020 17:10:12,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7224,622333,234600,20879,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,75,16-08-2020 17:10:12,Tbilisi,3c9bc6f8e9,Курьер Тбилиси,True,1,нет,Тбилиси,1 гр,0.0309,29286,11040,983,400.0,,,,,,,,,,,Kur'er Tbilisi
76,76,16-08-2020 17:10:12,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.017,14643,5520,491,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
77,77,16-08-2020 17:10:12,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0212,18304,6900,614,250.0,,,,,,,,,,,Rabota na marki (kur'er)
78,78,16-08-2020 17:10:12,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0425,36608,13800,1228,500.0,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
79,79,16-08-2020 17:10:12,Tbilisi,ccc85b93d8,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0425,36608,13800,1228,500.0,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
80,80,16-08-2020 17:10:12,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2865,1098236,414000,36846,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
81,81,16-08-2020 17:10:12,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0425,36608,13800,1228,500.0,,,True,,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
82,82,16-08-2020 17:10:12,Tbilisi,98f436eeb7,верифицированный аккаунт на localbitcoins 1 шт,True,нет,2,Тбилиси,1 гр,0.0035,3000,1380,101,,,,,,,,,,,,verifitsirovannyj akkaunt na localbitcoins 1 sht
83,83,16-08-2020 17:10:12,Tbilisi,98f436eeb7,Генацвале! Работай у лучшей девушки RC!,True,нет,1,Тбилиси,2 гр,0.0085,7322,2760,246,100.0,,,,,,,,,,,Genatsvale! Rabotaj u luchshej devushki RC!
84,84,16-08-2020 17:12:41,Batumi,3c9bc6f8e9,Critical + 2.0 Grinded Moonrocks (измельченные мунроки) 5гр,,3,нет,Батуми,5 гр,0.0231,21892,8252,734,299.0,,,,,,,,True,,,Critical + 2.0 Grinded Moonrocks (izmel'chennye munroki) 5gr
85,85,16-08-2020 17:12:41,Batumi,75738ec358,ASTRAL 10g,,1,нет,Батуми,10 гр,0.0516,45394,17112,1523,620.0,,,,,,,,,True,,ASTRAL 10g
86,86,16-08-2020 17:12:41,Batumi,3c9bc6f8e9,Critical + 2.0 Grinded Buds (измельченные шишки) 15гр,,1,нет,Батуми,15 гр,0.0502,47590,17940,1597,650.0,,,,,,,,True,,,Critical + 2.0 Grinded Buds (izmel'chennye shishki) 15gr
87,87,16-08-2020 17:12:41,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0404,34477,13007,1157,,,,,,,,,True,,399.0,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
88,88,16-08-2020 17:12:41,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0395,33700,12714,1131,,,,,,,,,True,,390.0,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
89,89,16-08-2020 17:12:41,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0193,18304,6900,614,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
90,90,16-08-2020 17:12:41,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0193,18304,6900,614,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
91,91,16-08-2020 17:12:41,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.017,14643,5520,491,200.0,,,,,,,,True,,,Kur'er Batumi na marihuanu
92,92,16-08-2020 17:12:41,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2863,1098236,414000,36846,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
93,93,16-08-2020 17:12:41,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0425,36608,13800,1228,500.0,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
