,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Varketili,Vazisubani,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
59,59,24-05-2020 00:04:41,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2638,179701,67625,5997,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
60,60,24-05-2020 00:04:41,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6227,424094,159595,14152,5900.0,,,,,,,,,,,180 gr marihuana persoalno
61,61,24-05-2020 00:04:41,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4855,330650,124430,11034,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
62,62,24-05-2020 00:04:41,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7915,539103,202875,17990,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
63,63,24-05-2020 00:04:41,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8971,610983,229925,20388,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
64,64,24-05-2020 00:04:41,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0192,14376,5410,480,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
65,65,24-05-2020 00:04:41,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0211,14376,5410,480,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
66,66,24-05-2020 00:04:41,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0264,17970,6763,600,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
67,67,24-05-2020 00:04:41,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5974,1078206,405750,35979,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
68,68,24-05-2020 00:06:08,Batumi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 0.5 g !!! SALE!!! !!! БАТУМИ !!! BTC SALE 5%!!!,,6,нет,Батуми,0.5 гр,0.0063,4313,1623,144,60.0,,,,,,,,True,,,GAShISh tverdyj!!! Hash!!!! 0.5 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!
69,69,24-05-2020 00:06:08,Batumi,3c4662c591,шишки марихуаны 5G,,6,нет,Батуми,5 гр,0.0317,21564,8115,720,300.0,,,,,,,,,True,,shishki marihuany 5G
70,70,24-05-2020 00:06:08,Batumi,3c4662c591,Super Critical 10G,,1,нет,Батуми,10 гр,0.0633,43128,16230,1439,600.0,,,,,,,,,True,,Super Critical 10G
71,71,24-05-2020 00:06:08,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2323,158137,59510,5277,2200.0,,,,,,,,True,,,[100g] SPAIN HASH
72,72,24-05-2020 00:06:08,Batumi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",,нет,4,Батуми,0.5 гр,0.009000000000000001,6110,2299,204,85.0,,,,,,,,True,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
73,73,24-05-2020 00:06:08,Batumi,54915c4374,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",,нет,1,Батуми,1 гр,0.0346,25886,9719,864,,,,,,330.0,,,True,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
74,74,24-05-2020 00:06:08,Batumi,54915c4374,Батуми н-бооом 2 штуки,,нет,8,Батуми,2 гр,0.0038,2589,972,86,,,,,,33.0,,,True,,,Batumi n-booom 2 shtuki
75,75,24-05-2020 00:06:08,Batumi,54915c4374,MDMA !! 3 грамма,,нет,2,Батуми,3 гр,0.0475,32346,12173,1079,450.0,,,,,,,,True,,,MDMA !! 3 gramma
76,76,24-05-2020 00:06:08,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.166,112990,51992,3777,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
77,77,24-05-2020 00:06:08,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2628,178900,82321,5980,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
78,78,24-05-2020 00:06:08,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7188,2705,240,100.0,,,,,,,,True,,,kur'er v Batumi
79,79,24-05-2020 00:06:08,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,17970,6763,600,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
80,80,24-05-2020 00:06:08,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,17970,6763,600,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
81,81,24-05-2020 00:06:08,Batumi,54915c4374,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0115,7844,2945,262,,,,,,100.0,,,True,,,Rabota na marki (kur'er)
82,82,24-05-2020 00:06:08,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5981,1078206,405750,35979,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
83,83,24-05-2020 00:06:08,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0528,35940,13525,1199,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
84,84,24-05-2020 00:07:20,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 0.55г бтк скидка 10% !!,,1,нет,Кутаиси,0.55 гр,0.0021,1581,595,53,22.0,,,,,,,,,,True,Shishki Lemon weed TGK 25% 0.55g btk skidka 10% !!
85,85,24-05-2020 00:07:20,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 1.1г бтк скидка 10% !!,,2,нет,Кутаиси,1.1 гр,0.0029,2156,812,72,30.0,,,,,,,,,,True,Shishki Lemon weed TGK 25% 1.1g btk skidka 10% !!
86,86,24-05-2020 00:07:20,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0507,34862,13119,1163,485.0,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,87,24-05-2020 00:07:20,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0387,26596,10009,887,370.0,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
88,88,24-05-2020 00:07:20,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 3.3г бтк скидка 10% !!,,2,нет,Кутаиси,3.3 гр,0.0072,5391,2029,180,75.0,,,,,,,,,,True,Shishki Lemon weed TGK 25% 3.3g btk skidka 10% !!
89,89,24-05-2020 00:07:20,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 5.5г бтк скидка 10% !!,,1,нет,Кутаиси,5.5 гр,0.011000000000000001,8266,3111,276,115.0,,,,,,,,,,True,Shishki Lemon weed TGK 25% 5.5g btk skidka 10% !!
90,90,24-05-2020 00:07:20,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0115,7844,2945,262,,,,,,100.0,,,,,True,Rabota na marki (kur'er)
