,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,$,Varketili,Saburtalo,Vake,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
12,11-07-2020 09:05:09,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 1 гр. Спокойно, Надёжно, Качественно.",True,1,нет,Тбилиси,1 гр,0.0053,3918,1499,134,,55,,,,,,,,,"Amnesia Haze (photoperiod, regular) 1 gr. Spokojno, Nadezhno, Kachestvenno."
13,11-07-2020 09:05:09,Tbilisi,43MUT,Canartvelo,Бошки OG Kush 1g.,True,2,нет,Тбилиси,1 гр,0.0043,2849,1090,97,,40,,,,,,,,,Boshki OG Kush 1g.
14,11-07-2020 09:05:09,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,True,4,нет,Тбилиси,1 гр,0.0072,4816,1842,165,60,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
15,11-07-2020 09:05:09,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,4,нет,Тбилиси,2 гр,0.0104,7052,2698,241,,99,,True,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
16,11-07-2020 09:05:09,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,,4,нет,Тбилиси,2 гр,0.0115,7764,2970,265,,109,,True,,,,,,,2 G Hybrid Marijuana Buds
17,11-07-2020 09:05:09,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,2 гр,0.0126,8548,3270,292,,120,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
18,11-07-2020 09:05:09,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,2,нет,Тбилиси,2 гр,0.0126,8548,3270,292,,120,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
19,11-07-2020 09:05:09,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,2 гр,0.0126,8548,3270,292,,120,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
20,11-07-2020 09:05:09,Tbilisi,BB6E,WEEDSH0P,2gr Amnesia Haze Auto сжатая марихуана BUDS,True,2,нет,Тбилиси,2 гр,0.0126,8548,3270,292,,120,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
21,11-07-2020 09:05:09,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,4,нет,Тбилиси,2 гр,0.0093,6268,2398,214,,88,,,,,,,,,2gr HYBRID buds
22,11-07-2020 09:05:09,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,2,нет,Тбилиси,2 гр,0.0105,7835,2998,267,,110,,,True,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
23,11-07-2020 09:05:09,Tbilisi,3TGJ9,Elegant,3g. марихуана шишки Critical,True,1,нет,Тбилиси,3 гр,0.0144,10684,4088,365,,150,,,,,,,,,3g. marihuana shishki Critical
24,11-07-2020 09:05:09,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,15,нет,Тбилиси,3 гр,0.0058,3918,1499,134,,55,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
25,11-07-2020 09:05:09,Tbilisi,V76M,Endorphin,Suboxene 4mg,True,2,нет,Тбилиси,4 гр,0.0056,3918,1499,134,,55,,True,,,,,,,Suboxene 4mg
26,11-07-2020 09:05:09,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,2,нет,Тбилиси,5 гр,0.023,17095,6540,583,,240,,,,,,,,,5g. marihuana shishki Critical
27,11-07-2020 09:05:09,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",,1,нет,Тбилиси,5 гр,0.023,17095,6540,583,,240,,,,True,,,,,"Hindu Kush (photoperiod, regular) 5gr"
28,11-07-2020 09:05:09,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,2,нет,Тбилиси,5 гр,0.0263,17807,6813,608,,250,,,True,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
29,11-07-2020 09:05:09,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0053,3918,1499,134,,55,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
30,11-07-2020 09:05:09,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,2,нет,Тбилиси,10 гр,0.0459,32053,12263,1094,,450,,,,,,,,,Gashish Evro 10gr
31,11-07-2020 09:05:09,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0478,35615,13625,1215,,500,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
32,11-07-2020 09:05:09,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,True,8,нет,Тбилиси,15 гр,0.0068,4630,1771,158,,65,,,,,,,,,Silver haze leaves list'ja 15gr sale
33,11-07-2020 09:05:09,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2124,142460,54500,4860,,2000,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
34,11-07-2020 09:05:54,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2123,142460,54500,4860,,2000,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
35,11-07-2020 09:05:54,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,5,Тбилиси,1 гр,0.0371,24883,9517,850,310,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
36,11-07-2020 09:05:54,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gram,True,нет,10,Тбилиси,3 гр,0.0143,10684,4088,365,,150,,,,,,,,,Northern Lights Regular [budsonly] 3gram
37,11-07-2020 09:05:54,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,3,Тбилиси,4 гр,0.0421,28492,10900,972,,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
38,11-07-2020 09:05:54,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0263,17807,6813,608,,250,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
39,11-07-2020 09:05:54,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0579,39176,14988,1337,,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
40,11-07-2020 09:05:54,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0284,19232,7358,656,,270,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
41,11-07-2020 09:05:54,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0295,19944,7630,680,,280,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
42,11-07-2020 09:05:54,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0289,19588,7494,668,,275,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
43,11-07-2020 09:05:54,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0253,17095,6540,583,,240,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
44,11-07-2020 09:05:54,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0295,19944,7630,680,,280,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
45,11-07-2020 09:05:54,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0284,19232,7358,656,,270,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
46,11-07-2020 09:05:54,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0209,15599,5968,532,,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
47,11-07-2020 09:05:54,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0284,19232,7358,656,,270,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
48,11-07-2020 09:05:54,Tbilisi,R4156,bestchoice,марихуана пудра высокое качество 5грам,True,нет,10,Тбилиси,5 гр,0.0077,5698,2180,194,,80,,,,,,,,,marihuana pudra vysokoe kachestvo 5gram
49,11-07-2020 09:05:54,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2551,190000,87429,6482,,,,,,,,,,,reagent 25i nbome. 5gr
50,11-07-2020 09:05:54,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2869,213689,81750,7290,,3000,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
51,11-07-2020 09:05:54,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,5 гр,0.0239,16054,6140,549,200,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
52,11-07-2020 09:05:54,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0947,64107,24525,2187,,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
53,11-07-2020 09:05:54,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0579,39176,14988,1337,,550,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
54,11-07-2020 09:05:54,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0736,49861,19075,1701,,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
55,11-07-2020 09:05:54,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0442,29917,11445,1021,,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
56,11-07-2020 09:05:54,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0842,56984,21800,1944,,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
57,11-07-2020 09:05:54,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2341,158486,60631,5407,,2225,,,,,,,,,Amfetamin [White] [Import] 10G
58,11-07-2020 09:05:54,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0526,35318,13508,1207,440,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
59,11-07-2020 09:05:54,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0467,31305,11973,1070,390,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
60,11-07-2020 09:05:54,Tbilisi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",True,нет,4,Тбилиси,11 гр,0.0477,32027,12249,1095,399,,,,,,,,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
61,11-07-2020 09:05:54,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0622,46299,17713,1580,,650,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
62,11-07-2020 09:05:54,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2525,170952,65400,5832,,2400,,,,,,,,,100 gr marijuana buds
63,11-07-2020 09:05:54,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.263,178075,68125,6075,,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
64,11-07-2020 09:05:54,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6207,420256,160775,14337,,5900,,,,,,,,,180 gr marihuana persoalno
65,11-07-2020 09:05:54,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8943,605453,231625,20655,,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,11-07-2020 09:05:54,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0191,14246,5450,486,,200,,,,,,,,,KURYER..500RUB.+BONUS
67,11-07-2020 09:05:54,Tbilisi,LGRP8,Walker12,Ишем куриера в тбилиси!! срочно!! толко марихуана!!,True,1,нет,Тбилиси,1 гр,0.0158,10684,4088,365,,150,,,,,,,,,Ishem kuriera v tbilisi!! srochno!! tolko marihuana!!
68,11-07-2020 09:06:17,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0263,17807,6813,608,,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
69,11-07-2020 09:06:17,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.021,14246,5450,486,,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
70,11-07-2020 09:06:17,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0263,17807,6813,608,,250,,,,,,,,,Rabota na marki (kur'er)
71,11-07-2020 09:06:17,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0526,35615,13625,1215,,500,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
72,11-07-2020 09:06:17,Tbilisi,X4ZM,ZYX,Работа курьером,True,нет,1,Тбилиси,10 гр,0.0191,14246,5450,486,,200,,,,,,,,,Rabota kur'erom
73,11-07-2020 09:06:17,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5916,1068447,408750,36450,,15000,,,,,,,,,Vakansija optovogo kur'era na mef
74,11-07-2020 09:06:17,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0526,35615,13625,1215,,500,True,,True,,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
75,11-07-2020 09:07:51,Batumi,5HQU,LIKEaBOSS,Golosa(GHS)+ DOS-vi-DOS 2g,,2,нет,Батуми,2 гр,0.0191,14246,5450,486,,200,,,,,,,True,,Golosa(GHS)+ DOS-vi-DOS 2g
76,11-07-2020 09:07:51,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,5,Батуми,1 гр,0.0371,24883,9517,850,310,,,,,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
77,11-07-2020 09:07:51,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Батуми,10 гр,0.0527,35318,13508,1207,440,,,,,,,,True,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
78,11-07-2020 09:07:51,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0467,31305,11973,1070,390,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
79,11-07-2020 09:07:51,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,3,Батуми,11 гр,0.0478,32027,12249,1095,399,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
80,11-07-2020 09:07:51,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.167,112990,51992,3855,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
81,11-07-2020 09:07:51,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2644,178900,82321,6104,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
82,11-07-2020 09:07:51,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7123,2725,243,,100,,,,,,,True,,kur'er v Batumi
83,11-07-2020 09:07:51,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,17807,6813,608,,250,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
84,11-07-2020 09:07:51,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,17807,6813,608,,250,,,,,,,True,,Ischu kur'era v Gruzii!
85,11-07-2020 09:07:51,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0211,14246,5450,486,,200,,,,,,,True,,Kur'er Batumi na marihuanu
86,11-07-2020 09:07:51,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5931,1068447,408750,36450,,15000,,,,,,,True,,Vakansija optovogo kur'era na mef
87,11-07-2020 09:07:51,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0526,35615,13625,1215,,500,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
